ClientID,SpoolRequestNumber,SpoolRequestName,SpoolRequestSuffix1,SpoolRequestSuffix2,User,ExternalMode,TemseReadProtectionRule,TemseNumDeleteProtectionRule,TemseNumAddProtectionRule,TemseNumChangeProtectionRule,PrintImmediately,DeleteSpoolRequestAuto,AutoRereoute,OutputDevice,NumofCopies,Priority,FormatType,TemSeGeneralcounter,SpoolErrorStatus,TemSeObjectName,TemSeObjectPart,SpoolRequestTitle,DelFlag,PrintSAPCoverPage,PrintOSCoverPage,RecipientofSpoolRequest,ArchiveType,ArchiveStatus,TelecommunicationsPartnerE,DocumentType,DeletedAt [Jerusalem],SystemID,SystemNumber,Instance,Host
1,18709,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018709,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/21/2021, 9:31:42.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18701,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018701,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/17/2021, 9:27:38.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18702,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018702,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/17/2021, 9:28:40.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18703,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018703,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/18/2021, 9:28:37.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18705,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018705,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/19/2021, 9:29:38.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18704,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018704,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/18/2021, 9:29:41.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18706,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018706,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/19/2021, 9:30:41.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18707,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018707,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/20/2021, 9:30:39.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18708,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018708,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/20/2021, 9:31:42.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18710,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018710,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/21/2021, 9:32:43.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18711,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018711,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/22/2021, 9:32:43.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18720,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018720,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/26/2021, 9:37:47.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18721,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018721,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/27/2021, 9:37:48.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18722,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018722,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/27/2021, 9:38:49.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18723,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018723,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/28/2021, 9:38:49.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18716,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018716,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/24/2021, 9:35:47.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18717,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018717,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/25/2021, 9:35:47.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18719,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018719,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/26/2021, 9:36:47.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18718,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018718,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/25/2021, 9:36:47.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18516,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018516,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/2/2021, 5:45:01.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18712,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018712,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/22/2021, 9:33:45.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18713,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018713,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/23/2021, 9:33:44.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18714,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018714,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/23/2021, 9:34:45.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18715,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018715,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/24/2021, 9:34:46.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18543,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018543,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/15/2021, 6:01:20.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18517,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018517,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/2/2021, 5:46:03.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18518,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018518,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/3/2021, 5:47:02.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18519,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018519,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/3/2021, 5:48:05.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18520,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018520,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/4/2021, 5:49:04.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18522,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018522,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/5/2021, 5:51:07.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18523,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018523,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/5/2021, 5:52:06.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18525,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018525,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/6/2021, 5:53:08.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18524,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018524,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/6/2021, 5:52:07.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18521,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018521,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/4/2021, 5:50:05.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18526,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018526,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/7/2021, 5:53:09.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18528,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018528,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/8/2021, 5:54:10.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18529,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018529,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/8/2021, 5:55:08.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18530,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018530,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/9/2021, 5:55:10.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18527,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018527,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/7/2021, 5:54:09.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18532,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018532,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/10/2021, 5:56:10.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18534,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018534,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/11/2021, 5:57:11.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18533,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018533,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/10/2021, 5:57:10.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18535,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018535,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/11/2021, 5:58:11.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18536,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018536,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/12/2021, 5:58:11.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18537,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018537,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/12/2021, 5:59:11.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18538,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018538,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/13/2021, 5:59:12.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18542,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018542,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/15/2021, 6:01:15.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18540,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018540,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/14/2021, 6:00:14.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18541,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018541,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/14/2021, 6:01:15.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18539,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018539,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/13/2021, 6:00:14.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18531,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018531,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/9/2021, 5:56:10.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18727,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018727,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/30/2021, 9:41:01.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18728,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018728,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/30/2021, 9:42:02.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18729,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018729,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/31/2021, 9:43:04.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18730,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018730,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/31/2021, 9:44:03.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18732,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018732,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"8/1/2021, 9:46:09.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18733,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018733,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"8/2/2021, 9:46:07.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18800,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018800,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"8/2/2021, 11:59:15.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18731,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018731,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"8/1/2021, 9:45:10.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18802,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018802,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"8/3/2021, 11:59:26.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18801,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018801,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"8/2/2021, 11:59:25.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
0,16600,LIST1S,,/UI5/APP_IND,DDIC,1,0,0,2,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000016600,0,,.,D,D,DDIC,1,0,               L0840041,LIST,"6/16/2021, 7:31:20.000 AM",NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,16601,LIST1S,,/UI5/APP_IND,DDIC,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000016601,0,,.,D,D,DDIC,1,0,               L0840041,LIST,"6/16/2021, 7:32:41.000 AM",NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,16602,LIST1S,,/UI5/APP_IND,DDIC,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000016602,0,,.,D,D,DDIC,1,0,               L0840041,LIST,"6/16/2021, 8:51:34.000 AM",NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,16603,LIST1S,,/UI5/APP_IND,DDIC,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000016603,0,,.,D,D,DDIC,1,0,               L0840041,LIST,"6/16/2021, 9:00:23.000 AM",NPL,0,vhcalnplci_NPL_00,wdflbmd16697
1,18726,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018726,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/29/2021, 9:40:04.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18724,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018724,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/28/2021, 9:39:49.000 PM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
1,18725,LIST1S,,RSLDAGDS_DEV,DEVELOPER,1,0,0,1,0,H,K,D,LP01,1,5,X_PAPER,0,0,SPOOL0000018725,0,,.,D,D,DEVELOPER,1,0,               L0500041,LIST,"7/29/2021, 9:39:50.000 AM",a4h,0,vhcala4hci_A4H_00,vhcala4hci
