Instance,UserReleaseInstance,JobName,JobCount,MessageText,SchedulingDateTime [Jerusalem],StartDateTime [Jerusalem],SchedulingUser,LastChangeByUser,ReleaseUser,ClientID,WorkProcessNumber,WorkProcessID,BgdProcessingEvent,JobClassification,JobPriority,MessageClass,MessageNumber,MessageType,SystemID,SystemNumber,Host
vhcala4hci_A4H_00,,EU_REORG,1403800,Aktualisiere Nav.Index für lokale Klassen,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 03 Datum 20210714 - 014040 Dauer  000001 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 04 Datum 20210714 - 014040,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 04 Datum 20210714 - 014040 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 06 Datum 20210714 - 014040,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 06 Datum 20210714 - 014040 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 07 Datum 20210714 - 014040,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 07 Datum 20210714 - 014041 Dauer  000001 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 08 Datum 20210714 - 014041,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 08 Datum 20210714 - 014041 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 09 Datum 20210714 - 014041,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 09 Datum 20210714 - 014041 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 10 Datum 20210714 - 014041,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 10 Datum 20210714 - 014041 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 11 Datum 20210714 - 014041,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 11 Datum 20210714 - 014041 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 12 Datum 20210714 - 014041,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 12 Datum 20210714 - 014042 Dauer  000001 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 13 Datum 20210714 - 014042,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 13 Datum 20210714 - 014042 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 14 Datum 20210714 - 014042,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 14 Datum 20210714 - 014042 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 15 Datum 20210714 - 014042,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 15 Datum 20210714 - 014042 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 16 Datum 20210714 - 014042,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 16 Datum 20210714 - 014043 Dauer  000001 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 18 Datum 20210714 - 014043,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 18 Datum 20210714 - 014043 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 19 Datum 20210714 - 014043,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 19 Datum 20210714 - 014043 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 20 Datum 20210714 - 014043,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 20 Datum 20210714 - 014043 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 21 Datum 20210714 - 014043,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 21 Datum 20210714 - 014043 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 22 Datum 20210714 - 014043,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 22 Datum 20210714 - 014043 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 23 Datum 20210714 - 014043,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 23 Datum 20210714 - 014043 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 24 Datum 20210714 - 014043,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 24 Datum 20210714 - 014050 Dauer  000007 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Start von Schritt 25 Datum 20210714 - 014050,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Ende  von Schritt 25 Datum 20210714 - 014050 Dauer  000000 s,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,OO,0,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_REORG,1403800,Job finished,"7/13/2021, 4:40:38.000 AM","7/14/2021, 4:40:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,12,23414,,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103802,Job EU_PUT 00103802 started,"7/13/2021, 3:10:38.000 AM","7/14/2021, 3:10:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,10,13540,,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103802,"Step 001 started (program SAPRSEUT, variant , user ID DEVELOPER)","7/13/2021, 3:10:38.000 AM","7/14/2021, 3:10:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,10,13540,,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,EU_PUT,103802,Job finished,"7/13/2021, 3:10:38.000 AM","7/14/2021, 3:10:39.000 AM",DEVELOPER,DEVELOPER,SAPSYS,1,10,13540,,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,SAP_SLD_DATA_COLLECT,18324300,Job SAP_SLD_DATA_COLLECT 18324300 started,"7/13/2021, 9:32:43.000 PM","7/14/2021, 9:32:39.000 AM",DEVELOPER,DEVELOPER,DEVELOPER,1,12,26129,,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,SAP_SLD_DATA_COLLECT,18324300,"Step 001 started (program RSLDAGDS, variant , user ID DEVELOPER)","7/13/2021, 9:32:43.000 PM","7/14/2021, 9:32:39.000 AM",DEVELOPER,DEVELOPER,DEVELOPER,1,12,26129,,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,SAP_SLD_DATA_COLLECT,18324300,Job finished,"7/13/2021, 9:32:43.000 PM","7/14/2021, 9:32:39.000 AM",DEVELOPER,DEVELOPER,DEVELOPER,1,12,26129,,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDDIS0L,10105700,Job RDDDIS0L 10105700 started,"7/14/2021, 1:10:57.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,DDIC,0,11,11493,,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDDIS0L,10105700,"Step 001 started (program RDDGENBB, variant DIST, user ID DDIC)","7/14/2021, 1:10:57.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,DDIC,0,11,11493,,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDDIS0L,10105700,Start of distribution: 10:10:57,"7/14/2021, 1:10:57.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,DDIC,0,11,11493,,C,0,AD,896,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDDIS0L,10105700,End of distribution:  10:10:58,"7/14/2021, 1:10:57.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,DDIC,0,11,11493,,C,0,AD,895,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDDIS0L,10105700,Job finished,"7/14/2021, 1:10:57.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,DDIC,0,11,11493,,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10090400,Job RDDIMPDP 10090400 started,"7/14/2021, 1:09:04.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,SAPSYS,0,12,26129,SAP_TRIGGER_RDDIMPDP,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10090400,"Step 001 started (program RDDIMPDP, variant , user ID DDIC)","7/14/2021, 1:09:04.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,SAPSYS,0,12,26129,SAP_TRIGGER_RDDIMPDP,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10090400,Program RDDIMPDP is running in client 000,"7/14/2021, 1:09:04.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,SAPSYS,0,12,26129,SAP_TRIGGER_RDDIMPDP,C,0,PU,50,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10090400,Header S: Job ID 10105700 entered in TRJOB,"7/14/2021, 1:09:04.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,SAPSYS,0,12,26129,SAP_TRIGGER_RDDIMPDP,C,0,PU,37,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10090400,Header S: Job has started,"7/14/2021, 1:09:04.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,SAPSYS,0,12,26129,SAP_TRIGGER_RDDIMPDP,C,0,PU,38,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10090400,Job finished,"7/14/2021, 1:09:04.000 PM","7/14/2021, 1:10:57.000 PM",DDIC,DDIC,SAPSYS,0,12,26129,SAP_TRIGGER_RDDIMPDP,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,17053200,Job RDDIMPDP 17053200 started,"6/16/2021, 8:05:32.000 PM","7/14/2021, 1:09:05.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,17053200,"Step 001 started (program RDDIMPDP, variant , user ID DDIC)","6/16/2021, 8:05:32.000 PM","7/14/2021, 1:09:05.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,17053200,Program RDDIMPDP is running in client 000,"6/16/2021, 8:05:32.000 PM","7/14/2021, 1:09:05.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,PU,50,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,17053200,Header J: Job ID 10090600 entered in TRJOB,"6/16/2021, 8:05:32.000 PM","7/14/2021, 1:09:05.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,PU,37,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,17053200,Header J: Job has started,"6/16/2021, 8:05:32.000 PM","7/14/2021, 1:09:05.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,PU,38,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,17053200,Job finished,"6/16/2021, 8:05:32.000 PM","7/14/2021, 1:09:05.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10105700,Job RDDIMPDP 10105700 started,"7/14/2021, 1:10:57.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10105700,"Step 001 started (program RDDIMPDP, variant , user ID DDIC)","7/14/2021, 1:10:57.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10105700,Program RDDIMPDP is running in client 000,"7/14/2021, 1:10:57.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,PU,50,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10105700,Header P: Job ID 10110100 entered in TRJOB,"7/14/2021, 1:10:57.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,PU,37,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10105700,Header P: Job has started,"7/14/2021, 1:10:57.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,PU,38,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDIMPDP,10105700,Job finished,"7/14/2021, 1:10:57.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,SAPSYS,0,11,11493,SAP_TRIGGER_RDDIMPDP,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMASGL,10090600,Job RDDMASGL 10090600 started,"7/14/2021, 1:09:06.000 PM","7/14/2021, 1:09:06.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMASGL,10090600,"Step 001 started (program RDDMASGL, variant IMPACT21A, user ID DDIC)","7/14/2021, 1:09:06.000 PM","7/14/2021, 1:09:06.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMASGL,10090600,Start of mass activation 10:09:06,"7/14/2021, 1:09:06.000 PM","7/14/2021, 1:09:06.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,AD,10,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMASGL,10090600,End of mass activation 10:10:51,"7/14/2021, 1:09:06.000 PM","7/14/2021, 1:09:06.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,AD,10,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMASGL,10090600,J Background job RDDMASGL ended correctly,"7/14/2021, 1:09:06.000 PM","7/14/2021, 1:09:06.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,AD,10,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMASGL,10090600,Job finished,"7/14/2021, 1:09:06.000 PM","7/14/2021, 1:09:06.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,0,517,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMNTAB,10110100,Job RDDMNTAB 10110100 started,"7/14/2021, 1:11:01.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,0,516,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMNTAB,10110100,"Step 001 started (program RDDMNTAB, variant , user ID DDIC)","7/14/2021, 1:11:01.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,0,550,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMNTAB,10110100,File log: /usr/sap/trans/tmp/P210714.A4H,"7/14/2021, 1:11:01.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,D0,325,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMNTAB,10110100,Transport step P: Background job RDDMNTAB ended correctly,"7/14/2021, 1:11:01.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,PU,130,S,a4h,0,vhcala4hci
vhcala4hci_A4H_00,,RDDMNTAB,10110100,Job finished,"7/14/2021, 1:11:01.000 PM","7/14/2021, 1:11:01.000 PM",DDIC,DDIC,DDIC,0,12,26129,,C,0,0,517,S,a4h,0,vhcala4hci
