ClientID,ObjectClass_s,ObjectID,ChangeNumber,User,TransactionCode,TypeofChange_Header,Language,Version,TableName,ChangedTableKey,FieldName,TypeofChange_Item,FlagText,UOMOld,ValueNew,SystemID,SystemNumber,Instance,Host,ValueOld2,ValueNew3
0,IDENTITY,SENTINEL,151186,SAP*,PFCG,U,E,0,SUSR_UST04,T-NL310005,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
0,IDENTITY,SENTINEL,151186,SAP*,PFCG,U,E,0,SUSR_UST04,T-NL310005,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,ADRESSE3,BC0100000111450000011105,962,YOAV,SU01,U,E,0,ADCP,1.00E+28,KEY,I,1,,,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,ADRESSE3,BC0100000111450000011105,962,YOAV,SU01,U,E,0,ADRP,1.00E+18,KEY,I,1,,,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,IDENTITY,TEST,961,YOAV,SU01,U,E,0,USR04,001TEST,KEY,I,1,,,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,IDENTITY,TEST,961,YOAV,SU01,U,E,0,USR21,001TEST,ADDRNUMBER,U,1,,11105,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,IDENTITY,TEST,961,YOAV,SU01,U,E,0,USR21,001TEST,IDENTITY_GUID,U,1,,,a4h,0,vhcala4hci_A4H_00,vhcala4hci,00000000-0000-0000-0000-000000000000,0242ac11-0002-1eeb-bba5-feb5d323b2ea
1,IDENTITY,TEST,961,YOAV,SU01,U,E,0,USR21,001TEST,PERSNUMBER,U,1,,11145,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,IDENTITY,TEST,961,YOAV,SU01,U,E,0,USREFUS,001TEST,USERALIAS,U,1,,TESTT,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,ADRESSE3,BC0100000111310000011105,950,YOAV,SU01,U,E,0,ADCP,1.00E+28,KEY,I,1,,,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,ADRESSE3,BC0100000111310000011105,950,YOAV,SU01,U,E,0,ADRP,1.00E+18,KEY,I,1,,,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,IDENTITY,INSIDER,949,YOAV,SU01,U,E,0,USR04,001INSIDER,KEY,I,1,,,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,IDENTITY,INSIDER,949,YOAV,SU01,U,E,0,USR21,001INSIDER,ADDRNUMBER,U,1,,11105,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,IDENTITY,INSIDER,949,YOAV,SU01,U,E,0,USR21,001INSIDER,IDENTITY_GUID,U,1,,,a4h,0,vhcala4hci_A4H_00,vhcala4hci,00000000-0000-0000-0000-000000000000,0242ac11-0002-1eeb-b4ff-bdd2abcbf912
1,IDENTITY,INSIDER,949,YOAV,SU01,U,E,0,USR21,001INSIDER,PERSNUMBER,U,1,,11131,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
1,IDENTITY,INSIDER,951,YOAV,SU01,U,E,0,SUSR_UST04,SAP_ALL,KEY,I,1,,,a4h,0,vhcala4hci_A4H_00,vhcala4hci,,
0,IDENTITY,SENTINEL,151186,SAP*,PFCG,U,E,0,SUSR_UST04,T-NL310005,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
