TenantId,"TimeGenerated [UTC]",Dvc,DvcIpAddr,DvcHostname,DvcDomain,DvcDomainType,DvcFQDN,DvcId,DvcIdType,DvcAction,DvcOriginalAction,EventMessage,EventCount,"EventStartTime [UTC]","EventEndTime [UTC]",EventType,EventSubType,EventResult,EventResultDetails,EventOriginalUid,EventOriginalType,EventOriginalSubType,EventOriginalResultDetails,EventSeverity,EventOriginalSeverity,EventProduct,EventProductVersion,EventVendor,EventSchemaVersion,EventReportUrl,AdditionalFields,DstAppName,DstAppId,DstAppType,DstIpAddr,DstPortNumber,DstHostname,DstDomain,DstDomainType,DstFQDN,DstDvcId,DstDvcIdType,DstDeviceType,DstGeoCountry,DstGeoRegion,DstGeoCity,DstGeoLatitude,DstGeoLongitude,DstUserId,DstUserIdType,DstUsername,DstUsernameType,DstUserType,DstOriginalUserType,NetworkApplicationProtocol,NetworkProtocol,NetworkProtocolVersion,NetworkDirection,NetworkDuration,NetworkIcmpType,NetworkIcmpCode,NetworkConnectionHistory,DstBytes,SrcBytes,NetworkBytes,DstPackets,SrcPackets,NetworkPackets,NetworkSessionId,ThreatOriginalRiskLevel,ThreatIpAddr,ThreatField,ThreatConfidence,ThreatOriginalConfidence,ThreatIsActive,"ThreatFirstReportedTime [UTC]","ThreatLastReportedTime [UTC]",DstNatIpAddr,DstNatPortNumber,SrcNatIpAddr,SrcNatPortNumber,SrcAppName,SrcAppId,SrcAppType,SrcIpAddr,SrcPortNumber,SrcHostname,SrcDomain,SrcDomainType,SrcFQDN,SrcDvcId,SrcDvcIdType,SrcDeviceType,SrcGeoCountry,SrcGeoRegion,SrcGeoCity,SrcGeoLatitude,SrcGeoLongitude,SrcUserId,SrcUserIdType,SrcUsername,SrcUsernameType,SrcUserType,SrcOriginalUserType,Url,UrlCategory,UrlOriginal,HttpVersion,HttpRequestMethod,HttpContentType,HttpContentFormat,HttpReferrer,HttpUserAgent,HttpRequestXff,HttpRequestTime,HttpResponseTime,FileName,FileMD5,FileSHA1,FileSHA256,FileSHA512,FileSize,FileContentType,RuleName,RuleNumber,Rule,ThreatId,ThreatName,ThreatCategory,ThreatRiskLevel,HttpHost,EventOwner,SrcProcessName,SrcProcessId,SrcProcessGuid,SrcUserScope,SrcUserScopeId,SrcDvcScopeId,SrcDvcScope,DstDvcScopeId,DstDvcScope,SrcMacAddr,DstMacAddr,DstSystemEntityKey,DstUserEntityKey,DstApplicationEntityKey,SrcSystemEntityKey,SrcUserEntityKey,SrcApplicationEntityKey,DvcEntityKey,SrcUserAdditionalIds,DstUserAdditionalIds,AdditionalEntities,SourceSystem,Type,"_ResourceId"
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.373",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.373","19/08/2026, 12:09:29.373",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"45.43287180951261","-93.21416889906553",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735889567/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:45.8395776Z",,"tenant.meraki.com/api/v1/networks/N_895836695735889567/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:45.8395776Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.235",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.235","19/08/2026, 12:09:29.235",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"51.138272437360556","-91.53083824243608",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735889563/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:45.6329044Z",,"tenant.meraki.com/api/v1/networks/N_895836695735889563/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:45.6329044Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.225",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.225","19/08/2026, 12:09:29.225",HTTPsession,,Success,200,,"API Request",,getNetworkClients,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"46.12937619490644","-79.01522166288304",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_898457239727187705/clients?timespan=2678400",,"tenant.meraki.com/api/v1/networks/N_898457239727187705/clients?timespan=2678400","2.0",GET,,,"tenant.meraki.com","python-requests/2.31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.063",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.063","19/08/2026, 12:09:29.063",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"45.06082767155098","-91.34505304297457",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735888612/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:45.3683095Z",,"tenant.meraki.com/api/v1/networks/N_895836695735888612/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:45.3683095Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.007",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.007","19/08/2026, 12:09:29.007",HTTPsession,,Success,200,,"API Request",,getNetworkClients,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"46.014809945476046","-80.83046686566628",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_898457239727187703/clients?timespan=2678400",,"tenant.meraki.com/api/v1/networks/N_898457239727187703/clients?timespan=2678400","2.0",GET,,,"tenant.meraki.com","python-requests/2.31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:28.869",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:28.869","19/08/2026, 12:09:28.869",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"42.89181271435969","-84.96734511735362",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735888611/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:45.1641084Z",,"tenant.meraki.com/api/v1/networks/N_895836695735888611/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:45.1641084Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:28.794",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:28.794","19/08/2026, 12:09:28.794",HTTPsession,,Success,200,,"API Request",,getNetworkClients,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"45.33235398950897","-85.93026161548374",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_898457239727187702/clients?timespan=2678400",,"tenant.meraki.com/api/v1/networks/N_898457239727187702/clients?timespan=2678400","2.0",GET,,,"tenant.meraki.com","python-requests/2.31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:28.673",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:28.673","19/08/2026, 12:09:28.673",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"45.46691162496809","-86.65426525408046",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735888233/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:44.9524478Z",,"tenant.meraki.com/api/v1/networks/N_895836695735888233/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:44.9524478Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:28.545",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:28.545","19/08/2026, 12:09:28.545",HTTPsession,,Success,200,,"API Request",,getNetworkClients,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"47.6841182834703","-85.27041342034515",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_898457239727187696/clients?timespan=2678400",,"tenant.meraki.com/api/v1/networks/N_898457239727187696/clients?timespan=2678400","2.0",GET,,,"tenant.meraki.com","python-requests/2.31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:28.502",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:28.502","19/08/2026, 12:09:28.502",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"43.20548127273392","-86.33154730786318",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735888230/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:44.8102249Z",,"tenant.meraki.com/api/v1/networks/N_895836695735888230/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:44.8102249Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:28.345",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:28.345","19/08/2026, 12:09:28.345",HTTPsession,,Success,200,,"API Request",,getNetworkClients,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"42.390135669553146","-83.58948775138549",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_898457239727187694/clients?timespan=2678400",,"tenant.meraki.com/api/v1/networks/N_898457239727187694/clients?timespan=2678400","2.0",GET,,,"tenant.meraki.com","python-requests/2.31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:28.339",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:28.339","19/08/2026, 12:09:28.339",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"45.26761651454838","-87.11916010815641",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735887788/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:44.6621410Z",,"tenant.meraki.com/api/v1/networks/N_895836695735887788/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:44.6621410Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:28.185",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:28.185","19/08/2026, 12:09:28.185",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"51.09362273340338","-89.96320981511894",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735887688/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:50:39.1645690Z",,"tenant.meraki.com/api/v1/networks/N_895836695735887688/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:50:39.1645690Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:28.154",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:28.154","19/08/2026, 12:09:28.154",HTTPsession,,Success,200,,"API Request",,getNetworkClients,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"40.520065378224785","-84.26297681582804",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_898457239727187693/clients?timespan=2678400",,"tenant.meraki.com/api/v1/networks/N_898457239727187693/clients?timespan=2678400","2.0",GET,,,"tenant.meraki.com","python-requests/2.31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
