TenantId,SourceSystem,"TimeGenerated [UTC]",Source,EventLog,Computer,EventLevel,EventLevelName,ParameterXml,EventData,EventID,RenderedDescription,AzureDeploymentID,Role,EventCategory,UserName,Message,MG,ManagementGroupName,Type,"_ResourceId"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:25:19.297 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Windows Update</Param><Param>running</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:06:35.8852358+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Windows Update</Data><Data Name=""param2"">running</Data><Binary>770075006100750073006500720076002F0034000000</Binary></EventData></DataItem>",7036,"The Windows Update service entered the running state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:19:29.266 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Background Intelligent Transfer Service</Param><Param>stopped</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:03:49.8283718+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Background Intelligent Transfer Service</Data><Data Name=""param2"">stopped</Data><Binary>42004900540053002F0031000000</Binary></EventData></DataItem>",7036,"The Background Intelligent Transfer Service service entered the stopped state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:27:22.981 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>AppX Deployment Service (AppXSVC)</Param><Param>stopped</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:07:34.0855105+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">AppX Deployment Service (AppXSVC)</Data><Data Name=""param2"">stopped</Data><Binary>41007000700058005300760063002F0031000000</Binary></EventData></DataItem>",7036,"The AppX Deployment Service (AppXSVC) service entered the stopped state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:27:30.515 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>AppX Deployment Service (AppXSVC)</Param><Param>running</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:07:37.5074516+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">AppX Deployment Service (AppXSVC)</Data><Data Name=""param2"">running</Data><Binary>41007000700058005300760063002F0034000000</Binary></EventData></DataItem>",7036,"The AppX Deployment Service (AppXSVC) service entered the running state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:31:05.337 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Device Management Wireless Application Protocol (WAP) Push message Routing Service</Param><Param>stopped</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:09:06.7489656+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Device Management Wireless Application Protocol (WAP) Push message Routing Service</Data><Data Name=""param2"">stopped</Data><Binary>64006D00770061007000700075007300680073006500720076006900630065002F0031000000</Binary></EventData></DataItem>",7036,"The Device Management Wireless Application Protocol (WAP) Push message Routing Service service entered the stopped state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:31:19.983 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Network Setup Service</Param><Param>running</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:09:13.8118099+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Network Setup Service</Data><Data Name=""param2"">running</Data><Binary>4E0065007400530065007400750070005300760063002F0034000000</Binary></EventData></DataItem>",7036,"The Network Setup Service service entered the running state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:28:20.796 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Network Setup Service</Param><Param>stopped</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:07:55.6995530+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Network Setup Service</Data><Data Name=""param2"">stopped</Data><Binary>4E0065007400530065007400750070005300760063002F0031000000</Binary></EventData></DataItem>",7036,"The Network Setup Service service entered the stopped state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:42:10.998 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Windows Modules Installer</Param><Param>stopped</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:14:11.4306365+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Windows Modules Installer</Data><Data Name=""param2"">stopped</Data><Binary>540072007500730074006500640049006E007300740061006C006C00650072002F0031000000</Binary></EventData></DataItem>",7036,"The Windows Modules Installer service entered the stopped state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:42:18.405 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Network Setup Service</Param><Param>running</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:14:14.5401422+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Network Setup Service</Data><Data Name=""param2"">running</Data><Binary>4E0065007400530065007400750070005300760063002F0034000000</Binary></EventData></DataItem>",7036,"The Network Setup Service service entered the running state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:42:37.843 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Network Setup Service</Param><Param>stopped</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:14:22.9622508+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Network Setup Service</Data><Data Name=""param2"">stopped</Data><Binary>4E0065007400530065007400750070005300760063002F0031000000</Binary></EventData></DataItem>",7036,"The Network Setup Service service entered the stopped state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:43:50.503 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Portable Device Enumerator Service</Param><Param>running</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:15:07.0400643+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Portable Device Enumerator Service</Data><Data Name=""param2"">running</Data><Binary>57005000440042007500730045006E0075006D002F0034000000</Binary></EventData></DataItem>",7036,"The Portable Device Enumerator Service service entered the running state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/26/2023, 2:19:29.047 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Background Intelligent Transfer Service</Param><Param>auto start</Param><Param>demand start</Param><Param>BITS</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T23:03:47.5472292+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Background Intelligent Transfer Service</Data><Data Name=""param2"">auto start</Data><Data Name=""param3"">demand start</Data><Data Name=""param4"">BITS</Data></EventData></DataItem>",7040,"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start. ",,,0,"NT AUTHORITY\SYSTEM",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"5/18/2023, 12:14:39.387 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Azure Advanced Threat Protection Sensor</Param><Param>disabled</Param><Param>auto start</Param><Param>AATPSensor</Param>","<DataItem type=""System.XmlData"" time=""2023-05-18T14:14:39.3872365+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Azure Advanced Threat Protection Sensor</Data><Data Name=""param2"">disabled</Data><Data Name=""param3"">auto start</Data><Data Name=""param4"">AATPSensor</Data></EventData></DataItem>",7040,"The start type of the Azure Advanced Threat Protection Sensor service was changed from disabled to auto start. ",,,0,"NT AUTHORITY\SYSTEM",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/5/2023, 7:55:31.980 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Portable Device Enumerator Service</Param><Param>stopped</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T21:55:31.9807891+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Portable Device Enumerator Service</Data><Data Name=""param2"">stopped</Data><Binary>57005000440042007500730045006E0075006D002F0031000000</Binary></EventData></DataItem>",7036,"The Portable Device Enumerator Service service entered the stopped state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/5/2023, 8:03:33.144 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Windows Update</Param><Param>stopped</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T22:03:33.1447617+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Windows Update</Data><Data Name=""param2"">stopped</Data><Binary>770075006100750073006500720076002F0031000000</Binary></EventData></DataItem>",7036,"The Windows Update service entered the stopped state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/5/2023, 8:03:50.505 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Windows Update</Param><Param>running</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T22:03:50.5059827+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Windows Update</Data><Data Name=""param2"">running</Data><Binary>770075006100750073006500720076002F0034000000</Binary></EventData></DataItem>",7036,"The Windows Update service entered the running state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/5/2023, 8:00:59.325 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Network Setup Service</Param><Param>stopped</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T22:00:59.3258577+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Network Setup Service</Data><Data Name=""param2"">stopped</Data><Binary>4E0065007400530065007400750070005300760063002F0031000000</Binary></EventData></DataItem>",7036,"The Network Setup Service service entered the stopped state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/5/2023, 8:04:04.984 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Network Setup Service</Param><Param>running</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T22:04:04.9846636+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Network Setup Service</Data><Data Name=""param2"">running</Data><Binary>4E0065007400530065007400750070005300760063002F0034000000</Binary></EventData></DataItem>",7036,"The Network Setup Service service entered the running state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"00000000-0000-0000-0000-000000000000",OpsManager,"6/5/2023, 8:03:49.910 PM","Service Control Manager",System,"DC1.kustoworks.com",4,Information,"<Param>Portable Device Enumerator Service</Param><Param>running</Param><Param>-</Param>","<DataItem type=""System.XmlData"" time=""2023-06-05T22:03:49.9103382+02:00"" sourceHealthServiceId=""144FD06D-CBB1-6BFC-0973-346D88401B8F""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""param1"">Portable Device Enumerator Service</Data><Data Name=""param2"">running</Data><Binary>57005000440042007500730045006E0075006D002F0034000000</Binary></EventData></DataItem>",7036,"The Portable Device Enumerator Service service entered the running state. ",,,0,"N/A",,"00000000-0000-0000-0000-000000000001","AOI-00000000-0000-0000-0000-000000000000",Event,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
