TenantId,SourceSystem,"TimeGenerated [UTC]",Computer,"EventTime [UTC]",Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,MG,CollectorHostName,Type,"_ResourceId"
"00000000-0000-0000-000000000000",Linux,"7/29/2023, 9:14:28.407 PM",Zabbix,"7/29/2023, 9:14:27.000 PM",authpriv,Zabbix,info,"new group: name=testuser, GID=1001",152130,"Unknown IP",groupadd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/29/2023, 9:14:28.562 PM",Zabbix,"7/29/2023, 9:14:27.000 PM",authpriv,Zabbix,info,"new user: name=testuser, UID=1001, GID=1001, home=/home/testuser, shell=/bin/bash, from=/dev/pts/1",152136,"Unknown IP",useradd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/29/2023, 9:15:16.865 PM",Zabbix,"7/29/2023, 9:15:15.000 PM",authpriv,Zabbix,info,"group added to /etc/group: name=BadUser, GID=1002",152179,"Unknown IP",groupadd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/29/2023, 9:15:16.873 PM",Zabbix,"7/29/2023, 9:15:15.000 PM",authpriv,Zabbix,info,"group added to /etc/gshadow: name=BadUser",152179,"Unknown IP",groupadd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/29/2023, 9:15:17.026 PM",Zabbix,"7/29/2023, 9:15:16.000 PM",authpriv,Zabbix,info,"new group: name=BadUser, GID=1002",152179,"Unknown IP",groupadd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/29/2023, 9:15:17.180 PM",Zabbix,"7/29/2023, 9:15:16.000 PM",authpriv,Zabbix,info,"new user: name=BadUser, UID=1002, GID=1002, home=/home/BadUser, shell=/bin/bash, from=/dev/pts/1",152185,"Unknown IP",useradd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:29:52.657 PM",zabbix,"7/30/2023, 6:29:50.000 PM",authpriv,zabbix,info,"delete user 'baduser2'",190156,"Unknown IP",userdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:29:52.657 PM",zabbix,"7/30/2023, 6:29:50.000 PM",authpriv,zabbix,info,"delete 'baduser2' from group 'sudo'",190156,"Unknown IP",userdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:29:52.658 PM",zabbix,"7/30/2023, 6:29:50.000 PM",authpriv,zabbix,info,"removed group 'baduser2' owned by 'baduser2'",190156,"Unknown IP",userdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:29:52.658 PM",zabbix,"7/30/2023, 6:29:50.000 PM",authpriv,zabbix,info,"removed shadow group 'baduser2' owned by 'baduser2'",190156,"Unknown IP",userdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:29:52.658 PM",zabbix,"7/30/2023, 6:29:50.000 PM",authpriv,zabbix,info,"delete 'baduser2' from shadow group 'sudo'",190156,"Unknown IP",userdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:30:18.318 PM",zabbix,"7/30/2023, 6:30:16.000 PM",authpriv,zabbix,info,"delete user 'testuser'",190186,"Unknown IP",userdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:30:18.319 PM",zabbix,"7/30/2023, 6:30:16.000 PM",authpriv,zabbix,info,"removed group 'testuser' owned by 'testuser'",190186,"Unknown IP",userdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:30:18.319 PM",zabbix,"7/30/2023, 6:30:16.000 PM",authpriv,zabbix,info,"removed shadow group 'testuser' owned by 'testuser'",190186,"Unknown IP",userdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:31:26.921 PM",zabbix,"7/30/2023, 6:31:25.000 PM",authpriv,zabbix,info,"group added to /etc/group: name=testgroup, GID=1001",190231,"Unknown IP",groupadd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:31:26.930 PM",zabbix,"7/30/2023, 6:31:25.000 PM",authpriv,zabbix,info,"group added to /etc/gshadow: name=testgroup",190231,"Unknown IP",groupadd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:31:27.078 PM",zabbix,"7/30/2023, 6:31:25.000 PM",authpriv,zabbix,info,"new group: name=testgroup, GID=1001",190231,"Unknown IP",groupadd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:31:41.989 PM",zabbix,"7/30/2023, 6:31:40.000 PM",authpriv,zabbix,info,"user LocalAdmin added by root to group testgroup",190265,"Unknown IP",gpasswd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:33:20.674 PM",zabbix,"7/30/2023, 6:33:18.000 PM",authpriv,zabbix,info,"user LocalAdmin removed by root from group testgroup",190481,"Unknown IP",gpasswd,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:33:39.717 PM",zabbix,"7/30/2023, 6:33:37.000 PM",authpriv,zabbix,info,"group 'testgroup' removed from /etc/group",190506,"Unknown IP",groupdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:33:39.727 PM",zabbix,"7/30/2023, 6:33:37.000 PM",authpriv,zabbix,info,"group 'testgroup' removed from /etc/gshadow",190506,"Unknown IP",groupdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:33:39.874 PM",zabbix,"7/30/2023, 6:33:38.000 PM",authpriv,zabbix,info,"group 'testgroup' removed",190506,"Unknown IP",groupdel,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:21:38.891 PM",zabbix,"7/30/2023, 6:21:37.000 PM",authpriv,zabbix,info,"change user 'baduser2' expiration from 'never' to '1970-01-02'",189674,"Unknown IP",usermod,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:21:54.513 PM",zabbix,"7/30/2023, 6:21:52.000 PM",authpriv,zabbix,info,"change user 'baduser2' expiration from '1970-01-02' to 'never'",189688,"Unknown IP",usermod,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:27:22.015 PM",zabbix,"7/30/2023, 6:27:20.000 PM",authpriv,zabbix,info,"add 'baduser2' to group 'sudo'",190045,"Unknown IP",usermod,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
"00000000-0000-0000-000000000000",Linux,"7/30/2023, 6:27:22.016 PM",zabbix,"7/30/2023, 6:27:20.000 PM",authpriv,zabbix,info,"add 'baduser2' to shadow group 'sudo'",190045,"Unknown IP",usermod,"00000000-0000-0000-0000-000000000002",,Syslog,"/subscriptions/00000000-0000-0000-000000000000/resourcegroups/col/providers/microsoft.compute/virtualmachines/col1"
