"TimeGenerated [UTC]",EventCount,EventVendor,EventProduct,EventSchema,EventSchemaVersion,EventUid,"EventStartTime [UTC]","EventEndTime [UTC]",TargetUsername,TargetUserId,DvcFQDN,DvcIpAddr,DvcDomainType,DvcId,DvcAction,EventMessage,EventOriginalResultDetails,EventProductVersion,EventOriginalType,TargetIpAddr,HttpUserAgent,TargetAppName,TargetAppType,Type,EventResult,EventType,EventResultDetails,EventSeverity,EventSubType,TargetUsernameType,TargetUserType,Dvc,DvcHostname,Dst,SrcIpAddr,Src,IpAddr,DvcDomain,Application
"4/11/2024, 1:35:01.857 PM",1,Okta,Auth0,Authentication,"0.1.3","4b976d67-f808-11ee-97a7-501ac58d84fd","4/11/2024, 1:30:00.318 PM","4/11/2024, 1:35:01.857 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.214.13.22",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.214.13.22","172.214.13.22","172.214.13.22","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 1:40:01.440 PM",1,Okta,Auth0,Authentication,"0.1.3","fe3b377f-f808-11ee-97a7-a88c3ef9ed9e","4/11/2024, 1:35:00.382 PM","4/11/2024, 1:40:01.440 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","57.151.40.251",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"57.151.40.251","57.151.40.251","57.151.40.251","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 2:10:02.231 PM",1,Okta,Auth0,Authentication,"0.1.3","2f4c4739-f80d-11ee-97a7-cc60c88d8c9e","4/11/2024, 2:05:00.311 PM","4/11/2024, 2:10:02.231 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","52.191.224.146",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"52.191.224.146","52.191.224.146","52.191.224.146","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 2:15:01.722 PM",1,Okta,Auth0,Authentication,"0.1.3","e2119954-f80d-11ee-97a7-cc60c88df885","4/11/2024, 2:10:00.300 PM","4/11/2024, 2:15:01.722 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","52.191.224.146",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"52.191.224.146","52.191.224.146","52.191.224.146","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 2:55:50.856 PM",1,Okta,Auth0,Authentication,"0.1.3","95d44347-f813-11ee-97a7-501ac58d5142","4/11/2024, 2:55:00.345 PM","4/11/2024, 2:55:50.856 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","57.151.23.236",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"57.151.23.236","57.151.23.236","57.151.23.236","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 3:10:01.056 PM",1,Okta,Auth0,Authentication,"0.1.3","9085ec8e-f815-11ee-97a7-14cb652f3d58","4/11/2024, 3:05:00.310 PM","4/11/2024, 3:10:01.056 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.212.77.131",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.212.77.131","172.212.77.131","172.212.77.131","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 3:30:01.639 PM",1,Okta,Auth0,Authentication,"0.1.3","5c250299-f818-11ee-97a7-0050f2591463","4/11/2024, 3:25:00.267 PM","4/11/2024, 3:30:01.639 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.255.21.210",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.255.21.210","4.255.21.210","4.255.21.210","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 3:35:05.371 PM",1,Okta,Auth0,Authentication,"0.1.3","11da6a3b-f819-11ee-97a7-0050f25971aa","4/11/2024, 3:30:00.338 PM","4/11/2024, 3:35:05.371 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.246.236.163",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.246.236.163","4.246.236.163","4.246.236.163","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 3:50:00.984 PM",1,Okta,Auth0,Authentication,"0.1.3","25e6e5e9-f81b-11ee-97a7-cc60c860a20e","4/11/2024, 3:45:00.378 PM","4/11/2024, 3:50:00.984 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","52.234.239.163",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"52.234.239.163","52.234.239.163","52.234.239.163","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 4:00:01.064 PM",1,Okta,Auth0,Authentication,"0.1.3","8cb6b19f-f81c-11ee-97a7-a88c3ef9fb2b","4/11/2024, 3:55:00.328 PM","4/11/2024, 4:00:01.064 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.212.19.97",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.212.19.97","172.212.19.97","172.212.19.97","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 4:05:03.959 PM",1,Okta,Auth0,Authentication,"0.1.3","41c3dc19-f81d-11ee-97a7-14cb655b47bf","4/11/2024, 4:00:00.344 PM","4/11/2024, 4:05:03.959 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.210.102.39",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.210.102.39","172.210.102.39","172.210.102.39","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 4:20:01.265 PM",1,Okta,Auth0,Authentication,"0.1.3","5838142e-f81f-11ee-97a7-14cb655b1ab8","4/11/2024, 4:15:00.331 PM","4/11/2024, 4:20:01.265 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","57.151.16.105",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"57.151.16.105","57.151.16.105","57.151.16.105","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 4:50:01.695 PM",1,Okta,Auth0,Authentication,"0.1.3","891e1a42-f823-11ee-97a7-0050f258ffb2","4/11/2024, 4:45:00.349 PM","4/11/2024, 4:50:01.695 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.58.235",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.58.235","172.171.58.235","172.171.58.235","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 4:55:01.625 PM",1,Okta,Auth0,Authentication,"0.1.3","3bdf073d-f824-11ee-97a7-cc60c88dac04","4/11/2024, 4:50:00.334 PM","4/11/2024, 4:55:01.625 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.58.235",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.58.235","172.171.58.235","172.171.58.235","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 5:20:01.584 PM",1,Okta,Auth0,Authentication,"0.1.3","ba0e443f-f827-11ee-97a7-14cb652f3d68","4/11/2024, 5:15:00.282 PM","4/11/2024, 5:20:01.584 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.156.30.38",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.156.30.38","4.156.30.38","4.156.30.38","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 6:05:01.154 PM",1,Okta,Auth0,Authentication,"0.1.3","03271ffb-f82e-11ee-97a7-14cb652f26df","4/11/2024, 6:00:00.361 PM","4/11/2024, 6:05:01.154 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","57.151.12.132",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"57.151.12.132","57.151.12.132","57.151.12.132","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 6:35:49.191 PM",1,Okta,Auth0,Authentication,"0.1.3","50be24d5-f832-11ee-97a7-cc60c88d9e8c","4/11/2024, 6:30:00.391 PM","4/11/2024, 6:35:49.191 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.210.107.225",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.210.107.225","172.210.107.225","172.210.107.225","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 7:05:01.583 PM",1,Okta,Auth0,Authentication,"0.1.3","6519fefa-f836-11ee-97a7-14cb655b3a31","4/11/2024, 7:00:00.432 PM","4/11/2024, 7:05:01.583 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.156.111.104",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.156.111.104","4.156.111.104","4.156.111.104","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 7:25:01.172 PM",1,Okta,Auth0,Authentication,"0.1.3","302fc275-f839-11ee-97a7-cc60c860a20e","4/11/2024, 7:20:00.364 PM","4/11/2024, 7:25:01.172 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","57.151.64.196",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"57.151.64.196","57.151.64.196","57.151.64.196","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 7:50:01.051 PM",1,Okta,Auth0,Authentication,"0.1.3","ad457883-f83c-11ee-97a7-501ac58db8cd","4/11/2024, 7:45:00.297 PM","4/11/2024, 7:50:01.051 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.58.235",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.58.235","172.171.58.235","172.171.58.235","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 8:35:01.151 PM",1,Okta,Auth0,Authentication,"0.1.3","f79d9c74-f842-11ee-97a7-14cb652f3d66","4/11/2024, 8:30:00.447 PM","4/11/2024, 8:35:01.151 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.163.77",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.163.77","172.171.163.77","172.171.163.77","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 8:50:01.115 PM",1,Okta,Auth0,Authentication,"0.1.3","100b8456-f845-11ee-97a7-14cb652f2fdb","4/11/2024, 8:45:00.380 PM","4/11/2024, 8:50:01.115 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.214.60.148",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.214.60.148","172.214.60.148","172.214.60.148","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 9:10:00.919 PM",1,Okta,Auth0,Authentication,"0.1.3","db2cbf6b-f847-11ee-97a7-0050f2592917","4/11/2024, 9:05:00.383 PM","4/11/2024, 9:10:00.919 PM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","172.171.90.59",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"172.171.90.59","172.171.90.59","172.171.90.59","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
"4/11/2024, 10:15:00.966 AM",1,Okta,Auth0,Authentication,"0.1.3","5a91790e-f7ec-11ee-97a7-14cb655b0d38","4/11/2024, 10:10:00.328 AM","4/11/2024, 10:15:00.966 AM",,,"dev-zxaq10bu05yo8dsk.us.auth0.com","4.255.107.160",FQDN,cHFgORyP43YVOyZ0C8ZH09UiHCBEYNZh,"read:logs read:logs_users read:log_streams update:log_streams",,seccft,"4.3.1",,,"Python Requests 2.31.0 / Other 0.0.0",Auth0,"Saas application","Auth0AM_CL",Success,Logon,Other,Informational,Remote,,,"dev-zxaq10bu05yo8dsk.us.auth0.com","dev-zxaq10bu05yo8dsk.us.auth0.com",,"4.255.107.160","4.255.107.160","4.255.107.160","dev-zxaq10bu05yo8dsk.us.auth0.com",Auth0
