"TenantId","TimeGenerated","SourceIp","SourcePort","QueryId","QueryType","QueryClass","QueryName","Protocol","RequestSize","DnssecOkBit","EDNS0BufferSize","ResponseCode","ResponseFlags","ResponseSize","RequestDurationSecs","ErrorNumber","ErrorMessage","SourceSystem","Type","_ResourceId"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:47:58.7189160","192.168.97.142","12519","5431","AAAA","IN","testblobprod004.blob.core.windows.net.","udp","71","0","1232","NOERROR","qr,aa,rd,ra","352","0.000560706","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:54:38.1858520","192.168.99.11","58134","25741","AAAA","IN","testcontainers.azurecr.io.","udp","53","0","1232","NOERROR","qr,aa,rd,ra","351","0.000126905","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:51:33.8851570","192.168.97.134","19592","59326","A","IN","testblobprod005.blob.core.windows.net.","udp","71","0","1232","NOERROR","qr,aa,rd,ra","420","0.000123801","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:56:12.6049900","10.1.129.12","14795","57933","AAAA","IN","test-cluster-001.hcp.westus3.azmk8s.io.","udp","94","0","1232","NOERROR","qr,aa,rd,ra","189","0.002202525","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:48:13.9976130","10.1.130.133","28336","14354","AAAA","IN","web.example.com.","udp","47","0","1232","SERVFAIL","qr,rd","36","6.001861","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:50:11.1950530","192.168.100.22","48698","2320","AAAA","IN","testblobprod006.vsblob.vsassets.io.","udp","71","0","1232","NOERROR","qr,aa,rd,ra","329","8.0401E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:51:22.7230970","192.168.100.16","41322","24097","A","IN","testblobprod007.blob.core.windows.net.","udp","74","0","1232","NOERROR","qr,rd,ra","426","0.006871178","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:52:32.4335840","192.168.97.136","64168","65112","AAAA","IN","global.handler.control.monitor.azure.com.","udp","69","0","1232","NOERROR","qr,aa,rd,ra","481","0.000136102","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:50:48.6373920","192.168.7.136","9761","47849","A","IN","support.example.com.","udp","51","0","1232","SERVFAIL","qr,rd","40","6.002339","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:49:08.0670700","192.168.229.11","62163","0","A:","","integration.example.com.","udp","0","0","0","0","","0","0","0","i/o timeout","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:48:41.9850600","192.168.231.134","48316","0","AAAA:","","account.example.com.","udp","0","0","0","0","","0","0","0","i/o timeout","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-99"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:47:14.3529170","192.168.3.10","27056","40801","A","IN","test-backup.trafficmanager.net.","udp","60","0","1232","NOERROR","qr,rd,ra","176","0.02830023","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:48:10.0834700","10.1.130.134","51678","33999","AAAA","IN","westus3-shared.prod.warm.ingest.monitor.core.windows.net.","udp","85","0","1232","NOERROR","qr,aa,rd,ra","266","7.18E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:55:46.5040220","192.168.99.13","22474","62533","AAAA","IN","agentserviceapi.guestconfiguration.azure.com.","udp","73","0","1232","NOERROR","qr,aa,rd,ra","553","0.000114302","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:58:54.4706220","192.168.100.12","5003","38728","AAAA","IN","testblobprod002.vsblob.visualstudio.com.","udp","69","0","1232","NOERROR","qr,aa,rd,ra","335","0.000111604","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:47:59.9746890","192.168.97.136","18383","65519","A","IN","test-workspace-002.ods.opinsights.azure.com.","udp","90","0","1232","NOERROR","qr,aa,rd,ra","324","0.000113003","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:53:50.0652980","192.168.3.12","65018","64650","AAAA","IN","test-workspace-003.ods.opinsights.azure.com.","udp","90","0","1232","NOERROR","qr,aa,rd,ra","260","0.000104903","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:59:40.6112630","192.168.97.143","22678","57871","AAAA","IN","global.handler.control.monitor.azure.com.","udp","69","0","1232","NOERROR","qr,aa,rd,ra","481","7.22E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:52:07.4097630","192.168.99.13","19629","28272","AAAA","IN","test-workspace-002.ods.opinsights.azure.com.","udp","90","0","1232","NOERROR","qr,aa,rd,ra","260","0.000164202","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:59:00.3266050","192.168.100.13","31191","51703","AAAA","IN","testartifacts.artifacts.visualstudio.com.","udp","69","0","1232","NOERROR","qr,aa,rd,ra","341","0.000169501","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:51:12.0807680","192.168.0.12","31893","27412","AAAA","IN","test-workspace-001.ods.opinsights.azure.com.","udp","90","0","1232","NOERROR","qr,aa,rd,ra","380","8.8601E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:58:01.7521720","192.168.7.136","61662","60276","A","IN","testblobprod008.blob.core.windows.net.","udp","75","0","1232","NOERROR","qr,aa,rd,ra","428","4.8201E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:52:58.5845060","192.168.7.134","60994","20081","AAAA","IN","testblobprod009.blob.core.windows.net.","udp","74","0","1232","NOERROR","qr,rd,ra","358","0.002173646","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:58:55.4280290","192.168.0.13","16576","0","A:","","web.example.com.","udp","0","0","0","0","","0","0","0","i/o timeout","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:51:18.0747590","192.168.100.10","7914","9931","A","IN","eastus-shared.prod.warm.ingest.monitor.core.windows.net.","udp","84","0","1232","NOERROR","qr,aa,rd,ra","250","9.6601E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:49:13.3632890","10.1.129.13","56713","28429","AAAA","IN","login.microsoftonline.com.","udp","54","0","1232","NOERROR","qr,aa,rd,ra","764","9.3699E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:56:26.1775210","192.168.230.6","63848","64977","A","IN","support.example.com.","udp","51","0","1232","SERVFAIL","qr,aa,rd","40","2.94E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:51:17.5646540","192.168.229.13","5825","48912","AAAA","IN","get.example.com.","udp","47","0","1232","SERVFAIL","qr,aa,rd","36","5.7601E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:47:29.2808340","192.168.97.134","61392","12898","A","IN","testlicense.svceng.com.","udp","46","0","1232","NOERROR","qr,aa,rd,ra","142","4.53E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:58:31.9144450","192.168.99.14","30468","25213","AAAA","IN","test-workspace-002.ods.opinsights.azure.com.","udp","90","0","1232","NOERROR","qr,aa,rd,ra","362","0.00015291","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:49:46.7515300","10.1.130.133","24635","27050","AAAA","IN","testblobprod010.blob.core.windows.net.","udp","71","0","1232","NOERROR","qr,rd,ra","352","0.0446623","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:51:18.8387430","192.168.229.10","64199","31309","A","IN","test-ssd-002.z42.blob.storage.azure.net.","udp","75","0","1232","NOERROR","qr,aa,rd,ra","224","0.000121201","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:58:14.0344210","10.1.128.11","20171","33538","A","IN","ecs.office.com.","udp","43","0","1232","NOERROR","qr,rd,ra","404","0.04103039","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:45:36.9782820","192.168.97.133","32736","6281","AAAA","IN","testblobprod011.blob.core.windows.net.","udp","71","0","1232","NOERROR","qr,aa,rd,ra","352","6.4802E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-05 17:03:00.8375660","192.168.97.141","1138","24301","A","IN","testblobprod012.blob.core.windows.net.","udp","71","0","1232","NOERROR","qr,aa,rd,ra","420","0.000102701","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:46:38.5326370","192.168.229.13","31602","58296","A","IN","test-security.us.endpoint.security.microsoft.com.","udp","72","0","1232","NOERROR","qr,aa,rd,ra","344","0.000130103","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:54:05.3477000","192.168.7.133","7008","8637","AAAA","IN","unitedstates.smartscreen.microsoft.com.","udp","67","0","1232","NOERROR","qr,rd,ra","267","0.00417635","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:52:23.0361280","10.1.130.136","55631","57274","AAAA","IN","testblobprod013.blob.core.windows.net.","udp","65","0","1232","NOERROR","qr,rd,ra","257","0.03750482","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:46:46.0054940","192.168.100.11","20837","27069","AAAA","IN","office.pkgs.visualstudio.com.","udp","57","0","1232","NOERROR","qr,aa,rd,ra","307","7.4201E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:45:33.8740900","10.2.240.7","28832","64019","AAAA","IN","test-service.svceng.com.","udp","55","0","1232","NOERROR","qr,aa,rd,ra","133","4.8901E-05","0","","","AZFWDnsQuery","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-10"
