TenantId,"TimeGenerated [UTC]",SourceSystem,Account,AccountType,Computer,EventSourceName,Channel,Task,Level,EventData,EventID,Activity,SourceComputerId,EventOriginId,MG,"TimeCollected [UTC]",ManagementGroupName,AccessList,AccessMask,AccessReason,AccountDomain,AccountExpires,AccountName,AccountSessionIdentifier,AdditionalInfo,AdditionalInfo2,AllowedToDelegateTo,Attributes,AuditPolicyChanges,AuditsDiscarded,AuthenticationLevel,AuthenticationPackageName,AuthenticationProvider,AuthenticationServer,AuthenticationService,AuthenticationType,CACertificateHash,CalledStationID,CallerProcessId,CallerProcessName,CallingStationID,CAPublicKeyHash,CategoryId,CertificateDatabaseHash,ClassId,ClassName,ClientAddress,ClientIPAddress,ClientName,CommandLine,CompatibleIds,DCDNSName,DeviceDescription,DeviceId,DisplayName,Disposition,DomainBehaviorVersion,DomainName,DomainPolicyChanged,DomainSid,EAPType,ElevatedToken,ErrorCode,ExtendedQuarantineState,FailureReason,FileHash,FilePath,FilePathNoUser,Filter,ForceLogoff,Fqbn,FullyQualifiedSubjectMachineName,FullyQualifiedSubjectUserName,GroupMembership,HandleId,HardwareIds,HomeDirectory,HomePath,ImpersonationLevel,InterfaceUuid,IpAddress,IpPort,KeyLength,LmPackageName,LocationInformation,LockoutDuration,LockoutObservationWindow,LockoutThreshold,LoggingResult,LogonGuid,LogonHours,LogonID,LogonProcessName,LogonType,LogonTypeName,MachineAccountQuota,MachineInventory,MachineLogon,MandatoryLabel,MaxPasswordAge,MemberName,MemberSid,MinPasswordAge,MinPasswordLength,MixedDomainMode,NASIdentifier,NASIPv4Address,NASIPv6Address,NASPort,NASPortType,NetworkPolicyName,NewDate,NewMaxUsers,NewProcessId,NewProcessName,NewRemark,NewShareFlags,NewTime,NewUacValue,NewValue,NewValueType,ObjectName,ObjectServer,ObjectType,ObjectValueName,OemInformation,OldMaxUsers,OldRemark,OldShareFlags,OldUacValue,OldValue,OldValueType,OperationType,PackageName,ParentProcessName,PasswordHistoryLength,PasswordLastSet,PasswordProperties,PreviousDate,PreviousTime,PrimaryGroupId,PrivateKeyUsageCount,PrivilegeList,Process,ProcessId,ProcessName,Properties,ProfilePath,ProtocolSequence,ProxyPolicyName,QuarantineHelpURL,QuarantineSessionID,QuarantineSessionIdentifier,QuarantineState,QuarantineSystemHealthResult,RelativeTargetName,RemoteIpAddress,RemotePort,Requester,RequestId,RestrictedAdminMode,RowsDeleted,SamAccountName,ScriptPath,SecurityDescriptor,ServiceAccount,ServiceFileName,ServiceName,ServiceStartType,ServiceType,SessionName,ShareLocalPath,ShareName,SidHistory,Status,SubjectAccount,SubcategoryGuid,SubcategoryId,Subject,SubjectDomainName,SubjectKeyIdentifier,SubjectLogonId,SubjectMachineName,SubjectMachineSID,SubjectUserName,SubjectUserSid,SubStatus,TableId,TargetAccount,TargetDomainName,TargetInfo,TargetLinkedLogonId,TargetLogonGuid,TargetLogonId,TargetOutboundDomainName,TargetOutboundUserName,TargetServerName,TargetSid,TargetUser,TargetUserName,TargetUserSid,TemplateContent,TemplateDSObjectFQDN,TemplateInternalName,TemplateOID,TemplateSchemaVersion,TemplateVersion,TokenElevationType,TransmittedServices,UserAccountControl,UserParameters,UserPrincipalName,UserWorkstations,VirtualAccount,VendorIds,Workstation,WorkstationName,PartitionKey,RowKey,StorageAccount,AzureDeploymentID,AzureTableName,Type,"_ResourceId"
"01680ad8-1090-4dec-a395-f77b161a9051","7/8/2023, 10:04:11.926 PM",OpsManager,,,"DC1.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,13827,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""TargetUserName"">Domain Local Distribution Group</Data>
  <Data Name=""TargetDomainName"">KUSTOWORKS</Data>
  <Data Name=""TargetSid"">S-1-5-21-2496762881-1366215883-1809657155-1133</Data>
  <Data Name=""SubjectUserSid"">S-1-5-21-2496762881-1366215883-1809657155-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0xa6a86b</Data>
  <Data Name=""PrivilegeList"">-</Data>
</EventData>",4748,"4748 - A security-disabled local group was deleted.","cc046e6c-795c-47b2-a5ae-c9a0645e6d32","cc046e6c-795c-47b2-a5ae-c9a0645e6d33","00000000-0000-0000-0000-000000000001","7/8/2023, 10:04:41.113 PM","AOI-01680ad8-1090-4dec-a395-f77b161a9051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"01680ad8-1090-4dec-a395-f77b161a9051","7/12/2023, 5:33:02.628 PM",OpsManager,"KUSTOWORKS\Administrator",User,"DC1.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,13824,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""Dummy"">-</Data>
  <Data Name=""TargetUserName"">KustoKing</Data>
  <Data Name=""TargetDomainName"">KUSTOWORKS</Data>
  <Data Name=""TargetSid"">S-1-5-21-2496762881-1366215883-1809657155-1128</Data>
  <Data Name=""SubjectUserSid"">S-1-5-21-2496762881-1366215883-1809657155-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x118925a</Data>
  <Data Name=""PrivilegeList"">-</Data>
  <Data Name=""SamAccountName"">KustoKing</Data>
  <Data Name=""DisplayName"">-</Data>
  <Data Name=""UserPrincipalName"">-</Data>
  <Data Name=""HomeDirectory"">-</Data>
  <Data Name=""HomePath"">-</Data>
  <Data Name=""ScriptPath"">-</Data>
  <Data Name=""ProfilePath"">-</Data>
  <Data Name=""UserWorkstations"">-</Data>
  <Data Name=""PasswordLastSet"">-</Data>
  <Data Name=""AccountExpires"">-</Data>
  <Data Name=""PrimaryGroupId"">-</Data>
  <Data Name=""AllowedToDelegateTo"">-</Data>
  <Data Name=""OldUacValue"">-</Data>
  <Data Name=""NewUacValue"">-</Data>
  <Data Name=""UserAccountControl"">-</Data>
  <Data Name=""UserParameters"">-</Data>
  <Data Name=""SidHistory"">-</Data>
  <Data Name=""LogonHours"">-</Data>
</EventData>",4738,"4738 - A user account was changed.","cc046e6c-795c-47b2-a5ae-c9a0645e6d32","cc046e6c-795c-47b2-a5ae-c9a0645e6d33","00000000-0000-0000-0000-000000000001","7/12/2023, 6:01:49.868 PM","AOI-01680ad8-1090-4dec-a395-f77b161a9051",,,,,"-",,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,"-","-",,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,"-",,,,,,,"-",,,,"-",,"-",,,,,"-",,,,,,,,,,,,,,,KustoKing,"-",,,,,,,,,,"-",,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x118925a,,,Administrator,"S-1-5-21-2496762881-1366215883-1809657155-500",,,"KUSTOWORKS\KustoKing",KUSTOWORKS,,,,,,,,"S-1-5-21-2496762881-1366215883-1809657155-1128",,KustoKing,,,,,,,,,,"-","-","-","-",,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"01680ad8-1090-4dec-a395-f77b161a9051","7/12/2023, 5:33:02.628 PM",OpsManager,"KUSTOWORKS\Administrator",User,"DC1.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,13824,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""OldTargetUserName"">KustoKingRenamed</Data>
  <Data Name=""NewTargetUserName"">KustoKing</Data>
  <Data Name=""TargetDomainName"">KUSTOWORKS</Data>
  <Data Name=""TargetSid"">S-1-5-21-2496762881-1366215883-1809657155-1128</Data>
  <Data Name=""SubjectUserSid"">S-1-5-21-2496762881-1366215883-1809657155-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x118925a</Data>
  <Data Name=""PrivilegeList"">-</Data>
</EventData>",4781,"4781 - The name of an account was changed:","cc046e6c-795c-47b2-a5ae-c9a0645e6d32","cc046e6c-795c-47b2-a5ae-c9a0645e6d33","00000000-0000-0000-0000-000000000001","7/12/2023, 6:01:49.868 PM","AOI-01680ad8-1090-4dec-a395-f77b161a9051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x118925a,,,Administrator,"S-1-5-21-2496762881-1366215883-1809657155-500",,,KUSTOWORKS,KUSTOWORKS,,,,,,,,"S-1-5-21-2496762881-1366215883-1809657155-1128",,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"01680ad8-1090-4dec-a395-f77b161a9051","7/12/2023, 5:33:05.246 PM",OpsManager,"KUSTOWORKS\Administrator",User,"DC1.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,13824,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""Dummy"">-</Data>
  <Data Name=""TargetUserName"">KustoKing</Data>
  <Data Name=""TargetDomainName"">KUSTOWORKS</Data>
  <Data Name=""TargetSid"">S-1-5-21-2496762881-1366215883-1809657155-1128</Data>
  <Data Name=""SubjectUserSid"">S-1-5-21-2496762881-1366215883-1809657155-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x118925a</Data>
  <Data Name=""PrivilegeList"">-</Data>
  <Data Name=""SamAccountName"">-</Data>
  <Data Name=""DisplayName"">-</Data>
  <Data Name=""UserPrincipalName"">KustoKingRenamed@kustoworks.com</Data>
  <Data Name=""HomeDirectory"">-</Data>
  <Data Name=""HomePath"">-</Data>
  <Data Name=""ScriptPath"">-</Data>
  <Data Name=""ProfilePath"">-</Data>
  <Data Name=""UserWorkstations"">-</Data>
  <Data Name=""PasswordLastSet"">-</Data>
  <Data Name=""AccountExpires"">-</Data>
  <Data Name=""PrimaryGroupId"">-</Data>
  <Data Name=""AllowedToDelegateTo"">-</Data>
  <Data Name=""OldUacValue"">-</Data>
  <Data Name=""NewUacValue"">-</Data>
  <Data Name=""UserAccountControl"">-</Data>
  <Data Name=""UserParameters"">-</Data>
  <Data Name=""SidHistory"">-</Data>
  <Data Name=""LogonHours"">-</Data>
</EventData>",4738,"4738 - A user account was changed.","cc046e6c-795c-47b2-a5ae-c9a0645e6d32","cc046e6c-795c-47b2-a5ae-c9a0645e6d33","00000000-0000-0000-0000-000000000001","7/12/2023, 6:01:49.868 PM","AOI-01680ad8-1090-4dec-a395-f77b161a9051",,,,,"-",,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,"-","-",,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,"-",,,,,,,"-",,,,"-",,"-",,,,,"-",,,,,,,,,,,,,,,"-","-",,,,,,,,,,"-",,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x118925a,,,Administrator,"S-1-5-21-2496762881-1366215883-1809657155-500",,,"KUSTOWORKS\KustoKing",KUSTOWORKS,,,,,,,,"S-1-5-21-2496762881-1366215883-1809657155-1128",,KustoKing,,,,,,,,,,"-","-","KustoKingRenamed@kustoworks.com","-",,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"01680ad8-1090-4dec-a395-f77b161a9051","7/12/2023, 5:33:14.626 PM",OpsManager,"KUSTOWORKS\Administrator",User,"DC1.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,13824,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""Dummy"">-</Data>
  <Data Name=""TargetUserName"">KustoKing</Data>
  <Data Name=""TargetDomainName"">KUSTOWORKS</Data>
  <Data Name=""TargetSid"">S-1-5-21-2496762881-1366215883-1809657155-1128</Data>
  <Data Name=""SubjectUserSid"">S-1-5-21-2496762881-1366215883-1809657155-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x118925a</Data>
  <Data Name=""PrivilegeList"">-</Data>
  <Data Name=""SamAccountName"">-</Data>
  <Data Name=""DisplayName"">-</Data>
  <Data Name=""UserPrincipalName"">KustoKing@kustoworks.com</Data>
  <Data Name=""HomeDirectory"">-</Data>
  <Data Name=""HomePath"">-</Data>
  <Data Name=""ScriptPath"">-</Data>
  <Data Name=""ProfilePath"">-</Data>
  <Data Name=""UserWorkstations"">-</Data>
  <Data Name=""PasswordLastSet"">-</Data>
  <Data Name=""AccountExpires"">-</Data>
  <Data Name=""PrimaryGroupId"">-</Data>
  <Data Name=""AllowedToDelegateTo"">-</Data>
  <Data Name=""OldUacValue"">-</Data>
  <Data Name=""NewUacValue"">-</Data>
  <Data Name=""UserAccountControl"">-</Data>
  <Data Name=""UserParameters"">-</Data>
  <Data Name=""SidHistory"">-</Data>
  <Data Name=""LogonHours"">-</Data>
</EventData>",4738,"4738 - A user account was changed.","cc046e6c-795c-47b2-a5ae-c9a0645e6d32","cc046e6c-795c-47b2-a5ae-c9a0645e6d33","00000000-0000-0000-0000-000000000001","7/12/2023, 6:01:49.868 PM","AOI-01680ad8-1090-4dec-a395-f77b161a9051",,,,,"-",,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,"-","-",,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,"-",,,,,,,"-",,,,"-",,"-",,,,,"-",,,,,,,,,,,,,,,"-","-",,,,,,,,,,"-",,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x118925a,,,Administrator,"S-1-5-21-2496762881-1366215883-1809657155-500",,,"KUSTOWORKS\KustoKing",KUSTOWORKS,,,,,,,,"S-1-5-21-2496762881-1366215883-1809657155-1128",,KustoKing,,,,,,,,,,"-","-","KustoKing@kustoworks.com","-",,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"01680ad8-1090-4dec-a395-f77b161a9051","7/12/2023, 5:32:49.720 PM",OpsManager,"KUSTOWORKS\Administrator",User,"DC1.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,13824,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""Dummy"">-</Data>
  <Data Name=""TargetUserName"">KustoKingRenamed</Data>
  <Data Name=""TargetDomainName"">KUSTOWORKS</Data>
  <Data Name=""TargetSid"">S-1-5-21-2496762881-1366215883-1809657155-1128</Data>
  <Data Name=""SubjectUserSid"">S-1-5-21-2496762881-1366215883-1809657155-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x118925a</Data>
  <Data Name=""PrivilegeList"">-</Data>
  <Data Name=""SamAccountName"">KustoKingRenamed</Data>
  <Data Name=""DisplayName"">-</Data>
  <Data Name=""UserPrincipalName"">-</Data>
  <Data Name=""HomeDirectory"">-</Data>
  <Data Name=""HomePath"">-</Data>
  <Data Name=""ScriptPath"">-</Data>
  <Data Name=""ProfilePath"">-</Data>
  <Data Name=""UserWorkstations"">-</Data>
  <Data Name=""PasswordLastSet"">-</Data>
  <Data Name=""AccountExpires"">-</Data>
  <Data Name=""PrimaryGroupId"">-</Data>
  <Data Name=""AllowedToDelegateTo"">-</Data>
  <Data Name=""OldUacValue"">-</Data>
  <Data Name=""NewUacValue"">-</Data>
  <Data Name=""UserAccountControl"">-</Data>
  <Data Name=""UserParameters"">-</Data>
  <Data Name=""SidHistory"">-</Data>
  <Data Name=""LogonHours"">-</Data>
</EventData>",4738,"4738 - A user account was changed.","cc046e6c-795c-47b2-a5ae-c9a0645e6d32","cc046e6c-795c-47b2-a5ae-c9a0645e6d33","00000000-0000-0000-0000-000000000001","7/12/2023, 6:01:44.543 PM","AOI-01680ad8-1090-4dec-a395-f77b161a9051",,,,,"-",,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,"-","-",,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,"-",,,,,,,"-",,,,"-",,"-",,,,,"-",,,,,,,,,,,,,,,KustoKingRenamed,"-",,,,,,,,,,"-",,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x118925a,,,Administrator,"S-1-5-21-2496762881-1366215883-1809657155-500",,,"KUSTOWORKS\KustoKingRenamed",KUSTOWORKS,,,,,,,,"S-1-5-21-2496762881-1366215883-1809657155-1128",,KustoKingRenamed,,,,,,,,,,"-","-","-","-",,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"01680ad8-1090-4dec-a395-f77b161a9051","7/12/2023, 5:32:49.720 PM",OpsManager,"KUSTOWORKS\Administrator",User,"DC1.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,13824,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""OldTargetUserName"">KustoKing</Data>
  <Data Name=""NewTargetUserName"">KustoKingRenamed</Data>
  <Data Name=""TargetDomainName"">KUSTOWORKS</Data>
  <Data Name=""TargetSid"">S-1-5-21-2496762881-1366215883-1809657155-1128</Data>
  <Data Name=""SubjectUserSid"">S-1-5-21-2496762881-1366215883-1809657155-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x118925a</Data>
  <Data Name=""PrivilegeList"">-</Data>
</EventData>",4781,"4781 - The name of an account was changed:","cc046e6c-795c-47b2-a5ae-c9a0645e6d32","cc046e6c-795c-47b2-a5ae-c9a0645e6d33","00000000-0000-0000-0000-000000000001","7/12/2023, 6:01:44.543 PM","AOI-01680ad8-1090-4dec-a395-f77b161a9051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x118925a,,,Administrator,"S-1-5-21-2496762881-1366215883-1809657155-500",,,KUSTOWORKS,KUSTOWORKS,,,,,,,,"S-1-5-21-2496762881-1366215883-1809657155-1128",,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"01680ad8-1090-4dec-a395-f77b161a9051","7/12/2023, 5:33:40.164 PM",OpsManager,"KUSTOWORKS\Administrator",User,"DC1.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,13826,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""TargetUserName"">Domain Local Group</Data>
  <Data Name=""TargetDomainName"">KUSTOWORKS</Data>
  <Data Name=""TargetSid"">S-1-5-21-2496762881-1366215883-1809657155-1135</Data>
  <Data Name=""SubjectUserSid"">S-1-5-21-2496762881-1366215883-1809657155-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x118925a</Data>
  <Data Name=""PrivilegeList"">-</Data>
  <Data Name=""SamAccountName"">Domain Local Group</Data>
  <Data Name=""SidHistory"">-</Data>
</EventData>",4731,"4731 - A security-enabled local group was created.","cc046e6c-795c-47b2-a5ae-c9a0645e6d32","cc046e6c-795c-47b2-a5ae-c9a0645e6d33","00000000-0000-0000-0000-000000000001","7/12/2023, 6:02:00.581 PM","AOI-01680ad8-1090-4dec-a395-f77b161a9051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,"Domain Local Group",,,,,,,,,,,"-",,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x118925a,,,Administrator,"S-1-5-21-2496762881-1366215883-1809657155-500",,,"KUSTOWORKS\Domain Local Group",KUSTOWORKS,,,,,,,,"S-1-5-21-2496762881-1366215883-1809657155-1135",,"Domain Local Group",,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"01680ad8-1090-4dec-a395-f77b161a9051","7/12/2023, 5:33:50.831 PM",OpsManager,"KUSTOWORKS\Administrator",User,"DC1.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,13824,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""OldTargetUserName"">Domain Local Group</Data>
  <Data Name=""NewTargetUserName"">Domain Local Group Renamed</Data>
  <Data Name=""TargetDomainName"">KUSTOWORKS</Data>
  <Data Name=""TargetSid"">S-1-5-21-2496762881-1366215883-1809657155-1135</Data>
  <Data Name=""SubjectUserSid"">S-1-5-21-2496762881-1366215883-1809657155-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x118925a</Data>
  <Data Name=""PrivilegeList"">-</Data>
</EventData>",4781,"4781 - The name of an account was changed:","cc046e6c-795c-47b2-a5ae-c9a0645e6d32","cc046e6c-795c-47b2-a5ae-c9a0645e6d33","00000000-0000-0000-0000-000000000001","7/12/2023, 6:02:00.581 PM","AOI-01680ad8-1090-4dec-a395-f77b161a9051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x118925a,,,Administrator,"S-1-5-21-2496762881-1366215883-1809657155-500",,,KUSTOWORKS,KUSTOWORKS,,,,,,,,"S-1-5-21-2496762881-1366215883-1809657155-1135",,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
"01680ad8-1090-4dec-a395-f77b161a9051","7/12/2023, 5:33:51.602 PM",OpsManager,"KUSTOWORKS\Administrator",User,"DC1.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,13824,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""OldTargetUserName"">Domain Local Group Renamed</Data>
  <Data Name=""NewTargetUserName"">Domain Local Group Renamed</Data>
  <Data Name=""TargetDomainName"">KUSTOWORKS</Data>
  <Data Name=""TargetSid"">S-1-5-21-2496762881-1366215883-1809657155-1135</Data>
  <Data Name=""SubjectUserSid"">S-1-5-21-2496762881-1366215883-1809657155-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x118925a</Data>
  <Data Name=""PrivilegeList"">-</Data>
</EventData>",4781,"4781 - The name of an account was changed:","cc046e6c-795c-47b2-a5ae-c9a0645e6d32","cc046e6c-795c-47b2-a5ae-c9a0645e6d33","00000000-0000-0000-0000-000000000001","7/12/2023, 6:02:00.581 PM","AOI-01680ad8-1090-4dec-a395-f77b161a9051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x118925a,,,Administrator,"S-1-5-21-2496762881-1366215883-1809657155-500",,,KUSTOWORKS,KUSTOWORKS,,,,,,,,"S-1-5-21-2496762881-1366215883-1809657155-1135",,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/kustoworksarc/providers/microsoft.hybridcompute/machines/dc1"
