TimeGenerated [Local Time],href,pce_fqdn,created_by,event_type,status,severity,action,resource_changes,notifications,version,TenantId,Type,_ResourceId
"10/7/2024, 6:40:34.020 PM",/orgs/1/events/26e96d2d-7c95-4f17-9672-b8f2704d10a6,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,,"[{""uuid"":""751334e4-8928-47b1-a54a-589d44b07bbc"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":237,""after"":238}},""change_type"":""update""}]","[{""uuid"":""30573381-2f81-4ffd-a832-6f4aa04cef2e"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:40:34.020 PM",/orgs/1/events/26e96d2d-7c95-4f17-9672-b8f2704d10a6,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,,"[{""uuid"":""751334e4-8928-47b1-a54a-589d44b07bbc"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":237,""after"":238}},""change_type"":""update""},{""uuid"":""6d2e1d22-2609-4070-abe5-2beef41add74"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":237,""after"":238}},""change_type"":""update""}]","[{""uuid"":""30573381-2f81-4ffd-a832-6f4aa04cef2e"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}},{""uuid"":""23903817-418b-412f-8c96-fdfaadffe42e"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:40:34.020 PM",/orgs/1/events/26e96d2d-7c95-4f17-9672-b8f2704d10a6,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,"{""uuid"":""44526ff7-d9f1-4010-8db1-606c58e72c01"",""api_endpoint"":""/api/v2/login_users/authenticate"",""api_method"":""POST"",""http_status_code"":201,""src_ip"":""10.6.16.64""}","[{""uuid"":""751334e4-8928-47b1-a54a-589d44b07bbc"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":237,""after"":238}},""change_type"":""update""},{""uuid"":""6d2e1d22-2609-4070-abe5-2beef41add74"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":237,""after"":238}},""change_type"":""update""}]","[{""uuid"":""30573381-2f81-4ffd-a832-6f4aa04cef2e"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}},{""uuid"":""23903817-418b-412f-8c96-fdfaadffe42e"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:40:34.408 PM",/orgs/1/events/77e8d1d2-6eef-43a5-b2cb-7c4f6c9ba08a,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.login,success,info,,[],"[{""uuid"":""589bb949-a6ec-42a4-860b-44b254f63802"",""notification_type"":""user.pce_session_created"",""info"":{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:40:34.408 PM",/orgs/1/events/77e8d1d2-6eef-43a5-b2cb-7c4f6c9ba08a,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.login,success,info,"{""uuid"":""bc996394-818b-49bc-ab2c-51c5fd817a2d"",""api_endpoint"":""/api/v2/users/login"",""api_method"":""GET"",""http_status_code"":200,""src_ip"":""10.6.16.64""}",[],"[{""uuid"":""589bb949-a6ec-42a4-860b-44b254f63802"",""notification_type"":""user.pce_session_created"",""info"":{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:06.719 PM",/orgs/1/events/bdfa8409-dac9-4be4-9c10-8dfeddb922ea,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,,"[{""uuid"":""f9b2ab82-b07b-4613-8749-3153eae823a2"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":238,""after"":239}},""change_type"":""update""}]","[{""uuid"":""393dc68a-d78b-4843-9f30-d0beee49cdb1"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:06.719 PM",/orgs/1/events/bdfa8409-dac9-4be4-9c10-8dfeddb922ea,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,,"[{""uuid"":""f9b2ab82-b07b-4613-8749-3153eae823a2"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":238,""after"":239}},""change_type"":""update""},{""uuid"":""35a727f3-6a2d-4bf0-a44e-d444cac4a6bb"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":238,""after"":239}},""change_type"":""update""}]","[{""uuid"":""393dc68a-d78b-4843-9f30-d0beee49cdb1"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}},{""uuid"":""da168457-b6a3-4c8f-a9eb-700d83074781"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:06.719 PM",/orgs/1/events/bdfa8409-dac9-4be4-9c10-8dfeddb922ea,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,"{""uuid"":""fc3de40a-8dfa-4f47-9f73-af477a8b3eaf"",""api_endpoint"":""/api/v2/login_users/authenticate"",""api_method"":""POST"",""http_status_code"":201,""src_ip"":""10.6.16.64""}","[{""uuid"":""f9b2ab82-b07b-4613-8749-3153eae823a2"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":238,""after"":239}},""change_type"":""update""},{""uuid"":""35a727f3-6a2d-4bf0-a44e-d444cac4a6bb"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":238,""after"":239}},""change_type"":""update""}]","[{""uuid"":""393dc68a-d78b-4843-9f30-d0beee49cdb1"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}},{""uuid"":""da168457-b6a3-4c8f-a9eb-700d83074781"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:07.056 PM",/orgs/1/events/b6a7154a-d71d-42c5-85be-358e0a52302e,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.login,success,info,,[],"[{""uuid"":""910c97e8-5908-46ef-a074-002e56da2fc1"",""notification_type"":""user.pce_session_created"",""info"":{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:07.056 PM",/orgs/1/events/b6a7154a-d71d-42c5-85be-358e0a52302e,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.login,success,info,"{""uuid"":""4821c738-442d-4c28-be99-b3f8ab1a4cd1"",""api_endpoint"":""/api/v2/users/login"",""api_method"":""GET"",""http_status_code"":200,""src_ip"":""10.6.16.64""}",[],"[{""uuid"":""910c97e8-5908-46ef-a074-002e56da2fc1"",""notification_type"":""user.pce_session_created"",""info"":{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:07.486 PM",/orgs/1/events/39e0f1f2-617c-4980-8a3c-883cb7286b89,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,,"[{""uuid"":""9e9bbbcd-f39e-4dd2-a227-3ab59888fb81"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":239,""after"":240}},""change_type"":""update""}]","[{""uuid"":""d900a8c6-586b-404c-b385-a96115c6212c"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:07.486 PM",/orgs/1/events/39e0f1f2-617c-4980-8a3c-883cb7286b89,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,,"[{""uuid"":""9e9bbbcd-f39e-4dd2-a227-3ab59888fb81"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":239,""after"":240}},""change_type"":""update""},{""uuid"":""2d0f7b5c-e587-47ed-85ef-31e91a1deabd"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":239,""after"":240}},""change_type"":""update""}]","[{""uuid"":""d900a8c6-586b-404c-b385-a96115c6212c"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}},{""uuid"":""61d4ca59-64c7-4827-8bd7-d087d9fbe961"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:07.486 PM",/orgs/1/events/39e0f1f2-617c-4980-8a3c-883cb7286b89,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,"{""uuid"":""212d47be-52d1-4c01-935f-2998a4a73ef3"",""api_endpoint"":""/api/v2/login_users/authenticate"",""api_method"":""POST"",""http_status_code"":201,""src_ip"":""10.6.16.64""}","[{""uuid"":""9e9bbbcd-f39e-4dd2-a227-3ab59888fb81"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":239,""after"":240}},""change_type"":""update""},{""uuid"":""2d0f7b5c-e587-47ed-85ef-31e91a1deabd"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":239,""after"":240}},""change_type"":""update""}]","[{""uuid"":""d900a8c6-586b-404c-b385-a96115c6212c"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}},{""uuid"":""61d4ca59-64c7-4827-8bd7-d087d9fbe961"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:07.805 PM",/orgs/1/events/bf11b1e9-1079-4b2e-bebc-9198e37ad556,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.login,success,info,,[],"[{""uuid"":""1e89dfe8-9c7b-40fd-a4b2-5bd673b0d209"",""notification_type"":""user.pce_session_created"",""info"":{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:07.805 PM",/orgs/1/events/bf11b1e9-1079-4b2e-bebc-9198e37ad556,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.login,success,info,"{""uuid"":""07577ca5-66b7-4791-bc34-b53e2643396c"",""api_endpoint"":""/api/v2/users/login"",""api_method"":""GET"",""http_status_code"":200,""src_ip"":""10.6.16.64""}",[],"[{""uuid"":""1e89dfe8-9c7b-40fd-a4b2-5bd673b0d209"",""notification_type"":""user.pce_session_created"",""info"":{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:09.325 PM",/orgs/1/events/43d5145d-7209-4d45-a02b-3b7fabcb3632,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,,"[{""uuid"":""45c57370-bbf4-4d98-8561-e71d27b61a3f"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":240,""after"":241}},""change_type"":""update""}]","[{""uuid"":""71c059f2-a927-45b7-81f8-f6c47f2a90f8"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:09.325 PM",/orgs/1/events/43d5145d-7209-4d45-a02b-3b7fabcb3632,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,,"[{""uuid"":""45c57370-bbf4-4d98-8561-e71d27b61a3f"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":240,""after"":241}},""change_type"":""update""},{""uuid"":""0c032b7f-d2a4-4f74-8d18-ad275069d115"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":240,""after"":241}},""change_type"":""update""}]","[{""uuid"":""71c059f2-a927-45b7-81f8-f6c47f2a90f8"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}},{""uuid"":""3824b1b8-26a0-477a-8b05-618372e6c6bc"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
"10/7/2024, 6:41:09.325 PM",/orgs/1/events/43d5145d-7209-4d45-a02b-3b7fabcb3632,2x2testvc308.ilabs.io,"{""user"":{""href"":""/users/1"",""username"":""selfserve@illumio.com""}}",user.authenticate,success,info,"{""uuid"":""d1059538-ce8f-4bfa-915a-6569f9a1e3b6"",""api_endpoint"":""/api/v2/login_users/authenticate"",""api_method"":""POST"",""http_status_code"":201,""src_ip"":""10.6.16.64""}","[{""uuid"":""45c57370-bbf4-4d98-8561-e71d27b61a3f"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":240,""after"":241}},""change_type"":""update""},{""uuid"":""0c032b7f-d2a4-4f74-8d18-ad275069d115"",""resource"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}},""changes"":{""sign_in_attempts_count"":{""before"":240,""after"":241}},""change_type"":""update""}]","[{""uuid"":""71c059f2-a927-45b7-81f8-f6c47f2a90f8"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}},{""uuid"":""3824b1b8-26a0-477a-8b05-618372e6c6bc"",""notification_type"":""user.login_session_created"",""info"":{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}}]",2,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Auditable_Events_CL,
