"TenantId","TimeGenerated","Protocol","SourceIp","SourcePort","DestinationIp","DestinationPort","Fqdn","TargetUrl","Action","ThreatDescription","IsTlsInspected","SourceSystem","Type","_ResourceId"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:49:43.2585830","HTTP/1.1","192.168.73.214","29115","","8888","test-backdoor-access.online","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:50:41.0425300","HTTPS/1.1","10.5.201.115","44264","","443","test-adware-payload.shop","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:51:45.5118490","HTTP/1.1","10.1.190.214","29115","","80","test-keylogger-download.store","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:52:39.5875950","HTTP/1.1","192.168.88.215","44264","","8080","test-rootkit-installer.club","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:53:46.6699670","HTTPS/1.1","10.1.190.216","29825","","443","test-spyware-control.site","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:54:48.8926850","HTTP/1.1","10.2.157.216","29825","","80","test-worm-propagation.network","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:55:22.1234567","HTTP/1.1","192.168.124.87","34567","","80","test-fraud-scheme.money","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-99"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:56:15.7890123","HTTPS/1.1","10.4.198.45","56789","","443","test-identity-theft.finance","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:57:08.4567890","HTTP/1.1","10.1.203.167","23456","","8080","test-scareware-popup.alert","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:58:31.9876543","HTTP/1.1","192.168.67.234","45678","","80","test-fake-antivirus.security","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 14:59:24.6543210","HTTPS/1.1","10.5.178.123","67890","","443","test-credential-harvester.login","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:00:17.3210987","HTTP/1.1","10.2.145.89","78901","","8888","test-browser-hijacker.redirect","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:01:09.8765432","HTTP/1.1","192.168.156.78","89012","","80","test-social-engineering.fake","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:02:02.5432109","HTTPS/1.1","10.1.234.156","90123","","443","test-banking-trojan.bank","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:02:55.2109876","HTTP/1.1","10.3.167.234","01234","","8080","test-ddos-controller.attack","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:03:47.8876543","HTTP/1.1","192.168.98.145","12345","","80","test-rat-access.remote","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:04:40.5543210","HTTPS/1.1","10.4.189.67","23456","","443","test-stealer-payload.steal","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:05:33.2209987","HTTP/1.1","10.1.212.178","34567","","8888","test-macro-dropper.document","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:06:25.8876654","HTTP/1.1","192.168.134.89","45678","","80","test-file-encryptor.crypto","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:07:18.5543321","HTTPS/1.1","10.5.156.123","56789","","443","test-privacy-violator.spy","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:08:11.2209988","HTTP/1.1","10.2.178.234","67890","","8080","test-network-scanner.probe","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:09:03.8876655","HTTP/1.1","192.168.167.145","78901","","80","test-system-monitor.watch","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:09:56.5543322","HTTPS/1.1","10.1.189.67","89012","","443","test-password-cracker.crack","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:10:49.2209989","HTTP/1.1","10.3.134.178","90123","","8888","test-vulnerability-exploit.zero","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:11:41.8876656","HTTP/1.1","192.168.123.89","01234","","80","test-web-skimmer.card","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:12:34.5543323","HTTPS/1.1","10.4.167.123","12345","","443","test-dns-hijacker.redirect","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:13:27.2209990","HTTP/1.1","10.1.145.234","23456","","8080","test-click-fraud.ads","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:14:19.8876657","HTTP/1.1","192.168.189.145","34567","","80","test-email-bomber.spam","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:15:12.5543324","HTTPS/1.1","10.5.134.67","45678","","443","test-screen-recorder.capture","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:16:05.2209991","HTTP/1.1","10.2.167.178","56789","","8888","test-process-injector.inject","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:16:57.8876658","HTTP/1.1","192.168.145.89","67890","","80","test-memory-scanner.analyze","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:17:50.5543325","HTTPS/1.1","10.1.178.123","78901","","443","test-api-abuser.overload","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:18:43.2209992","HTTP/1.1","10.3.123.234","89012","","8080","test-session-hijacker.session","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:19:35.8876659","HTTP/1.1","192.168.167.145","90123","","80","test-cookie-stealer.cookie","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:20:28.5543326","HTTPS/1.1","10.4.145.67","01234","","443","test-certificate-thief.cert","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:21:21.2209993","HTTP/1.1","10.1.156.178","12345","","8888","test-form-grabber.form","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:22:13.8876660","HTTP/1.1","192.168.123.89","23456","","80","test-cryptocurrency-miner.coin","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:23:06.5543327","HTTPS/1.1","10.5.123.123","34567","","443","test-remote-shell.shell","","Deny","ThreatIntel: Destination reported by Threat Intelligence","1","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:23:59.2209994","HTTP/1.1","10.2.134.234","45678","","8080","test-privilege-escalator.admin","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-10 15:24:51.8876661","HTTP/1.1","192.168.178.145","56789","","80","test-traffic-analyzer.sniff","","Deny","ThreatIntel: Destination reported by Threat Intelligence","0","","AZFWThreatIntel","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-05"
