"TenantId","TimeGenerated","Protocol","SourceIp","SourcePort","DestinationIp","DestinationPort","Action","SignatureId","Category","Description","Severity","SourceSystem","Type","_ResourceId"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:23:54.2044190","TCP","192.168.193.133","12918","223.6.6.6","443","alert","2034912","Misc activity","INFO Observed DNS Over HTTPS Domain (dns .alidns .com in TLS SNI)","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:12:19.1110760","TCP","192.168.97.133","14554","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:43:39.7175560","TCP","192.168.97.141","23944","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:47:45.2681370","TCP","192.168.97.145","40994","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 08:40:01.5041370","TCP","192.168.97.136","61428","198.51.100.190","80","alert","2031071","Misc activity","INFO Microsoft Connection Test","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 17:30:08.0104420","TCP","192.168.216.217","50902","10.2.214.47","445","alert","2027204","Potentially Bad Traffic","HUNTING Possible Powershell .ps1 Script Use Over SMB","2","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:02:32.0935570","TCP","192.168.97.145","35804","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:35:53.3513220","TCP","192.168.97.139","58212","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:28:50.1362310","TCP","192.168.97.143","4080","198.51.100.231","80","alert","2031071","Misc activity","INFO Microsoft Connection Test","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:46:59.3522050","TCP","10.2.83.109","22","172.29.17.146","34502","alert","2054407","Large Scale Information Leak","INFO Server Responded with Vulnerable OpenSSH Version (CVE-2024-6409)","2","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:19:37.6209320","TCP","192.168.216.139","55959","10.2.214.48","445","alert","2025705","Potentially Bad Traffic","POLICY SMB2 NT Create AndX Request For a Powershell .ps1 File","2","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:07:55.6991520","TCP","192.168.97.137","7944","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:42:28.8134230","TCP","192.168.193.134","39248","223.6.6.6","443","alert","2034912","Misc activity","INFO Observed DNS Over HTTPS Domain (dns .alidns .com in TLS SNI)","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:47:51.8903320","TCP","192.168.97.140","17548","203.0.113.23","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:45:07.8844710","TCP","103.215.15.27","80","192.168.193.133","34476","alert","2021076","Potentially Bad Traffic","HUNTING SUSPICIOUS Dotted Quad Host MZ Response","2","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 17:56:55.0389580","TCP","192.168.193.133","55274","198.51.100.82","80","alert","2031071","Misc activity","INFO Microsoft Connection Test","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:16:21.1504450","TCP","192.168.97.143","30592","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-19 12:31:15.0328320","TCP","192.168.97.146","18140","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-10-26 07:08:28.3790080","TCP","192.168.97.144","57960","203.0.113.23","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:20:38.1829440","TCP","192.168.97.146","49788","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:19:49.3502100","TCP","192.168.97.140","52364","198.51.100.158","80","alert","2031071","Misc activity","INFO Microsoft Connection Test","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:25:45.4050040","TCP","192.168.97.136","48008","203.0.113.223","443","alert","2049202","Misc activity","INFO Observed File Hosting Service Domain (files .pythonhosted .org in TLS SNI)","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:53:58.8400600","TCP","192.168.193.134","31388","223.5.5.5","443","alert","2034912","Misc activity","INFO Observed DNS Over HTTPS Domain (dns .alidns .com in TLS SNI)","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:10:49.9834280","TCP","192.168.97.141","39688","203.0.113.223","443","alert","2049202","Misc activity","INFO Observed File Hosting Service Domain (files .pythonhosted .org in TLS SNI)","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-06 05:26:05.7759260","TCP","192.168.216.217","52301","10.1.192.56","445","alert","2025705","Potentially Bad Traffic","POLICY SMB2 NT Create AndX Request For a Powershell .ps1 File","2","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:43:44.6006900","TCP","192.168.97.133","8844","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:07:22.7277030","TCP","192.168.97.140","4350","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:19:07.1350040","TCP","192.168.216.176","62765","10.1.192.48","445","alert","2027204","Potentially Bad Traffic","HUNTING Possible Powershell .ps1 Script Use Over SMB","2","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:27:51.2070430","TCP","192.168.97.142","38576","203.0.113.23","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:12:59.3275700","TCP","192.168.97.136","45248","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:30:07.0209250","TCP","192.168.97.143","15938","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-05 19:47:47.0441400","TCP","192.168.97.138","58474","203.0.113.23","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 19:08:49.1881560","TCP","192.168.97.142","64672","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 18:07:24.8202090","TCP","192.168.97.133","8498","203.0.113.56","443","alert","2063118","Misc activity","INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI","3","","AZFWIdpsSignature","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
