TimeGenerated,event_simpleName,timestamp,aip,aid,UserName,event_platform,ContextTimeStamp,name,ConfigBuild,CrowdStrikeId,ConfigStateHash,ContextProcessId,ContextThreadId,BoundingLimitCount,BoundingLimitDuration,Entitlements,EffectiveTransmissionClass,cid,OciContainerId,TreeId,RegObjectName,RegValueName,RegClassificationFlags,RegOperationType,TokenType,RegStringValue,RegType,RegClassificationIndex,AuthenticationId,RegNumericValue,RegBinaryValue,AdditionalFields,TenantId,Type,_ResourceId
2026-08-27T12:59:33.666Z,RegGenericValueUpdate,1787835634418,134.163.254.248,7fc13009ff9c4b3ab82992316031b8da,,Win,1787835571,RegGenericValueUpdateV1,,6a9e854e-1156-421a-b3a5-584f97efbf63,,3119937122776,79911919023056,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\LanmanServer\Parameters,nullsessionpipes,1,1,2,,7,472,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:37.445Z,RegSystemConfigValueUpdate,1787835643461,136.226.236.83,f7831c2ea4bc40b4a3d864151112aeb9,,Win,1787835575,RegSystemConfigValueUpdateV1,,d8987dec-5f9f-4548-84a6-a2eaecef69c6,,2757049482240,121320489826814,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,enablelua,3,1,2,,4,427,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:44.312Z,RegSystemConfigValueUpdate,1787835620140,136.226.60.74,bfe3ab3e281f4d5ba380fe667bb8c7e8,,Win,1787835581,RegSystemConfigValueUpdateV1,,4d2c9a3f-18d2-4301-bff3-9a662f0873f4,,652845576846,16565964651032,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager,SafeDllSearchMode,1,2,1,,0,428,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:44.426Z,RegSystemConfigValueUpdate,1787835629843,65.66.197.1,a881e03642524ac697f3368058e609d7,,Win,1787835581,RegSystemConfigValueUpdateV1,,59be3346-11ae-40a6-b929-cb147093ccb5,,70495259414139,70512336911457,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\DeviceGuard\Scenarios\HypervisorEnforcedCodeIntegrity,Enabled,1,1,1,,4,464,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:47.581Z,RegSystemConfigValueUpdate,1787835623360,136.226.58.73,021c73a9bccc42f49c8ec9e04b8b37e8,,Win,1787835585,RegSystemConfigValueUpdateV1,,48d5afcb-44df-4fca-b869-716e3f1e06e8,,22166360279564,440728913582159,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableIOAVProtection,1,1,1,,4,436,999,0,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:48.503Z,RegSystemConfigValueUpdate,1787835640352,165.225.224.31,ef65ea0ac4d843ce908dc914728a6f26,,Win,1787835586,RegSystemConfigValueUpdateV1,,e1bb1d58-4b89-4904-9057-bc6de4b988f7,,1761466025357,68765992341258,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,consentpromptbehavioruser,3,1,2,,4,427,999,3,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:52.687Z,RegSystemConfigValueUpdate,1787835624749,165.225.208.55,a19bf3345ae84ac6ac30acfcff67d88b,,Win,1787835591,RegSystemConfigValueUpdateV1,,97ec074b-c958-422b-a9ac-96adf8fe77fc,,9109640049632,129485579150358,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SAM\SAM\Domains\Account\Users\Names\Administrator,,1,1,1,,500,479,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T13:00:07.564Z,RegSystemConfigValueUpdate,1787835629532,165.225.113.205,845d64d5338a4d1da05642d952af6b87,,Win,1787835605,RegSystemConfigValueUpdateV1,,c3fbb770-bd1b-4ec8-8276-e8f3d7a2e17a,,2270340880337,108335283638285,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender,PUAProtection,1,2,1,,0,435,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T13:00:20.09Z,RegSystemConfigValueUpdate,1787835402821,147.161.174.101,fe16cf996c95454db5b475d990a1e247,,Win,1787835617,RegSystemConfigValueUpdateV1,,bfa703a8-6ff3-4a54-b6f2-ae724d7c89ff,,25620050643039,796274253084291,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Scan,DisableRemovableDriveScanning,1,1,1,,4,465,999,0,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T13:00:20.14Z,RegSystemConfigValueUpdate,1787835361212,167.103.75.80,eaf8dbe62d9049e787ac5eb9353cede6,,Win,1787835618,RegSystemConfigValueUpdateV1,,e2092bcb-dcfa-488a-a5ec-a12f03c0ae48,,1628658457607,38852284611158,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,promptonsecuredesktop,3,1,2,,4,427,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T13:00:23.36Z,RegSystemConfigValueUpdate,1787835335853,156.149.137.20,b5a0a90f022c4ab18a63bf4a273eb6c1,,Win,1787835621,RegSystemConfigValueUpdateV1,,0cf6fc20-92e8-4bba-9be4-7dce74df5280,,3848301934791,155688037050463,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging,EnableScriptBlockLogging,1,2,1,,0,485,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T13:00:24.749Z,RegSystemConfigValueUpdate,1787835346173,147.161.234.86,515c90a802804170a0141de29869e8dd,,Win,1787835622,RegSystemConfigValueUpdateV1,,0d60cfdc-6650-470a-8891-3f3fe126572a,,7112477112181,203021851739335,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SAM\SAM\Domains\Account\Users\Names\CUSTOMGUEST,,1,1,1,,501,479,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T13:00:29.532Z,RegSystemConfigValueUpdate,1787835304680,167.103.75.112,95bb2de0879c464b8b6e59c374459e4d,,Win,1787835626,RegSystemConfigValueUpdateV1,,656f860e-8eb9-4ee1-89fd-f1523f9afcef,,4677231981310,130201088108184,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender,PUAProtection,1,2,1,,0,435,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
