"TenantId","TimeGenerated","Protocol","SourceIp","SourcePort","DestinationIp","DestinationPort","Action","Policy","RuleCollectionGroup","RuleCollection","Rule","ActionReason","SourceSystem","Type","_ResourceId"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:15:53.9120530","TCP","10.2.121.148","55290","192.168.240.36","41003","Allow","EUS-Policy-Premium-IDPS","DefaultNetworkRuleCollectionGroup","UnifiedPolicy_9520bcbc-c2b6-4831-9c61-16811d2ef2e0","ACL-10758_CHG0810123_3","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:08:30.3103060","TCP","192.168.74.51","56426","10.57.140.108","80","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","Https-From-Spoke-to-Corp-EGRC#1804280","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:28.5383110","UDP","192.168.74.30","55591","10.50.10.50","53","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","DNS-from-Spoke-to-DNS_ANYCAST-EGRC#2591142 ","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:06.0671200","UDP","192.168.92.132","62025","10.50.10.50","53","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","DNS-from-Spoke-to-DNS_ANYCAST-EGRC#2591142 ","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:36.8877130","TCP","10.1.218.143","55126","10.10.5.112","4443","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:14:26.8578530","TCP","10.2.225.91","30776","10.5.238.43","445","Allow","HBI-Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","SMB-from-Spoke-to-CORP-EGRC#1804280","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-99"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:39.6821260","UDP","10.5.244.200","55238","10.50.10.50","53","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","DNS-from-Spoke-to-DNS_ANYCAST-EGRC#2591142 ","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:03.1720090","UDP","10.2.232.202","55684","10.50.10.50","53","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","DNS-from-Spoke-to-DNS_ANYCAST-EGRC#2591142 ","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:14:38.4043450","TCP","10.2.232.199","53447","10.240.111.76","4211","Allow","WUS2-Policy-Premium","DefaultNetworkRuleCollectionGroup","46de28d4-6884-4c1b-bb4a-5bf5c21e268f","MCOnPremER-LAB-WUS2-VNET-1193_CHG0774372_ACL-8546","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:09:36.2466990","TCP","192.168.78.234","62083","10.240.121.26","4211","Allow","WUS2-Policy-Premium","DefaultNetworkRuleCollectionGroup","46de28d4-6884-4c1b-bb4a-5bf5c21e268f","MCOnPremER-LAB-WUS2-VNET-1036-ACL-6457-CHG0754360","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:59.3851520","TCP","192.168.131.6","50308","192.168.167.96","9000","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:09:50.4509670","TCP","192.168.131.17","38944","10.5.250.139","3269","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:44.4557270","UDP","192.168.147.248","14390","203.0.113.36","53","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:08:27.0149160","UDP","192.168.146.70","43180","10.50.50.50","53","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","DNS-from-Spoke-to-DNS_ANYCAST-EGRC#2591142 ","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:10:46.3244030","UDP","10.1.176.154","63638","10.50.50.50","53","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","DNS-from-Spoke-to-DNS_ANYCAST-EGRC#2591142 ","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:06.1014370","UDP","10.1.158.148","54794","10.50.50.50","53","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","DNS-from-Spoke-to-DNS_ANYCAST-EGRC#2591142 ","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:10:32.7287770","TCP","10.2.232.199","51006","10.240.122.93","4211","Allow","WUS2-Policy-Premium","DefaultNetworkRuleCollectionGroup","46de28d4-6884-4c1b-bb4a-5bf5c21e268f","MCOnPremER-LAB-WUS2-VNET-1193_CHG0774372_ACL-8546","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:11:12.5924690","TCP","192.168.131.22","41103","10.1.150.195","9000","Allow","WUS3-Policy-Premium","DefaultNetworkRuleCollectionGroup","548bffe6-fbcc-48bd-9f34-7d7968f59140","ERMLSLABKVM-LAB-WUS3-VNET-1566-Test1","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:11:04.2106930","TCP","192.168.78.235","58750","10.240.237.46","4201","Allow","WUS2-Policy-Premium","DefaultNetworkRuleCollectionGroup","46de28d4-6884-4c1b-bb4a-5bf5c21e268f","MCOnPremER-LAB-WUS2-VNET-1036-CHG0762317-ACL-7433","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:10:20.7329230","TCP","192.168.131.22","33315","10.1.166.60","8443","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:10:59.6359590","TCP","10.6.238.59","53951","10.2.231.69","80","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","Allow_Standard_Ports_HTTP/S_EGRC#1804280-01","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:10:13.2059240","UDP","10.5.244.191","34008","10.50.10.50","53","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","DNS-from-Spoke-to-DNS_ANYCAST-EGRC#2591142 ","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/swedencentral/providers/microsoft.network/azurefirewalls/test-lab-swc-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:08:51.0292520","TCP","192.168.131.31","60806","10.1.174.139","19000","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:09:28.0321410","TCP","10.2.127.149","40776","192.168.242.215","80","Allow","Global-Policy-Premium-IDPS","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","Https-From-Spoke-to-Corp-EGRC#1804280","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:15:56.3087810","TCP","192.168.78.235","63240","10.240.237.45","4211","Allow","WUS2-Policy-Premium","DefaultNetworkRuleCollectionGroup","46de28d4-6884-4c1b-bb4a-5bf5c21e268f","MCOnPremER-LAB-WUS2-VNET-1036-CHG0762317-ACL-7433","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:14:17.5858170","TCP","192.168.131.6","61246","10.1.164.164","4200","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:15:57.6865600","TCP","10.2.80.38","29618","192.168.240.16","25","Allow","EUS-Policy-Premium-IDPS","DefaultNetworkRuleCollectionGroup","UnifiedPolicy_9520bcbc-c2b6-4831-9c61-16811d2ef2e0","ACL-12204_CHG0833022_2","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:08:44.3989100","TCP","192.168.139.227","48890","192.168.145.131","41003","Allow","EUS-Policy-Premium","DefaultNetworkRuleCollectionGroup","9520bcbc-c2b6-4831-9c61-16811d2ef2e0","Silicon-Phy-Design-LAB-EUS-VNET-660-ACL-10394-CorpToLab","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:10:13.5279060","TCP","192.168.131.28","60700","10.2.237.81","88","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:11:40.4440110","TCP","10.2.231.75","58269","192.168.146.150","443","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","Https-From-Spoke-to-Corp-EGRC#1804280","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:09:08.2501950","UDP","10.240.111.58","4201","192.168.78.237","4201","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:11:44.6466470","UDP","10.240.111.107","4201","10.2.232.206","4201","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-06"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:11:08.9751570","TCP","192.168.131.28","54863","10.1.199.149","443","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_to_Spoke_Global_Policies","Allow_Standard_Ports_HTTP/S_EGRC#1804280-01","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:15:34.4817200","TCP","192.168.17.189","50429","10.5.236.48","389","Allow","Global-Policy-Premium","DefaultNetworkRuleCollectionGroup","Corp_Domain_Controllers","Corp_NTDEV_Portal-DC-TCP-EGRC#1804280-01","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:14:57.2296550","TCP","192.168.131.25","45473","10.2.230.133","8888","Deny","","","","","Default Action","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-99"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:08:27.1276370","TCP","192.168.162.74","60602","192.168.253.87","41003","Allow","EUS-Policy-Premium","DefaultNetworkRuleCollectionGroup","9520bcbc-c2b6-4831-9c61-16811d2ef2e0","SPD-LabER2-LAB-EUS-VNET-1006-ACL-6657-CHG0756180-1SPD-LabER2-LAB-EUS-VNET-1006-ACL-6658-CHG0756181-1SPD-LabER2-LAB-EUS-VNET-1006-ACL-6659-CHG0756182-1SPD-LabER2-LAB-EUS-VNET-1006-ACL-6660-CHG0756183-1SPD-LabER2-LAB-EUS-VNET-1006-ACL-6662-CHG0756184-1SPD-LabER2-LAB-EUS-VNET-1006-ACL-6661-CHG0756185-1SPD-LabER2-LAB-EUS-VNET-1006-ACL-6663-CHG0756186-1SPD-LabER2-LAB-EUS-VNET-1006-ACL-6664-CHG0756187-1","","","AZFWNetworkRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
