TenantId,SourceSystem,"TimeGenerated [UTC]",MG,Computer,"EventTime [UTC]",Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,Type,"_ResourceId",EventOriginalType
"",Linux,"6/21/2023, 10:00:10.893 AM","00000000-0000-0000-0000-000000000002",1.2.3.4,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 51106 NOTICE User change password: Authentication for web services failed, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=555, UserName=demo-adm, CmdSet=[ CmdAV= ], Protocol=Tacacs, RequestLatency=17, NetworkDeviceName=AASSBX000, Type=Authorization, Privilege-Level=1, Authen-Type=ASCII, Service=Login, User=demo-adm, Port=tty1, Remote-Address=10.10.10.10, Authen-Method=TacacsPlus, Service-Argument=shell, NetworkDeviceProfileId=d9699505-aa50-ff15-a80e-67abc45bf500, AcsSessionID=demoisepsn00/337333000/000874560, AuthenticationIdentityStore=Internal Users, AuthenticationMethod=Lookup, SelectedAccessService=DeniedProto_Dvc_Admin, SelectedShellProfile=PRIV15, IdentityGroup=User Identity Groups:All Groups:IS_FULLADMIN, FailureReason=51106 Authentication for web services failed, Step=13005, Step=15049, Step=15008, Step=22037",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,51106
"",Linux,"6/21/2023, 10:00:10.897 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60075 NOTICE Sponsor: Sponsor has successfully authenticated, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=555, UserName=demo-sponsor, Type=Authorization, Privilege-Level=1, Authen-Type=ASCII, Service=Login, User=demo-adm, Port=tty1, Remote-Address=10.10.10.10, Authen-Method=Unknown, Service-Argument=portal, , Step=13005, Step=15049, Step=15008, Step=22037",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60075
"",Linux,"6/21/2023, 10:00:10.901 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60076 NOTICE Sponsor: Sponsor authentication has failed, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=555, UserName=demo-sponsor, Type=Authorization, Privilege-Level=1, Authen-Type=ASCII, Service=Login, User=demo-adm, Port=tty1, Remote-Address=10.10.10.10, Authen-Method=Unknown, Service-Argument=portal, FailureReason=12345 Sponsor authentication has failed. Network error, Step=13005, Step=15049, Step=15008, Step=22037",,"1.2.3.4","CISE_Administrative_and_Operatio",Syslog,,60076
"",Linux,"6/21/2023, 10:00:10.905 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60077 NOTICE MyDevices: MyDevices user authentication has failed, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=555, UserName=mydvc-user, Type=Authorization, AuthenticationIdentityStore=MyDevices, Authen-Type=ASCII, Service=Login, Port=tty1, Remote-Address=10.10.10.10, Authen-Method=Unknown, Service-Argument=portal, FailureReason=60077 MyDevices user authentication has failed, Step=13005, Step=15049, Step=15008, Step=22037",,"1.2.3.4","CISE_Administrative_and_Operatio",Syslog,,60077
"",Linux,"6/21/2023, 10:00:10.908 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60078 INFO MyDevices: MyDevices user has successfully authenticated, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=555, UserName=mydvc-user, Type=Authorization, AuthenticationIdentityStore=MyDevices, Authen-Type=ASCII, Service=Login, Port=tty1, Remote-Address=10.10.10.10, Authen-Method=Unknown, Service-Argument=portal, Step=13005",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60078
"",Linux,"6/21/2023, 10:00:10.912 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60080 INFO Administrator-Login: A SSH CLI user has successfully logged in, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=22, UserName=demossh-user, Type=Authorization, AuthenticationIdentityStore=SSHUSER, Authen-Type=ASCII, Service=Login, Port=tty10, Remote-Address=10.10.10.10, Authen-Method=Password, Service-Argument=portal, Step=13005",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60080
"",Linux,"6/21/2023, 10:00:10.916 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60081 INFO Administrator-Login: A SSH CLI user has attempted unsuccessfully to login, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=22, UserName=demossh-user, Type=Authorization, AuthenticationIdentityStore=SSHUSER, Authen-Type=ASCII, Service=Login, Port=tty10, Remote-Address=10.10.10.10, Authen-Method=Password, Service-Argument=shell, FailureReason=60081 A SSH CLI user has attempted unsuccessfully to login, Step=13005",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60081
"",Linux,"6/21/2023, 10:00:10.920 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60082 INFO Administrator-Login: A SSH CLI user has attempted to login, however account is locked out, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=22, UserName=demossh-user, Type=Authorization, AuthenticationIdentityStore=SSHUSER, Authen-Type=ASCII, Service=Login, Port=tty10, Remote-Address=10.10.10.10, Authen-Method=Password, Service-Argument=shell, FailureReason=, Step=13005",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60082
"",Linux,"6/21/2023, 10:00:10.923 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60135 INFO MyDevices: MyDevices user SSO logout has failed, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=555, UserName=mydvc-user, Type=Authorization, AuthenticationIdentityStore=MyDevices, Authen-Type=ASCII, Service=Login, Port=tty1, Remote-Address=10.10.10.10, Authen-Method=Unknown, Service-Argument=portal, FailureReason=60135 MyDevices user SSO logout has failed, Step=13005, Step=15049, Step=15008, Step=22037",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60135
"",Linux,"6/21/2023, 10:00:10.927 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60136 INFO Sponsor: Sponsor user SSO logout has failed, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=555, User-Name=demo-sponsor, Type=Authorization, AuthenticationIdentityStore=MyDevices, Authen-Type=ASCII, Service=Login, Port=tty1, Remote-Address=10.10.10.10, Authen-Method=Unknown, Service-Argument=portal, FailureReason=60136 Sponsor user SSO logout has failed, Step=13005, Step=15049, Step=15008, Step=22037",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60136
"",Linux,"6/21/2023, 10:00:10.930 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60204 INFO System-Management: System root CLI account has successfully logged in, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=22, User-Name=root, Type=Authorization, AuthenticationIdentityStore=ROOT, Authen-Type=ASCII, Service=Login, Port=tty10, Remote-Address=10.10.10.10, Authen-Method=Password, Service-Argument=portal, Step=13005",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60204
"",Linux,"6/21/2023, 10:00:10.934 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60204 INFO System-Management: System root CLI account has successfully logged in, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=8080, User-Name=demo_user, Type=Authorization, AuthenticationIdentityStore=CLI, Authen-Type=ASCII, Service=Login, Port=tty10, Remote-Address=10.10.10.10, Authen-Method=Password, Service-Argument=cli, Step=13005",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60204
"",Linux,"6/21/2023, 10:00:10.937 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60205 INFO Administrator-Login: A CLI user has logged in from console, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=8080, User-Name=demo_user, Type=Authorization, Protocol=Radius, RequestLatency=10, AuthenticationIdentityStore=CLI, Authen-Type=ASCII, Service=Login, State=37CPMSessionID=5abcbc0b0001ff8c5aaaa13f\ 42SessionID=isepsn00/357300176/20643276\ , Called-Station-ID=7b-e7-44-ff-de-00:org_guests, Calling-Station-ID=f6-ab-05-da-3e-dd, Port=tty10, Remote-Address=10.10.10.10, Authen-Method=Password, Service-Argument=cli, Step=13005",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60205
"",Linux,"6/21/2023, 10:00:10.941 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 60206 INFO Administrator-Login: A CLI user has logged out from console, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=8080, User-Name=demo_user, Type=Authorization, Protocol=Radius, RequestLatency=10, AuthenticationIdentityStore=CLI, Authen-Type=ASCII, Service=Login, State=37CPMSessionID=5abcbc0b0001ff8c5aaaa13f\ 42SessionID=isepsn00/357300176/20643276\ , Called-Station-ID=7b-e7-00-ff-de-00:org_guests, Calling-Station-ID=f6-ab-04-da-3e-dd, Port=tty10, Remote-Address=10.10.10.10, Authen-Method=Password, Service-Argument=cli, Step=13005",,"Unknown IP","CISE_Administrative_and_Operatio",Syslog,,60206
"",Linux,"6/21/2023, 10:00:10.944 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 61012 INFO TrustSec: ISE has authenticated against APIC successfully, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=4444, Type=Authorization, Protocol=Radius, RequestLatency=10, AuthenticationIdentityStore=CLI, Authen-Type=ASCII, Service=Login, State=37CPMSessionID=5abcbc0b0001ff8c5aaaa13f\ 42SessionID=isepsn00/357300176/20643276\ , Called-Station-ID=7b-e7-00-ff-de-00:org_guests, Calling-Station-ID=f6-ab-04-da-3e-dd, Port=tty10, Remote-Address=10.10.10.10, Authen-Method=Password, Step=13005",,"1.2.3.4","CISE_Administrative_and_Operatio",Syslog,,61012
"",Linux,"6/21/2023, 10:00:10.948 AM","00000000-0000-0000-0000-000000000002",demoisepsn00,"6/14/2023, 9:38:48.000 PM",local7,demoisepsn00,notice,"39:01.139 +00:00 0667198386 61013 INFO TrustSec: ISE failed to authenticate against APIC, ConfigVersionId=632, Device IP Address=10.10.10.10, DestinationIPAddress=10.10.10.10, DestinationPort=4444, Type=Authorization, Protocol=Radius, RequestLatency=10, AuthenticationIdentityStore=CLI, Authen-Type=ASCII, Service=Login, State=37CPMSessionID=5abcbc0b0001ff8c5aaaa13f\ 42SessionID=isepsn00/357300176/20643276\ , Called-Station-ID=7b-e7-00-ff-de-00:org_guests, Calling-Station-ID=f6-ab-04-da-3e-dd, Port=tty10, Remote-Address=10.10.10.10, Authen-Method=Password, Step=13005",,"1.2.3.4","CISE_Administrative_and_Operatio",Syslog,,61013
