TenantId,TimeGenerated [UTC],DeviceVendor,DeviceProduct,DeviceVersion,DeviceEventClassID,Activity,LogSeverity,OriginalLogSeverity,AdditionalExtensions,DeviceAction,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,CommunicationDirection,DeviceDnsDomain,DeviceExternalID,DeviceFacility,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DestinationPort,DestinationIP,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceAddress,DeviceName,DeviceMacAddress,ProcessID,EndTime [UTC],ExternalID,ExtID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,Message,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,EventOutcome,Protocol,Reason,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,ReceiptTime,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourcePort,SourceIP,StartTime [UTC],SourceUserID,SourceUserName,EventType,DeviceEventCategory,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,FieldDeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,FieldDeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,FieldDeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,Computer,SourceSystem,SimplifiedDeviceAction,Type,_ResourceId
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:10:00.100 AM",Aruba Networks,ClearPass,6.11.9.259693,2001,Failed Authentications,5,5,ArubaClearpassCommonNASName=sw-access-02,,,,,,,,,,,,,,,,,,,,,,[Deny Access Profile],,,,,,riley.chen,10.1.2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Deny Access Profile],,RADIUS: User not found.,,,,,"EAP-PEAP,EAP-MSCHAPv2",,,,,,,,,,,,,10.20.1.12,,,,,Session Logs,,,,,,,,,,,,,,,,,,,Error Code,,,,,,,REJECT,Login Status,Corporate-AD,Auth Source,,,UNKNOWN,System Posture Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:11:00.100 AM",Aruba Networks,ClearPass,6.11.9.259693,2001,Failed Authentications,5,5,,,,,,,,,,,,,,,,,,,,,,,[Deny Access Profile],,,,,,00-1B-44-55-7F-03,10.1.2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Deny Access Profile],,RADIUS: User not found.,,,,,MAC-AUTH,,,,,,,,,,,,,10.20.1.13,,,,,Session Logs,,,,,,,,,,,,,,,,,,,Error Code,,,,,,,,,Corporate-AD,Auth Source,,,UNKNOWN,System Posture Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:12:00.100 AM",Aruba Networks,ClearPass,6.11.9.259693,2001,Failed Authentications,5,5,ArubaClearpassCommonNASName=sw-access-03,,,,,,,,,,,,,,,,,,,,,,[Deny Access Profile],,,,,,morgan.diaz,10.1.2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Deny Access Profile],,RADIUS: Client did not complete EAP transaction,,,,,EAP-PEAP,,,,,,,,,,,,,10.20.1.14,,,,,Session Logs,,,,,,,,,,,,,,,,,,,Error Code,,,,,,,TIMEOUT,Login Status,Corporate-AD,Auth Source,,,UNKNOWN,System Posture Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:13:00.100 AM",Aruba Networks,ClearPass,6.11.9.259693,2001,Failed Authentications,5,5,ArubaClearpassCommonNASName=ID:1002001-sw-lab-01,,,,,,,,,,,,,,,,,,,,,,[Allow Access Profile],,,,,,00-1B-44-66-80-14,10.1.2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Allow Access Profile],,,,,,,MAC-AUTH,,,,,,,,,,,,,10.20.1.15,,,,,Session Logs,,,,,,,,,,,,,,,,,,,Error Code,,,,,,,ACCEPT,Login Status,Corporate-AD,Auth Source,,,UNKNOWN,System Posture Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:14:00.100 AM",Aruba Networks,ClearPass,6.11.9.259693,2001,Failed Authentications,5,5,ArubaClearpassCommonNASName=sw-access-04,,,,,,,,,,,,,,,,,,,,,,[Allow Access Profile],,,,,,quinn.parker,10.1.2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Allow Access Profile],,,,,,,"TEAP (EAP-MSCHAPv2 ,EAP-MSCHAPv2)",,,,,,,,,,,,,10.20.1.16,,,,,Session Logs,,,,,,,,,,,,,,,,,,,Error Code,,,,,,,ACCEPT,Login Status,Corporate-AD,Auth Source,,,UNKNOWN,System Posture Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:15:00.100 AM",Aruba Networks,ClearPass,6.11.9.259693,2001,Failed Authentications,5,5,ArubaClearpassCommonNASName=sw-access-05,,,,,,,,,,,,,,,,,,,,,,[Allow Access Profile],,,,,,avery.cole,10.1.2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Allow Access Profile],,,,,,,PAP,,,,,,,,,,,,,10.20.1.17,,,,,Session Logs,,,,,,,,,,,,,,,,,,,Error Code,,,,,,,ACCEPT,Login Status,Corporate-AD,Auth Source,,,UNKNOWN,System Posture Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:16:00.100 AM",Aruba Networks,ClearPass,6.11.9.259693,2003,TACACS+ Administration,1,1,ArubaClearpassTACACSAuthSource=Local;ArubaClearpassTACACSAuthenMethod=TACACSPLUS;ArubaClearpassTACACSRequestType=AUTHEN,,,,,Device-Admin,,,,,,,,,,,,,,,,,Admin,,,,,,svc.netadmin,10.1.2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.20.1.18,,,,,Session Logs,,,,,,,,,,,,,,,,,,,,,,,,,,ACCEPT,Login Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:17:00.100 AM",Aruba Networks,ClearPass,6.11.9.259693,2003,TACACS+ Administration,1,1,ArubaClearpassTACACSAuthSource=Local;ArubaClearpassTACACSAuthenMethod=TACACSPLUS;ArubaClearpassTACACSRequestType=AUTHEN,,,,,Device-Admin,,,,,,,,,,,,,,,,,,,,,,,svc.netadmin,10.1.2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.20.1.19,,,,,Session Logs,,,,,,,,,,,,,,,,,,,,,,,,,,REJECT,Login Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:18:00.100 AM",Aruba Networks,ClearPass,6.11.13.264080,2000,Logged in users,1,1,ArubaClearpassCommonConnectionStatus=Unknown;ArubaClearpassRADIUSAuthMethod=EAP-PEAP;ArubaClearpassRADIUSAuthSource=Local;ArubaClearpassCommonSessionLogTimestamp=2026-09-15 08:00:00;ArubaClearpassRADIUSSessionLogTimestamp=2026-09-15 08:00:00;ArubaClearpassRADIUSAcctCallingStationId=00-1B-44-11-3A-B7;ArubaClearpassRADIUSAcctCalledStationId=00-11-22-33-44-55,,,,,Corp-WiFi,,,,,,,,,,,,,,,,,Employee,,,,,,alex.nguyen,10.1.3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30.1.10,,,,,Session Logs,,,,,,,,,,,,,,,,,,,,,,,,,,ACCEPT,Login Status,Local,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:19:00.100 AM",Aruba Networks,ClearPass,6.11.13.264080,2000,Logged in users,1,1,ArubaClearpassCommonConnectionStatus=Unknown;ArubaClearpassRADIUSAuthMethod=MAC-AUTH;ArubaClearpassRADIUSAuthSource=Local;ArubaClearpassCommonSessionLogTimestamp=2026-09-15 08:00:00;ArubaClearpassRADIUSSessionLogTimestamp=2026-09-15 08:00:00;ArubaClearpassRADIUSAcctCallingStationId=00-1B-44-11-3A-B7;ArubaClearpassRADIUSAcctCalledStationId=00-11-22-33-44-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-1B-44-77-91-25,10.1.3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30.1.11,,,,,Session Logs,,,,,,,,,,,,,,,,,,,,,,,,,,ACCEPT,Login Status,Local,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:20:00.100 AM",Aruba Networks,ClearPass,6.11.13.264080,2000,Logged in users,1,1,ArubaClearpassCommonConnectionStatus=Unknown;ArubaClearpassRADIUSAuthMethod=PROXY;ArubaClearpassRADIUSAuthSource=Local;ArubaClearpassCommonSessionLogTimestamp=2026-09-15 08:00:00;ArubaClearpassRADIUSSessionLogTimestamp=2026-09-15 08:00:00;ArubaClearpassRADIUSAcctCallingStationId=00-1B-44-11-3A-B7;ArubaClearpassRADIUSAcctCalledStationId=00-11-22-33-44-55,,,,,Corp-WiFi,,,,,,,,,,,,,,,,,Employee,,,,,,sam.rivera,10.1.3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30.1.12,,,,,Session Logs,,,,,,,,,,,,,,,,,,,,,,,,,,ACCEPT,Login Status,Local,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:21:00.100 AM",Aruba Networks,ClearPass,6.11.13.264080,2000,Logged in users,1,1,"ArubaClearpassCommonConnectionStatus=Unknown;ArubaClearpassRADIUSAuthMethod=EAP-PEAP,EAP-MSCHAPv2;ArubaClearpassRADIUSAuthSource=Local;ArubaClearpassCommonSessionLogTimestamp=2026-09-15 08:00:00;ArubaClearpassRADIUSSessionLogTimestamp=2026-09-15 08:00:00;ArubaClearpassRADIUSAcctCallingStationId=00-1B-44-11-3A-B7;ArubaClearpassRADIUSAcctCalledStationId=00-11-22-33-44-55",,,,,Corp-WiFi,,,,,,,,,,,,,,,,,Employee,,,,,,jordan.lee,10.1.3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30.1.13,,,,,Session Logs,,,,,,,,,,,,,,,,,,,,,,,,,,ACCEPT,Login Status,Local,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:22:00.100 AM",Aruba Networks,ClearPass,6.11.13.264080,2000,Logged in users,1,1,,,,,,Corp-WiFi,,,,,,,,,,,,,,,,,Employee,,,,,,riley.chen,10.1.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.40.1.10,,,,,Session Logs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:23:00.100 AM",Aruba Networks,ClearPass,6.11.13.264080,2000,Logged in users,1,1,,,,,,Corp-WiFi,,,,,,,,,,,,,,,,,Employee,,,,,,casey.brooks,10.1.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Session Logs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:24:00.100 AM",Aruba Networks,ClearPass,6.11.13.264080,2001,Failed Authentications,5,5,,,,,,,,,,,,,,,,,,,,,,,[Allow Access Profile],,,,,,taylor.morgan,10.1.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Allow Access Profile],,,,,,,,,,,,,,,,,,,,10.40.1.11,,,,,Session Logs,,,,,,,,,,,,,,,,,,,Error Code,,,,,,,,,,,,,UNKNOWN,System Posture Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
11111111-1111-1111-1111-111111111111,"9/15/2026, 8:25:00.100 AM",Aruba Networks,ClearPass,6.11.13.264080,2001,Failed Authentications,5,5,,,,,,,,,,,,,,,,,,,,,,,[Deny Access Profile],,,,,,quinn.parker,10.1.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Deny Access Profile],,,,,,,,,,,,,,,,,,,,,,,,,Session Logs,,,,,,,,,,,,,,,,,,,Error Code,,,,,,,,,,,,,UNKNOWN,System Posture Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lab-collector,OpsManager,,CommonSecurityLog,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/lab/providers/microsoft.hybridcompute/machines/lab-collector
