TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [UTC],Computer,RawData,old_permission_s,team_s,config_was_content_type_s,config_was_insecure_ssl_s,config_was_url_s,completed_at_t [UTC],conclusion_s,event_s,head_branch_s,head_sha_s,run_attempt_d,run_number_d,started_at_t [UTC],topic_s,trigger_id_d,workflow_id_d,workflow_run_id_d,environment_name_s,is_hosted_runner_b,job_name_s,job_workflow_ref_s,runner_group_id_d,runner_group_name_s,runner_id_d,runner_labels_s,runner_name_s,secrets_passed_s,hashed_token_s,programmatic_access_type_s,token_id_d,active_b,config_content_type_s,config_insecure_ssl_s,config_url_s,events_s,hook_id_d,name_s,pull_request_id_d,pull_request_title_s,pull_request_url_s,new_repo_permission_s,old_permissions_admin_b,old_permissions_maintain_b,old_permissions_pull_b,old_permissions_push_b,old_permissions_triage_b,old_repo_base_role_s,old_repo_permission_s,permission_s,user_s,user_id_d,visibility_s,invitee_s,inviter_s,public_repo_b,repo_s,repo_id_d,_timestamp_d,_document_id_s,action_s,actor_s,actor_id_d,actor_ip_s,actor_is_bot_b,actor_location_country_code_s,business_s,business_id_d,created_at_d,operation_type_s,org_s,org_id_d,repository_selection_s,user_agent_s,user_programmatic_access_name_s,Type,_ResourceId
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/2/2024, 1:32:53.033 PM",,,,,,,,"4/2/2024, 1:28:23.000 PM",success,push,gitwebhook2,3f6580a78b7c16df33a344f9d12c22a6420ccf78,1,6,"4/2/2024, 1:27:59.000 PM",cp1-iad.ingest.github.actions.v0.WorkflowUpdate,17517465730,89458399,8523642158,,,,,,,,,,,,,,,,,,,,Proof HTML,,,,,,,,,,,,,,,,,,FALSE,x-sentinellabs/demo-repository,771348876,1.71206E+12,p4OS7CoYKzgnQEOqVBrYjg,workflows.completed_workflow_run,sudhanshu2506,60221216,,FALSE,,accenturelabs,134172,1.71206E+12,modify,x-sentinellabs,163237012,,,,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/2/2024, 1:32:53.033 PM",,,,,,,,,,,,,,,,,,,8523642158,,TRUE,build,x-sentinellabs/demo-repository/.github/workflows/proof-html.yml@refs/heads/gitwebhook2,0,,0,"[""ubuntu-latest""]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,x-sentinellabs/demo-repository,771348876,1.71206E+12,1402:0E65:A737B7B:128F1AEA:660C07E5,workflows.prepared_workflow_job,,,,,,accenturelabs,134172,1.71206E+12,modify,x-sentinellabs,163237012,,,,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/2/2024, 1:32:53.033 PM",,,,,,,,,,push,gitwebhook2,3f6580a78b7c16df33a344f9d12c22a6420ccf78,,6,"4/2/2024, 1:27:59.000 PM",,17517465730,89458399,8523642158,,,,,,,,,,,CWbixBW4hJHekIZ2wUx9s5FhGCkoAb7hVsvwIxYwi0s=,GitHub App server-to-server token,87116783525,,,,,,,Proof HTML,,,,,,,,,,,,,,,,,,FALSE,x-sentinellabs/demo-repository,771348876,1.71206E+12,QmPaQnnTIR4X1l6aKQhGkg,workflows.created_workflow_run,sudhanshu2506,60221216,,FALSE,,accenturelabs,134172,1.71206E+12,create,x-sentinellabs,163237012,,launch/production,,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/2/2024, 1:32:53.033 PM",,,,,json,0,https://fngithubwebhookg6mdpxk7siciw.azurewebsites.net/github/GithubWebhookConnector?code=hXx2IP25ajE5mpHkiP4GCs-ZQK4BYfrujN1lzcTESVJjAzFuM_INjg==,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,json,0,https://fngithubwebhookg6mdpxk7siciw.azurewebsites.net/github/GithubWebhookConnector?code=hXx2IP25ajE5mpHkiP4GCs-ZQK4BYfrujN1lzcTESVJjAzFuM_INjg==,"[""*""]",469997666,webhook,,,,,,,,,,,,,,,,,,,,,1.71206E+12,HJWtVjNvzXVr3Sv6edhuRg,hook.config_changed,sudhanshu2506,60221216,,FALSE,,accenturelabs,134172,1.71206E+12,modify,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/2/2024, 1:32:53.033 PM",,,,,json,0,https://fngithubwebhookg6mdpxk7siciw.azurewebsites.net,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,json,0,https://fngithubwebhookg6mdpxk7siciw.azurewebsites.net/github/GithubWebhookConnector?code=hXx2IP25ajE5mpHkiP4GCs-ZQK4BYfrujN1lzcTESVJjAzFuM_INjg==,"[""*""]",469997666,webhook,,,,,,,,,,,,,,,,,,,,,1.71206E+12,4uzWPR5317MuOtNTZtu7pQ,hook.config_changed,sudhanshu2506,60221216,,FALSE,,accenturelabs,134172,1.71206E+12,modify,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/2/2024, 10:17:50.832 AM",,,,,,,,"4/2/2024, 10:13:39.000 AM",success,push,gitnewwebhook,3f6580a78b7c16df33a344f9d12c22a6420ccf78,1,5,"4/2/2024, 10:13:15.000 AM",cp1-iad.ingest.github.actions.v0.WorkflowUpdate,17517465730,89458399,8521101996,,,,,,,,,,,,,,,,,,,,Proof HTML,,,,,,,,,,,,,,,,,,FALSE,x-sentinellabs/demo-repository,771348876,1.71205E+12,ZW02NkN-CAKXgV9HbCmnSg,workflows.completed_workflow_run,sudhanshu2506,60221216,,FALSE,,accenturelabs,134172,1.71205E+12,modify,x-sentinellabs,163237012,,,,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/2/2024, 10:17:50.832 AM",,,,,,,,,,,,,,,,,,,8521101996,,TRUE,build,x-sentinellabs/demo-repository/.github/workflows/proof-html.yml@refs/heads/gitnewwebhook,0,,0,"[""ubuntu-latest""]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,x-sentinellabs/demo-repository,771348876,1.71205E+12,4400:1E05E2:3B51DB:5BD09B:660BDA08,workflows.prepared_workflow_job,,,,,,accenturelabs,134172,1.71205E+12,modify,x-sentinellabs,163237012,,,,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/2/2024, 10:17:50.832 AM",,,,,,,,,,push,gitnewwebhook,3f6580a78b7c16df33a344f9d12c22a6420ccf78,,5,"4/2/2024, 10:13:15.000 AM",,17517465730,89458399,8521101996,,,,,,,,,,,yNx6PtB5f0N4Cmnmby1wwUgqxx/vpgs4oj0JTpHN7nA=,GitHub App server-to-server token,87095661603,,,,,,,Proof HTML,,,,,,,,,,,,,,,,,,FALSE,x-sentinellabs/demo-repository,771348876,1.71205E+12,usOELtHW4ACwTmAYdu1gXg,workflows.created_workflow_run,sudhanshu2506,60221216,,FALSE,,accenturelabs,134172,1.71205E+12,create,x-sentinellabs,163237012,,launch/production,,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:17:49.160 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71221E+12,pqNedL3nnjVymEVsJg6ozQ,personal_access_token.access_granted,sudhanshu2506,60221216,223.233.84.52,FALSE,IN,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,subset,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",gitwebhooktoken,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:17:49.160 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71221E+12,7zLrKcZe0RDAk39GgrZjaA,personal_access_token.request_created,sudhanshu2506,60221216,223.233.84.52,FALSE,IN,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,subset,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",gitwebhooktoken,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,x-sentinellabs/gitteam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gokulkate96,163239217,,,,,,,1.71221E+12,ce2ToZYbFKElMDpfVxr3uA,team.add_member,sudhanshu2506,60221216,,FALSE,,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Linux Android 10 K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,read,gokulkate96,163239217,,,,,,,1.71221E+12,sG91cDjW3cxR7aPfLn_XBw,org.add_member,sudhanshu2506,60221216,,FALSE,,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Linux Android 10 K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gokulkate96,163239217,,,,,,,1.71221E+12,K1ff5jXmJFO8OwrPQjOCew,org.invite_member,sudhanshu2506,60221216,223.233.84.52,FALSE,IN,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,x-sentinellabs/gitteam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sudhanshu2506,60221216,,,,,,,1.71221E+12,ItR9Gvm1NrymE83RmV9T8w,team.add_member,sudhanshu2506,60221216,223.233.84.52,FALSE,IN,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,x-sentinellabs/gitteam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sudhanshu2506,60221216,,,,,,,1.71221E+12,R1enwv0iTUzltsBOumFHsA,team.create,sudhanshu2506,60221216,223.233.84.52,FALSE,IN,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,,,,gokulkate96,sudhanshu2506,FALSE,demo-repository,771348876,1.71221E+12,b8gXGFz_k5Qn10et3oy_yg,org.add_outside_collaborator,gokulkate96,163239217,152.58.32.40,FALSE,IN,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Linux Android 10 K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gokulkate96,sudhanshu2506,FALSE,x-sentinellabs/demo-repository,771348876,1.71221E+12,qVVkQloD2YXoiU1Vb6PsqQ,repository_invitation.accept,gokulkate96,163239217,152.58.32.40,FALSE,IN,accenturelabs,134172,1.71221E+12,modify,x-sentinellabs,163237012,,"Mozilla/5.0 (Linux Android 10 K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,gokulkate96,163239217,private,,,FALSE,x-sentinellabs/demo-repository,771348876,1.71221E+12,bIdfLL_K_QNvxQlbnSPBtA,repo.add_member,sudhanshu2506,60221216,152.58.32.40,FALSE,IN,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Linux Android 10 K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sudhanshu2506,FALSE,x-sentinellabs/demo-repository,771348876,1.71221E+12,e-huwRXUVlU--lriX-uiCg,repository_invitation.create,sudhanshu2506,60221216,223.233.84.52,FALSE,IN,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,json,0,https://fngithubwebhookg6mdpxk7siciw.azurewebsites.net/github/GithubWebhookConnector?code=hXx2IP25ajE5mpHkiP4GCs-ZQK4BYfrujN1lzcTESVJjAzFuM_INjg==,"[""*""]",470551202,webhook,,,,,,,,,,,,,,,,,,FALSE,x-sentinellabs/demo-repository,771348876,1.71221E+12,fZ-AsSGVi-GySg9NL2qcAw,hook.create,sudhanshu2506,60221216,223.233.84.52,FALSE,IN,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"4/4/2024, 6:02:50.038 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gokulkate96,sudhanshu2506,FALSE,x-sentinellabs/demo-repository,771348876,1.71221E+12,#NAME?,repository_invitation.create,sudhanshu2506,60221216,223.233.84.52,FALSE,IN,accenturelabs,134172,1.71221E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"3/28/2024, 6:17:50.286 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maintain,FALSE,FALSE,TRUE,FALSE,FALSE,read,triage,,v-atulyadav,104008048,public,,,TRUE,x-sentinellabs/Azure-Sentinel,775495567,1.71161E+12,cv4D9cBPt6y4-2VZmGQxdg,repo.update_member,siteshjha11,13924979,,FALSE,,accenturelabs,134172,1.71161E+12,modify,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"3/27/2024, 10:47:50.264 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v-atulyadav,siteshjha11,TRUE,x-sentinellabs/Azure-Sentinel,775495567,1.71154E+12,2MJ6dEEBWzpyqKc2JmfzNQ,repository_invitation.create,siteshjha11,13924979,,FALSE,,accenturelabs,134172,1.71154E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"3/27/2024, 12:32:49.512 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,triage,,,,v-atulyadav,siteshjha11,TRUE,Azure-Sentinel,775495567,1.71154E+12,69Bbl7EIyMmjc4ptLwDcpQ,org.add_outside_collaborator,v-atulyadav,104008048,,FALSE,,accenturelabs,134172,1.71154E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"3/27/2024, 12:32:49.512 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v-atulyadav,siteshjha11,TRUE,x-sentinellabs/Azure-Sentinel,775495567,1.71154E+12,9rKv0GzUxPv8ap3JUlkvgQ,repository_invitation.accept,v-atulyadav,104008048,,FALSE,,accenturelabs,134172,1.71154E+12,modify,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",,GitHubAuditLogPolling_CL,
b499d0bd-dca7-4f36-b128-241950309a01,OpsManager,,,"3/27/2024, 12:32:49.512 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,triage,v-atulyadav,104008048,public,,,TRUE,x-sentinellabs/Azure-Sentinel,775495567,1.71154E+12,pXc6gtLRTgupfbjVO8MXPw,repo.add_member,siteshjha11,13924979,,FALSE,,accenturelabs,134172,1.71154E+12,create,x-sentinellabs,163237012,,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",,GitHubAuditLogPolling_CL,
