TenantId,TimeGenerated,Protocol,SourceIp,SourcePort,DestinationIp,DestinationPort,Action,SignatureId,Category,Description,Severity,SourceSystem,Type,_ResourceId,TranslatedIp,TranslatedPort,Policy,RuleCollectionGroup,RuleCollection,Rule,_IsBillable,_BilledSize,_TimeReceived,_ItemId,_SubscriptionId,ActionReason,Fqdn,TargetUrl,ThreatDescription,IsTlsInspected
11111111-2222-3333-4444-555555555555,2025-11-21 20:00:10.1435890,TCP,192.168.97.140,4072,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-16 04:02:14.3815450,TCP,10.2.83.112,22,172.16.131.34,49422,drop,2054407.0,Large Scale Information Leak,INFO Server Responded with Vulnerable OpenSSH Version (CVE-2024-6409),2.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 17:49:34.8697350,TCP,192.168.97.145,50258,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:44:18.5310880,TCP,192.168.216.220,51435,10.2.214.49,445,drop,2027204.0,Potentially Bad Traffic,HUNTING Possible Powershell .ps1 Script Use Over SMB,2.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 20:07:31.4709050,TCP,192.168.97.142,18360,203.0.113.23,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 17:45:48.9823010,TCP,192.168.97.138,57170,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:23:54.2044190,TCP,192.168.193.133,12918,223.6.6.6,443,drop,2034912.0,Misc activity,INFO Observed DNS Over HTTPS Domain (dns .alidns .com in TLS SNI),3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:12:19.1110760,TCP,192.168.97.133,14554,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:43:39.7175560,TCP,192.168.97.141,23944,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:47:45.2681370,TCP,192.168.97.145,40994,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 08:40:01.5041370,TCP,192.168.97.136,61428,198.51.100.190,80,drop,2031071.0,Misc activity,INFO Microsoft Connection Test,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 17:30:08.0104420,TCP,192.168.216.217,50902,10.2.214.47,445,drop,2027204.0,Potentially Bad Traffic,HUNTING Possible Powershell .ps1 Script Use Over SMB,2.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 20:02:32.0935570,TCP,192.168.97.145,35804,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:35:53.3513220,TCP,192.168.97.139,58212,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:28:50.1362310,TCP,192.168.97.143,4080,198.51.100.231,80,drop,2031071.0,Misc activity,INFO Microsoft Connection Test,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:46:59.3522050,TCP,10.2.83.109,22,172.29.17.146,34502,drop,2054407.0,Large Scale Information Leak,INFO Server Responded with Vulnerable OpenSSH Version (CVE-2024-6409),2.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:19:37.6209320,TCP,192.168.216.139,55959,10.2.214.48,445,drop,2025705.0,Potentially Bad Traffic,POLICY SMB2 NT Create AndX Request For a Powershell .ps1 File,2.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:07:55.6991520,TCP,192.168.97.137,7944,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:42:28.8134230,TCP,192.168.193.134,39248,223.6.6.6,443,drop,2034912.0,Misc activity,INFO Observed DNS Over HTTPS Domain (dns .alidns .com in TLS SNI),3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:47:51.8903320,TCP,192.168.97.140,17548,203.0.113.23,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:45:07.8844710,TCP,103.215.15.27,80,192.168.193.133,34476,drop,2021076.0,Potentially Bad Traffic,HUNTING SUSPICIOUS Dotted Quad Host MZ Response,2.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 17:56:55.0389580,TCP,192.168.193.133,55274,198.51.100.82,80,drop,2031071.0,Misc activity,INFO Microsoft Connection Test,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:16:21.1504450,TCP,192.168.97.143,30592,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-19 12:31:15.0328320,TCP,192.168.97.146,18140,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-10-26 07:08:28.3790080,TCP,192.168.97.144,57960,203.0.113.23,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:20:38.1829440,TCP,192.168.97.146,49788,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:19:49.3502100,TCP,192.168.97.140,52364,198.51.100.158,80,drop,2031071.0,Misc activity,INFO Microsoft Connection Test,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:25:45.4050040,TCP,192.168.97.136,48008,203.0.113.223,443,drop,2049202.0,Misc activity,INFO Observed File Hosting Service Domain (files .pythonhosted .org in TLS SNI),3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:53:58.8400600,TCP,192.168.193.134,31388,223.5.5.5,443,drop,2034912.0,Misc activity,INFO Observed DNS Over HTTPS Domain (dns .alidns .com in TLS SNI),3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:10:49.9834280,TCP,192.168.97.141,39688,203.0.113.223,443,drop,2049202.0,Misc activity,INFO Observed File Hosting Service Domain (files .pythonhosted .org in TLS SNI),3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-06 05:26:05.7759260,TCP,192.168.216.217,52301,10.1.192.56,445,drop,2025705.0,Potentially Bad Traffic,POLICY SMB2 NT Create AndX Request For a Powershell .ps1 File,2.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:43:44.6006900,TCP,192.168.97.133,8844,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:07:22.7277030,TCP,192.168.97.140,4350,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:19:07.1350040,TCP,192.168.216.176,62765,10.1.192.48,445,drop,2027204.0,Potentially Bad Traffic,HUNTING Possible Powershell .ps1 Script Use Over SMB,2.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/southeastasia/providers/microsoft.network/azurefirewalls/test-lab-sea-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:27:51.2070430,TCP,192.168.97.142,38576,203.0.113.23,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:12:59.3275700,TCP,192.168.97.136,45248,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:30:07.0209250,TCP,192.168.97.143,15938,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-05 19:47:47.0441400,TCP,192.168.97.138,58474,203.0.113.23,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 19:08:49.1881560,TCP,192.168.97.142,64672,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-11-21 18:07:24.8202090,TCP,192.168.97.133,8498,203.0.113.56,443,drop,2063118.0,Misc activity,INFO Abused Hosting Domain (azurewebsites .net) in TLS SNI,3.0,,AZFWIdpsSignature,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02,,,,,,,,,,,,,,,,
11111111-2222-3333-4444-555555555555,2025-09-29 22:05:03.0706750,TCP,203.0.113.100,38778,203.0.113.55,22,,,,,,,AZFWNatRule,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/test-vnet-rg/providers/microsoft.network/azurefirewalls/test-vnet-001-firewall,10.0.0.4,22.0,test-vnet-001-firewall-policy,DefaultDnatRuleCollectionGroup,test-rulecollection-001,test-rule-001,True,170.0,2025-09-29 22:06:23.0629433,8899880d-9d80-11f0-8705-00224803a257,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,,,,,
11111111-2222-3333-4444-555555555555,2025-10-02 06:34:45.1232810,TCP,198.51.100.200,32846,203.0.113.55,22,,,,,,,AZFWNatRule,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/test-vnet-rg/providers/microsoft.network/azurefirewalls/test-vnet-001-firewall,10.0.0.4,22.0,test-vnet-001-firewall-policy,DefaultDnatRuleCollectionGroup,test-rulecollection-001,test-rule-001,True,170.0,2025-10-02 06:35:20.3318966,f70316d9-9f59-11f0-8705-000d3a5a4e7c,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,,,,,
11111111-2222-3333-4444-555555555555,2025-10-02 13:43:32.1999950,TCP,198.51.100.200,42808,203.0.113.55,22,,,,,,,AZFWNatRule,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/test-vnet-rg/providers/microsoft.network/azurefirewalls/test-vnet-001-firewall,10.0.0.4,22.0,test-vnet-001-firewall-policy,DefaultDnatRuleCollectionGroup,test-rulecollection-001,test-rule-001,True,170.0,2025-10-02 13:44:19.9001294,e4e785d6-9f95-11f0-802d-00224809853e,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,,,,,
11111111-2222-3333-4444-555555555555,2025-10-01 11:07:14.8223420,TCP,203.0.113.101,51436,203.0.113.55,22,,,,,,,AZFWNatRule,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/test-vnet-rg/providers/microsoft.network/azurefirewalls/test-vnet-001-firewall,10.0.0.4,22.0,test-vnet-001-firewall-policy,DefaultDnatRuleCollectionGroup,test-rulecollection-001,test-rule-001,True,169.0,2025-10-01 11:08:22.3296350,f0f315bc-9eb6-11f0-8705-00224803a5e6,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,,,,,
11111111-2222-3333-4444-555555555555,2025-10-01 11:45:00.5960860,TCP,203.0.113.102,44112,203.0.113.55,22,,,,,,,AZFWNatRule,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/test-vnet-rg/providers/microsoft.network/azurefirewalls/test-vnet-001-firewall,10.0.0.4,22.0,test-vnet-001-firewall-policy,DefaultDnatRuleCollectionGroup,test-rulecollection-001,test-rule-001,True,172.0,2025-10-01 11:46:19.1384766,3e08fea0-9ebc-11f0-802d-002248098f2d,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,,,,,
11111111-2222-3333-4444-555555555555,2025-09-30 05:46:10.0784750,TCP,203.0.113.103,39348,203.0.113.55,22,,,,,,,AZFWNatRule,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/test-vnet-rg/providers/microsoft.network/azurefirewalls/test-vnet-001-firewall,10.0.0.4,22.0,test-vnet-001-firewall-policy,DefaultDnatRuleCollectionGroup,test-rulecollection-001,test-rule-001,True,169.0,2025-09-30 05:47:18.0124634,ec135b76-9dc0-11f0-802d-0022480981e0,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,,,,,
11111111-2222-3333-4444-555555555555,2025-10-02 02:52:10.0282090,TCP,203.0.113.104,48282,203.0.113.55,22,,,,,,,AZFWNatRule,/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/test-vnet-rg/providers/microsoft.network/azurefirewalls/test-vnet-001-firewall,10.0.0.4,22.0,test-vnet-001-firewall-policy,DefaultDnatRuleCollectionGroup,test-rulecollection-001,test-rule-001,True,171.0,2025-10-02 02:53:20.9206876,f40cceec-9f3a-11f0-8705-00224803a42c,aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee,,,,,
