TenantId, AccountDomain, AccountName, AccountSid, ActionType, AdditionalFields, AppGuardContainerId, DeviceId, DeviceName, FailureReason, InitiatingProcessAccountDomain, InitiatingProcessAccountName, InitiatingProcessAccountObjectId, InitiatingProcessAccountSid, InitiatingProcessAccountUpn, InitiatingProcessCommandLine, InitiatingProcessFileName, InitiatingProcessFolderPath, InitiatingProcessId, InitiatingProcessIntegrityLevel, InitiatingProcessMD5, InitiatingProcessParentFileName, InitiatingProcessParentId, InitiatingProcessSHA1,InitiatingProcessSHA256, InitiatingProcessTokenElevation, IsLocalAdmin, LogonId, LogonType, MachineGroup, Protocol, RemoteDeviceName, RemoteIP, RemoteIPType, RemotePort, ReportId,Timestamp,TimeGenerated,InitiatingProcessParentCreationTime, InitiatingProcessCreationTime, InitiatingProcessFileSize, InitiatingProcessVersionInfoCompanyName, InitiatingProcessVersionInfoFileDescription, InitiatingProcessVersionInfoInternalFileName, InitiatingProcessVersionInfoOriginalFileName, InitiatingProcessVersionInfoProductName,InitiatingProcessVersionInfoProductVersion, InitiatingProcessSessionId, IsInitiatingProcessRemoteSession, InitiatingProcessRemoteSessionDeviceName, InitiatingProcessRemoteSessionIP, InitiatingProcessUniqueId, SourceSystem,Type,_ResourceId
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:21:17 PM,6/20/2025 5:21:17 PM,6/20/2025 5:21:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
3dbfeaaf-e5656-345a-82ce-fgdffgdfg,Test,sql-sptt_gmea$,S-1-5-21-2764565426-9945324649-3299456756-463463,LogonSuccess,,test,11ce60c3c7dfsjfhjshj34h5j9,tst-sfgp-dy-01.DeviceLogonEvents.fd.local,test,test,test,test,test,test,test,test,test,125344,test,test,test,987535,test,test,None,FALSE,399425680,Network,test,Kerberos,test,165.26.176.48,Private,45677,63746,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,6/20/2025 5:20:17 PM,,8543,test,test,test,test,test,86453,FALSE,test,test,9754,test,DeviceLogonEvents,
