TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated,Computer,RawData,"source_address_s","source_address_type_s","source_port_d","target_port_d","protocol_s","inbound_b","aggregate_count_d","threat_type_s","threat_name_s","scanner_id_s","scan_id_s","engine_version_s","object_type_s","object_uri_s","action_taken_s","threat_handled_b","need_restart_b","username_s","processname_s","circumstances_s","firstseen_s","hash_s","threat_flags_s","event_s","target_address_s","target_address_type_s","rule_id_s","event_type_s","ipv4_s","hostname_s","source_uuid_g","occured_s","severity_s","domain_s","action_s","target_s","detail_s","user_s","result_s","tomas_s","host_s","ident_s","pid_s",Message,Type,"_ResourceId"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:02:13.597Z",,,"52.151.34.98",IPv4,21504,47205,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:01:13",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:01:13.679Z",,,"52.158.224.224",IPv4,23552,39253,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:00:04",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:52:13.23Z",,,"52.151.34.98",IPv4,12800,17863,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:51:08",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:51:13.597Z",,,"52.158.224.224",IPv4,23552,6089,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:50:00",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:46:13.329Z",,,"40.87.126.65",IPv4,8192,21431,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:45:02",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:42:13.511Z",,,"52.151.34.98",IPv4,12800,17283,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:41:05",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:35:13.778Z",,,"40.87.126.65",IPv4,8192,20465,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:34:42",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:32:13.059Z",,,"104.214.61.145",IPv4,28672,12938,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:31:33",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:32:13.059Z",,,"52.151.34.98",IPv4,12800,23272,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:31:02",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:26:12.976Z",,,"13.65.190.53",IPv4,38912,24261,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:25:43",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:25:12.935Z",,,"40.87.126.65",IPv4,8192,16110,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:24:17",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:22:13.025Z",,,"104.214.61.145",IPv4,28672,5306,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:21:25",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:20:13.018Z",,,"52.151.34.98",IPv4,12800,16225,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:19:18",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:16:13.687Z",,,"13.65.190.53",IPv4,38912,42780,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:15:01",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:14:12.896Z",,,"40.87.126.65",IPv4,8192,12962,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:13:06",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:12:12.795Z",,,"104.214.61.145",IPv4,28672,24077,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:11:20",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:05:12.722Z",,,"13.65.190.53",IPv4,38912,23545,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:04:30",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:04:12.747Z",,,"52.151.3.16",IPv4,7168,26809,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:03:27",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:03:13.145Z",,,"104.211.54.35",IPv4,6656,31125,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:02:56",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T02:02:12.843Z",,,"104.214.61.145",IPv4,28672,8621,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 02:01:07",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T01:55:12.646Z",,,"13.65.190.53",IPv4,38912,36437,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 01:54:25",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T01:52:12.626Z",,,"104.211.54.35",IPv4,6656,26086,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 01:51:52",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T01:52:12.626Z",,,"52.151.3.16",IPv4,7168,8390,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 01:51:22",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T01:42:12.616Z",,,"52.151.3.16",IPv4,7168,36179,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 01:41:15",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T01:42:12.616Z",,,"104.211.54.35",IPv4,6656,21455,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 01:41:18",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-03T22:17:10.382Z",,,"52.151.34.98",IPv4,4096,27433,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","03-Jul-2020 22:16:25",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-03T22:06:10.428Z",,,"52.151.34.98",IPv4,4096,44562,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","03-Jul-2020 22:05:35",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-03T21:56:10.178Z",,,"52.151.34.98",IPv4,4096,7874,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","03-Jul-2020 21:55:16",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-03T21:56:10.178Z",,,"52.142.4.200",IPv4,2048,15194,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","03-Jul-2020 21:55:30",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-03T21:45:10.207Z",,,"52.151.34.98",IPv4,4096,40133,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","03-Jul-2020 21:44:51",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-03T21:43:10.037Z",,,"52.142.4.200",IPv4,2048,15198,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","03-Jul-2020 21:42:18",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
