TenantId,"TimeGenerated [Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna]",SourceSystem,Action,ActivityGroupNames,AdditionalInformation,ApplicationId,AzureTenantId,ConfidenceScore,Description,DiamondModel,ExternalIndicatorId,"ExpirationDateTime [Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna]",IndicatorId,ThreatType,Active,KillChainActions,KillChainC2,KillChainDelivery,KillChainExploitation,KillChainReconnaissance,KillChainWeaponization,KnownFalsePositives,MalwareNames,PassiveOnly,ThreatSeverity,Tags,TrafficLightProtocolLevel,EmailEncoding,EmailLanguage,EmailRecipient,EmailSenderAddress,EmailSenderName,EmailSourceDomain,EmailSourceIpAddress,EmailSubject,EmailXMailer,"FileCompileDateTime [Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna]","FileCreatedDateTime [Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna]",FileHashType,FileHashValue,FileMutexName,FileName,FilePacker,FilePath,FileSize,FileType,DomainName,NetworkIP,NetworkPort,NetworkDestinationAsn,NetworkDestinationCidrBlock,NetworkDestinationIP,NetworkCidrBlock,NetworkDestinationPort,NetworkProtocol,NetworkSourceAsn,NetworkSourceCidrBlock,NetworkSourceIP,NetworkSourcePort,Url,UserAgent,IndicatorProvider,Type
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.355","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",83,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--bbc52259-5ffc-4c2e-8e74-f3eacca52195","2023-12-13 10:41:54.430",5036F0AA92ED03D474CDBC207CAFBB29F526195BBD7A1D4920B94BE6203E6B2A,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA256,b59e8f44822ad6bc3b4067bfdfd1ad286b8ba76c1a3faff82a3feb7bdf96b9c5,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.355","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",81,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--7fec67d7-ce21-43f2-8c91-962e0c7ff2b4","2023-12-13 10:41:54.432",5B6E8BB922F5DD6B6EC73D1FF0B8DB0E1E7367DCB28CCA3C1CDD76FAC474E825,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,MD5,da02193fc7f2a628770382d9b39fe8e0,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.356","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",81,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--1e459005-053d-4dc2-b9d1-b403ad7425c8","2023-12-13 10:41:54.431",007023DFEE9141A6E7923184DE2C762237E82CA41D2B04DADD868B7A2AB34492,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA256,fad482ded2e25ce9e1dd3d3ecc3227af714bdfbbde04347dbc1b21d6a3670405,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.356","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",80,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--e6cd5de9-8a70-4a0f-a577-664319a55429","2023-12-13 10:41:54.432",4A2CA9AE1A6C7C18D85ED1E6BC94EA9C505565EA560AE3FDBEA1EA32BED0EC82,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,MD5,34fd02be8006614f7b1bae4d453e19f4,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.357","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",84,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--b1c15721-01cd-4afc-a534-5e65e8961aa5","2023-12-13 10:41:54.429",45F212FCBD80029B767D8618663FF4A4387380C68EDAC81A36D96D243A61179C,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA256,1492fa04475b89484b5b0a02e6ba3e52544c264c294b57210404b96b65e63266,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.358","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",78,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--381d2218-51cd-4c0c-afb8-4f309a59c4d0","2023-12-13 10:41:54.433",6C3582CED3DF37C886BC770E7821473AFF37E266C14D2E6413C0AF1F334A0787,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA256,ed8ec7a8dd089019cfd29143f008fa0951c56a35d73b2e1b274315152d0c0ee6,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.359","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",80,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--c1e5f6a2-8f3e-44c5-bff7-631818a3e3d4","2023-12-13 10:41:54.432",1FF1021140BA397052DAE72ABD542994C6C85F5975FDABE3CCDF5718B6DF5854,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,MD5,b9be8d53542f5b4abad4687a891b1c03,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.359","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",81,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--e0975ebb-b577-441b-a0de-a91becee8345","2023-12-13 10:41:54.431",74EAC6C0C54A4234F45ED4CEE916B00006DA1BFF781A22A1122D2FC072BD04F2,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,MD5,6b061267c7ddeb160368128a933d38be,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.360","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",80,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--c9af26d6-6c59-49bf-bccd-1195a683f0d9","2023-12-13 10:41:54.432",819E3E9EFD8D66D525F99C052B8901B2343F45155ABBDE0E548A432EE6715A32,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,MD5,ad5485fac7fed74d112799600edb2fbf,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.360","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",77,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--13b86c5a-62e4-4f96-b5b7-2a435b747c87","2023-12-13 10:41:54.433",785E849E2110D73467B7D8164F760AA20EAF97E5284F7B911EF41D18F11C94CB,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,MD5,cd0a391331c1d4268bd622080ba68bce,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
