2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 06:21:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:59:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:58:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:57:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:56:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:55:43 JuniperSRX_FW4 RT_IDS TCP port scan! source: 89.40.73.205:6000, destination: 175.117.69.171:1080, zone name: untrust, interface name: reth3.0, action: drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:55:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:54:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:53:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:52:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:51:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:50:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:49:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:48:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:47:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:46:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:45:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:44:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:43:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:42:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:41:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:40:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:39:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:38:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:37:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:36:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:35:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:34:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:33:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:32:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:31:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:30:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:29:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:28:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:27:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:26:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:25:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:24:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:23:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:22:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:21:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:20:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:19:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:18:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:17:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:16:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:15:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:14:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:13:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:12:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:11:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:10:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:09:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:08:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:08:10 JuniperSRX_FW4 RT_IDS IP spoofing! source: 172.16.46.99, destination: 175.117.69.171, protocol-id: 6, zone name: untrust, interface name: reth3.0, action: drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:07:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:06:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:05:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:04:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:03:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:02:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:01:27 Daejeon_FW1 RT_IDS TCP port scan! source: 211.148.188.89:37449, destination: 1.245.60.33:5433, zone name: untrust, interface name: reth3.0, action: drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:01:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 05:00:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:59:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:58:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:57:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:56:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:55:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:54:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:53:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:52:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:51:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:50:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:49:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:48:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:47:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:46:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:45:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:44:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:43:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:42:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:41:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:40:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:39:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:38:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:37:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:36:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:35:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:34:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 04:33:25 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
