samplehost1-b.SAMPLE.com :2011 Apr 19 17:11:12 UTC: %UCSM-6-LOG_CAPACITY: [F0461][info][log-capacity][sys/chassis-1/blade-7/mgmt/log-SEL-0] Log capacity on Management Controller on server 1/7 is very-low
samplehost1-b.SAMPLE.com :2011 Apr 20 14:33:14 UTC: %UCSM-3-CONFIGURATION_FAILURE: [F0327][major][configuration-failure][org-root/ls-test] Service profile test configuration failed due to insufficient-resources,mac-address-assignment,system-uuid-as
samplehost1-b.SAMPLE.com :2011 Apr 20 20:50:25 UTC: %UCSM-3-THERMAL_PROBLEM: [F0382][major][thermal-problem][sys/chassis-1/fan-module-1-1] Fan module 1/1-1 temperature: lower-critical
samplehost3-a.SAMPLE.com :2020 Sep 23 23:17:19 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser2][deletion][web_36595_A][4085515][sys/user-ext/user-ucsc_sampleuser9/role-read-only][sys/user-ext/user-ucsc_sampleuser9/role-read-only][] User role read-only removed from
samplehost3-a.SAMPLE.com :2020 Sep 23 23:17:19 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser2][deletion][web_36595_A][4085517][sys/user-ext/user-ucsc_sampleuser9/role-admin][sys/user-ext/user-ucsc_sampleuser9/role-admin][] User role admin removed from
samplehost3-a.SAMPLE.com :2020 Sep 23 23:17:19 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser2][deletion][web_36595_A][4085517][sys/user-ext/user-ucsc_sampleuser9/role-admin][sys/user-ext/user-ucsc_sampleuser9/role-admin][] User role admin removed from
samplehost4-a.SAMPLE.com :2020 Sep  9 03:17:01 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser3][deletion][web_26994_A][16891539][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost4-a.SAMPLE.com :2020 Sep  9 03:17:01 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser3][deletion][web_26994_A][16891539][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost4-a.SAMPLE.com :2020 Sep  9 03:17:01 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser3][deletion][web_26994_A][16891541][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost4-a.SAMPLE.com :2020 Sep  9 03:17:01 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser3][deletion][web_26994_A][16891541][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost5-b.SAMPLE.com :2020 Sep  9 19:54:04 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser1][deletion][web_55303_B][4231806][sys/user-ext/user-ucsc_sampleuser5/role-read-only][sys/user-ext/user-ucsc_sampleuser5/role-read-only][] User role read-only removed from
samplehost5-b.SAMPLE.com :2020 Sep  9 19:54:04 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser1][deletion][web_55303_B][4231806][sys/user-ext/user-ucsc_sampleuser5/role-read-only][sys/user-ext/user-ucsc_sampleuser5/role-read-only][] User role read-only removed from
samplehost5-b.SAMPLE.com :2020 Sep  9 19:54:04 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser1][deletion][web_55303_B][4231808][sys/user-ext/user-ucsc_sampleuser5/role-admin][sys/user-ext/user-ucsc_sampleuser5/role-admin][] User role admin removed from
samplehost5-b.SAMPLE.com :2020 Sep  9 19:54:04 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser1][deletion][web_55303_B][4231808][sys/user-ext/user-ucsc_sampleuser5/role-admin][sys/user-ext/user-ucsc_sampleuser5/role-admin][] User role admin removed from
samplehost5-b.SAMPLE.com :2020 Sep  9 19:53:38 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser1][deletion][web_55303_B][4231758][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][] User role read-only removed from
samplehost5-b.SAMPLE.com :2020 Sep  9 19:53:38 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser1][deletion][web_55303_B][4231758][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][] User role read-only removed from
samplehost5-b.SAMPLE.com :2020 Sep  9 19:53:38 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser1][deletion][web_55303_B][4231760][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][] User role admin removed from
samplehost5-b.SAMPLE.com :2020 Sep  9 19:53:38 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser1][deletion][web_55303_B][4231760][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][] User role admin removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:31:11 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063828][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:31:11 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063828][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:31:11 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063830][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:31:11 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063830][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:32:49 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063957][sys/user-ext/user-ucsc_sampleuser12/role-read-only][sys/user-ext/user-ucsc_sampleuser12/role-read-only][] User role read-only removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:32:49 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063957][sys/user-ext/user-ucsc_sampleuser12/role-read-only][sys/user-ext/user-ucsc_sampleuser12/role-read-only][] User role read-only removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:31:55 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063849][sys/user-ext/user-ucsc_sampleuser78/role-read-only][sys/user-ext/user-ucsc_sampleuser78/role-read-only][] User role read-only removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:31:55 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063851][sys/user-ext/user-ucsc_sampleuser78/role-admin][sys/user-ext/user-ucsc_sampleuser78/role-admin][] User role admin removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:31:55 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063849][sys/user-ext/user-ucsc_sampleuser78/role-read-only][sys/user-ext/user-ucsc_sampleuser78/role-read-only][] User role read-only removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:31:55 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063851][sys/user-ext/user-ucsc_sampleuser78/role-admin][sys/user-ext/user-ucsc_sampleuser78/role-admin][] User role admin removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:32:33 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063942][sys/user-ext/user-ucsc_sampleuser99/role-read-only][sys/user-ext/user-ucsc_sampleuser99/role-read-only][] User role read-only removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:32:33 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063942][sys/user-ext/user-ucsc_sampleuser99/role-read-only][sys/user-ext/user-ucsc_sampleuser99/role-read-only][] User role read-only removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:32:33 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063944][sys/user-ext/user-ucsc_sampleuser99/role-admin][sys/user-ext/user-ucsc_sampleuser99/role-admin][] User role admin removed from
samplehost55-a.SAMPLE.com :2020 Sep  4 08:32:33 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_15495_A][29063944][sys/user-ext/user-ucsc_sampleuser99/role-admin][sys/user-ext/user-ucsc_sampleuser99/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:32 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528675][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:32 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528675][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:32 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528677][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:32 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528677][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:38 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528690][sys/user-ext/user-ucsc_sampleuser13/role-read-only][sys/user-ext/user-ucsc_sampleuser13/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:38 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528690][sys/user-ext/user-ucsc_sampleuser13/role-read-only][sys/user-ext/user-ucsc_sampleuser13/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:38 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528692][sys/user-ext/user-ucsc_sampleuser13/role-admin][sys/user-ext/user-ucsc_sampleuser13/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:38 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528692][sys/user-ext/user-ucsc_sampleuser13/role-admin][sys/user-ext/user-ucsc_sampleuser13/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:43 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528705][sys/user-ext/user-ucsc_sampleuser11/role-read-only][sys/user-ext/user-ucsc_sampleuser11/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:43 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528705][sys/user-ext/user-ucsc_sampleuser11/role-read-only][sys/user-ext/user-ucsc_sampleuser11/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:43 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528707][sys/user-ext/user-ucsc_sampleuser11/role-admin][sys/user-ext/user-ucsc_sampleuser11/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:43 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528707][sys/user-ext/user-ucsc_sampleuser11/role-admin][sys/user-ext/user-ucsc_sampleuser11/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:49 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528720][sys/user-ext/user-ucsc_sampleuser19/role-read-only][sys/user-ext/user-ucsc_sampleuser19/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:49 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528720][sys/user-ext/user-ucsc_sampleuser19/role-read-only][sys/user-ext/user-ucsc_sampleuser19/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:49 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528722][sys/user-ext/user-ucsc_sampleuser19/role-admin][sys/user-ext/user-ucsc_sampleuser19/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:49 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528722][sys/user-ext/user-ucsc_sampleuser19/role-admin][sys/user-ext/user-ucsc_sampleuser19/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:56 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528735][sys/user-ext/user-ucsc_sampleuser156/role-read-only][sys/user-ext/user-ucsc_sampleuser156/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:56 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528735][sys/user-ext/user-ucsc_sampleuser156/role-read-only][sys/user-ext/user-ucsc_sampleuser156/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:56 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528737][sys/user-ext/user-ucsc_sampleuser156/role-admin][sys/user-ext/user-ucsc_sampleuser156/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:29:56 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528737][sys/user-ext/user-ucsc_sampleuser156/role-admin][sys/user-ext/user-ucsc_sampleuser156/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:30:02 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528750][sys/user-ext/user-ucsc_sampleuser99/role-read-only][sys/user-ext/user-ucsc_sampleuser99/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:30:02 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528750][sys/user-ext/user-ucsc_sampleuser99/role-read-only][sys/user-ext/user-ucsc_sampleuser99/role-read-only][] User role read-only removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:30:02 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528752][sys/user-ext/user-ucsc_sampleuser99/role-admin][sys/user-ext/user-ucsc_sampleuser99/role-admin][] User role admin removed from
samplehost46-b.SAMPLE.com :2020 Sep 15 06:30:02 GMT: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser4][deletion][web_48720_B][4528752][sys/user-ext/user-ucsc_sampleuser99/role-admin][sys/user-ext/user-ucsc_sampleuser99/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:13:59 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531116][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:13:59 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531116][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:13:59 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531118][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:13:59 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531118][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser1/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:13:59 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531119][sys/user-ext/user-ucsc_sampleuser9/role-read-only][sys/user-ext/user-ucsc_sampleuser9/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:13:59 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531119][sys/user-ext/user-ucsc_sampleuser9/role-read-only][sys/user-ext/user-ucsc_sampleuser9/role-read-only][] User role read-only removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:13:59 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531121][sys/user-ext/user-ucsc_sampleuser9/role-admin][sys/user-ext/user-ucsc_sampleuser9/role-admin][] User role admin removed from
samplehost75-b.SAMPLE.com :2020 Sep 25 14:13:59 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531121][sys/user-ext/user-ucsc_sampleuser9/role-admin][sys/user-ext/user-ucsc_sampleuser9/role-admin][] User role admin removed from
samplehost22-b.SAMPLE.com :2020 Sep 25 14:26:05 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_9400_B][60654984][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost22-b.SAMPLE.com :2020 Sep 25 14:26:05 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_9400_B][60654984][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-read-only][] User role read-only removed from
samplehost22-b.SAMPLE.com :2020 Sep 25 14:26:05 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_9400_B][60654986][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost22-b.SAMPLE.com :2020 Sep 25 14:26:05 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_9400_B][60654986][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser9/role-admin][] User role admin removed from
samplehost79-a.SAMPLE.com :2020 Sep 25 14:30:09 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_43977_A][3966999][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][] User role read-only removed from
samplehost79-a.SAMPLE.com :2020 Sep 25 14:30:09 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_43977_A][3966999][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-read-only][] User role read-only removed from
samplehost79-a.SAMPLE.com :2020 Sep 25 14:30:09 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_43977_A][3967001][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][] User role admin removed from
samplehost79-a.SAMPLE.com :2020 Sep 25 14:30:09 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_43977_A][3967001][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser7/role-admin][] User role admin removed from
samplehost79-a.SAMPLE.com :2020 Sep 25 14:30:09 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_43977_A][3967002][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost79-a.SAMPLE.com :2020 Sep 25 14:30:09 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_43977_A][3967002][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-read-only][] User role read-only removed from
samplehost79-a.SAMPLE.com :2020 Sep 25 14:30:09 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_43977_A][3967004][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
samplehost79-a.SAMPLE.com :2020 Sep 25 14:30:09 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_43977_A][3967004][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][sys/user-ext/user-ucsc_ucs-SAMPLE\testuser3/role-admin][] User role admin removed from
