TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,"slot_ID_d","ID_g","availability_Value_d","performance_Value_d","measurement_Name_s","duration_d","warning_Threshold_d","critical_Threshold_d","IsActive_s","id_s","createdAt_t [UTC]","updatedAt_t [UTC]","entities_s","apps_s",Category,"tactics_s","compliance_s","techniques_s","status_s","severity_s","policyId_s","policy_id_s","policy_name_s","policy_templateId_s","assigneeId_s","recommendation_s","description_s","isResolved_b","url_s",Type,"_ResourceId"
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:16.707 AM",,,,,,,,,,,,dbda66377c5fa6a570bfcde2a190510c6185c573,"3/10/2023, 11:37:06.056 AM","5/2/2023, 12:33:06.157 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""d9377f102c8508a677e8b567289e157996079155"",
    ""name"": ""privesc14-UpdatingAssumeRolePolicy-role"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""IAMRole""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Resource_EntitlementProxy privesc14-UpdatingAssumeRolePolicy-role on AWS.",false,"https://msftriskyuser.authomize.com/incidents/dbda66377c5fa6a570bfcde2a190510c6185c573","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:16.707 AM",,,,,,,,,,,,2c2d625a80346db442996238901ea8657ac8edd6,"3/10/2023, 11:37:06.051 AM","5/2/2023, 12:33:06.156 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""d8fc87b126080ec8a2ce699023d029345acfcec9"",
    ""name"": ""privesc12-PutRolePolicy-role"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""IAMRole""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Resource_EntitlementProxy privesc12-PutRolePolicy-role on AWS.",false,"https://msftriskyuser.authomize.com/incidents/2c2d625a80346db442996238901ea8657ac8edd6","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:16.707 AM",,,,,,,,,,,,b41cf4d8d3784f8bc3b265204666e1955aca6fbb,"3/10/2023, 11:37:06.046 AM","5/2/2023, 12:33:06.160 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""5c4ceaf1629f09e7b9d240e138d5a902f068577a"",
    ""name"": ""role/privesc12-putrolepolicy-role:trustpolicy"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""TrustPolicy""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Policy role/privesc12-putrolepolicy-role:trustpolicy on AWS.
Access was gained through privesc12-PutRolePolicy-role",false,"https://msftriskyuser.authomize.com/incidents/b41cf4d8d3784f8bc3b265204666e1955aca6fbb","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:16.707 AM",,,,,,,,,,,,59b41d4266ab04283825274ca99d9494ea3dd73c,"3/10/2023, 11:37:06.041 AM","5/2/2023, 12:33:06.156 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""d5a8159f651d16d46680955c9204e9621cf39812"",
    ""name"": ""privesc-sageMakerCreateProcessingJobPassRole-role"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""IAMRole""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Resource_EntitlementProxy privesc-sageMakerCreateProcessingJobPassRole-role on AWS.",false,"https://msftriskyuser.authomize.com/incidents/59b41d4266ab04283825274ca99d9494ea3dd73c","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:16.707 AM",,,,,,,,,,,,9a6bc63c772cee21e97c9edb2e5a4c036816f996,"3/10/2023, 11:37:06.037 AM","5/2/2023, 12:33:11.085 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""6749d2c34828e74fdb645c18ea0b9790ae95a439"",
    ""name"": ""role/privesc-sagemakercreateprocessingjobpassrole-role:trustpolicy"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""TrustPolicy""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Policy role/privesc-sagemakercreateprocessingjobpassrole-role:trustpolicy on AWS.
Access was gained through privesc-sageMakerCreateProcessingJobPassRole-role",false,"https://msftriskyuser.authomize.com/incidents/9a6bc63c772cee21e97c9edb2e5a4c036816f996","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:16.707 AM",,,,,,,,,,,,b619e70cb700f80baf7f9774b6b05de32ed5259f,"3/10/2023, 11:37:06.032 AM","5/2/2023, 12:33:11.085 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""d4a580da19afe5ad7f3d05d18608d5167f80fd06"",
    ""name"": ""fp4-nonExploitableResourceConstraint-role"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""IAMRole""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Resource_EntitlementProxy fp4-nonExploitableResourceConstraint-role on AWS.",false,"https://msftriskyuser.authomize.com/incidents/b619e70cb700f80baf7f9774b6b05de32ed5259f","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:16.707 AM",,,,,,,,,,,,bbed4c9af9a421c8890708bc2a5754767990c69b,"3/10/2023, 11:37:06.026 AM","5/2/2023, 12:33:11.084 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""7141077ab0a802fc1a6be7cc9ff4c5e25c695d50"",
    ""name"": ""role/fp4-nonexploitableresourceconstraint-role:trustpolicy"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""TrustPolicy""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Policy role/fp4-nonexploitableresourceconstraint-role:trustpolicy on AWS.
Access was gained through fp4-nonExploitableResourceConstraint-role",false,"https://msftriskyuser.authomize.com/incidents/bbed4c9af9a421c8890708bc2a5754767990c69b","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:16.707 AM",,,,,,,,,,,,58522587365d4c5422048b71dfdaed9dd37d7dee,"3/10/2023, 11:37:06.021 AM","5/2/2023, 12:33:06.160 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""d1df8487ca576e66adfd4eac11349e4c82da50b7"",
    ""name"": ""privesc-sageMakerCreateTrainingJobPassRole-role"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""IAMRole""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Resource_EntitlementProxy privesc-sageMakerCreateTrainingJobPassRole-role on AWS.",false,"https://msftriskyuser.authomize.com/incidents/58522587365d4c5422048b71dfdaed9dd37d7dee","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:16.707 AM",,,,,,,,,,,,29496c72532ee7a0869e00d15c58e43991a3be7c,"3/10/2023, 11:37:06.016 AM","5/2/2023, 12:33:06.161 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""c3cbd2580c2954cdb439a4b746c6dfeb7cd32bb0"",
    ""name"": ""role/privesc-sagemakercreatetrainingjobpassrole-role:trustpolicy"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""TrustPolicy""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Policy role/privesc-sagemakercreatetrainingjobpassrole-role:trustpolicy on AWS.
Access was gained through privesc-sageMakerCreateTrainingJobPassRole-role",false,"https://msftriskyuser.authomize.com/incidents/29496c72532ee7a0869e00d15c58e43991a3be7c","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:19.447 AM",,,,,,,,,,,,f062ff5eb7a238b61da885a263d51e174c371dff,"3/10/2023, 11:37:06.011 AM","5/2/2023, 12:33:06.156 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""cddf050be9319c136bbbc01f17763201b64cf91b"",
    ""name"": ""privesc-ssmStartSession-role"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""IAMRole""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Resource_EntitlementProxy privesc-ssmStartSession-role on AWS.",false,"https://msftriskyuser.authomize.com/incidents/f062ff5eb7a238b61da885a263d51e174c371dff","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:19.447 AM",,,,,,,,,,,,0f834068bb0c1cb88ea248ed4a62ee6f393af7f8,"3/10/2023, 11:37:06.006 AM","5/2/2023, 12:33:06.155 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""7a3724a3ca9fc14fcd1a1838a234c390c4811991"",
    ""name"": ""role/privesc-ssmstartsession-role:trustpolicy"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""TrustPolicy""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Policy role/privesc-ssmstartsession-role:trustpolicy on AWS.
Access was gained through privesc-ssmStartSession-role",false,"https://msftriskyuser.authomize.com/incidents/0f834068bb0c1cb88ea248ed4a62ee6f393af7f8","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:19.447 AM",,,,,,,,,,,,379fdf5a48ff4c6c22d5dc2e8dcd4e3368d91306,"3/10/2023, 11:37:06.001 AM","5/2/2023, 12:33:06.155 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""d7bb41efcf114d0c9011d9ed2c0cf6917c6c2256"",
    ""name"": ""role/privesc-sagemakercreatepresignednotebookurl-role:trustpolicy"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""TrustPolicy""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Policy role/privesc-sagemakercreatepresignednotebookurl-role:trustpolicy on AWS.
Access was gained through privesc-sageMakerCreatePresignedNotebookURL-role",false,"https://msftriskyuser.authomize.com/incidents/379fdf5a48ff4c6c22d5dc2e8dcd4e3368d91306","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:19.447 AM",,,,,,,,,,,,85a405adbc59caf7de1d21077cda203bc7cae3a0,"3/10/2023, 11:37:05.995 AM","5/2/2023, 12:33:06.155 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""c4df1e86fe83bfc346cfb23fd21f5a2e1d2b7b23"",
    ""name"": ""privesc-sageMakerCreatePresignedNotebookURL-role"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""IAMRole""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Resource_EntitlementProxy privesc-sageMakerCreatePresignedNotebookURL-role on AWS.",false,"https://msftriskyuser.authomize.com/incidents/85a405adbc59caf7de1d21077cda203bc7cae3a0","Authomize_v2_CL",
"368f4943-db69-4ede-8c31-1788dc4e2dc3",RestAPI,,,"5/2/2023, 2:16:19.447 AM",,,,,,,,,,,,fc9cd946f18aa7d01bf7cc70c3118951364ed7ef,"3/10/2023, 11:37:05.990 AM","5/2/2023, 12:33:06.158 AM","[
  {
    ""id"": ""45497fa17b3f81d87119984b947b48658ba28cf0"",
    ""name"": ""cli user"",
    ""object"": ""identity"",
    ""email"": null
  },
  {
    ""id"": ""bf966f7b1b5c0e3169fbfb0f0e5bdd5200e03dfd"",
    ""name"": ""privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo-role"",
    ""object"": ""asset"",
    ""originId"": null,
    ""originType"": ""IAMRole""
  }
]","[
  {
    ""id"": ""8b2864988275496f8e94fc5b44f6d55d08555033"",
    ""name"": ""AWS""
  }
]",Exposure,"[]","[
  {
    ""values"": [
      ""IAM-01"",
      ""IAM-03"",
      ""IAM-05"",
      ""DSP-01"",
      ""DSP-07"",
      ""DSP-08""
    ],
    ""id"": ""ccm402"",
    ""name"": ""CSA STAR (CCM 4.0.2)""
  },
  {
    ""values"": [
      ""A.9.1.1"",
      ""A.9.4.1"",
      ""A.13.2.1"",
      ""A.8.3.3""
    ],
    ""id"": ""isoIec27001"",
    ""name"": ""ISO/IEC 27001""
  },
  {
    ""values"": [
      ""CC6.7""
    ],
    ""id"": ""aicpaTsc2017"",
    ""name"": ""SOC 2 (TSC 2017)""
  },
  {
    ""values"": [
      ""IAM-02"",
      ""DSI-04""
    ],
    ""id"": ""ccm301"",
    ""name"": ""CSA STAR (CCM 3.0.1)""
  }
]","[]",Open,Medium,74705343091,74705343091,"New direct access policy was granted against organizational policy",74701856303,,"Keep access to sensitive resources using least privilege principle","cli user gained access to Resource_EntitlementProxy privesc16-PassRoleToNewLambdaThenTriggerWithNewDynamo-role on AWS.",false,"https://msftriskyuser.authomize.com/incidents/fc9cd946f18aa7d01bf7cc70c3118951364ed7ef","Authomize_v2_CL",
