TimeGenerated,EventVendor,EventProduct,Category,FirmwareVersion,FirstSeen,Id,IPAddress,LastSeen,MacAddress,Model,Manufacturer,OperatingSystemVersion,OperatingSystem,PlcModule,PurdueLevel,RiskLevel,SensorName,SensorType,SiteLocation,SiteName,Tags,Type,Visibility,Name
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Computers,"[ { ""value"": ""V1.5.2"" } ]","11/19/2021, 3:11:02.157 PM",2088,109.70.100.24,"8/31/2022, 9:00:00.805 PM",D4:1F:21:74:CE:68,OptiPlex 3070,Dell,10,Windows,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,4,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""ER-Registration"" ]",Desktops,Full,i-STAT
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.5.3"" } ]","11/19/2021, 3:11:02.157 PM",2057,109.70.100.25,"8/31/2022, 9:00:00.807 PM",A7:7A:5C:A8:B6:F6,CPO-PC-6A,Honeywell,10,Windows,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",1,4,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""ER-Registration"" ]",Controllers,Full,i-STAT
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.5.4"" } ]","11/19/2021, 3:11:02.157 PM",2125,109.70.100.26,"8/31/2022, 9:00:00.814 PM",AF:C3:0D:B7:54:4E,Lutron Vive System,Texas Instruments,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""ER-Registration"" ]",Lightings,Full,genimg02
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.5.5"" } ]","11/19/2021, 3:11:02.157 PM",2138,109.70.100.27,"8/31/2022, 9:00:00.833 PM",78:73:FA:0C:17:33,Lutron Vive System,Texas Instruments,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""ER-Registration"" ]",Lightings,Full,genimg02
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.5.6"" } ]","11/19/2021, 3:11:02.157 PM",2135,109.70.100.28,"8/31/2022, 9:00:00.835 PM",1D:A8:40:EA:66:04,Lutron Vive System,Texas Instruments,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""ER-Registration"" ]",Lightings,Full,genimg02
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.5.7"" } ]","11/19/2021, 3:11:02.157 PM",2096,109.70.100.29,"8/31/2022, 9:00:00.841 PM",EF:23:11:0F:A0:B7,Tracer SC+,Trane,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""FDA"" ]",HVACs,Full,genimg02
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.5.8"" } ]","11/19/2021, 3:11:02.157 PM",2117,109.70.100.30,"8/31/2022, 9:00:00.847 PM",F9:5F:C5:EF:B2:3B,Lutron Vive System,Texas Instruments,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""FDA"" ]",Lightings,Full,enCore Workstation
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.4.1"" } ]","11/19/2021, 3:11:02.157 PM",2113,109.70.100.31,"8/31/2022, 9:00:00.859 PM",28:96:08:A0:B6:02,Lutron Vive System,Texas Instruments,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""FDA"" ]",Lightings,Full,enCore Workstation
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.4.2"" } ]","11/19/2021, 3:11:02.157 PM",2141,109.70.100.32,"8/31/2022, 9:00:00.864 PM",0F:4A:41:D8:F5:68,Lutron Vive System,Texas Instruments,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""FDA"" ]",Lightings,Full,enCore Workstation
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.4.3"" } ]","11/19/2021, 3:11:02.157 PM",2058,109.70.100.34,"8/31/2022, 9:00:00.911 PM",4C:E6:79:2F:B1:32,CPO-PC-6A,Honeywell,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",1,4,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""FDA"" ]",Controllers,Full,enCore Workstation
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.4.4"" } ]","11/19/2021, 3:11:02.157 PM",2103,109.70.100.36,"8/31/2022, 9:00:00.917 PM",85:F8:12:F1:76:23,Lutron Vive System,Texas Instruments,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""FDA"", ""MDS2"" ]",Lightings,Full,axis-accc8ec36cf9
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.4.5"" } ]","11/19/2021, 3:11:02.157 PM",2119,109.70.100.80,"8/31/2022, 9:00:00.924 PM",3C:F1:95:C8:FC:27,Lutron Vive System,Texas Instruments,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""FDA"", ""MDS2"" ]",Lightings,Full,axis-accc8ec36cf9
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.4.6"" } ]","11/19/2021, 3:11:02.157 PM",2145,109.70.100.81,"8/31/2022, 9:00:00.935 PM",3B:7D:A6:67:F3:E5,Lutron Vive System,Texas Instruments,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""FDA"", ""MDS2"" ]",Lightings,Full,axis-accc8ec36cf9
"9/7/2022, 7:26:45.393 AM",ArmisDevice,ArmisDevice,Automations,"[ { ""value"": ""V1.4.7"" } ]","11/19/2021, 3:11:02.157 PM",2121,109.70.100.82,"8/31/2022, 9:00:00.938 PM",7C:A3:90:9F:D5:AE,Lutron Vive System,Texas Instruments,4.4.32,Linux,"[{""firmwareVersion"":[{""value"":""7.002""}],""index"":[{""value"":""2""}],""manufacturer"":[{""value"":""Rockwell""}],""model"":[{""value"":""1756-DHRIO/E ""}],""serialNumber"":[{""value"":""0x60cb2a""}],""status"":[{""value"":""Run Mode""}],""type"":[{""value"":""Communications Adapter""}]}]",4,9,Factory 1,Switch,"Austin, TX",TX ICS Center,"[ ""FDA"", ""MDS2"" ]",Lightings,Full,axis-accc8ec36cf9
