ColumnName,ColumnOrdinal,DataType,ColumnType
DeviceCustomFloatingPoint3Label,105,System.String,string
DeviceCustomFloatingPoint4,106,System.Double,real
DeviceCustomFloatingPoint4Label,107,System.String,string
DeviceCustomNumber1,108,System.Int32,int
FieldDeviceCustomNumber1,109,System.Int64,long
DeviceCustomNumber1Label,110,System.String,string
DeviceCustomNumber2,111,System.Int32,int
FieldDeviceCustomNumber2,112,System.Int64,long
DeviceCustomNumber2Label,113,System.String,string
DeviceCustomNumber3,114,System.Int32,int
FieldDeviceCustomNumber3,115,System.Int64,long
DeviceCustomNumber3Label,116,System.String,string
DeviceCustomString1,117,System.String,string
DeviceCustomString1Label,118,System.String,string
DeviceCustomString2,119,System.String,string
DeviceCustomString2Label,120,System.String,string
DeviceCustomString3,121,System.String,string
DeviceCustomString3Label,122,System.String,string
DeviceCustomString4,123,System.String,string
DeviceCustomString4Label,124,System.String,string
DeviceCustomString5,125,System.String,string
DeviceCustomString5Label,126,System.String,string
DeviceCustomString6,127,System.String,string
DeviceCustomString6Label,128,System.String,string
DeviceCustomDate1,129,System.String,string
DeviceCustomDate1Label,130,System.String,string
DeviceCustomDate2,131,System.String,string
DeviceCustomDate2Label,132,System.String,string
FlexDate1,133,System.String,string
FlexDate1Label,134,System.String,string
FlexNumber1,135,System.Int32,int
FlexNumber1Label,136,System.String,string
FlexNumber2,137,System.Int32,int
FlexNumber2Label,138,System.String,string
FlexString1,139,System.String,string
FlexString1Label,140,System.String,string
FlexString2,141,System.String,string
FlexString2Label,142,System.String,string
RemoteIP,143,System.String,string
RemotePort,144,System.String,string
MaliciousIP,145,System.String,string
ThreatSeverity,146,System.Int32,int
IndicatorThreatType,147,System.String,string
ThreatDescription,148,System.String,string
ThreatConfidence,149,System.String,string
ReportReferenceLink,150,System.String,string
MaliciousIPLongitude,151,System.Double,real
MaliciousIPLatitude,152,System.Double,real
MaliciousIPCountry,153,System.String,string
Computer,154,System.String,string
SourceSystem,155,System.String,string
SimplifiedDeviceAction,156,System.String,string
CollectorHostName,157,System.String,string
Type,158,System.String,string
_ResourceId,159,System.String,string
