TenantId,SourceSystem,TimeGenerated,Computer,EventTime,Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,MG,Type,"_ResourceId"
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:18.4Z","WatchGuard-XTM","2020-10-09T06:32:18Z",local7,"WatchGuard-XTM",debug,"32:18) sessiond[2539]: receive wgapi message: cmd=7 xpath=/ping from=0x63c009da serial=FVE10271A42A5",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:18.4Z","WatchGuard-XTM","2020-10-09T06:32:18Z",local7,"WatchGuard-XTM",debug,"32:18) sessiond[2539]: sessiond: sessiond WGAPI call ",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.28Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) wgagent[2549]: Interface is not wireless",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.293Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) wgagent[2549]: Interface is not wireless",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.473Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",info,"32:24) configd[2325]: msg_id=""0101-0001"" Management user admin@Firebox-DB from 172.23.0.43 modified Interface Trusted",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.473Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",info,"32:24) configd[2325]: msg_id=""0101-0001"" Management user admin@Firebox-DB from 172.23.0.43 modified Interface Trusted",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.473Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",info,"32:24) configd[2325]: msg_id=""0101-0001"" Management user admin@Firebox-DB from 172.23.0.43 modified Interface Trusted",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.477Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",info,"32:24) configd[2325]: msg_id=""0101-0001"" Management user admin@Firebox-DB from 172.23.0.43 modified Interface ",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.477Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",info,"32:24) configd[2325]: msg_id=""0101-0001"" Management user admin@Firebox-DB from 172.23.0.43 modified Interface Trusted",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.48Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",info,"32:24) configd[2325]: msg_id=""0101-0001"" Management user admin@Firebox-DB from 172.23.0.43 modified Interface Trusted",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.48Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",info,"32:24) configd[2325]: msg_id=""0101-0001"" Management user admin@Firebox-DB from 172.23.0.43 modified Interface Trusted",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.49Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",info,"32:24) configd[2325]: msg_id=""0101-0001"" Management user admin@Firebox-DB from 172.23.0.43 modified Interface Trusted",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.49Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",info,"32:24) configd[2325]: msg_id=""0101-0001"" Management user admin@Firebox-DB from 172.23.0.43 modified Interface Trusted",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.49Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",info,"32:24) configd[2325]: msg_id=""0101-0001"" Management user admin@Firebox-DB from 172.23.0.43 modified Interface Trusted",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.557Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) dns-forwarding[2511]: dnsmasq_update: configuration /profile/interface-list/interface[name=""Trusted""] changed",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.557Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) daas[2509]: on_wgapi_read: unhandled notification id=4194306",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.557Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) sessiond[2539]: receive wgapi message: cmd=5 xpath=NULL from=0x3b400915 serial=FVE10271A42A5",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.557Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) sessiond[2539]: sessiond: sessiond WGAPI call ",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.637Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) networkd[2397]: ifm_internal_down: unexpectd IF-Type 1 for ifname eth1",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.66Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",warn,"32:24) networkd[2397]: msg_id=""3100-002C"" [eth1 (Trusted)] Interface link status changed to up",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.66Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) sessiond[2539]: receive wgapi message: cmd=5 xpath=NULL from=0x3040095d serial=FVE10271A42A5",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.66Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) sessiond[2539]: sessiond: sessiond WGAPI call ",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.66Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) daas[2509]: on_wgapi_read: WGAPI_TYPE_NOTIFICATION/WGAPI_EVENT_INTERFACE_STATUS",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.66Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) sessiond[2539]: receive wgapi message: cmd=5 xpath=NULL from=0x3040095d serial=FVE10271A42A5",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.66Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) daas[2509]: on_wgapi_read: WGAPI_TYPE_NOTIFICATION/WGAPI_EVENT_INTERFACE_LIST_CHANGE",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.66Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) daas[2509]: on_wgapi_read: WGAPI_TYPE_NOTIFICATION/WGAPI_EVENT_INTERFACE_STATUS",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.66Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) sessiond[2539]: sessiond: sessiond WGAPI call ",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.663Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) sessiond[2539]: receive wgapi message: cmd=5 xpath=NULL from=0x3040095d serial=FVE10271A42A5",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.663Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",debug,"32:24) sessiond[2539]: sessiond: sessiond WGAPI call ",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.88Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: target_info_from_cfg: failed to get nodes",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.96Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net/eth5/wg_groups: No such file or directory",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.96Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net/eth9/wg_groups: No such file or directory",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.96Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net//wg_groups: Permission denied",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.96Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net/eth4/wg_groups: No such file or directory",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.96Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net/eth6/wg_groups: No such file or directory",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.96Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net//wg_groups: Permission denied",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.96Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net//wg_groups: Permission denied",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.96Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net/eth7/wg_groups: No such file or directory",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.96Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net/eth8/wg_groups: No such file or directory",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.96Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net//wg_groups: Permission denied",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.963Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: Flush of tbr0_macip in the filter table failed",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.963Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: Deletion of source MAC/IP bindings for interface tbr0 failed",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.963Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: setIntProc: Unable to open file /sys/class/net/eth3/wg_groups: No such file or directory",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:24.967Z","WatchGuard-XTM","2020-10-09T06:32:24Z",local7,"WatchGuard-XTM",err,"32:24) firewall[2338]: Deletion of chain tbr0_macip in table filter failed",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:25.04Z","WatchGuard-XTM","2020-10-09T06:32:25Z",local7,"WatchGuard-XTM",err,"32:25) firewall[2338]: fwtc_config_one_interface_cb: Skipping interface eth7 as it does not appear to be around",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:25.04Z","WatchGuard-XTM","2020-10-09T06:32:25Z",local7,"WatchGuard-XTM",err,"32:25) firewall[2338]: fwtc_config_one_interface_cb: Skipping interface eth9 as it does not appear to be around",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:25.04Z","WatchGuard-XTM","2020-10-09T06:32:25Z",local7,"WatchGuard-XTM",err,"32:25) firewall[2338]: fwtc_config_one_interface_cb: Skipping interface eth8 as it does not appear to be around",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:25.04Z","WatchGuard-XTM","2020-10-09T06:32:25Z",local7,"WatchGuard-XTM",err,"32:25) firewall[2338]: fwtc_config_one_interface_cb: Skipping interface eth6 as it does not appear to be around",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:25.043Z","WatchGuard-XTM","2020-10-09T06:32:25Z",local7,"WatchGuard-XTM",err,"32:25) firewall[2338]: fwtc_config_one_interface_cb: Skipping interface eth4 as it does not appear to be around",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:25.043Z","WatchGuard-XTM","2020-10-09T06:32:25Z",local7,"WatchGuard-XTM",err,"32:25) firewall[2338]: fwtc_config_one_interface_cb: Skipping interface eth3 as it does not appear to be around",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:25.043Z","WatchGuard-XTM","2020-10-09T06:32:25Z",local7,"WatchGuard-XTM",err,"32:25) firewall[2338]: fwtc_config_one_interface_cb: Skipping interface eth5 as it does not appear to be around",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:25.047Z","WatchGuard-XTM","2020-10-09T06:32:25Z",local7,"WatchGuard-XTM",err,"32:25) firewall[2338]: delete of watchmode in the filter table failed",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:25.047Z","WatchGuard-XTM","2020-10-09T06:32:25Z",local7,"WatchGuard-XTM",err,"32:25) firewall[2338]: flush of watchmode in the filter table failed",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:26.42Z","WatchGuard-XTM","2020-10-09T06:32:26Z",local7,"WatchGuard-XTM",warn,"32:26) firewall: msg_id=""3000-0148"" Deny Trusted Firebox 36 igmp 24 1 0.0.0.0 224.0.0.1  (Unhandled Internal Packet-00)",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:27.043Z","WatchGuard-XTM","2020-10-09T06:32:27Z",local7,"WatchGuard-XTM",debug,"32:27) sessiond[2539]: receive wgapi message: cmd=5 xpath=NULL from=0x3040095d serial=FVE10271A42A5",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:27.043Z","WatchGuard-XTM","2020-10-09T06:32:27Z",local7,"WatchGuard-XTM",debug,"32:27) sessiond[2539]: sessiond: sessiond WGAPI call ",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:27.043Z","WatchGuard-XTM","2020-10-09T06:32:27Z",local7,"WatchGuard-XTM",debug,"32:27) daas[2509]: on_wgapi_read: WGAPI_TYPE_NOTIFICATION/WGAPI_EVENT_INTERFACE_STATUS",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:27.043Z","WatchGuard-XTM","2020-10-09T06:32:27Z",local7,"WatchGuard-XTM",err,"32:27) ccd[2499]: ccd_handle_wgapi: NWEVT_TOK_IF: notif_id=1 interface = eth1",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:27.047Z","WatchGuard-XTM","2020-10-09T06:32:27Z",local7,"WatchGuard-XTM",err,"32:27) firewall[2338]: Flush of parp:bovpn in the filter table failed",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:27.047Z","WatchGuard-XTM","2020-10-09T06:32:27Z",local7,"WatchGuard-XTM",err,"32:27) firewall[2338]: Deletion of chain parp:bovpn in table filter failed",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:29.047Z","WatchGuard-XTM","2020-10-09T06:32:29Z",local7,"WatchGuard-XTM",debug,"32:29) dns-forwarding[2511]: dnsmasq_setup: Failed to backup old conf file(No such file or directory)",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:29.087Z","WatchGuard-XTM","2020-10-09T06:32:29Z",local7,"WatchGuard-XTM",debug,"32:29) sessiond[2539]: receive wgapi message: cmd=5 xpath=NULL from=0xe40009e0 serial=FVE10271A42A5",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:29.087Z","WatchGuard-XTM","2020-10-09T06:32:29Z",local7,"WatchGuard-XTM",debug,"32:29) daas[2509]: on_wgapi_read: WGAPI_TYPE_NOTIFICATION/WGAPI_EVENT_INTERFACE_STATUS",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:29.087Z","WatchGuard-XTM","2020-10-09T06:32:29Z",local7,"WatchGuard-XTM",debug,"32:29) sessiond[2539]: sessiond: sessiond WGAPI call ",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
"9f68fed4-d396-4b60-8836-a524cedceb90",Linux,"2020-10-09T02:32:33.433Z","WatchGuard-XTM","2020-10-09T06:32:33Z",local7,"WatchGuard-XTM",warn,"32:33) firewall: msg_id=""3000-0148"" Deny Trusted Firebox 36 igmp 24 1 0.0.0.0 224.0.0.1  (Unhandled Internal Packet-00)",null,"Unknown IP",FVE10271A42A5,"00000000-0000-0000-0000-000000000002",Syslog,
