TimeGenerated CEF:Version,DeviceVendor,DeviceProduct,Version Level,Message Severity,Signature ID,Name,Extensions
5/21/20 20:47 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=SESSION targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-707"""" userId=""""demo"""" trackingIds=""""[\""""c4c3e6ca-c991-42d1-b893-65fa6d503c00\""""""	""\""""42ed69b4-eb77-4168-8260-7b644e076669\""""\]"""" result=""""SUCCESSFUL"""" principal=""""[\""""demo\""""\]"""" context=""""{\""""userRolesProperty\"""":\""""authzRoles\""""""	""\""""component\"""":\""""managed/user\""""""	""\""""authLogin\"""":false""	""\""""authenticationIdProperty\"""":\""""username\""""""	""\""""roles\"""":[\""""internal/role/openidm-authorized\""""\]""	""\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""demo\""""""	""\""""protectedAttributeList\"""":[\""""password\""""\]""	""\""""id\"""":\""""8a7aba15-6070-4c93-80ba-47b811889efb\""""""	""\""""moduleId\"""":\""""MANAGED_USER\""""""	""\""""queryId\"""":\""""credential-query\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""SUCCESSFUL\""""""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}\]"""" provider="""""""" method=""""JwtSession""""]"""
5/21/20 20:47 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=FAILED targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-741"""" userId=""""demo"""" trackingIds=""""[\""""e2d3cd29-3300-4a38-b517-cf643d204ebd\""""\]"""" result=""""FAILED"""" principal=""""[\""""demo\""""""	""\""""demo\""""""	""\""""demo\""""""	""\""""demo\""""""	""\""""demo\""""\]"""" context=""""{\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""demo\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{}}""	""{\""""moduleId\"""":\""""STATIC_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""MANAGED_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""INTERNAL_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""SOCIAL_PROVIDERS\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""STATIC_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}\]"""" provider="""""""" method=""""""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=FAILED targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-826"""" userId=""""demo"""" trackingIds=""""[\""""272b9879-4c00-4e24-88fb-4ff611294396\""""\]"""" result=""""FAILED"""" principal=""""[\""""demo\""""""	""\""""demo\""""""	""\""""demo\""""""	""\""""demo\""""""	""\""""demo\""""\]"""" context=""""{\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""demo\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{}}""	""{\""""moduleId\"""":\""""STATIC_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""MANAGED_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""INTERNAL_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""SOCIAL_PROVIDERS\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""STATIC_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}\]"""" provider="""""""" method=""""""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=FAILED targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-885"""" userId=""""demo"""" trackingIds=""""[\""""f696b78c-f4d3-4341-ab1f-60aa9dd24355\""""\]"""" result=""""FAILED"""" principal=""""[\""""demo\""""""	""\""""demo\""""""	""\""""demo\""""""	""\""""demo\""""""	""\""""demo\""""\]"""" context=""""{\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""demo\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{}}""	""{\""""moduleId\"""":\""""STATIC_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""MANAGED_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""INTERNAL_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""SOCIAL_PROVIDERS\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""STATIC_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}\]"""" provider="""""""" method=""""""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=LOGIN targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-952"""" userId=""""demo"""" trackingIds=""""[\""""eee016bd-41f9-401f-8bf2-c53012e8324c\""""\]"""" result=""""SUCCESSFUL"""" principal=""""[\""""demo\""""\]"""" context=""""{\""""userRolesProperty\"""":\""""authzRoles\""""""	""\""""component\"""":\""""managed/user\""""""	""\""""authLogin\"""":true""	""\""""authenticationIdProperty\"""":\""""username\""""""	""\""""roles\"""":[\""""internal/role/openidm-authorized\""""\]""	""\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""demo\""""""	""\""""id\"""":\""""8a7aba15-6070-4c93-80ba-47b811889efb\""""""	""\""""moduleId\"""":\""""MANAGED_USER\""""""	""\""""queryId\"""":\""""credential-query\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{}}""	""{\""""moduleId\"""":\""""STATIC_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}""	""{\""""moduleId\"""":\""""MANAGED_USER\""""""	""\""""result\"""":\""""SUCCESSFUL\""""""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}\]"""" provider="""""""" method=""""MANAGED_USER""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=SESSION targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-981"""" userId=""""demo"""" trackingIds=""""[\""""541683d5-3196-4182-8b35-7c83c23c8e2f\""""""	""\""""33a2c305-9e8c-40e8-9d10-85196c687d37\""""\]"""" result=""""SUCCESSFUL"""" principal=""""[\""""demo\""""\]"""" context=""""{\""""userRolesProperty\"""":\""""authzRoles\""""""	""\""""component\"""":\""""managed/user\""""""	""\""""authLogin\"""":false""	""\""""authenticationIdProperty\"""":\""""username\""""""	""\""""roles\"""":[\""""internal/role/openidm-authorized\""""\]""	""\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""demo\""""""	""\""""protectedAttributeList\"""":[\""""password\""""\]""	""\""""id\"""":\""""8a7aba15-6070-4c93-80ba-47b811889efb\""""""	""\""""moduleId\"""":\""""MANAGED_USER\""""""	""\""""queryId\"""":\""""credential-query\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""SUCCESSFUL\""""""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}\]"""" provider="""""""" method=""""JwtSession""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=SESSION targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-997"""" userId=""""demo"""" trackingIds=""""[\""""541683d5-3196-4182-8b35-7c83c23c8e2f\""""""	""\""""06a253fd-63ce-4a28-8dc0-42f4d89705c0\""""\]"""" result=""""SUCCESSFUL"""" principal=""""[\""""demo\""""\]"""" context=""""{\""""userRolesProperty\"""":\""""authzRoles\""""""	""\""""component\"""":\""""managed/user\""""""	""\""""authLogin\"""":false""	""\""""authenticationIdProperty\"""":\""""username\""""""	""\""""roles\"""":[\""""internal/role/openidm-authorized\""""\]""	""\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""demo\""""""	""\""""protectedAttributeList\"""":[\""""password\""""\]""	""\""""id\"""":\""""8a7aba15-6070-4c93-80ba-47b811889efb\""""""	""\""""moduleId\"""":\""""MANAGED_USER\""""""	""\""""queryId\"""":\""""credential-query\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""SUCCESSFUL\""""""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}\]"""" provider="""""""" method=""""JwtSession""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=SESSION targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-1021"""" userId=""""demo"""" trackingIds=""""[\""""64bd1180-582f-46b1-845b-4ee71991cbf2\""""""	""\""""541683d5-3196-4182-8b35-7c83c23c8e2f\""""\]"""" result=""""SUCCESSFUL"""" principal=""""[\""""demo\""""\]"""" context=""""{\""""userRolesProperty\"""":\""""authzRoles\""""""	""\""""component\"""":\""""managed/user\""""""	""\""""authLogin\"""":false""	""\""""authenticationIdProperty\"""":\""""username\""""""	""\""""roles\"""":[\""""internal/role/openidm-authorized\""""\]""	""\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""demo\""""""	""\""""protectedAttributeList\"""":[\""""password\""""\]""	""\""""id\"""":\""""8a7aba15-6070-4c93-80ba-47b811889efb\""""""	""\""""moduleId\"""":\""""MANAGED_USER\""""""	""\""""queryId\"""":\""""credential-query\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""SUCCESSFUL\""""""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""demo\""""}}\]"""" provider="""""""" method=""""JwtSession""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=LOGIN targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-1059"""" userId=""""openidm-admin"""" trackingIds=""""[\""""18168cb9-7710-40b8-bf31-2fc45680a2ae\""""\]"""" result=""""SUCCESSFUL"""" principal=""""[\""""openidm-admin\""""\]"""" context=""""{\""""userRolesProperty\"""":\""""authzRoles\""""""	""\""""component\"""":\""""internal/user\""""""	""\""""authLogin\"""":true""	""\""""authenticationIdProperty\"""":\""""username\""""""	""\""""roles\"""":[\""""internal/role/openidm-admin\""""""	""\""""internal/role/openidm-authorized\""""\]""	""\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""openidm-admin\""""""	""\""""id\"""":\""""openidm-admin\""""""	""\""""moduleId\"""":\""""INTERNAL_USER\""""""	""\""""queryId\"""":\""""credential-internaluser-query\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{}}""	""{\""""moduleId\"""":\""""STATIC_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""openidm-admin\""""}}""	""{\""""moduleId\"""":\""""MANAGED_USER\""""""	""\""""result\"""":\""""FAILED\""""""	""\""""reason\"""":{}""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""openidm-admin\""""}}""	""{\""""moduleId\"""":\""""INTERNAL_USER\""""""	""\""""result\"""":\""""SUCCESSFUL\""""""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""openidm-admin\""""}}\]"""" provider="""""""" method=""""INTERNAL_USER""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=SESSION targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-1075"""" userId=""""openidm-admin"""" trackingIds=""""[\""""c35c0882-12dd-480a-824a-8c999f4a0300\""""""	""\""""859eae0a-9adf-4c9f-a439-0ef5f9624ae8\""""\]"""" result=""""SUCCESSFUL"""" principal=""""[\""""openidm-admin\""""\]"""" context=""""{\""""userRolesProperty\"""":\""""authzRoles\""""""	""\""""component\"""":\""""internal/user\""""""	""\""""authLogin\"""":false""	""\""""authenticationIdProperty\"""":\""""username\""""""	""\""""roles\"""":[\""""internal/role/openidm-admin\""""""	""\""""internal/role/openidm-authorized\""""\]""	""\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""openidm-admin\""""""	""\""""id\"""":\""""openidm-admin\""""""	""\""""moduleId\"""":\""""INTERNAL_USER\""""""	""\""""queryId\"""":\""""credential-internaluser-query\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""SUCCESSFUL\""""""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""openidm-admin\""""}}\]"""" provider="""""""" method=""""JwtSession""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=SESSION targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-1083"""" userId=""""openidm-admin"""" trackingIds=""""[\""""c35c0882-12dd-480a-824a-8c999f4a0300\""""""	""\""""3a6bd48c-8365-423b-813d-b456eb2fb982\""""\]"""" result=""""SUCCESSFUL"""" principal=""""[\""""openidm-admin\""""\]"""" context=""""{\""""userRolesProperty\"""":\""""authzRoles\""""""	""\""""component\"""":\""""internal/user\""""""	""\""""authLogin\"""":false""	""\""""authenticationIdProperty\"""":\""""username\""""""	""\""""roles\"""":[\""""internal/role/openidm-admin\""""""	""\""""internal/role/openidm-authorized\""""\]""	""\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""openidm-admin\""""""	""\""""id\"""":\""""openidm-admin\""""""	""\""""moduleId\"""":\""""INTERNAL_USER\""""""	""\""""queryId\"""":\""""credential-internaluser-query\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""SUCCESSFUL\""""""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""openidm-admin\""""}}\]"""" provider="""""""" method=""""JwtSession""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=SESSION targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-1089"""" userId=""""openidm-admin"""" trackingIds=""""[\""""c35c0882-12dd-480a-824a-8c999f4a0300\""""""	""\""""c2973de6-f895-427f-a21c-d400e7b98243\""""\]"""" result=""""SUCCESSFUL"""" principal=""""[\""""openidm-admin\""""\]"""" context=""""{\""""userRolesProperty\"""":\""""authzRoles\""""""	""\""""component\"""":\""""internal/user\""""""	""\""""authLogin\"""":false""	""\""""authenticationIdProperty\"""":\""""username\""""""	""\""""roles\"""":[\""""internal/role/openidm-admin\""""""	""\""""internal/role/openidm-authorized\""""\]""	""\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""openidm-admin\""""""	""\""""id\"""":\""""openidm-admin\""""""	""\""""moduleId\"""":\""""INTERNAL_USER\""""""	""\""""queryId\"""":\""""credential-internaluser-query\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""SUCCESSFUL\""""""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""openidm-admin\""""}}\]"""" provider="""""""" method=""""JwtSession""""]"""
5/21/20 20:48 CEF:0,ForgeRock Inc,IDM,1,46,forgerock cef,INFORMATIONAL," src=10.0.0.82 act=SESSION targetType=C02XP0AJJHD5 procId=675503874 msg=[authentication.IDM@36733 transactionId=""""213f1001-4042-4d9d-a85d-220a0cef98fc-1123"""" userId=""""openidm-admin"""" trackingIds=""""[\""""c35c0882-12dd-480a-824a-8c999f4a0300\""""""	""\""""c5656042-d58b-49f1-9d77-0f9f41af560c\""""\]"""" result=""""SUCCESSFUL"""" principal=""""[\""""openidm-admin\""""\]"""" context=""""{\""""userRolesProperty\"""":\""""authzRoles\""""""	""\""""component\"""":\""""internal/user\""""""	""\""""authLogin\"""":false""	""\""""authenticationIdProperty\"""":\""""username\""""""	""\""""roles\"""":[\""""internal/role/openidm-admin\""""""	""\""""internal/role/openidm-authorized\""""\]""	""\""""ipAddress\"""":\""""0:0:0:0:0:0:0:1\""""""	""\""""authenticationId\"""":\""""openidm-admin\""""""	""\""""id\"""":\""""openidm-admin\""""""	""\""""moduleId\"""":\""""INTERNAL_USER\""""""	""\""""queryId\"""":\""""credential-internaluser-query\""""}"""" entries=""""[{\""""moduleId\"""":\""""JwtSession\""""""	""\""""result\"""":\""""SUCCESSFUL\""""""	""\""""info\"""":{\""""org.forgerock.authentication.principal\"""":\""""openidm-admin\""""}}\]"""" provider="""""""" method=""""JwtSession""""]"""
