TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,"date_t [UTC]",Severity,Type,"_ResourceId",EventOriginalSeverity,EventSeverity,"EventStartTime [UTC]","EventEndTime [UTC]",EventType,EventOriginalType,EventOriginalSubType,EventOriginalUid,EventMessage,Dvc,AdditonalFields,DvcId,DvcIpAddr,EventProduct,EventCount,EventResult,EventVendor,EventSchema,EventSchemaVersion,SrcIpAddr,IpAddr,DstIpAddr,NetworkProtocol,DstPortNumber,DstFQDN,FQDN,SrcAppName,ThreatName,DvcIdType,NetworkApplicationProtocol,DstDomainType,DstDomain
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:59:39.538 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:39:28.416 AM","4/17/2023, 7:39:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","df517776-56df-4dd2-bfdd-43def2046ea0_1P22","Source IP: 10.10.141.95, Port: 22","8c9c5f46-7b91-4854-82f4-9394e5c8addc","{""AssetType"":""Switch""}","8c9c5f46-7b91-4854-82f4-9394e5c8addc","10.10.145.23",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.23",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:59:37.679 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:39:28.416 AM","4/17/2023, 7:39:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","89f6be33-ef7c-455b-abdb-d48c1b67732c_1P22","Source IP: 10.10.141.95, Port: 22","f2546184-1d38-4ca3-b3df-5d3149599087","{""AssetType"":""Switch""}","f2546184-1d38-4ca3-b3df-5d3149599087","10.10.145.12",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.12",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:59:37.674 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:39:28.416 AM","4/17/2023, 7:39:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","6d339dbc-1723-4c6f-bffa-a60511c4ce73_1P22","Source IP: 10.10.141.95, Port: 22","96372eef-9a67-4ff6-9520-4851e58e02a9","{""AssetType"":""Switch""}","96372eef-9a67-4ff6-9520-4851e58e02a9","10.10.145.9",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.9",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:59:30.389 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:39:28.416 AM","4/17/2023, 7:39:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","5d13cbab-1f2b-4af5-8ff1-e1d2684d6fe9_1P22","Source IP: 10.10.141.95, Port: 22","715a7bff-b86b-40c1-b290-a1d910333551","{""AssetType"":""Switch""}","715a7bff-b86b-40c1-b290-a1d910333551","10.10.195.140",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.195.140",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:59:30.383 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:39:28.416 AM","4/17/2023, 7:39:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","79b8112d-6f9d-4d46-9110-50dcc00073f3_1P22","Source IP: 10.10.141.95, Port: 22","bbf9a2b1-c8a4-4001-ae1f-fb3577c4c5d7","{""AssetType"":""Switch""}","bbf9a2b1-c8a4-4001-ae1f-fb3577c4c5d7","10.10.236.133",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.236.133",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:59:22.007 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:39:28.416 AM","4/17/2023, 7:39:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","691bd6cc-66a3-4ec4-b37c-44f10e4c1d5b_1P22","Source IP: 10.10.141.95, Port: 22","63f72b58-a0f8-4a58-a02f-7b26e9fd4b82","{""AssetType"":""Switch""}","63f72b58-a0f8-4a58-a02f-7b26e9fd4b82","10.10.145.26",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.26",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:59:16.668 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:39:28.416 AM","4/17/2023, 7:39:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","f4742cd9-f94d-46b9-8804-5910c976e20a_1P22","Source IP: 10.10.141.95, Port: 22","46079d19-5c75-4342-a79e-012112c3124c","{""AssetType"":""Switch""}","46079d19-5c75-4342-a79e-012112c3124c","10.10.145.85",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.85",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:59:14.762 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:39:28.416 AM","4/17/2023, 7:39:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","a4cf933a-15cc-43f1-b041-3ffff7eb9784_1P22","Source IP: 10.10.141.95, Port: 22","9eb7d56e-0e51-47c2-b53a-dda89d661e44","{""AssetType"":""Switch""}","9eb7d56e-0e51-47c2-b53a-dda89d661e44","10.10.145.18",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.18",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:59:10.828 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:39:28.416 AM","4/17/2023, 7:39:28.416 AM",EndpointNetworkSession,IDS,"SSH Connection","830b84e9-1b16-4530-9d29-7d020765a925_1P22","Source IP: 10.10.141.95, Port: 22","7ced9ab0-d754-4d23-a175-55e65c5babff","{""AssetType"":""Switch""}","7ced9ab0-d754-4d23-a175-55e65c5babff","10.10.220.135",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.220.135",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:29:07.925 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:18:48.415 AM","4/17/2023, 7:18:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","0536b299-2416-4bc8-8483-6361b9b92f35_/qgJ","Source IP: 10.10.141.95, Port: 22","de343319-37ea-44ca-9586-073e119a4726","{""AssetType"":""Switch""}","de343319-37ea-44ca-9586-073e119a4726","10.20.223.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.223.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:29:04.679 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:18:48.415 AM","4/17/2023, 7:18:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","f067f2b5-6705-409f-b48a-fb1a8c93234a_/qgJ","Source IP: 10.10.141.95, Port: 22","50310ff2-90c7-46d0-9e4c-932d65b2c23d","{""AssetType"":""Switch""}","50310ff2-90c7-46d0-9e4c-932d65b2c23d","10.10.176.242",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.176.242",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:28:59.385 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:18:48.415 AM","4/17/2023, 7:18:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","1b49b29f-6104-4aa4-b922-99ca8cce5be8_/qgJ","Source IP: 10.10.141.95, Port: 22","a564f192-3122-447b-bbed-8c79dfa5fdbd","{""AssetType"":""Switch""}","a564f192-3122-447b-bbed-8c79dfa5fdbd","10.20.47.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.47.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:28:55.302 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:18:48.415 AM","4/17/2023, 7:18:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","b320da44-88d5-4c21-901a-0855de9bea57_/qgJ","Source IP: 10.10.141.95, Port: 22","d35ffa2a-aed1-4e33-a316-59c02553750d","{""AssetType"":""Switch""}","d35ffa2a-aed1-4e33-a316-59c02553750d","10.10.232.242",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.232.242",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:28:46.207 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:18:48.415 AM","4/17/2023, 7:18:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","b5696c2d-c4fa-46be-a5c7-d6a90cf4e08f_/qgJ","Source IP: 10.10.141.95, Port: 22","766a3b0a-8973-449c-8468-3409cf2a48e4","{""AssetType"":""Switch""}","766a3b0a-8973-449c-8468-3409cf2a48e4","10.20.109.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.109.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:28:41.922 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:18:48.415 AM","4/17/2023, 7:18:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","2e7fc647-52ec-4258-978e-812d549e3738_/qgJ","Source IP: 10.10.141.95, Port: 22","5a9c7ddb-8484-4e3e-a560-85eb3f884cb3","{""AssetType"":""Switch""}","5a9c7ddb-8484-4e3e-a560-85eb3f884cb3","10.20.62.5",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.62.5",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:28:28.877 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:18:48.415 AM","4/17/2023, 7:18:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","60c3bf49-8aa9-41bb-af48-5ec603398eaf_/qgJ","Source IP: 10.10.141.95, Port: 22","8fad271e-115d-43f8-982f-ce1687063594","{""AssetType"":""Switch""}","8fad271e-115d-43f8-982f-ce1687063594","10.20.175.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.175.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:28:17.549 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:18:48.415 AM","4/17/2023, 7:18:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","d93369c4-fac9-4e7a-bebf-daf53a1a1a4a_/qgJ","Source IP: 10.10.141.95, Port: 22","00365818-9730-4f67-af78-d2b4242bf75c","{""AssetType"":""Switch""}","00365818-9730-4f67-af78-d2b4242bf75c","10.10.178.242",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.178.242",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:28:09.070 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:18:48.415 AM","4/17/2023, 7:18:48.415 AM",EndpointNetworkSession,IDS,"SSH Connection","bb180344-4019-45d3-830e-d325979b4d34_/qgJ","Source IP: 10.10.141.95, Port: 22","716f2c3f-a88c-4c91-aab5-b9aa32edf877","{""AssetType"":""Switch""}","716f2c3f-a88c-4c91-aab5-b9aa32edf877","10.20.30.242",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.20.30.242",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 9:03:43.906 AM",,,"4/17/2023, 8:21:09.817 AM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 7:13:44.127 AM","4/17/2023, 7:13:44.127 AM",EndpointNetworkSession,IDS,"SSH Connection","d1e5ea6a-a0d8-4093-bd2a-a6d06b89b54d_M2mx","Source IP: 10.10.141.95, Port: 22","8a732210-2406-4ef0-a9a2-ae5d23cd8d98","{""AssetType"":""Switch""}","8a732210-2406-4ef0-a9a2-ae5d23cd8d98","10.50.145.5",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.50.145.5",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 4:05:18.482 PM",,,"4/17/2023, 3:58:21.432 PM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 3:26:39.128 PM","4/17/2023, 3:26:39.128 PM",EndpointNetworkSession,IDS,"SSH Connection","4daca6cf-7cbe-48d3-973c-eb7630714436_z0WH","Source IP: 10.10.141.95, Port: 22","8a732210-2406-4ef0-a9a2-ae5d23cd8d98","{""AssetType"":""Switch""}","8a732210-2406-4ef0-a9a2-ae5d23cd8d98","10.50.145.5",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.50.145.5",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 4:05:18.482 PM",,,"4/17/2023, 3:52:33.707 PM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 3:20:38.440 PM","4/17/2023, 3:20:38.440 PM",EndpointNetworkSession,IDS,"SSH Connection","f6a4687f-1b12-42f7-8fd3-ebe9a670c2e5_ALZL","Source IP: 10.10.96.176, Port: 22","c1aa2466-7676-4798-a7a6-53b59d77ca89","{""AssetType"":""Switch""}","c1aa2466-7676-4798-a7a6-53b59d77ca89","10.19.56.2",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.96.176","10.10.96.176","10.19.56.2",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 4:05:18.482 PM",,,"4/17/2023, 3:50:19.127 PM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 3:16:23.426 PM","4/17/2023, 3:16:23.426 PM",EndpointNetworkSession,IDS,"SSH Connection","6538f827-5415-4375-8794-b8cec77f3070_TaoC","Source IP: 10.10.141.95, Port: 22","8c9c5f46-7b91-4854-82f4-9394e5c8addc","{""AssetType"":""Switch""}","8c9c5f46-7b91-4854-82f4-9394e5c8addc","10.10.145.23",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.23",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 4:05:18.482 PM",,,"4/17/2023, 3:50:16.175 PM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 3:16:23.426 PM","4/17/2023, 3:16:23.426 PM",EndpointNetworkSession,IDS,"SSH Connection","1eb75b5a-00db-4c36-85e6-e4ef9d4814b7_TaoC","Source IP: 10.10.141.95, Port: 22","96372eef-9a67-4ff6-9520-4851e58e02a9","{""AssetType"":""Switch""}","96372eef-9a67-4ff6-9520-4851e58e02a9","10.10.145.9",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.9",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 4:05:18.482 PM",,,"4/17/2023, 3:50:16.170 PM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 3:16:23.426 PM","4/17/2023, 3:16:23.426 PM",EndpointNetworkSession,IDS,"SSH Connection","e508e9e2-453f-42e9-99e3-cf14468f7f39_TaoC","Source IP: 10.10.141.95, Port: 22","f2546184-1d38-4ca3-b3df-5d3149599087","{""AssetType"":""Switch""}","f2546184-1d38-4ca3-b3df-5d3149599087","10.10.145.12",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.12",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 4:05:18.482 PM",,,"4/17/2023, 3:50:08.652 PM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 3:16:23.426 PM","4/17/2023, 3:16:23.426 PM",EndpointNetworkSession,IDS,"SSH Connection","4debf971-77f3-4518-8434-2d4a28b0e838_TaoC","Source IP: 10.10.141.95, Port: 22","63f72b58-a0f8-4a58-a02f-7b26e9fd4b82","{""AssetType"":""Switch""}","63f72b58-a0f8-4a58-a02f-7b26e9fd4b82","10.10.145.26",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.26",TCP,22,,,,,Cynerio,,,
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"4/17/2023, 4:05:18.482 PM",,,"4/17/2023, 3:50:04.309 PM",,"CynerioEvent_CL",,Low,Informational,"4/17/2023, 3:16:23.426 PM","4/17/2023, 3:16:23.426 PM",EndpointNetworkSession,IDS,"SSH Connection","09fb821a-a8d8-4833-8e0c-229f1b7879cb_TaoC","Source IP: 10.10.141.95, Port: 22","9eb7d56e-0e51-47c2-b53a-dda89d661e44","{""AssetType"":""Switch""}","9eb7d56e-0e51-47c2-b53a-dda89d661e44","10.10.145.18",Cynerio,1,Success,Cynerio,NetworkSession,"0.2.5","10.10.141.95","10.10.141.95","10.10.145.18",TCP,22,,,,,Cynerio,,,
