TenantId,SourceSystem,TimeGenerated,ReceiptTime,DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,OriginalLogSeverity,DeviceAction,SimplifiedDeviceAction,Computer,CommunicationDirection,DeviceFacility,DestinationPort,DestinationIP,DeviceAddress,DeviceName,Message,Protocol,SourcePort,SourceIP,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,DeviceVersion,Activity,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,DeviceDnsDomain,DeviceExternalID,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceMacAddress,ProcessID,ExternalID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourceUserID,SourceUserName,EventType,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,AdditionalExtensions,StartTime,EndTime,Type,"_ResourceId"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.223",,,,6,49261,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic3.mycdn.me",,,null,,,,,,,null,null,,,,,,,,image,null,null,,,,,,,,null,,null,"http://gic3.mycdn.me/image?id\=585158215014&bid\=585158215014&t\=9&plc\=WEB&tkn\=TuZkc_IAFgKyK4r5PRVu9j02-1w","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180763;HTTPParentTransactionID=180763;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.484Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.156.31",,,,6,49253,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"dp.mycdn.me",,,null,,,,,,,null,null,,,,,,,,getImage,null,null,,,,,,,,null,,null,"http://dp.mycdn.me/getImage?photoId\=575292061829&type\=1","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180565;HTTPParentTransactionID=180565;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.484Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.224",,,,6,49233,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic4.mycdn.me",,,null,,,,,,,null,null,,,,,,,,image,null,null,,,,,,,,null,,null,"http://gic4.mycdn.me/image?id\=585492534418&bid\=585492534418&t\=9&plc\=WEB&tkn\=u18ZdDrZ3iZXskJgejCnKkiifpw","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180589;HTTPParentTransactionID=180589;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.484Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.145.91",,,,6,49279,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"vdp.mycdn.me",,,null,,,,,,,null,null,,,,,,,,getImage,null,null,,,,,,,,null,,null,"http://vdp.mycdn.me/getImage?id\=10276637410&idx\=3&thumbType\=37","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180587;HTTPParentTransactionID=180587;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.484Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.156.11",,,,6,49212,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"groupava1.mycdn.me",,,null,,,,,,,null,null,,,,,,,,getImage,null,null,,,,,,,,null,,null,"http://groupava1.mycdn.me/getImage?photoId\=446164621768&photoType\=4","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180591;HTTPParentTransactionID=180591;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.484Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.221",,,,6,49271,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic7.mycdn.me",,,null,,,,,,,null,null,,,,,,,,image,null,null,,,,,,,,null,,null,"http://gic7.mycdn.me/image?id\=580522629862&bid\=580522629862&t\=17&plc\=WEB&tkn\=A8jt163jD2knXDBSSa7Os_lDEZM","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180560;HTTPParentTransactionID=180560;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.484Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.223",,,,6,49281,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic3.mycdn.me",,,null,,,,,,,null,null,,,,,,,,image,null,null,,,,,,,,null,,null,"http://gic3.mycdn.me/image?id\=573487739761&bid\=573487739761&t\=17&plc\=WEB&tkn\=yewicZXSTfrAY5XlsV5FL3Cb3qk","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180563;HTTPParentTransactionID=180563;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.484Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.156.120",,,,6,49223,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic6.mycdn.me",,,null,,,,,,,null,null,,,,,,,,image,null,null,,,,,,,,null,,null,"http://gic6.mycdn.me/image?id\=573763721437&bid\=573763721437&t\=24&plc\=WEB&tkn\=eWlrSNwdTcIYSJZu59xExg-VVjY","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180578;HTTPParentTransactionID=180578;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.484Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.145.91",,,,6,49278,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"vdp.mycdn.me",,,null,,,,,,,null,null,,,,,,,,getImage,null,null,,,,,,,,null,,null,"http://vdp.mycdn.me/getImage?id\=10688006774&idx\=3&thumbType\=32","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180570;HTTPParentTransactionID=180570;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.484Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.210",,,,6,49260,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"dg51.mycdn.me",,,null,,,,,,,null,null,,,,,,,,getImage,null,null,,,,,,,,null,,null,"http://dg51.mycdn.me/getImage?photoId\=572104415728&photoType\=6","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180584;HTTPParentTransactionID=180584;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
