TenantId,SourceSystem,TimeGenerated [UTC],ReceiptTime,DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,OriginalLogSeverity,DeviceAction,SimplifiedDeviceAction,Computer,CommunicationDirection,DeviceFacility,DestinationPort,DestinationIP,DeviceAddress,DeviceName,Message,Protocol,SourcePort,SourceIP,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,DeviceVersion,Activity,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,DeviceDnsDomain,DeviceExternalID,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceMacAddress,ProcessID,ExternalID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourceUserID,SourceUserName,EventType,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,AdditionalExtensions,StartTime [UTC],EndTime [UTC],Type,_ResourceId
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.270 PM",,SonicWall,NSv 270,98,4,,,,,,,443,10.5.192.226,,,,tcp/https,57645,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Opened,49178,72,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Web""",,,,,,,,,,,,,,,,,"cat=262144;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.270 PM",,SonicWall,NSv 270,98,4,,,,,,,443,10.5.192.226,,,,tcp/https,57646,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Opened,49178,73,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Web""",,,,,,,,,,,,,,,,,"cat=262144;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.291 PM",,SonicWall,NSv 270,98,4,,,,,,,443,10.5.192.226,,,,tcp/https,57647,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Opened,49178,74,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Web""",,,,,,,,,,,,,,,,,"cat=262144;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.291 PM",,SonicWall,NSv 270,98,4,,,,,,,443,10.5.192.226,,,,tcp/https,57648,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Opened,49178,75,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Web""",,,,,,,,,,,,,,,,,"cat=262144;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.291 PM",,SonicWall,NSv 270,98,4,,,,,,,443,10.5.192.226,,,,tcp/https,57649,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Opened,49178,76,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Web""",,,,,,,,,,,,,,,,,"cat=262144;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.311 PM",,SonicWall,NSv 270,98,4,,,,,,,443,10.5.192.226,,,,tcp/https,57650,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Opened,49178,77,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Web""",,,,,,,,,,,,,,,,,"cat=262144;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.311 PM",,SonicWall,NSv 270,98,4,,,,,,,443,10.5.192.226,,,,tcp/https,57651,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Opened,49178,78,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Web""",,,,,,,,,,,,,,,,,"cat=262144;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.311 PM",,SonicWall,NSv 270,98,4,,,,,,,443,10.5.192.226,,,,tcp/https,57652,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Opened,49178,79,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Web""",,,,,,,,,,,,,,,,,"cat=262144;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.331 PM",,SonicWall,NSv 270,98,4,,,,,,,443,10.5.192.226,,,,tcp/https,57653,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Opened,49178,80,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Web""",,,,,,,,,,,,,,,,,"cat=262144;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.331 PM",,SonicWall,NSv 270,98,4,,,,,,,443,10.5.192.226,,,,tcp/https,57654,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Opened,49178,81,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Web""",,,,,,,,,,,,,,,,,"cat=262144;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.372 PM",,SonicWall,NSv 270,537,4,,,,,,,443,10.5.192.226,,,"""Connection Closed""",tcp/https,57640,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Closed,49178,372774,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,1826,,,,,,,,,,1685,,,,,,,00:50:56:a0:4d:73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,1916,"""Security Rule""",,,,,,,Untrusted,,"""Web""",,,,,,,,,,,,,,,,,"cat=1024;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.372 PM",,SonicWall,NSv 270,537,4,,,,,,,443,10.5.192.226,,,"""Connection Closed""",tcp/https,57639,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Closed,49178,372775,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,4700,,,,,,,,,,1707,,,,,,,00:50:56:a0:4d:73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,8,,1933,"""Security Rule""",,,,,,,Untrusted,,"""Web""",,,,,,,,,,,,,,,,,"cat=1024;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.372 PM",,SonicWall,NSv 270,537,4,,,,,,,443,10.5.192.226,,,"""Connection Closed""",tcp/https,57638,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Closed,49178,372776,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,2865,,,,,,,,,,1688,,,,,,,00:50:56:a0:4d:73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,8,,1933,"""Security Rule""",,,,,,,Untrusted,,"""Web""",,,,,,,,,,,,,,,,,"cat=1024;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.372 PM",,SonicWall,NSv 270,537,4,,,,,,,443,10.5.192.226,,,"""Connection Closed""",tcp/https,57637,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Closed,49178,372777,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,471,,,,,,,,,,855,,,,,,,00:50:56:a0:4d:73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,6,,1933,"""Security Rule""",,,,,,,Untrusted,,"""Web""",,,,,,,,,,,,,,,,,"cat=1024;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.372 PM",,SonicWall,NSv 270,537,4,,,,,,,443,10.5.192.226,,,"""Connection Closed""",tcp/https,57636,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Closed,49178,372778,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,1866,,,,,,,,,,863,,,,,,,00:50:56:a0:4d:73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,7,,1933,"""Security Rule""",,,,,,,Untrusted,,"""Web""",,,,,,,,,,,,,,,,,"cat=1024;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
84c4c1b1-e590-4e0a-9f02-8290917541ca,OpsManager,"11/20/2020, 4:20:31.372 PM",,SonicWall,NSv 270,537,4,,,,,,,443,10.5.192.226,,,"""Connection Closed""",tcp/https,57635,10.5.192.160,,,,,,,,,,,,7.0.0-997-03a72c37,Connection Closed,49178,372779,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,,,,,,425,,,,,,,,,,839,,,,,,,00:50:56:a0:4d:73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,6,,1933,"""Security Rule""",,,,,,,Untrusted,,"""Web""",,,,,,,,,,,,,,,,,"cat=1024;gcat=6;susr=""admin"";appName='General HTTPS MGMT';fw_action=""NA"";dpi=0;auditId=0",,,CommonSecurityLog,/subscriptions/c70494db-cecf-4e6d-b1ce-5d08040c6982/resourcegroups/connectorworkshoprg/providers/microsoft.compute/virtualmachines/workshopcefcollector
