TimeGenerated [UTC],DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,Computer,DestinationPort,DestinationIP,DeviceAddress,Message,Protocol,SourceIP,DeviceVersion,Activity,ApplicationProtocol,EventCount,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,AdditionalExtensions,StartTime [UTC],EndTime [UTC],Type
"4/9/2021, 4:53:39.239 AM",vArmour,AC,1,1,ac-01,443,vm-Campaign-Mgmt-Frontend10_10_1_1,,,tcp,Sharika Patino,6,POLICY_VIOLATION,https,29,"Mobile-Banking_Application_Attestation_06-02-2020{Mobile-Banking_A_ID167_52} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"{AppFunc=;Sales,AppName=;Users,Criticality=;5,PCI=;Category-3,PII=;No,Realm=;PROD,Region=;NewYork-DC,SentinalOne=;Yes,System=;Internal,UserManager=Donald_Hernandez};AppName=;Mobile-Banking{AppFunc=;Campaign-Mgmt-Frontend,AppID=;47436,AppName=;Mobile-Banking,AppOwner=;Henna_Daly,Criticality=;4,PCI=;No,QualysAgent=;Yes,RTO=;2,Realm=;MGMT,Region=;Azure-Central-US,System=;Internal,TaniumAgent=Yes};src_ip=10.100.9.1;dst_ip=10.10.1.1",,,CommonSecurityLog
"4/9/2021, 4:53:39.278 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_6.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,42,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.6",,,CommonSecurityLog
"4/9/2021, 4:53:39.278 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_1.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,50,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.1",,,CommonSecurityLog
"4/9/2021, 4:53:39.278 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_4.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,72,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.4",,,CommonSecurityLog
"4/9/2021, 4:53:39.278 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_4.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,72,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.4",,,CommonSecurityLog
"4/9/2021, 4:53:39.279 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_3.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,50,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.3",,,CommonSecurityLog
"4/9/2021, 4:53:39.279 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_1.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,50,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.1",,,CommonSecurityLog
"4/9/2021, 4:53:39.279 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_1.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,50,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.1",,,CommonSecurityLog
"4/9/2021, 4:53:39.279 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_6.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,42,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.6",,,CommonSecurityLog
"4/9/2021, 4:53:39.279 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_6.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.6",,,CommonSecurityLog
"4/9/2021, 4:53:39.279 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_3.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,50,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.3",,,CommonSecurityLog
"4/9/2021, 4:53:39.279 AM",vArmour,AC,1,1,ac-01,1433,vm-DB-eCom-Orders10_200_3_2,,,tcp,Inventory-Management10_21_22_2_vm,6,POLICY_VIOLATION,mssql,12,"PCI-Policy{PCI-Policy_ID150_21} Customer-DB-PCI-Attestation-06-02-2020{Customer-DB-Base_ID146_20,permit},Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-3{AppFunc=;Inventory-Management,AppID=;23422,AppName=;Backoffice,AppOwner=;Rueben_Mckenzie,Criticality=;3,PCI=;Category-3,PII=;No,QualysAgent=;Yes,RTO=;1,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-1a{AppFunc=;DB-eCom-Orders,AppID=;844,AppName=;Customer-DB,AppOwner=;Albie_Garrison,Criticality=;1,PCI=;Category-1a,PII=;Yes,QualysAgent=;PROD,Region=;Oregon-DC,System=;src_ip=10.21.22.2;dst_ip=10.200.3.2",,,CommonSecurityLog
"4/9/2021, 4:53:39.279 AM",vArmour,AC,1,1,ac-01,88,vm-ActiveDirectory10_10_15_7,,,udp,Data_Lake10_100_17_10.prod.acme.com,6,POLICY_VIOLATION,krb,32,"ActvityFromDecommissionedDevice{Decom_Out} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"status=;decommissioned{AppFunc=;Data-Lake,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;2,PCI=;Category-2c,PII=;No,QualysAgent=;Yes,RTO=;4,Realm=;PROD,Region=;NewYork-DC,System=;Internal,TaniumAgent=Yes};Yes,status=decommissioned};Any{AppFunc=;ActiveDirectory,AppID=;65,AppName=;Authentication_Credentials,AppOwner=;Teigan_Matthams,Criticality=;2,Infrastructure=;Yes,PCI=;Category-2a,PII=;Yes,QualysAgent=;1,Realm=;Azure-Central-US,System=;src_ip=10.100.17.10;dst_ip=10.10.15.7",,,CommonSecurityLog
"4/9/2021, 4:53:39.279 AM",vArmour,AC,1,1,ac-01,88,vm-ActiveDirectory10_10_15_6,,,udp,Data_Lake10_100_17_10.prod.acme.com,6,POLICY_VIOLATION,krb,41,"ActvityFromDecommissionedDevice{Decom_Out} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"status=;decommissioned{AppFunc=;Data-Lake,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;2,PCI=;Category-2c,PII=;No,QualysAgent=;Yes,RTO=;4,Realm=;PROD,Region=;NewYork-DC,System=;Internal,TaniumAgent=Yes};Yes,status=decommissioned};Any{AppFunc=;ActiveDirectory,AppID=;65,AppName=;Authentication_Credentials,AppOwner=;Teigan_Matthams,Criticality=;2,Infrastructure=;Yes,PCI=;Category-2a,PII=;Yes,QualysAgent=;1,Realm=;Azure-Central-US,System=;src_ip=10.100.17.10;dst_ip=10.10.15.6",,,CommonSecurityLog
"4/9/2021, 4:53:39.279 AM",vArmour,AC,1,1,ac-01,443,Risk_Modeling10_100_13_3.prod.acme.com,,,tcp,Fraud-Monitoring10_21_14_2_vm,6,POLICY_VIOLATION,https,50,"PCI-Policy{PCI-Policy_ID150_25} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-1a{AppFunc=;Fraud-Monitoring,AppID=;926,AppName=;eCommerce,AppOwner=;Antonina_Moran,CVE=;Low,Criticality=;2,PCI=;Category-1a,PII=;Yes,QualysAgent=;Yes,RTO=;3,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-2b{AppFunc=;Risk-Modeling,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;3,PCI=;Category-2b,PII=;No,QualysAgent=;4,Realm=;PROD,Region=;NewYork-DC,System=;src_ip=10.21.14.2;dst_ip=10.100.13.3",,,CommonSecurityLog
"4/9/2021, 4:53:39.280 AM",vArmour,AC,1,1,ac-01,1433,vm-DB-eCom-Orders10_200_3_2,,,tcp,Inventory-Management10_21_22_2_vm,6,POLICY_VIOLATION,mssql,12,"PCI-Policy{PCI-Policy_ID150_21} Customer-DB-PCI-Attestation-06-02-2020{Customer-DB-Base_ID146_20,permit},Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"PCI=;Category-3{AppFunc=;Inventory-Management,AppID=;23422,AppName=;Backoffice,AppOwner=;Rueben_Mckenzie,Criticality=;3,PCI=;Category-3,PII=;No,QualysAgent=;Yes,RTO=;1,Realm=;DEV,Region=;AWS-US-West,System=;Internal,TaniumAgent=Yes};Category-1a{AppFunc=;DB-eCom-Orders,AppID=;844,AppName=;Customer-DB,AppOwner=;Albie_Garrison,Criticality=;1,PCI=;Category-1a,PII=;Yes,QualysAgent=;PROD,Region=;Oregon-DC,System=;src_ip=10.21.22.2;dst_ip=10.200.3.2",,,CommonSecurityLog
"4/9/2021, 4:53:39.280 AM",vArmour,AC,1,1,ac-01,88,vm-ActiveDirectory10_10_15_7,,,udp,Data_Lake10_100_17_10.prod.acme.com,6,POLICY_VIOLATION,krb,32,"ActvityFromDecommissionedDevice{Decom_Out} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"status=;decommissioned{AppFunc=;Data-Lake,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;2,PCI=;Category-2c,PII=;No,QualysAgent=;Yes,RTO=;4,Realm=;PROD,Region=;NewYork-DC,System=;Internal,TaniumAgent=Yes};Yes,status=decommissioned};Any{AppFunc=;ActiveDirectory,AppID=;65,AppName=;Authentication_Credentials,AppOwner=;Teigan_Matthams,Criticality=;2,Infrastructure=;Yes,PCI=;Category-2a,PII=;Yes,QualysAgent=;1,Realm=;Azure-Central-US,System=;src_ip=10.100.17.10;dst_ip=10.10.15.7",,,CommonSecurityLog
"4/9/2021, 4:53:39.280 AM",vArmour,AC,1,1,ac-01,88,vm-ActiveDirectory10_10_15_6,,,udp,Data_Lake10_100_17_10.prod.acme.com,6,POLICY_VIOLATION,krb,41,"ActvityFromDecommissionedDevice{Decom_Out} Default{IntcCatchAll,permit}",policyName,,srcLabels,,dstLabels,"status=;decommissioned{AppFunc=;Data-Lake,AppID=;2014,AppName=;Risk-Calcs,AppOwner=;Tj_Sumner,Criticality=;2,PCI=;Category-2c,PII=;No,QualysAgent=;Yes,RTO=;4,Realm=;PROD,Region=;NewYork-DC,System=;Internal,TaniumAgent=Yes};Yes,status=decommissioned};Any{AppFunc=;ActiveDirectory,AppID=;65,AppName=;Authentication_Credentials,AppOwner=;Teigan_Matthams,Criticality=;2,Infrastructure=;Yes,PCI=;Category-2a,PII=;Yes,QualysAgent=;1,Realm=;Azure-Central-US,System=;src_ip=10.100.17.10;dst_ip=10.10.15.6",,,CommonSecurityLog
