TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna]",Computer,RawData,"watchlist_id_s","watchlist_name_s","entity_id_s","entity_name_s",Severity,"axis_s","date_t [Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna]","name_s","id_s",Type,"_ResourceId"
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 18:44:01.186",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 18:44:00.576",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 19:43:40.641",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 19:43:40.837",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 19:43:41.137",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 21:43:39.999",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 21:43:40.151",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 21:43:40.726",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 21:43:40.827",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 02:43:40.744",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 02:43:41.298",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 02:43:41.842",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 04:44:11.903",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 04:44:12.557",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 04:44:13.006",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 05:43:41.159",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 05:43:41.236",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 10:43:49.086",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 10:43:49.513",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 06:43:41.993",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 11:43:38.105",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 11:43:38.325",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 06:43:41.668",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 19:43:40.166",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 20:43:55.013",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 11:43:39.148",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 11:43:38.624",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 06:43:42.246",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 06:43:42.580",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 10:43:49.805",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 10:43:48.652",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 20:43:54.546",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 20:43:54.877",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 20:43:55.358",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 23:43:39.981",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 23:43:40.272",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 23:43:40.410",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 07:45:05.720",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 23:43:40.855",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 12:43:38.436",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 14:43:38.743",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 14:43:39.695",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 14:43:40.012",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 14:43:39.495",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 12:43:39.275",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 12:43:38.615",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 12:43:38.971",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 05:43:41.744",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-08 05:43:42.118",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 16:43:39.611",,,"report:hAcDjU","Third-Parties Watch List",GCIGh,GitHub,3,intent,"2023-07-28 07:38:09.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 16:43:39.931",,,,,QCwdoU,"Lazarus Group",4,capability,"2023-05-01 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 16:43:40.333",,,"report:hAcDjT","Tech Stack Watch List",JQ0FoX,"Microsoft Windows 10",1,capability,"2023-03-09 01:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f",RestAPI,,,"2023-12-07 16:43:40.677",,,"report:hAcDjT","Tech Stack Watch List","B_HOS","Microsoft Windows",1,capability,"2023-08-29 02:00:00.000","Lazarus Group",QCwdoU,"RecordedFutureThreatMapLogEntries_CL",
