"TimeGenerated","SourceSystem","OperationName","AwsEventId","EventName","EventSource","EventTypeName","AWSRegion","RecipientAccountId","UserIdentityType","UserIdentityArn","UserIdentityAccountId","UserIdentityPrincipalid","UserIdentityUserName","UserIdentityAccessKeyId","SourceIpAddress","UserAgent","RequestParameters","ResponseElements","ErrorCode","ErrorMessage","ReadOnly","ManagementEvent","Category","AdditionalEventData","Resources","SessionCreationDate","SessionIssuerAccountId","SessionIssuerArn","SessionIssuerType","SessionIssuerUserName","SessionMfaAuthenticated","Type"
"10/02/2026 11:12:05","AWS","CloudTrail","a1b2c3d4-0011-4000-8000-000000000011","DescribeSecurityGroups","ec2.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/bob.jones","123456789012","AIDAJEXAMPLE4BOBJ","bob.jones","AKIAI66BOBEXAMPLE1","203.0.113.50","aws-cli/2.15.0 Python/3.11.6","{}","","","","True","True","Management","","","10/02/2026 10:45:00","","","","","True","AWSCloudTrail"
"10/02/2026 11:13:00","AWS","CloudTrail","a1b2c3d4-0012-4000-8000-000000000012","GetBucketAcl","s3.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/bob.jones","123456789012","AIDAJEXAMPLE4BOBJ","bob.jones","AKIAI66BOBEXAMPLE1","203.0.113.50","aws-cli/2.15.0 Python/3.11.6","{""bucketName"":""corp-data-prod""}","","","","True","True","Management","","","10/02/2026 10:45:00","","","","","True","AWSCloudTrail"
"10/02/2026 11:14:10","AWS","CloudTrail","a1b2c3d4-0013-4000-8000-000000000013","GetObject","s3.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","{""bucketName"":""corp-data-prod"",""key"":""finance/2026-budget-final.xlsx""}","","","","True","True","Data","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:14:35","AWS","CloudTrail","a1b2c3d4-0014-4000-8000-000000000014","GetObject","s3.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","{""bucketName"":""corp-data-prod"",""key"":""hr/employee-records-full.csv""}","","","","True","True","Data","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:15:02","AWS","CloudTrail","a1b2c3d4-0015-4000-8000-000000000015","GetObject","s3.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","{""bucketName"":""corp-data-prod"",""key"":""secrets/api-keys-production.json""}","","","","True","True","Data","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:16:20","AWS","CloudTrail","a1b2c3d4-0016-4000-8000-000000000016","StopLogging","cloudtrail.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","{""name"":""management-events-trail""}","","","","False","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:17:00","AWS","CloudTrail","a1b2c3d4-0017-4000-8000-000000000017","DescribeTrails","cloudtrail.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/jane.smith","123456789012","AIDAJEXAMPLE2JANES","jane.smith","AKIAI44QH8DHBEXAMPLE","198.51.100.22","aws-cli/2.15.0 Python/3.11.6","{}","","","","True","True","Management","","","10/02/2026 09:30:00","","","","","True","AWSCloudTrail"
"10/02/2026 11:18:15","AWS","CloudTrail","a1b2c3d4-0018-4000-8000-000000000018","ListUsers","iam.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/jane.smith","123456789012","AIDAJEXAMPLE2JANES","jane.smith","AKIAI44QH8DHBEXAMPLE","198.51.100.22","aws-cli/2.15.0 Python/3.11.6","{}","","","","True","True","Management","","","10/02/2026 09:30:00","","","","","True","AWSCloudTrail"
"10/02/2026 11:19:30","AWS","CloudTrail","a1b2c3d4-0019-4000-8000-000000000019","GetObject","s3.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/deploy-svc","123456789012","AIDAJEXAMPLE3DEPLOY","deploy-svc","AKIAI55DEPLOYEXAMPLE","10.0.5.100","aws-sdk-java/2.20.0","{""bucketName"":""deploy-artifacts-prod"",""key"":""config/app-settings.json""}","","","","True","True","Data","","","10/02/2026 08:00:00","","","","","False","AWSCloudTrail"
"10/02/2026 11:20:45","AWS","CloudTrail","a1b2c3d4-0020-4000-8000-000000000020","AssumeRole","sts.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/deploy-svc","123456789012","AIDAJEXAMPLE3DEPLOY","deploy-svc","AKIAI55DEPLOYEXAMPLE","10.0.5.100","aws-sdk-java/2.20.0","{""roleArn"":""arn:aws:iam::123456789012:role/DeployRole"",""roleSessionName"":""deploy-session-001""}","{""credentials"":{""accessKeyId"":""ASIAJEXAMPLETEMP01"",""expiration"":""10/02/2026 12:20:45""}}","","","False","True","Management","","","10/02/2026 08:00:00","","","","","False","AWSCloudTrail"
"10/02/2026 11:21:30","AWS","CloudTrail","a1b2c3d4-0021-4000-8000-000000000021","DeleteTrail","cloudtrail.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","{""name"":""management-events-trail""}","","","","False","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:22:00","AWS","CloudTrail","a1b2c3d4-0022-4000-8000-000000000022","DescribeInstanceStatus","ec2.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/bob.jones","123456789012","AIDAJEXAMPLE4BOBJ","bob.jones","AKIAI66BOBEXAMPLE1","203.0.113.50","aws-cli/2.15.0 Python/3.11.6","{}","","","","True","True","Management","","","10/02/2026 10:45:00","","","","","True","AWSCloudTrail"
"10/02/2026 11:23:10","AWS","CloudTrail","a1b2c3d4-0023-4000-8000-000000000023","PutObject","s3.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/deploy-svc","123456789012","AIDAJEXAMPLE3DEPLOY","deploy-svc","AKIAI55DEPLOYEXAMPLE","10.0.5.100","aws-sdk-java/2.20.0","{""bucketName"":""deploy-artifacts-prod"",""key"":""releases/v2.4.1/checksum.md5""}","","","","False","True","Data","","","10/02/2026 08:00:00","","","","","False","AWSCloudTrail"
"10/02/2026 11:24:00","AWS","CloudTrail","a1b2c3d4-0024-4000-8000-000000000024","GetCallerIdentity","sts.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","{}","{""arn"":""arn:aws:iam::123456789012:user/mirage"",""userId"":""AIDAJEXAMPLE1ROGUE"",""account"":""123456789012""}","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:25:15","AWS","CloudTrail","a1b2c3d4-0025-4000-8000-000000000025","ConsoleLogin","signin.amazonaws.com","AwsConsoleSignIn","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/jane.smith","123456789012","AIDAJEXAMPLE2JANES","jane.smith","AKIAI44QH8DHBEXAMPLE","198.51.100.22","Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/537.36","{}","{""ConsoleLogin"":""Success""}","","","False","True","Management","{""MobileVersion"":""No"",""MFAUsed"":""Yes"",""LoginTo"":""https://console.aws.amazon.com""}","","10/02/2026 11:25:15","","","","","True","AWSCloudTrail"
"10/02/2026 11:26:30","AWS","CloudTrail","a1b2c3d4-0026-4000-8000-000000000026","ModifyInstanceAttribute","ec2.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","{""instanceId"":""i-0a1b2c3d4e5f00001"",""userData"":{""value"":""IyEvYmluL2Jhc2gKY3VybCBodHRwczovLzE4NS4yMjAuMTAxLjU1L3NoZWxsLnNoIHwgYmFzaA==""}}","","","","False","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:27:45","AWS","CloudTrail","a1b2c3d4-0027-4000-8000-000000000027","CreateLoginProfile","iam.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","{""userName"":""backdoor-svc"",""passwordResetRequired"":false}","{""loginProfile"":{""userName"":""backdoor-svc""}}","","","False","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:28:30","AWS","CloudTrail","a1b2c3d4-0028-4000-8000-000000000028","GetBucketLogging","s3.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/bob.jones","123456789012","AIDAJEXAMPLE4BOBJ","bob.jones","AKIAI66BOBEXAMPLE1","203.0.113.50","aws-cli/2.15.0 Python/3.11.6","{""bucketName"":""corp-data-prod""}","","","","True","True","Management","","","10/02/2026 10:45:00","","","","","True","AWSCloudTrail"
"10/02/2026 11:29:50","AWS","CloudTrail","a1b2c3d4-0029-4000-8000-000000000029","DisassociateIamInstanceProfile","ec2.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","{""associationId"":""iip-assoc-0a1b2c3d4e5f67890""}","","","","False","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:30:15","AWS","CloudTrail","a1b2c3d4-0030-4000-8000-000000000030","ConsoleLogin","signin.amazonaws.com","AwsConsoleSignIn","eu-west-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/backdoor-svc","123456789012","AIDAJEXAMPLEBACKDOOR","backdoor-svc","AKIAI99ATTACKKEY","198.51.100.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36","{}","{""ConsoleLogin"":""Success""}","","","False","True","Management","{""MobileVersion"":""No"",""MFAUsed"":""No"",""LoginTo"":""https://eu-west-1.console.aws.amazon.com""}","","10/02/2026 11:30:15","","","","","False","AWSCloudTrail"
"10/02/2026 11:31:00","AWS","CloudTrail","a1b2c3d4-0031-4000-8000-000000000031","DescribeAlarms","monitoring.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/jane.smith","123456789012","AIDAJEXAMPLE2JANES","jane.smith","AKIAI44QH8DHBEXAMPLE","198.51.100.22","aws-cli/2.15.0 Python/3.11.6","{}","","","","True","True","Management","","","10/02/2026 09:30:00","","","","","True","AWSCloudTrail"
"10/02/2026 11:32:20","AWS","CloudTrail","a1b2c3d4-0032-4000-8000-000000000032","TerminateInstances","ec2.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/deploy-svc","123456789012","AIDAJEXAMPLE3DEPLOY","deploy-svc","AKIAI55DEPLOYEXAMPLE","10.0.5.100","aws-sdk-java/2.20.0","{""instancesSet"":{""items"":[{""instanceId"":""i-0oldinstance0001""}]}}","","","","False","True","Management","","","10/02/2026 08:00:00","","","","","False","AWSCloudTrail"
"10/02/2026 11:33:45","AWS","CloudTrail","a1b2c3d4-0033-4000-8000-000000000033","ConsoleLogin","signin.amazonaws.com","AwsConsoleSignIn","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/bob.jones","123456789012","AIDAJEXAMPLE4BOBJ","bob.jones","AKIAI66BOBEXAMPLE1","203.0.113.50","Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/537.36","{}","{""ConsoleLogin"":""Success""}","","","False","True","Management","{""MobileVersion"":""No"",""MFAUsed"":""Yes"",""LoginTo"":""https://console.aws.amazon.com""}","","10/02/2026 11:33:45","","","","","True","AWSCloudTrail"
"10/02/2026 11:34:10","AWS","CloudTrail","a1b2c3d4-0034-4000-8000-000000000034","ConsoleLogin","signin.amazonaws.com","AwsConsoleSignIn","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/eve.hacker","123456789012","AIDAJEXAMPLE5EVE","eve.hacker","AKIAI77EVEEXAMPLE1","91.219.236.100","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36","{}","{""ConsoleLogin"":""Failure""}","","Failed authentication","False","True","Management","{""MobileVersion"":""No"",""MFAUsed"":""No"",""LoginTo"":""https://console.aws.amazon.com""}","","","","","","","False","AWSCloudTrail"
"10/02/2026 11:34:30","AWS","CloudTrail","a1b2c3d4-0035-4000-8000-000000000035","ConsoleLogin","signin.amazonaws.com","AwsConsoleSignIn","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/eve.hacker","123456789012","AIDAJEXAMPLE5EVE","eve.hacker","AKIAI77EVEEXAMPLE1","91.219.236.100","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36","{}","{""ConsoleLogin"":""Failure""}","","Failed authentication","False","True","Management","{""MobileVersion"":""No"",""MFAUsed"":""No"",""LoginTo"":""https://console.aws.amazon.com""}","","","","","","","False","AWSCloudTrail"
"10/02/2026 11:01:02","AWS","CloudTrail","a1b2c3d4-recon-0001-8000-000000000001","ListUsers","iam.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","aws-cli/2.15.0 Python/3.11.6 Linux/5.15.0-100-generic exe/x86_64.ubuntu.22 off command/iam.list-users","{}","","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:01:05","AWS","CloudTrail","a1b2c3d4-recon-0002-8000-000000000001","ListGroups","iam.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","aws-cli/2.15.0 Python/3.11.6 Linux/5.15.0-100-generic exe/x86_64.ubuntu.22 off command/iam.list-groups","{}","","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:01:08","AWS","CloudTrail","a1b2c3d4-recon-0003-8000-000000000001","ListRoles","iam.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","aws-cli/2.15.0 Python/3.11.6 Linux/5.15.0-100-generic exe/x86_64.ubuntu.22 off command/iam.list-roles","{}","","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:01:12","AWS","CloudTrail","a1b2c3d4-recon-0004-8000-000000000001","GetUser","iam.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","aws-cli/2.15.0 Python/3.11.6 Linux/5.15.0-100-generic exe/x86_64.ubuntu.22 off command/iam.get-user","{}","","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:01:15","AWS","CloudTrail","a1b2c3d4-recon-0005-8000-000000000001","ListAccessKeys","iam.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","aws-cli/2.15.0 Python/3.11.6 Linux/5.15.0-100-generic exe/x86_64.ubuntu.22 off command/iam.list-access-keys","{}","","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:01:20","AWS","CloudTrail","a1b2c3d4-recon-0006-8000-000000000001","DescribeVpcs","ec2.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","aws-cli/2.15.0 Python/3.11.6 Linux/5.15.0-100-generic exe/x86_64.ubuntu.22 off command/ec2.describe-vpcs","{}","","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:01:24","AWS","CloudTrail","a1b2c3d4-recon-0007-8000-000000000001","DescribeSubnets","ec2.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","aws-cli/2.15.0 Python/3.11.6 Linux/5.15.0-100-generic exe/x86_64.ubuntu.22 off command/ec2.describe-subnets","{}","","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:01:28","AWS","CloudTrail","a1b2c3d4-recon-0008-8000-000000000001","DescribeSecurityGroups","ec2.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","aws-cli/2.15.0 Python/3.11.6 Linux/5.15.0-100-generic exe/x86_64.ubuntu.22 off command/ec2.describe-security-groups","{}","","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:01:33","AWS","CloudTrail","a1b2c3d4-recon-0009-8000-000000000001","DescribeNetworkInterfaces","ec2.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","aws-cli/2.15.0 Python/3.11.6 Linux/5.15.0-100-generic exe/x86_64.ubuntu.22 off command/ec2.describe-network-interfaces","{}","","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:01:38","AWS","CloudTrail","a1b2c3d4-recon-0010-8000-000000000001","ListKeys","kms.amazonaws.com","AwsApiCall","us-east-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/mirage","123456789012","AIDAJEXAMPLE1ROGUE","mirage","AKIAIOSFODNN7EXAMPLE","198.51.100.42","aws-cli/2.15.0 Python/3.11.6 Linux/5.15.0-100-generic exe/x86_64.ubuntu.22 off command/kms.list-keys","{}","","","","True","True","Management","","","10/02/2026 11:00:12","","","","","False","AWSCloudTrail"
"10/02/2026 11:35:00","AWS","CloudTrail","a1b2c3d4-lat1-4000-8000-000000000001","ConsoleLogin","signin.amazonaws.com","AwsConsoleSignIn","eu-west-1","123456789012","IAMUser","arn:aws:iam::123456789012:user/backdoor-svc","123456789012","AIDAJEXAMPLEBACKDOOR","backdoor-svc","AKIAI99ATTACKKEY","203.0.113.77","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36","{}","{""ConsoleLogin"":""Success""}","","","False","True","Management","{""MobileVersion"":""No"",""MFAUsed"":""No"",""LoginTo"":""https://eu-west-1.console.aws.amazon.com""}","","10/02/2026 11:35:00","","","","","False","AWSCloudTrail"
