"TimeGenerated","SourceSystem","AgentId","AggregateId","AssignedToName","AssignedToUid","AssignedToUuid","Cid","CompositeId","Confidence","CrawledTimestamp","CreatedTimestamp","DataDomains","Description","DisplayName","EmailSent","External","Id","Name","Objective","PatternId","Platform","Product","Scenario","SecondsToResolved","SecondsToTriaged","Severity","SeverityName","ShowInUi","SourceProducts","SourceVendors","Status","Tactic","TacticId","Tags","Technique","TechniqueId","Timestamp","AlertType","UpdatedTimestamp"
"06/02/2026 17:55:12","CrowdStrike","cs-aid-devws01-0003","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","87","06/02/2026 17:55:12","06/02/2026 17:55:12","endpoint","Suspicious PowerShell command execution detected","Malicious PowerShell Execution on dev-ws01","False","False","alert-????????????????","Malicious PowerShell Execution","Gain Access","98872","Windows","epp","suspicious_activity","0","6075","4","Critical","True","Falcon","CrowdStrike","false_positive","Execution","TA0002","","Command and Scripting Interpreter","T1059","06/02/2026 17:55:12","ldt","06/02/2026 17:55:12"
"06/02/2026 17:56:24","CrowdStrike","cs-aid-srvdc01-0006","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","72","06/02/2026 17:56:24","06/02/2026 17:56:24","endpoint","Suspected ransomware behavior detected","Ransomware Behavior on srv-dc01","True","False","alert-????????????????","Ransomware Behavior","Denial of Service","36159","Windows","epp","known_malware","0","5650","4","Critical","True","Falcon","CrowdStrike","false_positive","Impact","TA0040","","Data Encrypted for Impact","T1486","06/02/2026 17:56:24","ldt","06/02/2026 17:56:24"
"06/02/2026 17:57:36","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","93","06/02/2026 17:57:36","06/02/2026 17:57:36","endpoint","Suspicious PowerShell command execution detected","Malicious PowerShell Execution on win11a","False","False","alert-????????????????","Malicious PowerShell Execution","Gain Access","86061","Windows","epp","suspicious_activity","0","4700","4","Critical","True","Falcon","CrowdStrike","true_positive","Execution","TA0002","","Command and Scripting Interpreter","T1059","06/02/2026 17:57:36","ldt","06/02/2026 17:57:36"
"06/02/2026 17:58:48","CrowdStrike","cs-aid-itws01-0005","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","62","06/02/2026 17:58:48","06/02/2026 17:58:48","endpoint","Sensitive file access and staging detected","Sensitive File Staging on it-ws01","False","False","alert-????????????????","Sensitive File Staging","Data Collection","40636","Windows","epp","suspicious_activity","0","1900","2","Medium","True","Falcon","CrowdStrike","in_progress","Collection","TA0009","","Data from Local System","T1005","06/02/2026 17:58:48","ldt","06/02/2026 17:58:48"
"06/02/2026 18:00:00","CrowdStrike","cs-aid-win11c-0004","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","72","06/02/2026 18:00:00","06/02/2026 18:00:00","endpoint","Suspicious PowerShell command execution detected","Malicious PowerShell Execution on win11c","False","False","alert-????????????????","Malicious PowerShell Execution","Gain Access","66017","Windows","epp","suspicious_activity","0","3164","4","Critical","True","Falcon","CrowdStrike","in_progress","Execution","TA0002","","Command and Scripting Interpreter","T1059","06/02/2026 18:00:00","ldt","06/02/2026 18:00:00"
"06/02/2026 18:01:12","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","68","06/02/2026 18:01:12","06/02/2026 18:01:12","endpoint","Sensitive file access and staging detected","Sensitive File Staging on win11a","True","False","alert-????????????????","Sensitive File Staging","Data Collection","45227","Windows","epp","suspicious_activity","0","873","2","Medium","True","Falcon","CrowdStrike","new","Collection","TA0009","","Data from Local System","T1005","06/02/2026 18:01:12","ldt","06/02/2026 18:01:12"
"06/02/2026 18:02:24","CrowdStrike","cs-aid-win11b-0002","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","70","06/02/2026 18:02:24","06/02/2026 18:02:24","endpoint","Sensitive file access and staging detected","Sensitive File Staging on win11b","False","False","alert-????????????????","Sensitive File Staging","Data Collection","15776","Windows","epp","suspicious_activity","0","1290","2","Medium","True","Falcon","CrowdStrike","new","Collection","TA0009","","Data from Local System","T1005","06/02/2026 18:02:24","ldt","06/02/2026 18:02:24"
"06/02/2026 18:03:36","CrowdStrike","cs-aid-itws01-0005","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","100","06/02/2026 18:03:36","06/02/2026 18:03:36","endpoint","Credential dumping via LSASS memory access detected","Credential Dumping via LSASS on it-ws01","False","False","alert-????????????????","Credential Dumping via LSASS","Steal Credentials","33025","Windows","epp","suspicious_activity","0","1433","4","Critical","True","Falcon","CrowdStrike","new","Credential Access","TA0006","","OS Credential Dumping","T1003","06/02/2026 18:03:36","ldt","06/02/2026 18:03:36"
"06/02/2026 18:04:48","CrowdStrike","cs-aid-itws01-0005","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","64","06/02/2026 18:04:48","06/02/2026 18:04:48","endpoint","Credential dumping via LSASS memory access detected","Credential Dumping via LSASS on it-ws01","True","False","alert-????????????????","Credential Dumping via LSASS","Steal Credentials","31756","Windows","epp","suspicious_activity","0","6266","4","Critical","True","Falcon","CrowdStrike","true_positive","Credential Access","TA0006","","OS Credential Dumping","T1003","06/02/2026 18:04:48","ldt","06/02/2026 18:04:48"
"06/02/2026 18:06:00","CrowdStrike","cs-aid-itws01-0005","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","76","06/02/2026 18:06:00","06/02/2026 18:06:00","endpoint","Suspicious PowerShell command execution detected","Malicious PowerShell Execution on it-ws01","True","False","alert-????????????????","Malicious PowerShell Execution","Gain Access","56542","Windows","epp","suspicious_activity","0","5809","4","Critical","True","Falcon","CrowdStrike","new","Execution","TA0002","","Command and Scripting Interpreter","T1059","06/02/2026 18:06:00","ldt","06/02/2026 18:06:00"
"06/02/2026 18:07:12","CrowdStrike","cs-aid-win11d-0007","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","85","06/02/2026 18:07:12","06/02/2026 18:07:12","endpoint","Lateral movement via SMB admin share detected","Lateral Movement via SMB on win11d","False","False","alert-????????????????","Lateral Movement via SMB","Lateral Movement","86695","Windows","epp","suspicious_activity","0","3612","3","High","True","Falcon","CrowdStrike","false_positive","Lateral Movement","TA0008","","Remote Services","T1021","06/02/2026 18:07:12","ldt","06/02/2026 18:07:12"
"06/02/2026 18:08:24","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","94","06/02/2026 18:08:24","06/02/2026 18:08:24","endpoint","Credential dumping via LSASS memory access detected","Credential Dumping via LSASS on win11a","True","False","alert-????????????????","Credential Dumping via LSASS","Steal Credentials","62467","Windows","epp","suspicious_activity","0","3245","4","Critical","True","Falcon","CrowdStrike","true_positive","Credential Access","TA0006","","OS Credential Dumping","T1003","06/02/2026 18:08:24","ldt","06/02/2026 18:08:24"
"06/02/2026 18:09:36","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","74","06/02/2026 18:09:36","06/02/2026 18:09:36","endpoint","Credential dumping via LSASS memory access detected","Credential Dumping via LSASS on win11a","False","False","alert-????????????????","Credential Dumping via LSASS","Steal Credentials","23199","Windows","epp","suspicious_activity","0","5424","4","Critical","True","Falcon","CrowdStrike","false_positive","Credential Access","TA0006","","OS Credential Dumping","T1003","06/02/2026 18:09:36","ldt","06/02/2026 18:09:36"
"06/02/2026 18:10:48","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","83","06/02/2026 18:10:48","06/02/2026 18:10:48","endpoint","Credential dumping via LSASS memory access detected","Credential Dumping via LSASS on win11a","False","False","alert-????????????????","Credential Dumping via LSASS","Steal Credentials","73473","Windows","epp","suspicious_activity","0","525","4","Critical","True","Falcon","CrowdStrike","in_progress","Credential Access","TA0006","","OS Credential Dumping","T1003","06/02/2026 18:10:48","ldt","06/02/2026 18:10:48"
"06/02/2026 18:12:00","CrowdStrike","cs-aid-win11d-0007","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","92","06/02/2026 18:12:00","06/02/2026 18:12:00","endpoint","Suspicious PowerShell command execution detected","Malicious PowerShell Execution on win11d","False","False","alert-????????????????","Malicious PowerShell Execution","Gain Access","10235","Windows","epp","suspicious_activity","0","5588","4","Critical","True","Falcon","CrowdStrike","false_positive","Execution","TA0002","","Command and Scripting Interpreter","T1059","06/02/2026 18:12:00","ldt","06/02/2026 18:12:00"
"06/02/2026 18:13:12","CrowdStrike","cs-aid-win11d-0007","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","61","06/02/2026 18:13:12","06/02/2026 18:13:12","endpoint","Attempt to disable security tooling detected","Security Tool Tamper Attempt on win11d","True","False","alert-????????????????","Security Tool Tamper Attempt","Evade Detection","72016","Windows","epp","suspicious_activity","0","2132","3","High","True","Falcon","CrowdStrike","false_positive","Defense Evasion","TA0005","","Impair Defenses","T1562","06/02/2026 18:13:12","ldt","06/02/2026 18:13:12"
"06/02/2026 18:14:24","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","84","06/02/2026 18:14:24","06/02/2026 18:14:24","endpoint","Sensitive file access and staging detected","Sensitive File Staging on win11a","True","False","alert-????????????????","Sensitive File Staging","Data Collection","57727","Windows","epp","suspicious_activity","0","107","2","Medium","True","Falcon","CrowdStrike","true_positive","Collection","TA0009","","Data from Local System","T1005","06/02/2026 18:14:24","ldt","06/02/2026 18:14:24"
"06/02/2026 18:15:36","CrowdStrike","cs-aid-srvfile-0008","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","99","06/02/2026 18:15:36","06/02/2026 18:15:36","endpoint","Lateral movement via SMB admin share detected","Lateral Movement via SMB on srv-file01","False","False","alert-????????????????","Lateral Movement via SMB","Lateral Movement","69895","Windows","epp","suspicious_activity","0","666","3","High","True","Falcon","CrowdStrike","false_positive","Lateral Movement","TA0008","","Remote Services","T1021","06/02/2026 18:15:36","ldt","06/02/2026 18:15:36"
"06/02/2026 18:16:48","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","64","06/02/2026 18:16:48","06/02/2026 18:16:48","endpoint","Outbound connection to known C2 infrastructure","C2 Beacon Detected on win11a","False","False","alert-????????????????","C2 Beacon Detected","Maintain Presence","63264","Windows","epp","suspicious_activity","0","3789","4","Critical","True","Falcon","CrowdStrike","true_positive","Command and Control","TA0011","","Application Layer Protocol","T1071","06/02/2026 18:16:48","ldt","06/02/2026 18:16:48"
"06/02/2026 18:18:00","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","95","06/02/2026 18:18:00","06/02/2026 18:18:00","endpoint","Attempt to disable security tooling detected","Security Tool Tamper Attempt on win11a","False","False","alert-????????????????","Security Tool Tamper Attempt","Evade Detection","44205","Windows","epp","suspicious_activity","0","7054","3","High","True","Falcon","CrowdStrike","false_positive","Defense Evasion","TA0005","","Impair Defenses","T1562","06/02/2026 18:18:00","ldt","06/02/2026 18:18:00"
"06/02/2026 18:19:12","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","72","06/02/2026 18:19:12","06/02/2026 18:19:12","endpoint","Sensitive file access and staging detected","Sensitive File Staging on win11a","True","False","alert-????????????????","Sensitive File Staging","Data Collection","30594","Windows","epp","suspicious_activity","0","965","2","Medium","True","Falcon","CrowdStrike","true_positive","Collection","TA0009","","Data from Local System","T1005","06/02/2026 18:19:12","ldt","06/02/2026 18:19:12"
"06/02/2026 18:20:24","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","69","06/02/2026 18:20:24","06/02/2026 18:20:24","endpoint","Suspected ransomware behavior detected","Ransomware Behavior on win11a","False","False","alert-????????????????","Ransomware Behavior","Denial of Service","81053","Windows","epp","known_malware","0","2506","4","Critical","True","Falcon","CrowdStrike","new","Impact","TA0040","","Data Encrypted for Impact","T1486","06/02/2026 18:20:24","ldt","06/02/2026 18:20:24"
"06/02/2026 18:21:36","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","62","06/02/2026 18:21:36","06/02/2026 18:21:36","endpoint","Credential dumping via LSASS memory access detected","Credential Dumping via LSASS on win11a","False","False","alert-????????????????","Credential Dumping via LSASS","Steal Credentials","67560","Windows","epp","suspicious_activity","0","538","4","Critical","True","Falcon","CrowdStrike","true_positive","Credential Access","TA0006","","OS Credential Dumping","T1003","06/02/2026 18:21:36","ldt","06/02/2026 18:21:36"
"06/02/2026 18:22:48","CrowdStrike","cs-aid-win11b-0002","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","91","06/02/2026 18:22:48","06/02/2026 18:22:48","endpoint","Suspicious PowerShell command execution detected","Malicious PowerShell Execution on win11b","False","False","alert-????????????????","Malicious PowerShell Execution","Gain Access","78317","Windows","epp","suspicious_activity","0","774","4","Critical","True","Falcon","CrowdStrike","in_progress","Execution","TA0002","","Command and Scripting Interpreter","T1059","06/02/2026 18:22:48","ldt","06/02/2026 18:22:48"
"06/02/2026 18:24:00","CrowdStrike","cs-aid-devws01-0003","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","69","06/02/2026 18:24:00","06/02/2026 18:24:00","endpoint","Attempt to disable security tooling detected","Security Tool Tamper Attempt on dev-ws01","True","False","alert-????????????????","Security Tool Tamper Attempt","Evade Detection","45569","Windows","epp","suspicious_activity","0","3755","3","High","True","Falcon","CrowdStrike","new","Defense Evasion","TA0005","","Impair Defenses","T1562","06/02/2026 18:24:00","ldt","06/02/2026 18:24:00"
"06/02/2026 18:25:12","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","67","06/02/2026 18:25:12","06/02/2026 18:25:12","endpoint","Outbound connection to known C2 infrastructure","C2 Beacon Detected on win11a","True","False","alert-????????????????","C2 Beacon Detected","Maintain Presence","52476","Windows","epp","suspicious_activity","0","3598","4","Critical","True","Falcon","CrowdStrike","new","Command and Control","TA0011","","Application Layer Protocol","T1071","06/02/2026 18:25:12","ldt","06/02/2026 18:25:12"
"06/02/2026 18:26:24","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","82","06/02/2026 18:26:24","06/02/2026 18:26:24","endpoint","Suspicious PowerShell command execution detected","Malicious PowerShell Execution on win11a","True","False","alert-????????????????","Malicious PowerShell Execution","Gain Access","84981","Windows","epp","suspicious_activity","0","2119","4","Critical","True","Falcon","CrowdStrike","false_positive","Execution","TA0002","","Command and Scripting Interpreter","T1059","06/02/2026 18:26:24","ldt","06/02/2026 18:26:24"
"06/02/2026 18:27:36","CrowdStrike","cs-aid-win11a-0001","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","62","06/02/2026 18:27:36","06/02/2026 18:27:36","endpoint","Attempt to disable security tooling detected","Security Tool Tamper Attempt on win11a","True","False","alert-????????????????","Security Tool Tamper Attempt","Evade Detection","20708","Windows","epp","suspicious_activity","0","2355","3","High","True","Falcon","CrowdStrike","false_positive","Defense Evasion","TA0005","","Impair Defenses","T1562","06/02/2026 18:27:36","ldt","06/02/2026 18:27:36"
"06/02/2026 18:28:48","CrowdStrike","cs-aid-devws01-0003","agg-????????","","","","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4","a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4:alert-????????????????","100","06/02/2026 18:28:48","06/02/2026 18:28:48","endpoint","Suspected ransomware behavior detected","Ransomware Behavior on dev-ws01","False","False","alert-????????????????","Ransomware Behavior","Denial of Service","95587","Windows","epp","known_malware","0","1649","4","Critical","True","Falcon","CrowdStrike","false_positive","Impact","TA0040","","Data Encrypted for Impact","T1486","06/02/2026 18:28:48","ldt","06/02/2026 18:28:48"
