DateAdded,IoC,Type,ExpirationDateTime,Reference,ActivityGroupNames,TargetedService,Tags
9/16/2020,124.156.164.19,IP,9/27/20 14:34,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,140.238.27.255,IP,11/28/20 19:19,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,144.202.98.198,IP,1/24/21 16:26,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,149.248.18.104,IP,12/29/20 13:03,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,149.248.62.83,IP,9/19/20 20:28,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,149.248.8.134,IP,9/27/20 20:01,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,149.28.150.195,IP,2/4/21 20:41,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,149.28.23.32,IP,1/20/21 14:33,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,149.28.84.98,IP,1/24/21 15:39,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,150.109.76.174,IP,9/19/20 13:21,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,154.212.129.218,IP,2/7/21 19:33,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,156.255.2.154,IP,12/22/20 14:28,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,161.117.39.130,IP,10/3/20 19:14,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,172.86.75.54,IP,2/5/21 15:27,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,173.242.122.198,IP,2/19/21 21:07,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,176.122.162.149,IP,1/20/21 14:33,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,176.122.188.254,IP,11/19/20 12:50,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,180.150.227.249,IP,9/27/20 14:34,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,192.161.161.108,IP,11/18/20 23:42,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,192.210.132.102,IP,3/28/21 20:08,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,192.3.80.245,IP,1/20/21 14:33,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,199.19.110.240,IP,2/7/21 19:33,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,216.24.182.48,IP,3/27/21 19:11,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,216.24.185.74,IP,3/29/21 12:33,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,218.38.191.38,IP,9/17/20 16:49,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,218.89.236.11,IP,9/27/20 14:34,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,222.209.187.207,IP,9/19/20 13:21,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,45.32.130.72,IP,8/12/20 15:40,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,45.61.136.199,IP,2/4/21 22:29,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,45.61.136.2,IP,1/20/21 17:01,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,45.76.31.159,IP,10/3/20 13:40,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,45.76.6.149,IP,11/29/20 19:00,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,47.75.80.23,IP,9/27/20 14:34,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,64.64.234.24,IP,11/18/20 23:41,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,65.49.192.74,IP,12/22/20 14:30,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,66.42.100.42,IP,10/3/20 19:11,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,66.42.103.222,IP,9/27/20 18:37,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,66.42.98.220,IP,9/10/20 19:47,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,74.82.201.8,IP,2/19/21 21:07,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,8.9.11.130,IP,11/29/20 19:00,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,89.35.178.10,IP,8/3/20 22:19,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,89.43.60.113,IP,8/3/20 18:33,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
9/16/2020,67.230.163.214,IP,3/7/21 18:53,https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/hunting-for-barium-using-azure-sentinel/ba-p/1875913,Barium,Infrastructure,"[""Barium"", ""APT41""]"
6/28/2021,203.107.53.48,IP,7/15/22 18:07,https://www.techspot.com/news/89626-chia-farming-can-reportedly-destroy-512gb-ssd-40.html,,Azure SSD,"[""Chia""]"
6/28/2021,47.242.187.153,IP,7/15/22 18:07,https://www.techspot.com/news/89626-chia-farming-can-reportedly-destroy-512gb-ssd-40.html,,Azure SSD,"[""Chia""]"
7/13/2021,144.34.179.162,IP,7/7/21 22:30,https://www.microsoft.com/security/blog/2021/07/13/microsoft-discovers-threat-actor-targeting-solarwinds-serv-u-software-with-0-day-exploit/,Nobelium ,Infrastructure,"[""DEV-0322""]"
7/14/2021,98.176.196.89,IP,8/12/21 19:42,https://www.microsoft.com/security/blog/2021/07/13/microsoft-discovers-threat-actor-targeting-solarwinds-serv-u-software-with-0-day-exploit/,Nobelium ,Infrastructure,"[""DEV-0322""]"
7/15/2021,68.235.178.32,IP,7/26/21 3:40,https://www.microsoft.com/security/blog/2021/07/13/microsoft-discovers-threat-actor-targeting-solarwinds-serv-u-software-with-0-day-exploit/,Nobelium ,Infrastructure,"[""DEV-0322""]"
7/16/2021,208.113.35.58,IP,8/12/21 22:32,https://www.microsoft.com/security/blog/2021/07/13/microsoft-discovers-threat-actor-targeting-solarwinds-serv-u-software-with-0-day-exploit/,Nobelium ,Infrastructure,"[""DEV-0322""]"
7/17/2021,97.77.97.58,IP,7/26/21 3:40,https://www.microsoft.com/security/blog/2021/07/13/microsoft-discovers-threat-actor-targeting-solarwinds-serv-u-software-with-0-day-exploit/,Nobelium ,Infrastructure,"[""DEV-0322""]"
6/12/2019,154.223.45.38,IP,12/6/20 8:00,,Iridium,Infrastructure,"[""Iridium""]"
6/12/2019,185.141.207.140,IP,12/6/20 8:00,,Iridium,Infrastructure,"[""Iridium""]"
6/12/2019,185.234.73.19,IP,12/6/20 8:00,,Iridium,Infrastructure,"[""Iridium""]"
6/12/2019,216.245.210.106,IP,10/23/20 0:00,,Iridium,Infrastructure,"[""Iridium""]"
6/12/2019,51.91.48.210,IP,12/6/20 8:00,,Iridium,Infrastructure,"[""Iridium""]"
6/12/2019,46.255.230.229,IP,10/23/20 0:00,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,1.34.18.93,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,100.33.165.248,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,100.33.165.28,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,101.108.162.177,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,101.108.167.251,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,101.108.248.161,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,103.124.143.61,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,103.164.191.36,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,103.192.116.183,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,103.99.110.226,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,104.12.62.156,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,107.145.79.16,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,108.73.191.154,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,109.177.110.140,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,109.221.187.58,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,109.236.81.182,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,109.236.81.188,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,109.242.167.129,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,109.96.178.72,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,112.165.92.68,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,112.167.113.231,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,112.167.60.33,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,112.184.112.96,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,113.253.121.199,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,114.199.225.193,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,114.34.190.191,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,115.132.238.119,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,115.132.53.193,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,115.135.42.216,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,115.79.80.84,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,116.103.168.90,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,116.88.216.196,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,117.26.235.164,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,117.26.73.133,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,118.101.231.80,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,118.138.236.140,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,118.34.234.26,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,118.43.146.92,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,119.195.78.32,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,119.200.211.210,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,119.201.159.113,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,119.201.161.130,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,119.206.11.136,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,120.211.140.116,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,120.77.39.85,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,121.141.149.197,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,121.142.67.225,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,121.164.19.172,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,121.181.17.231,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,121.234.228.126,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,124.13.61.89,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,125.136.216.1,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,13.58.172.164,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,131.100.148.7,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,137.184.177.59,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,138.199.7.227,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,139.60.160.162,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,14.36.192.10,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,14.46.30.184,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,14.49.248.54,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,141.95.64.148,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,142.255.18.179,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,142.93.34.32,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,143.198.107.150,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
,143.244.44.170,IP,,https://www.microsoft.com/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/,,Infrastructure,"[""Log4j""]"
