95de633a-083e-42f5-b444-a4295d8e9314,Microsoft Whiteboard Services
4345a7b9-9a63-4910-a426-35363201d503,O365 Suite UX
00000002-0000-0ff1-ce00-000000000000,Office 365 Exchange Online
00b41c95-dab0-4487-9791-b9d2c32c80f2,Office 365 Management
66a88757-258c-4c72-893c-3e8bed4d6899,Office 365 Search Service
00000003-0000-0ff1-ce00-000000000000,Office 365 SharePoint Online
94c63fef-13a3-47bc-8074-75af8c65887a,Office Delve
93d53678-613d-4013-afc1-62e9e444a0a5,Office Online Add-in SSO
2abdc806-e091-4495-9b10-b04d93c3f040,Office Online Client AAD- Augmentation Loop
b23dd4db-9142-4734-867f-3577f640ad0c,Office Online Client AAD- Loki
17d5e35f-655b-4fb0-8ae6-86356e9a49f5,Office Online Client AAD- Maker
b6e69c34-5f1f-4c34-8cdf-7fea120b8670,Office Online Client MSA- Loki
243c63a3-247d-41c5-9d83-7788c43f1c43,Office Online Core SSO
a9b49b65-0a12-430b-9540-c80b3332c127,Office Online Search
4b233688-031c-404b-9a80-a4f3f2351f90,Office.com
89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,Office365 Shell WCSS-Client
0f698dd4-f011-4d23-a33e-b36416dcb1e6,OfficeClientService
4765445b-32c6-49b0-83e6-1d93765276ca,OfficeHome
4d5c2d63-cf83-4365-853c-925fd1a64357,OfficeShredderWacClient
62256cef-54c0-4cb4-bcac-4c67989bdc40,OMSOctopiPROD
ab9b8c07-8f02-4f72-87fa-80105867a763,OneDrive SyncEngine
2d4d3d8e-2be3-4bef-9f87-7875a61c29de,OneNote
27922004-5251-4030-b22d-91ecd9a37ea4,Outlook Mobile
a3475900-ccec-4a69-98f5-a65cd5dc5306,Partner Customer Delegated Admin Offline Processor
00000009-0000-0000-c000-000000000000,Power BI Service
ffcb16e8-f789-467c-8ce9-f826a080d987,SharedWithMe
08e18876-6177-487e-b8b5-cf950c1e598c,SharePoint Online Web Client Extensibility
b4bddae8-ab25-483e-8670-df09b9f1d0ea,Signup
00000004-0000-0ff1-ce00-000000000000,Skype for Business Online
905fcf26-4eb7-48a0-9ff0-8dcc7194b5ba,Sway
268761a2-03f3-40df-8a8b-c3db24145b6b,Universal Store Native Client
5572c4c0-d078-44ce-b81c-6cbf8d3ed39e,Vortex [wsfed enabled]
00000002-0000-0000-c000-000000000000,Windows Azure Active Directory
797f4846-ba00-4fd7-ba43-dac1f8f63013,Windows Azure Service Management API
a3b79187-70b2-4139-83f9-6016c58cd27b,WindowsDefenderATP Portal
26a7ee05-5602-4d76-a7ba-eae8b7b67941,Windows Search
1b3c667f-cde3-4090-b60b-3d2abd0117f0,Windows Spotlight
45a330b1-b1ec-4cc1-9161-9f03992aa49f,Windows Store for Business
00000005-0000-0ff1-ce00-000000000000,Yammer
c1c74fed-04c9-4704-80dc-9f79a2e515cb,Yammer Web
e1ef36fd-b883-4dbf-97f0-9ece4b576fc6,Yammer Web Embed
