"solution_name","solution_folder","content_type","content_id","content_name","content_file","table_name","table_usage","is_published"
"42Crunch API Protection","42Crunch API Protection","analytic_rule","b808063b-07d5-432c-95d0-8900da61cce9","API - Rate limiting","APIRateLimiting.yaml","apifirewall_log_1_CL","read","false"
"42Crunch API Protection","42Crunch API Protection","analytic_rule","7bdc10d6-aa24-4ca9-9a93-802cd8761354","API - Suspicious Login","APISuspiciousLogin.yaml","apifirewall_log_1_CL","read","false"
"42Crunch API Protection","42Crunch API Protection","workbook","","42CrunchAPIProtectionWorkbook","42CrunchAPIProtectionWorkbook.json","apifirewall_log_1_CL","read","false"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","analytic_rule","84037130-a623-46c2-9144-0c0955ac4112","Acronis - Login from Abnormal IP - Low Occurrence","AcronisLoginFromAbnormalIPLowOccurrence.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","analytic_rule","1385f0ce-69d9-4abf-8039-52080c8c7017","Acronis - Multiple Endpoints Accessing Malicious URLs","AcronisMultipleEndpointsAccessingMaliciousURLs.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","analytic_rule","a783ade7-bf43-416d-b809-8f5b06d87790","Acronis - Multiple Endpoints Infected by Ransomware","AcronisMultipleEndpointsInfectedByRansomware.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","analytic_rule","5090ad7b-4b47-4cab-9015-bffb43aecde8","Acronis - Multiple Inboxes with Malicious Content Detected","AcronisMultipleInboxesWithMaliciousContentDetected.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","b140b19a-0fcf-40f2-9284-5e0f58e1efd8","Acronis - Agent failed updating more than twice in a day","AcronisAgentFailedUpdatingMoreThanTwiceInADay.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","7a981151-a648-4ff4-a827-fc98337a95ed","Acronis - Agents offline for 2 days or more","AcronisAgentsOfflineFor2DaysOrMore.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","ce88b396-db24-44b6-babd-c431ee7a527f","Acronis - Audit Log","AcronisAuditLog.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","98d1abaf-6be8-4d20-8ff3-16b19bc616af","Acronis - Cloud Connection Errors","AcronisCloudConnectionErrors.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","29c1b194-50d1-418d-82a9-3db5e3dfc3bf","Acronis - Endpoints Accessing Malicious URLs","AcronisEndpointsAccessingMaliciousURLs.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","cc3a2ea1-2dbb-4e5e-acb1-866b9bffb85c","Acronis - Endpoints Infected by Ransomware","AcronisEndpointsInfectedByRansomware.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","51ac84a9-5e82-456a-b398-f2e7b9ea8611","Acronis - Endpoints with Backup issues","AcronisEndpointsWithBackupIssues.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","55b6da0d-08c1-4af0-af2d-c4d14a1f6c3c","Acronis - Endpoints with EDR Incidents","AcronisEndpointsWithEDRIncidents.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","9657f70c-d7df-4232-937c-6045fffe4e3d","Acronis - Endpoints with high failed login attempts","AcronisEndpointsWithHighFailedLoginAttempts.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","1de4a0c7-4e72-45f3-b335-ab25f99ace3f","Acronis - Inboxes with Malicious Content","AcronisInboxesWithMaliciousContentDetected.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","362666d6-5e4f-4f84-958b-6237e766eb6d","Acronis - Login from Abnormal IP - Low Occurrence","AcronisLoginFromAbnormalIPLowOccurrence.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","aaf57371-02c0-4bf5-8c03-dfeb6536e397","Acronis - Protection Service Errors","AcronisProtectionServiceErrors.yaml","CommonSecurityLog","read","true"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","hunting_query","39310cb8-53bc-47c1-86c4-2ff9f0d3cc5f","Acronis - ASZ defence: Unauthorized operation is detected and blocked","AcronisUnauthorizedOperationIsDetected.yaml","CommonSecurityLog","read","true"
"AgileSec Analytics Connector","AgileSec Analytics Connector","workbook","","InfoSecGlobal","InfoSecGlobal.json","InfoSecAnalytics_CL","read","true"
"AI Analyst Darktrace","AI Analyst Darktrace","workbook","","AIA-Darktrace","AIA-Darktrace.json","CommonSecurityLog","read","false"
"AI Analyst Darktrace","AI Analyst Darktrace","workbook","","AIA-Darktrace","AIA-Darktrace.json","Immune","read","false"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","97a76b2d-02ea-4ae5-b0c4-79e834036481","Guardian- Ban Topic Policy Violation Detection","BanTopicVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","e7493b80-88d0-44fb-b11d-40a0467cc497","Guardian- BII Detection Policy Violation Detection","BIIDetectionVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","e5d9eea1-3250-49ba-9e39-b5678ec7496b","Guardian- Block Competitor Policy Violation Detection","BlockCompetitorVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","9c63e0b5-bb83-4873-947a-4385386a6c21","Guardian- Blocks specific strings of text Policy Violation Detection","BlockSubstringVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","90f50a0b-6903-4ddc-adcc-c13ebb77ffa7","Guardian- Code Detection Policy Violation Detection","CodeDetectionVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","aa88a190-d4d8-4f32-b533-3aa097c9ce3d","Guardian- Content Access Control Allowed List Policy Violation Detection","ContentAccessControlAllowedListVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","4c7f0b49-d972-4d26-81ab-36cbe43ac437","Guardian- Content Access Control Blocked List Policy Violation Detection","ContentAccessControlBlockedListVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","de3ce72f-7826-4be1-ab1a-87a8299c54f6","Guardian- Content Safety Profanity Policy Violation Detection","ContentSafetyProfanityVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","378e5160-70cf-4f1a-b3c8-3bc2f0c884ad","Guardian- Content Safety Toxicity Policy Violation Detection.","ContentSafetyToxicityVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","cae24b9e-a614-4213-b382-00698e89b037","Guardian- Gender Bias Policy Violation Detection","GenderBiasVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","76c9e83d-c6f9-4270-ad21-761410f9cc6c","AIShield - Image classification AI Model Evasion high suspicious vulnerability detection","ImageClassficationModelEvasionHighSuspiciousVulnDetection.yaml","AIShield_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","c4bedb3c-4fb8-4b1c-af5b-8229bd25f521","AIShield - Image classification AI Model Evasion low suspicious vulnerability detection","ImageClassficationModelEvasionLowSuspiciousVulnDetection.yaml","AIShield_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","b4cc5396-2a34-45f5-a726-860e476edf15","AIShield - Image classification AI Model extraction high suspicious vulnerability detection","ImageClassficationModelExtractionHighSuspiciousVulnDetection.yaml","AIShield_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","1ed02dcc-0bc9-465e-94b4-bd8969221602","AIShield - Image Segmentation AI Model extraction high suspicious vulnerability detection","ImageSegmentationModelExtractionHighSuspiciousVulnDetection.yaml","AIShield_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","76fd5899-0dd1-4336-9519-3c2c0d5d6ecb","Guardian- Input Output Relevance Policy Violation Detection","InputOutputRelevanceVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","5d736bd5-b8ff-493c-bfbb-19674903fced","Guardian- Input Rate Limiter Policy Violation Detection","InputRateLimiterVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","1e31a465-e25d-4810-881b-8a79e0de9379","Guardian- Invisible Text Policy Violation Detection","InvisibleTextVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","9ff28525-3c6f-47ba-806b-ffd913406989","Guardian- Additional check JSON Policy Violation Detection","JSONPolicyViolationVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","e65938c4-1379-4f7a-bd22-78f670a239c3","Guardian- Language Detection Policy Violation Detection","LanguageDetectionVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","8644d9e0-b810-4b55-889b-b8a9b3795b5d","Guardian- Malicious URL Policy Violation Detection","MaliciousURLDetectionVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","4ec55816-e07b-45fc-b89e-917c93906540","AIShield - Natural language processing AI model extraction high suspicious vulnerability detection","NaturalLanguageProcessingModelExtractionHighSuspiciousVulDetection.yaml","AIShield_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","c0598d69-221e-4235-a1e4-bfd57ada8ce5","Guardian- No LLM Output Policy Violation Detection","NoLLMOutputVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","f472bd5e-ffb3-4c8e-8abd-97aaa8ebcdff","Guardian- Not Safe For Work Policy Violation Detection","NotSafeForWorkVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","d5065600-617b-4a16-b58a-4a46da9c1afd","Guardian- Privacy Protection PII Policy Violation Detection","PrivacyProtectionPIIVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","46103101-43d9-4c09-b8c8-898dcafe73c0","Guardian- Racial Bias Policy Violation Detection","RacialBiasVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","d9ad323f-6115-4f19-9e81-feabceeb6730","Guardian- Regex Policy Violation Detection","RegexVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","b2841802-c53c-4667-be8a-9ea8771c944a","Guardian- Same Input/Output Language Detection Policy Violation Detection","SameInOpLanguageDetectionVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","1cd8baa8-b8b4-436e-9f3f-4328f52a8e14","Guardian- Secrets Policy Violation Detection","SecretsVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","d6b3372a-0fc4-40ec-9630-b96efb527fba","Guardian- Security Integrity Checks Prompt Injection Policy Violation Detection","SecurityIntegrityChecksPIIVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","24538989-9dea-4cc7-aa78-0969ca116051","Guardian- Sentiment Policy Violation Detection","SentimentVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","7e37bf0f-1a10-4a71-8207-19615ee75894","Guardian- Special PII Detection Policy Violation Detection","SpecialPIIDetectionVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","669680fb-91e5-4cbd-9eb6-e5352e0f8af0","AIShield - Tabular classification AI Model Evasion high suspicious vulnerability detection","TabularClassificationModelEvasionHighSuspiciousVulnDetection.yaml","AIShield_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","af245eff-0db9-4df8-82e6-998185cac332","AIShield - Tabular classification AI Model Evasion low suspicious vulnerability detection","TabularClassificationModelEvasionLowSuspiciousVulnDetection.yaml","AIShield_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","8d03e3ff-18eb-497c-a6cb-1c35ccdb0ed3","AIShield - Tabular classification AI Model extraction high suspicious vulnerability detection","TabularClassificationModelExtractionHighSuspiciousVulnDetection.yaml","AIShield_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","37118ef6-73b4-49aa-b13b-cdeeeea580df","AIShield - Timeseries Forecasting AI Model extraction high suspicious vulnerability detection","TimeSeriesForecastingModelExtractionHighSuspiciousVulnDetection.yaml","AIShield_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","b7798389-6823-4af0-94e6-6135c4f8264e","Guardian- Token Limit Policy Violation Detection","TokenLimitVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","de6f4636-a51a-411d-95d8-4f9099865990","Guardian- URL Detection Policy Violation Detection","URLDetectionVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","analytic_rule","93a56919-105a-4ffe-9a8c-4ef6d0b101ac","Guardian- URL Reachability Policy Violation Detection","URLReachabilityVulDetection.yaml","Guardian_CL","read","true"
"AIShield AI Security Monitoring","AIShield AI Security Monitoring","workbook","","AIShield","AIShield.json","AIShield_CL","read","true"
"Alsid For AD","Alsid For AD","analytic_rule","9649e203-3cb7-47ff-89a9-42f2a5eefe31","Alsid Active Directory attacks pathways","ADAttacksPathways.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","9649e203-3cb7-47ff-89a9-42f2a5eefe31","Alsid Active Directory attacks pathways","ADAttacksPathways.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","9649e203-3cb7-47ff-89a9-42f2a5eefe31","Alsid Active Directory attacks pathways","ADAttacksPathways.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","25e0b2dd-3ad3-4d5b-80dd-720f4ef0f12c","Alsid DCShadow","DCShadow.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","25e0b2dd-3ad3-4d5b-80dd-720f4ef0f12c","Alsid DCShadow","DCShadow.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","25e0b2dd-3ad3-4d5b-80dd-720f4ef0f12c","Alsid DCShadow","DCShadow.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","d3c658bd-8da9-4372-82e4-aaffa922f428","Alsid DCSync","DCSync.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","d3c658bd-8da9-4372-82e4-aaffa922f428","Alsid DCSync","DCSync.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","d3c658bd-8da9-4372-82e4-aaffa922f428","Alsid DCSync","DCSync.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","21ab3f52-6d79-47e3-97f8-ad65f2cb29fb","Alsid Golden Ticket","GoldenTicket.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","21ab3f52-6d79-47e3-97f8-ad65f2cb29fb","Alsid Golden Ticket","GoldenTicket.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","21ab3f52-6d79-47e3-97f8-ad65f2cb29fb","Alsid Golden Ticket","GoldenTicket.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","3caa67ef-8ed3-4ab5-baf2-3850d3667f3d","Alsid Indicators of Attack","IndicatorsOfAttack.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","3caa67ef-8ed3-4ab5-baf2-3850d3667f3d","Alsid Indicators of Attack","IndicatorsOfAttack.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","3caa67ef-8ed3-4ab5-baf2-3850d3667f3d","Alsid Indicators of Attack","IndicatorsOfAttack.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","154fde9f-ae00-4422-a8da-ef00b11da3fc","Alsid Indicators of Exposures","IndicatorsOfExposures.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","154fde9f-ae00-4422-a8da-ef00b11da3fc","Alsid Indicators of Exposures","IndicatorsOfExposures.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","154fde9f-ae00-4422-a8da-ef00b11da3fc","Alsid Indicators of Exposures","IndicatorsOfExposures.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","3acf5617-7c41-4085-9a79-cc3a425ba83a","Alsid LSASS Memory","LSASSMemory.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","3acf5617-7c41-4085-9a79-cc3a425ba83a","Alsid LSASS Memory","LSASSMemory.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","3acf5617-7c41-4085-9a79-cc3a425ba83a","Alsid LSASS Memory","LSASSMemory.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","ba239935-42c2-472d-80ba-689186099ea1","Alsid Password Guessing","PasswordGuessing.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","ba239935-42c2-472d-80ba-689186099ea1","Alsid Password Guessing","PasswordGuessing.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","ba239935-42c2-472d-80ba-689186099ea1","Alsid Password Guessing","PasswordGuessing.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","472b7cf4-bf1a-4061-b9ab-9fe4894e3c17","Alsid Password issues","PasswordIssues.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","472b7cf4-bf1a-4061-b9ab-9fe4894e3c17","Alsid Password issues","PasswordIssues.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","472b7cf4-bf1a-4061-b9ab-9fe4894e3c17","Alsid Password issues","PasswordIssues.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","9e20eb4e-cc0d-4349-a99d-cad756859dfb","Alsid Password Spraying","PasswordSpraying.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","9e20eb4e-cc0d-4349-a99d-cad756859dfb","Alsid Password Spraying","PasswordSpraying.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","9e20eb4e-cc0d-4349-a99d-cad756859dfb","Alsid Password Spraying","PasswordSpraying.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","a5fe9489-cf8b-47ae-a87e-8f3a13e4203e","Alsid privileged accounts issues","PrivilegedAccountIssues.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","a5fe9489-cf8b-47ae-a87e-8f3a13e4203e","Alsid privileged accounts issues","PrivilegedAccountIssues.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","a5fe9489-cf8b-47ae-a87e-8f3a13e4203e","Alsid privileged accounts issues","PrivilegedAccountIssues.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","fb9e0b51-8867-48d7-86f4-6e76f2176bf8","Alsid user accounts issues","UserAccountIssues.yaml","USAGE","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","fb9e0b51-8867-48d7-86f4-6e76f2176bf8","Alsid user accounts issues","UserAccountIssues.yaml","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","analytic_rule","fb9e0b51-8867-48d7-86f4-6e76f2176bf8","Alsid user accounts issues","UserAccountIssues.yaml","alert","read","false"
"Alsid For AD","Alsid For AD","workbook","","AlsidIoA","AlsidIoA.json","USAGE","read","false"
"Alsid For AD","Alsid For AD","workbook","","AlsidIoA","AlsidIoA.json","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","workbook","","AlsidIoA","AlsidIoA.json","alert","read","false"
"Alsid For AD","Alsid For AD","workbook","","AlsidIoE","AlsidIoE.json","USAGE","read","false"
"Alsid For AD","Alsid For AD","workbook","","AlsidIoE","AlsidIoE.json","AlsidForADLog_CL","read","false"
"Alsid For AD","Alsid For AD","workbook","","AlsidIoE","AlsidIoE.json","alert","read","false"
"Amazon Web Services","Amazon Web Services","analytic_rule","0adab960-5565-4978-ba6d-044553e4acc4","Successful API executed from a Tor exit node","AWS_APIfromTor.yaml","AWSCloudTrail","read","true"
"Amazon Web Services","Amazon Web Services","analytic_rule","8c2ef238-67a0-497d-b1dd-5c8a0f533e25","Changes to internet facing AWS RDS Database instances","AWS_ChangeToRDSDatabase.yaml","AWSCloudTrail","read","true"
"Amazon Web Services","Amazon Web Services","analytic_rule","65360bb0-8986-4ade-a89d-af3cf44d28aa","Changes to Amazon VPC settings","AWS_ChangeToVPC.yaml","AWSCloudTrail","read","true"
