schema,schema_type,field_name,field_class,physical_type,logical_type,entity,role,field_group,source,aliased_field,allowed_values,conditional_on,description,example,note,doc_url,section_title,original_description,in_tester,tester_class,tester_type,tester_logical_type,tester_allowed_values,tester_aliased,in_physical_table,physical_table_type,physical_table_names
AlertEvent,event,AlertVerdict,Optional,string,Enumerated,,,inspection,SchemaDoc,,True Positive|False Positive|Benign Positive|Unknown,,"The final determination or outcome of the alert, indicating whether the alert was confirmed as a threat, deemed suspicious, or resolved as a false positive.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Inspection Fields,"The final determination or outcome of the alert, indicating whether the alert was confirmed as a threat, deemed suspicious, or resolved as a false positive.<br><br>Supported values are:<br>- `True Positive` (Confirmed as a legitimate threat)<br>- `False Positive` (Incorrectly identified as a threat)<br>- `Benign Positive` (when event is determined to be harmless)<br>- `Unknown` (Uncertain or undetermined status)",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,AttackRemediationSteps,Recommended,string,,,,inspection,SchemaDoc,,,,Recommended actions or steps to mitigate or remediate the identified attack or threat.,1. Make sure the machine is completely updated and all your software has the latest patch. 2. Contact your incident response team,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Inspection Fields,Recommended actions or steps to mitigate or remediate the identified attack or threat. <br> e.g.<br> `1. Make sure the machine is completely updated and all your software has the latest patch.`<br>`2. Contact your incident response team.`,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,AttackTactics,Recommended,string,,,,inspection,SchemaDoc,,,,"The attack tactics (name, ID, or both) associated with the alert.<br> Preferred format","Persistence, Privilege Escalation",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Inspection Fields,"The attack tactics (name, ID, or both) associated with the alert.<br> Preferred format:<br><br>e.g: `Persistence, Privilege Escalation`",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,AttackTechniques,Recommended,string,,,,inspection,SchemaDoc,,,,"The attack techniques (name, ID, or both) associated with the alert. <br> Preferred format","Local Groups (T1069.001), Domain Groups (T1069.002)",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Inspection Fields,"The attack techniques (name, ID, or both) associated with the alert. <br> Preferred format:<br><br>e.g: `Local Groups (T1069.001), Domain Groups (T1069.002)`",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DetectionMethod,Optional,string,Enumerated,,,inspection,SchemaDoc,,EDR|Behavioral Analytics|Reputation|Threat Intelligence|Intrusion Detection|Automated Investigation|Antivirus|Data Loss Prevention|User Defined Blocked List|Cloud Security Posture Management|Cloud Application Security|Scheduled Alerts|Other,,"Provides detailed information about the specific detection method, technology, or data source that contributed to the generation of the alert. This field offers greater insight into how the alert was detected or triggered, aiding in the understanding of the detection context and reliability.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Inspection Fields,"Provides detailed information about the specific detection method, technology, or data source that contributed to the generation of the alert. This field offers greater insight into how the alert was detected or triggered, aiding in the understanding of the detection context and reliability.<br><br>Supported values include:<br>- `EDR`: Endpoint Detection and Response systems that monitor and analyze endpoint activities to identify threats.<br>- `Behavioral Analytics`: Techniques that detect abnormal patterns in user, device, or system behavior.<br>- `Reputation`: Threat detection based on the reputation of IP addresses, domains, or files.<br>- `Threat Intelligence`: External or internal intelligence feeds providing data on known threats or adversary tactics.<br>- `Intrusion Detection`: Systems that monitor network traffic or activities for signs of intrusions or attacks.<br>- `Automated Investigation`: Automated systems that analyze and investigate alerts, reducing manual workload.<br>- `Antivirus`: Traditional antivirus engines that detect malware based on signatures and heuristics.<br>- `Data Loss Prevention`: Solutions focused on preventing unauthorized data transfers or leaks.<br>- `User Defined Blocked List`: Custom lists defined by users to block specific IPs, domains, or files.<br>- `Cloud Security Posture Management`: Tools that assess and manage security risks in cloud environments.<br>- `Cloud Application Security`: Solutions that secure cloud applications and data.<br>-`Scheduled Alerts`: Alerts generated based on predefined schedules or thresholds.<br>- `Other`: Any other detection method not covered by the above categories.",True,,,,EDR|Behavioral Analytics|Reputation|Threat Intelligence|Intrusion Detection|Automated Investigation|Antivirus|Data Loss Prevention|User Defined Blocked List|Cloud Security Posture Management,,True,,ASimAlertEventLogs
AlertEvent,event,DvcAction,Optional,string,,device,dvc,common,CommonFieldsRef,,,,"For reporting security systems, the action taken by the system, if applicable.",Blocked,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,"For reporting security systems, the action taken by the system, if applicable. <br><br>Example: `Blocked`",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcAwsVpcId,Optional,string,,device,dvc,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
AlertEvent,event,DvcAzureResourceId,Optional,string,,device,dvc,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
AlertEvent,event,DvcDescription,Optional,string,,device,dvc,common,CommonFieldsRef,,,,A descriptive text associated with the device.,Primary Domain Controller,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,A descriptive text associated with the device. For example: `Primary Domain Controller`.,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcDomain,Recommended,string,Domain,device,dvc,common,CommonFieldsRef,,,,"The domain of the device on which the event occurred or which reported the event, depending on the schema.",Contoso,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,"The domain of the device on which the event occurred or which reported the event, depending on the schema.<br><br>Example: `Contoso`",True,Optional,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcDomainType,Conditional,string,DomainType,device,dvc,common,CommonFieldsRef,,FQDN|Windows,DvcDomain,"The type of  DvcDomain. For a list of allowed values and further information, refer to DomainType.",,This field is required if the DvcDomain field is used.,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,"The type of  [DvcDomain](#dvcdomain). For a list of allowed values and further information, refer to [DomainType](normalization-entity-device.md#domaintype).<br><br>**Note**: This field is required if the [DvcDomain](#dvcdomain) field is used.",True,,,Enumerated,Windows|FQDN,DvcDomain,True,,ASimAlertEventLogs
AlertEvent,event,DvcFQDN,Optional,string,FQDN,device,dvc,common,CommonFieldsRef,,,,"The hostname of the device on which the event occurred or which reported the event, depending on the schema.",Contoso\DESKTOP-1282V4D,This field supports both traditional FQDN format and Windows domain\hostname format. The  DvcDomainType field reflects the format used.,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,"The hostname of the device on which the event occurred or which reported the event, depending on the schema. <br><br> Example: `Contoso\DESKTOP-1282V4D`<br><br>**Note**: This field supports both traditional FQDN format and Windows domain\hostname format. The  [DvcDomainType](#dvcdomaintype) field reflects the format used.",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcHostname,Recommended,string,Hostname,device,dvc,common,CommonFieldsRef,,,,"The hostname of the device on which the event occurred or which reported the event, depending on the schema.",ContosoDc,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,"The hostname of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `ContosoDc`",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcId,Optional,string,,device,dvc,common,CommonFieldsRef,,,,"The unique ID of the device on which the event occurred or which reported the event, depending on the schema.","41502da5-21b7-48ec-81c9-baeea8d7d669 If multiple IDs are available, use the first one from the list, and store the others by using the field names **DvcAzureResourceId**, **DvcMDEid**, etc",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,"The unique ID of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `41502da5-21b7-48ec-81c9-baeea8d7d669`<br><br>If multiple IDs are available, use the first one from the list, and store the others by using the field names **DvcAzureResourceId**, **DvcMDEid**, etc.",True,Recommended,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcIdType,Conditional,string,Enumerated,device,dvc,common,CommonFieldsRef,,AzureResourceId|MDEid|MD4IoTid|VMConnectionId|AwsVpcId|VectraId|AppGateId|FQDN|Other,DvcId,"The type of DvcId. The list of allowed values is `AzureResourceId`, `MDEid`, `MD4IoTid`, `VMConnectionId`, `AwsVpcId`, `VectraId`, `AppGateId`, `FQDN`, and `Other`. Using `FQDN` as a device ID, implies reusing the hostname. Use it only as a last resort",,This field is required if the DvcId field is used.,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,"The type of [DvcId](#dvcid). The list of allowed values is `AzureResourceId`, `MDEid`, `MD4IoTid`, `VMConnectionId`, `AwsVpcId`, `VectraId`, `AppGateId`, `FQDN`, and `Other`. Using `FQDN` as a device ID, implies reusing the hostname. Use it only as a last resort.<br><br>**Note**: This field is required if the [DvcId](#dvcid) field is used.",True,,,,,DvcId,True,,ASimAlertEventLogs
AlertEvent,event,DvcInterface,Optional,string,,device,dvc,common,CommonFieldsRef,,,,"The network interface on which data was captured. This field is  typically relevant to network related activity, which is captured by an intermediate or tap device.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,"The network interface on which data was captured. This field is  typically relevant to network related activity, which is captured by an intermediate or tap device.",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcIpAddr,Recommended,string,IP address,device,dvc,common,CommonFieldsRef,,,,"The IP address of the device on which the event occurred or which reported the event, depending on the schema.",45.21.42.12,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,"The IP address of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `45.21.42.12`",True,,,IP Address,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcMD4IoTid,Optional,string,,device,dvc,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
AlertEvent,event,DvcMDEid,Optional,string,,device,dvc,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
AlertEvent,event,DvcMacAddr,Optional,string,MAC address,device,dvc,common,CommonFieldsRef,,,,The MAC address of the device on which the event occurred or which reported the event.,00:1B:44:11:3A:B7,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,The MAC address of the device on which the event occurred or which reported the event.  <br><br>Example: `00:1B:44:11:3A:B7`,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcOriginalAction,Optional,string,,device,dvc,common,CommonFieldsRef,,,,The original DvcAction as provided by the reporting device.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,The original [DvcAction](#dvcaction) as provided by the reporting device.,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcOs,Optional,string,,device,dvc,common,CommonFieldsRef,,,,The operating system running on the device on which the event occurred or which reported the event.,Windows,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,The operating system running on the device on which the event occurred or which reported the event.    <br><br>Example: `Windows`,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcOsVersion,Optional,string,,device,dvc,common,CommonFieldsRef,,,,The version of the operating system on the device on which the event occurred or which reported the event.,10,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,The version of the operating system on the device on which the event occurred or which reported the event. <br><br>Example: `10`,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcScope,Optional,string,,device,dvc,common,CommonFieldsRef,,,,The cloud platform scope the device belongs to. **DvcScope** map to a subscription ID on Azure and to an account ID on AWS.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,The cloud platform scope the device belongs to. **DvcScope** map to a subscription ID on Azure and to an account ID on AWS.,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcScopeId,Optional,string,,device,dvc,common,CommonFieldsRef,,,,The cloud platform scope ID the device belongs to. **DvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,The cloud platform scope ID the device belongs to. **DvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,DvcVMConnectionId,Optional,string,,device,dvc,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
AlertEvent,event,DvcVectraId,Optional,string,,device,dvc,,EntityExtension,,,,"Fields used to store other device IDs, if the original event includes multiple device IDs. Select the device ID most associated with the event as the primary ID stored in DvcId.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-entity-device,,,,,,,,,,,
AlertEvent,event,DvcZone,Optional,string,,device,dvc,common,CommonFieldsRef,,,,"The network on which the event occurred or which reported the event, depending on the schema. The zone is defined by the reporting device.",Dmz,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Device fields,"The network on which the event occurred or which reported the event, depending on the schema. The zone is defined by the reporting device.<br><br>Example: `Dmz`",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EmailMessageId,Optional,string,,,,schema,SchemaDoc,,,,"Unique identifier for the email message, associated with the alert.",Request for Invoice Access,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Email Fields,"Unique identifier for the email message, associated with the alert.<br><br>e.g. `Request for Invoice Access`",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EmailSubject,Optional,string,,,,schema,SchemaDoc,,,,Subject of the email.,j5kl6mn7-op8q-r9st-0uv1-wx2yz3ab4c,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Email Fields,Subject of the email.<br><br>e.g. `j5kl6mn7-op8q-r9st-0uv1-wx2yz3ab4c`,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventCount,Mandatory,int,,,,common,CommonFieldsRef,,,,"The number of events described by the record. <br><br>This value is used when the source supports aggregation, and a single record might represent multiple events. <br><br>For other sources, set to `1`.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The number of events described by the record. <br><br>This value is used when the source supports aggregation, and a single record might represent multiple events. <br><br>For other sources, set to `1`.",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventEndTime,Mandatory,datetime,,,,common,CommonFieldsRef,,,,"The time when the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the TimeGenerated field",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The time when the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventMessage,Optional,string,,,,common,SchemaDoc,,,,"Detailed information about the alert, including its context, cause, and potential impact.","Potential use of the Rubeus tool for kerberoasting, a technique used to extract service account credentials from Kerberos tickets",,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Common ASIM Fields,"Detailed information about the alert, including its context, cause, and potential impact. <br> e.g. `Potential use of the Rubeus tool for kerberoasting, a technique used to extract service account credentials from Kerberos tickets.`",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventOriginalResultDetails,,string,,,,,PhysicalTableOnly,,,,,,,,,,,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventOriginalSeverity,Optional,string,,,,common,CommonFieldsRef,,,,The original severity as provided by the reporting device. This value is used to derive EventSeverity.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,The original severity as provided by the reporting device. This value is used to derive [EventSeverity](#eventseverity).,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventOriginalSubType,Optional,string,,,,common,CommonFieldsRef,,,,"The original event subtype or ID, if provided by the source. For example, this field is used to store the original Windows logon type. This value is used to derive EventSubType, which should have only one of the values documented for each schema.",2,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The original event subtype or ID, if provided by the source. For example, this field is used to store the original Windows logon type. This value is used to derive [EventSubType](#eventsubtype), which should have only one of the values documented for each schema.<br><br>Example: `2`",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventOriginalType,Optional,string,,,,common,CommonFieldsRef,,,,"The original event type or ID, if provided by the source. For example, this field is used to store the original Windows event ID. This value is used to derive EventType, which should have only one of the values documented for each schema.",4624,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The original event type or ID, if provided by the source. For example, this field is used to store the original Windows event ID. This value is used to derive [EventType](#eventtype), which should have only one of the values documented for each schema.<br><br>Example: `4624`",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventOriginalUid,Optional,string,,,,common,CommonFieldsRef,,,,"A unique ID of the original record, if provided by the source.",69f37748-ddcd-4331-bf0f-b137f1ea83b,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"A unique ID of the original record, if provided by the source.<br><br>Example: `69f37748-ddcd-4331-bf0f-b137f1ea83b`",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventOwner,Optional,string,,,,common,CommonFieldsRef,,,,"The owner of the event, which is usually the department or subsidiary in which it was generated.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The owner of the event, which is usually the department or subsidiary in which it was generated.",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventProduct,Mandatory,string,,,,common,CommonFieldsRef,,,,The product generating the event. The value should be one of the values listed in Vendors and Products.,Sysmon,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,The product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Sysmon`,True,,,Enumerated,Defender XDR|Singularity,,True,,ASimAlertEventLogs
AlertEvent,event,EventProductVersion,Optional,string,,,,common,CommonFieldsRef,,,,The version of the product generating the event.,12.1,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,The version of the product generating the event. <br><br>Example: `12.1`,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventReportUrl,Optional,string,URL,,,common,CommonFieldsRef,,,,A URL provided in the event for a resource that provides more information about the event.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,A URL provided in the event for a resource that provides more information about the event.,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventResult,Mandatory,string,Enumerated,,,common,CommonFieldsRef,,Success|Partial|Failure|NA,,"The value might be provided in the source record by using different terms, which should be normalized to these values. Alternatively, the source might provide only the EventResultDetails field, which should be analyzed to derive the EventResult value.",Success,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"One of the following values: **Success**, **Partial**, **Failure**, **NA** (Not Applicable).<br> <br>The value might be provided in the source record by using different terms, which should be normalized to these values. Alternatively, the source might provide only the [EventResultDetails](#eventresultdetails) field, which should be analyzed to derive the EventResult value.<br><br>Example: `Success`",True,Optional,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventResultDetails,,string,,,,,PhysicalTableOnly,,,,,,,,,,,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventSchema,Mandatory,string,Enumerated,,,common,SchemaDoc,,AlertEvent,,The schema used for the event. The schema documented here is `AlertEvent`,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Common ASIM Fields,The schema used for the event. The schema documented here is `AlertEvent`.,True,,,,,,,,
AlertEvent,event,EventSchemaVersion,Mandatory,string,SchemaVersion,,,common,SchemaDoc,,,,The version of the schema. The version of the schema documented here is `0.1`.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Common ASIM Fields,The version of the schema. The version of the schema documented here is `0.1`.,True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventSeverity,Recommended,string,Enumerated,,,common,CommonFieldsRef,,Informational|Low|Medium|High,,The severity of the event,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The severity of the event. Valid values are: `Informational`, `Low`, `Medium`, or `High`.",True,,,,High|Medium|Low|Informational,,True,,ASimAlertEventLogs
AlertEvent,event,EventStartTime,Mandatory,datetime,,,,common,CommonFieldsRef,,,,"The time when the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the TimeGenerated field",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-common-fields,Event fields,"The time when the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",True,,,,,,True,,ASimAlertEventLogs
AlertEvent,event,EventSubType,Recommended,string,Enumerated,,,common,SchemaDoc,,Threat|Suspicious Activity|Anomaly|Compliance Violation,,"Specifies the subtype or category of the alert event, providing more granular detail within the broader event classification. This field helps distinguish the nature of the detected issue, improving incident prioritization and response strategies.",,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Common ASIM Fields,"Specifies the subtype or category of the alert event, providing more granular detail within the broader event classification. This field helps distinguish the nature of the detected issue, improving incident prioritization and response strategies.<br><br>Supported values include:<br>- `Threat` (Represents a confirmed or highly likely malicious activity that could compromise the system or network)<br>- `Suspicious Activity` (Flags behavior or events that appear unusual or suspicious, though not yet confirmed as malicious)<br>- `Anomaly` (Identifies deviations from normal patterns that could indicate a potential security risk or operational issue)<br>- `Compliance Violation` (Highlights activities that breach regulatory, policy, or compliance standards)",True,,,,Threat|Suspicious Activity|Policy Violation|Anomaly|Compliance Violation| Vulnerability,,True,,ASimAlertEventLogs
AlertEvent,event,EventType,Mandatory,string,Enumerated,,,common,SchemaDoc,,Alert,,Type of the event.,,,https://learn.microsoft.com/en-us/azure/sentinel/normalization-schema-alert,Common ASIM Fields,Type of the event.<br><br>Supported values are:<br>-`Alert`,True,,,,,,True,,ASimAlertEventLogs
