Start Time,Log Source,Event Name,Low Level Category,Modified Payload
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.283 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE mantdnsi1.dow.com. 600 IN A 216.99.64.42;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.382 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE dowcmg.dow.com. 600 IN CNAME dowcmg.cloudapp.net.;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.284 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -A
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.433 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: REFUSED -E
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.124 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NXDOMAIN -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.263 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE tnntdnsi1.dow.com. 600 IN A 204.136.241.42;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.344 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE txntdnsi1.dow.com. 600 IN A 204.136.182.42;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.291 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NXDOMAIN -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.418 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -A dccns4.dowcorning.com. 14400 IN A 151.163.57.239;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DCK (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.366 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NXDOMAIN -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.237 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE slotmatching.dow.com. 600 IN CNAME slotmatching.dow.com.edgekey.net.;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.427 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NXDOMAIN -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DCK (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.147 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE nshosting.dow.com. 600 IN CNAME www.dow.com.edgekey.net.;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.366 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.183 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE vpn.bsnconnect.com. 600 IN A 204.136.186.7;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Query Denied,DNS Denied,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query (cache) 'msoid.amstyrenics-prd.com/A/IN' denied
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.165 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE vpn.bsnconnect.com. 600 IN A 204.136.186.7;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A - (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA - (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.111 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE dow-server1.dow.com. 1200 IN A 192.168.1.2;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)DC (204.136.241.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.345 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE mantdnsi1.dow.com. 600 IN A 216.99.64.42;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Query Denied,DNS Denied,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: client <host ip address & host resolution in ()>: view 7: query (cache) 'msoid.amstyrenics-prd.com/A/IN' denied
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.112 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NOERROR -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.410 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: REFUSED -E
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.241.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.241.42 named[22442]: 30-Jun-2022 16:15:59.182 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: NOERROR -AE mantdnsi1.dow.com. 600 IN A 216.99.64.42;
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: 30-Jun-2022 16:15:59.488 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NXDOMAIN -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.218.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.218.5.87 named[25854]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.6.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.182.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: 30-Jun-2022 16:15:59.419 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: REFUSED -E
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.218.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.218.5.144 named[23239]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.6.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.78,Update Denied,Misc Application Action Denied,<187>Jun 30 16:15:59 10.209.5.78 named[24754]: client <host ip address & host resolution in ()>: view 1: update 'dow.com/IN' denied
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A +E(0)D (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Query Denied,DNS Denied,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query (cache) 'msoid.amstyrenics-prd.com/A/IN' denied
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.218.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.218.5.87 named[25854]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.6.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.78,Update Denied,Misc Application Action Denied,<187>Jun 30 16:15:59 10.209.5.78 named[24754]: client <host ip address & host resolution in ()>: view 1: update 'dow.com/IN' denied
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: 30-Jun-2022 16:15:59.468 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NXDOMAIN -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.218.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.218.5.144 named[23239]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.6.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN AAAA -E(0)DC (204.136.182.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Query Denied,DNS Denied,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query (cache) 'msoid.amstyrenics-prd.com/A/IN' denied
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN PTR + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: 30-Jun-2022 16:15:59.386 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: REFUSED -E
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN PTR + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.182.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: 30-Jun-2022 16:15:59.409 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN A response: REFUSED -E
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query: <random domain> IN A -E(0)D (204.136.182.42)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A +E(0)D (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Reverse Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN PTR + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,Query Denied,DNS Denied,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: client <host ip address & host resolution in ()>: view 7: query (cache) 'msoid.amstyrenics-prd.com/A/IN' denied
"Jun 30, 2022, 4:15:59 PM",Bind @ 204.136.182.42,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 204.136.182.42 named[7485]: 30-Jun-2022 16:15:59.418 client <host ip address & host resolution in ()>: view 7: UDP: query: <random domain> IN AAAA response: NXDOMAIN -AE
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA +E(0)D (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.87,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.87 named[30235]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.11)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN A + (10.0.1.1)
"Jun 30, 2022, 4:15:59 PM",Bind @ 10.209.5.144,IPv6 Address Query,DNS In Progress,<190>Jun 30 16:15:59 10.209.5.144 named[25282]: client <host ip address & host resolution in ()>: view 1: query: <random domain> IN AAAA + (10.0.1.1)
