"TimeGenerated [UTC]","Timestamp [UTC]",RawData,Message,Severity,TenantId,Type,"_ResourceId"
"9/20/2024, 3:28:56.614 AM",,"{""eventid"":""cowrie.command.input"",""input"":""ls"",""message"":""CMD: ls"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:28:56.612267Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:28:59.495 AM",,"{""eventid"":""cowrie.command.input"",""input"":""cd phil"",""message"":""CMD: cd phil"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:28:59.493528Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:29:09.351 AM",,"{""eventid"":""cowrie.command.input"",""input"":""ps aux"",""message"":""CMD: ps aux"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:29:09.350115Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:29:18.662 AM",,"{""eventid"":""cowrie.command.input"",""input"":""tree"",""message"":""CMD: tree"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:29:18.661042Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:29:18.664 AM",,"{""eventid"":""cowrie.command.failed"",""input"":""tree"",""message"":""Command not found: tree"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:29:18.663907Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:29:33.551 AM",,"{""eventid"":""cowrie.command.input"",""input"":""wget https://raw.githubusercontent.com/swiftsolves-msft/projhpcowrie/refs/heads/main/script.sh"",""message"":""CMD: wget https://raw.githubusercontent.com/swiftsolves-msft/projhpcowrie/refs/heads/main/script.sh"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:29:33.549627Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:29:33.680 AM",,"{""eventid"":""cowrie.session.file_download"",""url"":""https://raw.githubusercontent.com/swiftsolves-msft/projhpcowrie/refs/heads/main/script.sh"",""outfile"":""var/lib/cowrie/downloads/3ff168ffcf3ddf450be0f94b4bd98a51c48584a79e7c42e7ac98d14fc58dd08e"",""shasum"":""3ff168ffcf3ddf450be0f94b4bd98a51c48584a79e7c42e7ac98d14fc58dd08e"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:29:33.676964Z"",""message"":""Downloaded URL (https://raw.githubusercontent.com/swiftsolves-msft/projhpcowrie/refs/heads/main/script.sh) with SHA-256 3ff168ffcf3ddf450be0f94b4bd98a51c48584a79e7c42e7ac98d14fc58dd08e to var/lib/cowrie/downloads/3ff168ffcf3ddf450be0f94b4bd98a51c48584a79e7c42e7ac98d14fc58dd08e"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:29:35.163 AM",,"{""eventid"":""cowrie.command.input"",""input"":""ls"",""message"":""CMD: ls"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:29:35.162013Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:29:39.355 AM",,"{""eventid"":""cowrie.command.input"",""input"":""cat script.sh "",""message"":""CMD: cat script.sh "",""sensor"":""server01"",""timestamp"":""2024-09-20T03:29:39.354324Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:29:49.258 AM",,"{""eventid"":""cowrie.command.input"",""input"":""./script.sh "",""message"":""CMD: ./script.sh "",""sensor"":""server01"",""timestamp"":""2024-09-20T03:29:49.258195Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:29:49.261 AM",,"{""eventid"":""cowrie.command.failed"",""input"":""./script.sh"",""message"":""Command not found: ./script.sh"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:29:49.260750Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:29:59.220 AM",,"{""eventid"":""cowrie.command.input"",""input"":""bash ./script.sh "",""message"":""CMD: bash ./script.sh "",""sensor"":""server01"",""timestamp"":""2024-09-20T03:29:59.219689Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:30:03.750 AM",,"{""eventid"":""cowrie.command.input"",""input"":""exit"",""message"":""CMD: exit"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:30:03.749112Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:30:03.755 AM",,"{""eventid"":""cowrie.log.closed"",""ttylog"":""var/lib/cowrie/tty/ce059bf64cbd71d981255c1c75c1f75428fc5244eadfc49725dc827a6cc0c554"",""size"":9881,""shasum"":""ce059bf64cbd71d981255c1c75c1f75428fc5244eadfc49725dc827a6cc0c554"",""duplicate"":false,""duration"":73.91482973098755,""message"":""Closing TTY Log: var/lib/cowrie/tty/ce059bf64cbd71d981255c1c75c1f75428fc5244eadfc49725dc827a6cc0c554 after 73 seconds"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:30:03.753066Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 3:30:03.785 AM",,"{""eventid"":""cowrie.session.closed"",""duration"":95.14055728912354,""message"":""Connection lost after 95 seconds"",""sensor"":""server01"",""timestamp"":""2024-09-20T03:30:03.784592Z"",""src_ip"":""172.172.34.12"",""session"":""9f8984885fc0""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 5:33:56.472 AM",,"{""eventid"":""cowrie.session.connect"",""src_ip"":""74.82.47.3"",""src_port"":27804,""dst_ip"":""10.0.0.4"",""dst_port"":2222,""session"":""1123e1b16048"",""protocol"":""ssh"",""message"":""New connection: 74.82.47.3:27804 (10.0.0.4:2222) [session: 1123e1b16048]"",""sensor"":""server01"",""timestamp"":""2024-09-20T05:33:56.471478Z""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 5:33:56.473 AM",,"{""eventid"":""cowrie.client.version"",""version"":""\u0016\u0003\u0001\u0000{\u0001\u0000\u0000w\u0003\u0003\\xa7b\\x94\u000b3\\xab\\xfe\\xfb\\xaeLt\u0000\\xe9W\\xb9?\u0007\\xc6\\xde.\\x9a\\xb6\\xe2"",""message"":""Remote SSH version: \u0016\u0003\u0001\u0000{\u0001\u0000\u0000w\u0003\u0003\\xa7b\\x94\u000b3\\xab\\xfe\\xfb\\xaeLt\u0000\\xe9W\\xb9?\u0007\\xc6\\xde.\\x9a\\xb6\\xe2"",""sensor"":""server01"",""timestamp"":""2024-09-20T05:33:56.473057Z"",""src_ip"":""74.82.47.3"",""session"":""1123e1b16048""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 5:33:56.475 AM",,"{""eventid"":""cowrie.session.closed"",""duration"":0.001626729965209961,""message"":""Connection lost after 0 seconds"",""sensor"":""server01"",""timestamp"":""2024-09-20T05:33:56.474536Z"",""src_ip"":""74.82.47.3"",""session"":""1123e1b16048""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 6:11:13.986 AM",,"{""eventid"":""cowrie.session.connect"",""src_ip"":""192.155.90.118"",""src_port"":33300,""dst_ip"":""10.0.0.4"",""dst_port"":2222,""session"":""78e060079161"",""protocol"":""ssh"",""message"":""New connection: 192.155.90.118:33300 (10.0.0.4:2222) [session: 78e060079161]"",""sensor"":""server01"",""timestamp"":""2024-09-20T06:11:13.985449Z""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 6:11:14.054 AM",,"{""eventid"":""cowrie.client.version"",""version"":""SSH-2.0-Go"",""message"":""Remote SSH version: SSH-2.0-Go"",""sensor"":""server01"",""timestamp"":""2024-09-20T06:11:14.053678Z"",""src_ip"":""192.155.90.118"",""session"":""78e060079161""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 6:11:14.056 AM",,"{""eventid"":""cowrie.client.kex"",""hassh"":""4e066189c3bbeec38c99b1855113733a"",""hasshAlgorithms"":""curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,ext-info-c;aes128-gcm@openssh.com,chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr;hmac-sha2-256-etm@openssh.com,hmac-sha2-256,hmac-sha1,hmac-sha1-96;none"",""kexAlgs"":[""curve25519-sha256"",""curve25519-sha256@libssh.org"",""ecdh-sha2-nistp256"",""ecdh-sha2-nistp384"",""ecdh-sha2-nistp521"",""diffie-hellman-group14-sha256"",""diffie-hellman-group14-sha1"",""ext-info-c""],""keyAlgs"":[""rsa-sha2-512-cert-v01@openssh.com"",""rsa-sha2-256-cert-v01@openssh.com"",""ssh-rsa-cert-v01@openssh.com"",""rsa-sha2-512"",""rsa-sha2-256"",""ssh-rsa""],""encCS"":[""aes128-gcm@openssh.com"",""chacha20-poly1305@openssh.com"",""aes128-ctr"",""aes192-ctr"",""aes256-ctr""],""macCS"":[""hmac-sha2-256-etm@openssh.com"",""hmac-sha2-256"",""hmac-sha1"",""hmac-sha1-96""],""compCS"":[""none""],""langCS"":[""""],""message"":""SSH client hassh fingerprint: 4e066189c3bbeec38c99b1855113733a"",""sensor"":""server01"",""timestamp"":""2024-09-20T06:11:14.054872Z"",""src_ip"":""192.155.90.118"",""session"":""78e060079161""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 6:11:14.293 AM",,"{""eventid"":""cowrie.session.closed"",""duration"":0.3059194087982178,""message"":""Connection lost after 0 seconds"",""sensor"":""server01"",""timestamp"":""2024-09-20T06:11:14.292752Z"",""src_ip"":""192.155.90.118"",""session"":""78e060079161""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 6:11:14.318 AM",,"{""eventid"":""cowrie.session.connect"",""src_ip"":""192.155.90.118"",""src_port"":33302,""dst_ip"":""10.0.0.4"",""dst_port"":2222,""session"":""d144ea1ed65e"",""protocol"":""ssh"",""message"":""New connection: 192.155.90.118:33302 (10.0.0.4:2222) [session: d144ea1ed65e]"",""sensor"":""server01"",""timestamp"":""2024-09-20T06:11:14.317523Z""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 6:11:14.618 AM",,"{""eventid"":""cowrie.client.version"",""version"":""SSH-2.0-Go"",""message"":""Remote SSH version: SSH-2.0-Go"",""sensor"":""server01"",""timestamp"":""2024-09-20T06:11:14.618000Z"",""src_ip"":""192.155.90.118"",""session"":""d144ea1ed65e""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 6:11:14.621 AM",,"{""eventid"":""cowrie.client.kex"",""hassh"":""4e066189c3bbeec38c99b1855113733a"",""hasshAlgorithms"":""curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,ext-info-c;aes128-gcm@openssh.com,chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr;hmac-sha2-256-etm@openssh.com,hmac-sha2-256,hmac-sha1,hmac-sha1-96;none"",""kexAlgs"":[""curve25519-sha256"",""curve25519-sha256@libssh.org"",""ecdh-sha2-nistp256"",""ecdh-sha2-nistp384"",""ecdh-sha2-nistp521"",""diffie-hellman-group14-sha256"",""diffie-hellman-group14-sha1"",""ext-info-c""],""keyAlgs"":[""ecdsa-sha2-nistp256-cert-v01@openssh.com"",""ecdsa-sha2-nistp384-cert-v01@openssh.com"",""ecdsa-sha2-nistp521-cert-v01@openssh.com"",""ecdsa-sha2-nistp256"",""ecdsa-sha2-nistp384"",""ecdsa-sha2-nistp521""],""encCS"":[""aes128-gcm@openssh.com"",""chacha20-poly1305@openssh.com"",""aes128-ctr"",""aes192-ctr"",""aes256-ctr""],""macCS"":[""hmac-sha2-256-etm@openssh.com"",""hmac-sha2-256"",""hmac-sha1"",""hmac-sha1-96""],""compCS"":[""none""],""langCS"":[""""],""message"":""SSH client hassh fingerprint: 4e066189c3bbeec38c99b1855113733a"",""sensor"":""server01"",""timestamp"":""2024-09-20T06:11:14.619271Z"",""src_ip"":""192.155.90.118"",""session"":""d144ea1ed65e""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 6:11:14.973 AM",,"{""eventid"":""cowrie.session.closed"",""duration"":0.6540555953979492,""message"":""Connection lost after 0 seconds"",""sensor"":""server01"",""timestamp"":""2024-09-20T06:11:14.972852Z"",""src_ip"":""192.155.90.118"",""session"":""d144ea1ed65e""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 6:11:14.998 AM",,"{""eventid"":""cowrie.session.connect"",""src_ip"":""192.155.90.118"",""src_port"":33304,""dst_ip"":""10.0.0.4"",""dst_port"":2222,""session"":""37d8a9aeed34"",""protocol"":""ssh"",""message"":""New connection: 192.155.90.118:33304 (10.0.0.4:2222) [session: 37d8a9aeed34]"",""sensor"":""server01"",""timestamp"":""2024-09-20T06:11:14.997520Z""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
"9/20/2024, 6:11:15.492 AM",,"{""eventid"":""cowrie.client.version"",""version"":""SSH-2.0-Go"",""message"":""Remote SSH version: SSH-2.0-Go"",""sensor"":""server01"",""timestamp"":""2024-09-20T06:11:15.491431Z"",""src_ip"":""192.155.90.118"",""session"":""37d8a9aeed34""}
",,,"b3e3b5d0-8c0b-43a4-80ac-2965c6cfdfa0","newCowrie_CL","/subscriptions/1598f60c-b2fc-444f-af68-e88b999bc0c2/resourcegroups/rgtisensor/providers/microsoft.compute/virtualmachines/server01"
