"TimeGenerated [UTC]",CreatedBy,"CreationTime [UTC]",Description,"ExpirationTime [UTC]",Id,Name,ProcessedBy,"ProcessedTime [UTC]",State,VbrHostName,TenantId,Type,"_ResourceId"
"8/25/2025, 7:42:26.665 PM","VBR1231\Administrator","8/7/2025, 2:14:07.725 PM","Backup Job 1 - gr1","8/8/2025, 2:14:07.725 PM","85457926-7a09-48ba-b094-0bdfaacfba9f","Delete backup Backup Job 1 - gr1","VBR1231\Administrator","8/8/2025, 11:00:51.627 AM",Rejected,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","8/4/2025, 8:35:21.803 AM",,"8/5/2025, 8:35:21.803 AM","8a3ad1c9-73ee-4ab6-a224-ae2e68e9615e","Delete repository Backup Repository 3 del","VBR1231\Administrator","8/4/2025, 8:39:37.762 AM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","8/4/2025, 8:35:03.163 AM",,"8/5/2025, 8:35:03.163 AM","f32ad5a2-b55a-4630-a09f-81ec24ca4d4b","Delete repository Backup Repository 3 del","N\asja","8/4/2025, 8:35:13.194 AM",Rejected,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","8/4/2025, 8:33:21.837 AM",,"8/4/2125, 8:33:21.837 AM","bae6a0e0-ba44-4d70-bf9f-0f9295f639c7","Four-eyes authorization was enabled by N\asja","N\asja","8/4/2025, 8:33:21.837 AM",Info,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","6/30/2025, 11:36:34.934 AM",,"7/1/2025, 11:36:34.934 AM","117193e9-846b-459b-aac5-ad7e36cb26fb","Disable four-eyes authorization","VBR1231\Administrator","6/30/2025, 11:37:38.185 AM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","6/26/2025, 1:57:25.167 PM",,"6/27/2025, 1:57:25.167 PM","7239f79a-a6fb-4966-9ef6-1a397ffef81c","Delete repository delete","VBR1231\Administrator","6/26/2025, 2:49:24.587 PM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","6/24/2025, 2:20:28.970 PM","User asja2 has been removed from Veeam Restore Operator","6/25/2025, 2:20:28.970 PM","42bdd2c6-b63d-449f-bd09-986f2a4481fc","Users and Roles update","N\asja","6/25/2025, 2:10:27.129 PM",Rejected,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","VBR1231\Administrator","5/20/2025, 10:32:31.498 AM","File Backup Job 1 - vbr1231.n.local","5/21/2025, 10:32:31.498 AM","93e70863-0700-46a6-921c-ebab86a98d0d","Delete backup File Backup Job 1 - vbr1231.n.local","N\asja","5/20/2025, 10:33:04.477 AM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","VBR1231\Administrator","5/20/2025, 10:29:28.920 AM","Backup Job 2 - sc2025","5/21/2025, 10:29:28.920 AM","6f516fa4-0bbe-4ad9-8576-abbea217f479","Delete backup Backup Job 2 - sc2025","N\asja","5/20/2025, 10:30:29.874 AM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","5/14/2025, 2:58:31.175 PM","Backup Job 2 - n1","5/15/2025, 2:58:31.175 PM","b177a014-b73b-4a95-a73a-dd854ef2829e","Delete backup Backup Job 2 - n1","NT AUTHORITY\SYSTEM","5/16/2025, 3:41:20.674 PM",Expired,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","5/14/2025, 2:58:25.769 PM","Backup Job 2 - sc2025","5/15/2025, 2:58:25.769 PM","22a9b906-c298-4d5c-8181-fdec026b7bd6","Delete backup Backup Job 2 - sc2025","NT AUTHORITY\SYSTEM","5/16/2025, 3:41:20.674 PM",Expired,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","5/12/2025, 1:54:15.831 PM","Backup Job 1 - gr1","5/13/2025, 1:54:15.831 PM","69051ff1-a443-4fc8-8d68-6bf9533c275a","Delete backup Backup Job 1 - gr1","VBR1231\Administrator","5/12/2025, 1:54:43.661 PM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","5/12/2025, 1:52:21.375 PM","Backup Job 2 - sc2025","5/13/2025, 1:52:21.375 PM","ea8a48f4-ef51-4e5d-8984-bfab87a5d2ca","Delete backup Backup Job 2 - sc2025","VBR1231\Administrator","5/12/2025, 1:52:33.954 PM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","5/12/2025, 1:51:02.401 PM",,"5/13/2025, 1:51:02.401 PM","ff8ed17a-a1bf-436f-b98b-03fd158f4818","Disable four-eyes authorization","VBR1231\Administrator","5/12/2025, 1:51:13.876 PM",Rejected,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","5/12/2025, 1:50:13.188 PM",,"5/12/2125, 1:50:13.188 PM","d368118d-39ef-4bc7-968b-81ef2d912d0a","Four-eyes authorization was enabled by N\asja","N\asja","5/12/2025, 1:50:13.188 PM",Info,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","VBR1231\Administrator","4/25/2025, 2:34:11.414 PM",,"4/26/2025, 2:34:11.414 PM","3e7d7641-3b49-4395-b933-0b8923e730d7","Disable four-eyes authorization","N\asja","4/25/2025, 2:34:28.632 PM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","VBR1231\Administrator","4/25/2025, 2:33:52.415 PM",,"4/26/2025, 2:33:52.415 PM","f083249b-d26a-4693-8ad5-90665c3264b0","Delete repository Scale-out Backup Repository 2 sdgdfg","N\asja","4/25/2025, 2:34:00.149 PM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","VBR1231\Administrator","4/25/2025, 2:33:30.057 PM",,"4/26/2025, 2:33:30.057 PM","90339c13-50ec-4ef5-b464-d6550b333423","Delete repository Scale-out Backup Repository 2 sdgdfg","VBR1231\Administrator","4/25/2025, 2:33:44.275 PM",Rejected,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","4/25/2025, 1:25:25.324 PM","MFA has been disabled","4/26/2025, 1:25:25.324 PM","32a92be5-1e40-4625-9975-3b722b6b5dce","Users and Roles update","VBR1231\Administrator","4/25/2025, 1:47:28.001 PM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","4/25/2025, 1:25:07.882 PM",,"4/25/2125, 1:25:07.882 PM","3e713e5f-bb4a-4ab7-8a62-916a266370cc","Auto-reject option has been modified to 1 days by N\asja","N\asja","4/25/2025, 1:25:07.882 PM",Info,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","4/25/2025, 1:25:07.858 PM",,"4/25/2125, 1:25:07.858 PM","10bd68df-972b-4966-8a1c-e298f5fb3919","Four-eyes authorization was enabled by N\asja","N\asja","4/25/2025, 1:25:07.858 PM",Info,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","3/24/2025, 12:26:37.416 PM",,"3/31/2025, 12:26:37.416 PM","20d82279-2e7f-4792-978c-4a5c9527ac00","Disable four-eyes authorization","VBR1231\Administrator","3/24/2025, 12:26:58.942 PM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","VBR1231\Administrator","3/24/2025, 12:24:54.767 PM",,"3/31/2025, 12:24:54.767 PM","8f055bda-44f7-467a-883f-5602d6959d77","Delete repository Repo_to_change _and_delete","N\asja","3/24/2025, 12:25:05.553 PM",Approved,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","3/24/2025, 12:22:58.012 PM",,"3/31/2025, 12:22:58.012 PM","848ecb4d-baf9-4654-ae4c-716f7f268eb1","Delete repository Repo_to_change _and_delete","VBR1231\Administrator","3/24/2025, 12:24:42.392 PM",Rejected,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
"8/25/2025, 7:42:26.665 PM","N\asja","3/24/2025, 12:21:33.216 PM",,"3/24/2125, 12:21:33.216 PM","8ed96533-0962-4086-bc2d-78427f18b334","Four-eyes authorization was enabled by N\asja","N\asja","3/24/2025, 12:21:33.216 PM",Info,vbr1231,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamAuthorizationEvents_CL",
