TimeGenerated [UTC],ip_s,country_codes_s,as_info_s,tags_s,event_count_d,summary_last_seen_s,summary_whois_net_name_s,summary_whois_org_name_s,summary_open_ports_s,summary_pdns_s,summary_top_peers_s,summary_comms_total_d,summary_service_counts_s,summary_fingerprints_s,summary_certs_s,query_s,start_date_s,end_date_s,tags_id_s,tags_name_s,summary_whois_asn_d,summary_whois_as_name_s,Type
"7/17/2024, 6:57:42 PM",11.11.11.11,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":176,""name"":""cdn"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]}]",2,2024-07-17,AMAZO-CF,"Amazon.com, Inc.","[{""ip"":""11.11.11.11"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":125},{""ip"":""11.11.11.11"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":113}]","[{""ip"":""11.11.11.11"",""domain"":""d1cn2tk5nesoa7.cloudfront.net"",""event_count"":86},{""ip"":""11.11.11.11"",""domain"":""mobile.secure.fundsxpress.com"",""event_count"":41},{""ip"":""11.11.11.11"",""domain"":""sketchfab.com"",""event_count"":39},{""ip"":""11.11.11.11"",""domain"":""usher.ttvnw.net"",""event_count"":39},{""ip"":""11.11.11.11"",""domain"":""cs.quickconnect.to"",""event_count"":36}]","[{""ip"":""1.1.1.1"",""event_count"":7400},{""ip"":""1.1.1.1"",""event_count"":3446},{""ip"":""1.1.1.1"",""event_count"":3404},{""ip"":""1.1.1.1"",""event_count"":1830},{""ip"":""1.1.1.1"",""event_count"":1397}]",231569,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":230288,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":1240,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":44322,""event_count"":31,""service"":{""service_name"":""pmcdproxy"",""port"":44322,""proto_number"":6,""description"":""PCP server (pmcd) proxy""}},{""proto"":6,""proto_text"":"""",""port"":38412,""event_count"":29,""service"":{""service_name"":"""",""port"":0,""proto_number"":0,""description"":""""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":24,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[176,82,181,361,383]","[""cdn"",""cloud"",""amazon"",""cloudfront"",""global""]",394303,AEZA-AS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",12.12.12.12,"[""ES""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]},{""id"":176,""name"":""cdn"",""children"":null}]",2,2024-07-17,AMAZO-CF,"Amazon.com, Inc.","[{""ip"":""12.12.12.12"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":16},{""ip"":""12.12.12.12"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":2}]","[{""ip"":""12.12.12.12"",""domain"":""d231vab146qzfb.cloudfront.net"",""event_count"":89},{""ip"":""12.12.12.12"",""domain"":""getrunkhomuto.info"",""event_count"":75},{""ip"":""12.12.12.12"",""domain"":""d89qlgit85ox9.cloudfront.net"",""event_count"":31},{""ip"":""12.12.12.12"",""domain"":""cdn.amplitude.com"",""event_count"":28},{""ip"":""12.12.12.12"",""domain"":""hb.yellowblue.io"",""event_count"":27}]","[{""ip"":""1.1.1.1"",""event_count"":8266},{""ip"":""1.1.1.1"",""event_count"":3913},{""ip"":""1.1.1.1"",""event_count"":843},{""ip"":""1.1.1.1"",""event_count"":769},{""ip"":""1.1.1.1"",""event_count"":751}]",78206,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":63760,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":13844,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":534,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":3424,""event_count"":38,""service"":{""service_name"":""xtrms"",""port"":3424,""proto_number"":6,""description"":""xTrade over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":1779,""event_count"":35,""service"":{""service_name"":""pharmasoft"",""port"":1779,""proto_number"":6,""description"":""pharmasoft""}}]","[{""ip"":""1.1.1.1"",""type"":""ja3s"",""signature"":""f4febc55ea12b31ae17cfb7e614afda8"",""event_count"":3},{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""773906b0efdefa24a7f2b8eb6985bf37"",""event_count"":2},{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""9b02ebd3a43b62d825e1ac605b621dc8"",""event_count"":1}]","[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[82,181,361,383,176]","[""cloud"",""amazon"",""cloudfront"",""global"",""cdn""]",394303,AEZA-AS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",13.13.13.13,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":383,""name"":""global"",""children"":null},{""id"":361,""name"":""cloudfront"",""children"":null}]}]},{""id"":176,""name"":""cdn"",""children"":null}]",2,2024-07-17,AMAZO-CF,"Amazon.com, Inc.","[{""ip"":""13.13.13.13"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":20},{""ip"":""13.13.13.13"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":7}]","[{""ip"":""13.13.13.13"",""domain"":""api.timetreeapp.com"",""event_count"":23},{""ip"":""13.13.13.13"",""domain"":""d93ovzi60ig5e.cloudfront.net"",""event_count"":23},{""ip"":""13.13.13.13"",""domain"":""listgrowth.ctctcdn.com"",""event_count"":20},{""ip"":""13.13.13.13"",""domain"":""config-msdk.us2.freshchat.com"",""event_count"":19},{""ip"":""13.13.13.13"",""domain"":""zinfandel.rmm.datto.com"",""event_count"":16}]","[{""ip"":""1.1.1.1"",""event_count"":2306},{""ip"":""1.1.1.1"",""event_count"":1560},{""ip"":""1.1.1.1"",""event_count"":1532},{""ip"":""1.1.1.1"",""event_count"":1222},{""ip"":""1.1.1.1"",""event_count"":920}]",127678,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":127239,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":271,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":92,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":4664,""event_count"":38,""service"":{""service_name"":""ems"",""port"":4664,""proto_number"":6,""description"":""Rimage Messaging Server""}},{""proto"":6,""proto_text"":"""",""port"":5908,""event_count"":36,""service"":{""service_name"":"""",""port"":0,""proto_number"":0,""description"":""""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[82,181,383,361,176]","[""cloud"",""amazon"",""global"",""cloudfront"",""cdn""]",394303,AEZA-AS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",14.14.14.14,"[""SG""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":176,""name"":""cdn"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]}]",2,2024-07-17,AMAZO-CF,"Amazon.com, Inc.","[{""ip"":""14.14.14.14"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":17},{""ip"":""14.14.14.14"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":1}]","[{""ip"":""14.14.14.14"",""domain"":""g.mojitok-api.com"",""event_count"":5},{""ip"":""14.14.14.14"",""domain"":""l.logly.co.jp"",""event_count"":4},{""ip"":""14.14.14.14"",""domain"":""api.okendo.io"",""event_count"":4},{""ip"":""14.14.14.14"",""domain"":""datasphere-sbsvc.sharethis.com"",""event_count"":4},{""ip"":""14.14.14.14"",""domain"":""duo.com"",""event_count"":4}]","[{""ip"":""1.1.1.1"",""event_count"":4618},{""ip"":""1.1.1.1"",""event_count"":2052},{""ip"":""1.1.1.1"",""event_count"":1361},{""ip"":""1.1.1.1"",""event_count"":1136},{""ip"":""1.1.1.1"",""event_count"":798}]",16612,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":16418,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":122,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":44600,""event_count"":23,""service"":{""service_name"":"""",""port"":0,""proto_number"":0,""description"":""""}},{""proto"":6,""proto_text"":"""",""port"":3771,""event_count"":20,""service"":{""service_name"":""paging-port"",""port"":3771,""proto_number"":6,""description"":""RTP Paging Port""}},{""proto"":6,""proto_text"":"""",""port"":26488,""event_count"":19,""service"":{""service_name"":"""",""port"":0,""proto_number"":0,""description"":""""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[176,82,181,361,383]","[""cdn"",""cloud"",""amazon"",""cloudfront"",""global""]",394303,AEZA-AS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",15.15.15.15,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":176,""name"":""cdn"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]}]",2,2024-07-17,AMAZON-CF,"Amazon.com, Inc.","[{""ip"":""15.15.15.15"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":19},{""ip"":""15.15.15.15"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":7}]","[{""ip"":""15.15.15.15"",""domain"":""d3qexsuac3niqb.cloudfront.net"",""event_count"":18},{""ip"":""15.15.15.15"",""domain"":""app-cdn.clickup.com"",""event_count"":16},{""ip"":""15.15.15.15"",""domain"":""eu1.clevertap-prod.com"",""event_count"":13},{""ip"":""15.15.15.15"",""domain"":""t.contentsquare.net"",""event_count"":12},{""ip"":""15.15.15.15"",""domain"":""tracker.affirm.com"",""event_count"":10}]","[{""ip"":""1.1.1.1"",""event_count"":140},{""ip"":""1.1.1.1"",""event_count"":112},{""ip"":""1.1.1.1"",""event_count"":76},{""ip"":""1.1.1.1"",""event_count"":76},{""ip"":""1.1.1.1"",""event_count"":59}]",1902,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":1843,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":36,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":16,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":3564,""event_count"":2,""service"":{""service_name"":""esimport"",""port"":3564,""proto_number"":6,""description"":""Electromed SIM port""}},{""proto"":6,""proto_text"":"""",""port"":3202,""event_count"":2,""service"":{""service_name"":""intraintra"",""port"":3202,""proto_number"":6,""description"":""IntraIntra""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[176,82,181,361,383]","[""cdn"",""cloud"",""amazon"",""cloudfront"",""global""]",394303,AEZA-AS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",16.16.16.16,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":176,""name"":""cdn"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]}]",2,2024-07-17,AMAZO-CF,"Amazon.com, Inc.","[{""ip"":""16.16.16.16"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":148},{""ip"":""16.16.16.16"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":130}]","[{""ip"":""16.16.16.16"",""domain"":""inapps.appsflyer.com"",""event_count"":1328},{""ip"":""16.16.16.16"",""domain"":""clashroyale.inbox.supercell.com"",""event_count"":90},{""ip"":""16.16.16.16"",""domain"":""usssalive.com"",""event_count"":32},{""ip"":""16.16.16.16"",""domain"":""telemetry.api.nasuni.com"",""event_count"":29},{""ip"":""16.16.16.16"",""domain"":""team-manager-web.production.gc-public.cloud"",""event_count"":29}]","[{""ip"":""1.1.1.1"",""event_count"":12342},{""ip"":""1.1.1.1"",""event_count"":8282},{""ip"":""1.1.1.1"",""event_count"":5071},{""ip"":""1.1.1.1"",""event_count"":3847},{""ip"":""1.1.1.1"",""event_count"":2691}]",187271,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":183874,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":2346,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":511,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":34962,""event_count"":192,""service"":{""service_name"":""profinet-rt"",""port"":34962,""proto_number"":6,""description"":""PROFInet RT Unicast""}},{""proto"":6,""proto_text"":"""",""port"":5025,""event_count"":38,""service"":{""service_name"":""scpi-raw"",""port"":5025,""proto_number"":6,""description"":""SCPI-RAW""}}]","[{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""49e76101e93ff7ad65a47925a25c2cff"",""event_count"":2},{""ip"":""1.1.1.1"",""type"":""ja3s"",""signature"":""f4febc55ea12b31ae17cfb7e614afda8"",""event_count"":2}]","[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[176,82,181,361,383]","[""cdn"",""cloud"",""amazon"",""cloudfront"",""global""]",394303,AEZA-AS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",17.17.17.17,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":176,""name"":""cdn"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]}]",2,2024-07-17,AMAZON-CF,"Amazon.com, Inc.","[{""ip"":""17.17.17.17"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":41},{""ip"":""17.17.17.17"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":21}]","[{""ip"":""17.17.17.17"",""domain"":""engagements.appsflyer.com"",""event_count"":233},{""ip"":""17.17.17.17"",""domain"":""d3mvm4kvp3vmiw.cloudfront.net"",""event_count"":88},{""ip"":""17.17.17.17"",""domain"":""www-cloudfront-alias.coursera.org"",""event_count"":77},{""ip"":""17.17.17.17"",""domain"":""www.thesun.co.uk"",""event_count"":38},{""ip"":""17.17.17.17"",""domain"":""7e8c2g3q.c.tranplanet.com"",""event_count"":35}]","[{""ip"":""1.1.1.1"",""event_count"":21013},{""ip"":""1.1.1.1"",""event_count"":5183},{""ip"":""1.1.1.1"",""event_count"":4476},{""ip"":""1.1.1.1"",""event_count"":4202},{""ip"":""1.1.1.1"",""event_count"":4089}]",76295,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":74141,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":1729,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":268,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":33890,""event_count"":85,""service"":{""service_name"":"""",""port"":0,""proto_number"":0,""description"":""""}},{""proto"":6,""proto_text"":"""",""port"":9007,""event_count"":22,""service"":{""service_name"":"""",""port"":0,""proto_number"":0,""description"":""""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[176,82,181,361,383]","[""cdn"",""cloud"",""amazon"",""cloudfront"",""global""]",394303,AEZA-AS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",18.18.18.18,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]},{""id"":176,""name"":""cdn"",""children"":null}]",2,2024-07-17,AMAZON-CF,"Amazon.com, Inc.","[{""ip"":""18.18.18.18"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":19},{""ip"":""18.18.18.18"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":9}]","[{""ip"":""18.18.18.18"",""domain"":""gw.mediation.unity3d.com"",""event_count"":292},{""ip"":""18.18.18.18"",""domain"":""init.supersonicads.com"",""event_count"":136},{""ip"":""18.18.18.18"",""domain"":""www.streamzon.net"",""event_count"":38},{""ip"":""18.18.18.18"",""domain"":""choices.trustarc.com"",""event_count"":36},{""ip"":""18.18.18.18"",""domain"":""eb.production.linktr.ee"",""event_count"":21}]","[{""ip"":""1.1.1.1"",""event_count"":374},{""ip"":""1.1.1.1"",""event_count"":238},{""ip"":""1.1.1.1"",""event_count"":87},{""ip"":""1.1.1.1"",""event_count"":74},{""ip"":""1.1.1.1"",""event_count"":62}]",1877,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":1789,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":58,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":23,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":3539,""event_count"":6,""service"":{""service_name"":""ibm-diradm-ssl"",""port"":3539,""proto_number"":6,""description"":""IBM Directory Server SSL""}},{""proto"":6,""proto_text"":"""",""port"":49000,""event_count"":3,""service"":{""service_name"":""matahari"",""port"":49000,""proto_number"":6,""description"":""Matahari Broker""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[82,181,361,383,176]","[""cloud"",""amazon"",""cloudfront"",""global"",""cdn""]",394303,AEZA-AS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",19.19.19.19,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":176,""name"":""cdn"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]}]",2,2024-07-17,AMAZON-CF,"Amazon.com, Inc.","[{""ip"":""19.19.19.19"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":23},{""ip"":""19.19.19.19"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":11}]","[{""ip"":""19.19.19.19"",""domain"":""news-webview-bridge-production.isappcloud.com"",""event_count"":93},{""ip"":""19.19.19.19"",""domain"":""pix.adrta.com"",""event_count"":84},{""ip"":""19.19.19.19"",""domain"":""atsod.launch.liveramp.com"",""event_count"":75},{""ip"":""19.19.19.19"",""domain"":""addons.mozilla.org"",""event_count"":33},{""ip"":""19.19.19.19"",""domain"":""widget.trustpilot.com"",""event_count"":30}]","[{""ip"":""1.1.1.1"",""event_count"":2365},{""ip"":""1.1.1.1"",""event_count"":2194},{""ip"":""1.1.1.1"",""event_count"":2127},{""ip"":""1.1.1.1"",""event_count"":2018},{""ip"":""1.1.1.1"",""event_count"":1538}]",72869,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":66765,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":4098,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":1904,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":1088,""event_count"":25,""service"":{""service_name"":""cplscrambler-al"",""port"":1088,""proto_number"":6,""description"":""CPL Scrambler Alarm Log""}},{""proto"":6,""proto_text"":"""",""port"":1056,""event_count"":22,""service"":{""service_name"":""vfo"",""port"":1056,""proto_number"":6,""description"":""VFO""}}]","[{""ip"":""1.1.1.1"",""type"":""ja3s"",""signature"":""f4febc55ea12b31ae17cfb7e614afda8"",""event_count"":6},{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""4185109f634e12ba8f8c5cca3b87ffd4"",""event_count"":1},{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""b5001237acdf006056b409cc433726b0"",""event_count"":1},{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""a6148cdf94c79505861de4d2700f9944"",""event_count"":1},{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""b0bb45302d1fd52c41ded25c972548e7"",""event_count"":1}]","[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[176,82,181,361,383]","[""cdn"",""cloud"",""amazon"",""cloudfront"",""global""]",394303,AEZA-AS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",20.20.20.20,"[""AU""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":176,""name"":""cdn"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]}]",2,2024-07-17,AMAZON-CF,"Amazon.com, Inc.","[{""ip"":""20.20.20.20"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":25},{""ip"":""20.20.20.20"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":3}]","[{""ip"":""20.20.20.20"",""domain"":""osb-auth-v2.samsungqbe.com"",""event_count"":31},{""ip"":""20.20.20.20"",""domain"":""ads.adthrive.com"",""event_count"":29},{""ip"":""20.20.20.20"",""domain"":""a.svtrd.com"",""event_count"":28},{""ip"":""20.20.20.20"",""domain"":""osb-auth-ussvc-v2.samsungqbe.com"",""event_count"":28},{""ip"":""20.20.20.20"",""domain"":""engagements.appsflyer.com"",""event_count"":26}]","[{""ip"":""1.1.1.1"",""event_count"":30521},{""ip"":""1.1.1.1"",""event_count"":4645},{""ip"":""1.1.1.1"",""event_count"":3787},{""ip"":""1.1.1.1"",""event_count"":2446},{""ip"":""1.1.1.1"",""event_count"":2363}]",398941,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":380121,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":9658,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":8892,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":10000,""event_count"":98,""service"":{""service_name"":""ndmp"",""port"":10000,""proto_number"":6,""description"":""Network Data Management Protocol""}},{""proto"":6,""proto_text"":"""",""port"":37654,""event_count"":67,""service"":{""service_name"":""unisys-eportal"",""port"":37654,""proto_number"":6,""description"":""Unisys ClearPath ePortal""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[176,82,181,361,383]","[""cdn"",""cloud"",""amazon"",""cloudfront"",""global""]",394303,AEZA-AS,Cymru_Scout_Domain_Data_CL
