TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,"computerId_d","computerName_s","computerUuid_g","creationTime_t [UTC]","handled_d","id_d","moduleFirstSeenLocally_t [UTC]","moduleId_d","moduleLastExecutedLocally_t [UTC]","moduleLgAge_d","moduleLgPopularity_d","moduleLgReputation_d","moduleName_s","moduleSha1_s","moduleSignatureType_s","moduleSigner_s","priority_d","processCommandLine_s","processId_d","processPath_s","processUser_s","resolved_b","ruleName_s",Severity,"severityScore_d","threatName_s","threatUri_s","type_s","uuid_g","deepLink_s",Type,"_ResourceId"
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 9:25:27.507 AM",,,10,"eei663777.lab.local","cd3814d2-ec00-4a43-8da2-652df3491c6f","12/7/2020, 9:23:57.000 AM",7,2361,"12/4/2020, 11:03:40.000 AM",10000013106,"12/7/2020, 9:23:57.000 AM",8,2,9,"eiserver.exe",60F44FA98987708C7346CE97D59FD74F13FCCE55,Trusted,"""ESET, spol. s r.o.""",0,,10000132027,"%PROGRAMFILES%\eset\enterprise inspector server\","nt authority\system",true,,2,60,"Incoming.Attack.Generic",,FirewallDetection,"6c74816d-1f9a-e44c-9d8e-1cc83203290f","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2361","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 8:31:31.584 AM",,,3,"azwin10vm.lab.local","763a89ef-f8dd-41a4-9b8c-0e3bf34437d5","12/7/2020, 8:29:55.000 AM",0,2360,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 8:29:55.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\e6810f7c-f423-4ee5-93ed-03e09552050b.zip",10000138328,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-22_040544\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"1150a1df-97b3-4f32-8158-a1616f72c514","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2360","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 8:31:28.496 AM",,,13,"azdc01.lab.local","e6f28980-eae2-49d9-85f7-db30b7042931","12/7/2020, 8:28:05.000 AM",0,2359,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 8:29:55.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\d46d6205-6f22-4d97-a5b0-66613e2035d9.zip",10000138324,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-09_152117\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"0f9655ce-dcb2-42a3-94c9-d16e7df4704c","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2359","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 8:31:25.463 AM",,,7,"azwin10-02.lab.local","8737171e-408a-4b82-a006-a31a3c51c368","12/7/2020, 8:25:06.000 AM",0,2358,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 8:29:55.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\2e79f464-83e6-4943-95a6-605ff147b386.zip",10000138317,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-21_140216\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"83c00f84-9ea2-4bf8-8c2e-a74e491f7399","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2358","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 7:35:24.767 AM",,,3,"azwin10vm.lab.local","763a89ef-f8dd-41a4-9b8c-0e3bf34437d5","12/7/2020, 7:28:51.000 AM",0,2357,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 7:28:51.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\e6810f7c-f423-4ee5-93ed-03e09552050b.zip",10000138260,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-22_040544\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"6fc19c04-cffa-4cee-bbf3-c73e128278a3","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2357","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 7:35:22.934 AM",,,13,"azdc01.lab.local","e6f28980-eae2-49d9-85f7-db30b7042931","12/7/2020, 7:27:35.000 AM",0,2356,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 7:28:51.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\d46d6205-6f22-4d97-a5b0-66613e2035d9.zip",10000138255,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-09_152117\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"c5332658-01b8-4982-9766-ce00091dc732","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2356","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 7:30:21.939 AM",,,7,"azwin10-02.lab.local","8737171e-408a-4b82-a006-a31a3c51c368","12/7/2020, 7:23:55.000 AM",0,2355,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 7:28:04.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\2e79f464-83e6-4943-95a6-605ff147b386.zip",10000138245,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-21_140216\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"9bfd4d6a-75a0-4aae-9920-51519bbdd617","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2355","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 7:15:18.507 AM",,,10,"eei663777.lab.local","cd3814d2-ec00-4a43-8da2-652df3491c6f","12/7/2020, 7:10:24.000 AM",7,2354,"12/4/2020, 11:03:40.000 AM",10000013106,"12/7/2020, 7:10:24.000 AM",8,2,9,"eiserver.exe",60F44FA98987708C7346CE97D59FD74F13FCCE55,Trusted,"""ESET, spol. s r.o.""",0,,10000132027,"%PROGRAMFILES%\eset\enterprise inspector server\","nt authority\system",true,,2,60,"Incoming.Attack.Generic",,FirewallDetection,"fc1178d7-1dc8-5d46-9bb0-02e9dac6dfba","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2354","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 6:35:11.261 AM",,,3,"azwin10vm.lab.local","763a89ef-f8dd-41a4-9b8c-0e3bf34437d5","12/7/2020, 6:28:01.000 AM",0,2353,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 6:28:50.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\e6810f7c-f423-4ee5-93ed-03e09552050b.zip",10000138195,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-22_040544\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"835c7733-3253-417f-88d5-e55258238004","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2353","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 6:35:10.286 AM",,,13,"azdc01.lab.local","e6f28980-eae2-49d9-85f7-db30b7042931","12/7/2020, 6:26:34.000 AM",0,2352,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 6:28:50.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\d46d6205-6f22-4d97-a5b0-66613e2035d9.zip",10000138191,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-09_152117\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"4e5d7029-ad04-4897-aa13-662a1cb2a155","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2352","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 6:30:23.529 AM",,,7,"azwin10-02.lab.local","8737171e-408a-4b82-a006-a31a3c51c368","12/7/2020, 6:23:53.000 AM",0,2351,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 6:27:43.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\2e79f464-83e6-4943-95a6-605ff147b386.zip",10000138180,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-21_140216\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"e19853bb-f8b0-4c56-ae37-ce50e1b40259","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2351","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 5:35:08.434 AM",,,3,"azwin10vm.lab.local","763a89ef-f8dd-41a4-9b8c-0e3bf34437d5","12/7/2020, 5:27:10.000 AM",0,2350,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 5:27:10.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\e6810f7c-f423-4ee5-93ed-03e09552050b.zip",10000138130,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-22_040544\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"7681c484-5105-4b1b-8aa1-e665965836b2","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2350","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 5:35:05.668 AM",,,13,"azdc01.lab.local","e6f28980-eae2-49d9-85f7-db30b7042931","12/7/2020, 5:26:33.000 AM",0,2349,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 5:27:10.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\d46d6205-6f22-4d97-a5b0-66613e2035d9.zip",10000138123,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-09_152117\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"cb06fe96-a682-47cb-9b50-27704240cad8","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2349","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 5:25:13.710 AM",,,7,"azwin10-02.lab.local","8737171e-408a-4b82-a006-a31a3c51c368","12/7/2020, 5:22:12.000 AM",0,2348,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 5:22:20.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\2e79f464-83e6-4943-95a6-605ff147b386.zip",10000138090,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-21_140216\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"bbf16d03-b377-4217-83d7-1ce8a17ed177","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2348","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 4:45:57.390 AM",,,3,"azwin10vm.lab.local","763a89ef-f8dd-41a4-9b8c-0e3bf34437d5","12/7/2020, 4:40:20.000 AM",0,2347,"11/3/2020, 5:02:59.000 PM",10000000460,,30,3,1,"mimikatz.exe",D241DF7B9D2EC0B8194751CD5CE153E27CC40FA4,Valid,"""Open Source Developer, Benjamin Delpy""",0,"-m:appraiser.dll -f:DoScheduledTelemetryRun -cv:zvqQsb33+0ypIyZC.1",10000138023,"%SYSTEM%","nt authority\system",false,,3,90,"Win64/Riskware.Mimikatz.G","%DESKTOP%\mimikatz_trunk\x64\mimikatz.exe",MalwareFoundOnDisk,"14625833-ab5b-8f4b-3dab-088e0b937bc6","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2347","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 4:45:53.833 AM",,,3,"azwin10vm.lab.local","763a89ef-f8dd-41a4-9b8c-0e3bf34437d5","12/7/2020, 4:40:20.000 AM",0,2346,"11/3/2020, 5:02:59.000 PM",10000000460,,30,3,1,"mimikatz.exe",D241DF7B9D2EC0B8194751CD5CE153E27CC40FA4,Valid,"""Open Source Developer, Benjamin Delpy""",0,"-m:appraiser.dll -f:DoScheduledTelemetryRun -cv:zvqQsb33+0ypIyZC.1",10000138023,"%SYSTEM%","nt authority\system",false,,3,90,"Win64/Riskware.Mimikatz.G","%DESKTOP%\mimikatz_trunk\x64\mimikatz.exe",MalwareFoundOnDisk,"9de3cf20-f762-9d44-af9f-c3d8d544a93d","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2346","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 4:45:50.798 AM",,,3,"azwin10vm.lab.local","763a89ef-f8dd-41a4-9b8c-0e3bf34437d5","12/7/2020, 4:40:20.000 AM",0,2345,"11/3/2020, 5:02:59.000 PM",10000000460,,30,3,1,"mimikatz.exe",D241DF7B9D2EC0B8194751CD5CE153E27CC40FA4,Valid,"""Open Source Developer, Benjamin Delpy""",0,"-m:appraiser.dll -f:DoScheduledTelemetryRun -cv:zvqQsb33+0ypIyZC.1",10000138023,"%SYSTEM%","nt authority\system",false,,3,90,"Win64/Riskware.Mimikatz.G","%DESKTOP%\mimikatz_trunk\x64\mimikatz.exe",MalwareFoundOnDisk,"8bd50545-c2e0-9943-0a8a-092de4649f80","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2345","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 4:30:14.401 AM",,,3,"azwin10vm.lab.local","763a89ef-f8dd-41a4-9b8c-0e3bf34437d5","12/7/2020, 4:26:00.000 AM",0,2344,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 4:26:56.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\e6810f7c-f423-4ee5-93ed-03e09552050b.zip",10000137998,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-22_040544\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"95e0eed1-ea65-4749-8933-fd67edb4ffbe","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2344","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 4:30:12.527 AM",,,13,"azdc01.lab.local","e6f28980-eae2-49d9-85f7-db30b7042931","12/7/2020, 4:25:03.000 AM",0,2343,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 4:26:56.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\d46d6205-6f22-4d97-a5b0-66613e2035d9.zip",10000137989,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-09_152117\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"2acf1d23-1317-44f6-b561-611b2c392594","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2343","ESETEnterpriseInspector_CL",
"7bdecb7b-0545-4aa9-bd6b-f7eb05fee857",RestAPI,,,"12/7/2020, 4:25:19.300 AM",,,7,"azwin10-02.lab.local","8737171e-408a-4b82-a006-a31a3c51c368","12/7/2020, 4:22:13.000 AM",0,2342,"11/3/2020, 10:34:25.000 AM",10000000053,"12/7/2020, 4:25:10.000 AM",30,5,9,"collectguestlogs.exe",BCDA971AAA40B63A369DF8AB301FF7C2D10BE836,Trusted,"Microsoft Corporation",0,"-Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\2e79f464-83e6-4943-95a6-605ff147b386.zip",10000137982,"%WINDIR%\azure\guestagent_2.7.41491.993_2020-09-21_140216\","nt authority\system",false,"Potential credential dumping - Generic [F0436a]",2,61,,,RuleActivated,"4b5a80b3-6091-4dd3-8cda-754640b476ee","https://eei663777.westeurope.cloudapp.azure.com/console/detection/2342","ESETEnterpriseInspector_CL",
