TimeGenerated [UTC],ip_s,issuer_s,issuer_common_name_s,common_name_s,altnames_s,serial_s,subject_s,not_after_s,not_before_s,validity_period_s,md5_g,sha1_s,sha256_s,first_seen_s,last_seen_s,port_d,self_signed_b,country_codes_s,as_info_s,tags_s,count_d,start_date_s,end_date_s,Type
"7/17/2024, 5:53:25 AM",1.1.1.1,"emailAddress=platformsecurity@netflix.com, OU=Platform Security, O=Netflix Inc, CN=Netflix Internal Services Root CA V1, L=Los Gatos, ST=California, C=US, emailAddress=platformsecurity@netflix.com",Netflix Internal Services Root CA V1,Netflix Internal Services Root CA V1,[],1,"emailAddress=platformsecurity@netflix.com, OU=Platform Security, O=Netflix Inc, CN=Netflix Internal Services Root CA V1, L=Los Gatos, ST=California, C=US, emailAddress=platformsecurity@netflix.com",2048-04-23,2018-04-22,10959 Days,6f7a94d-1784-4d0-d21a-c5f2b49adb11,5fe10f65eac66ad80d2aa845ea0567a748c,74794fc4b66ddc21697760d7b3d6350455809ae2872c285742cb613cd34,2024-06-21,2024-07-13,443,TRUE,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":803,""name"":""top-site"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":356,""name"":""ec2"",""children"":null},{""id"":372,""name"":""us-west"",""children"":null}]}]}]",5,2024-06-17,2024-07-16,Cymru_Scout_IP_Data_x509_CL
"7/17/2024, 5:53:25 AM",1.1.1.1,"emailAddress=platformsecurity@netflix.com, OU=Platform Security, O=Netflix Inc, CN=Netflix Internal Services Intermediate Prod CA V9, L=Los Gatos, ST=California, C=US, emailAddress=platformsecurity@netflix.com",Netflix Internal Services Intermediate Prod CA V9,,"[""apiproxy-website.cluster.us-west-2.prod.cloud.netflix.net"",""apiproxy-website.dynprod.netflix.net"",""apiproxy-website.netflix.net"",""apiproxy-website.prod.netflix.net"",""apiproxy-website.us-west-2.dynprod.netflix.net"",""apiproxy-website.us-west-2.prod.netflix.net"",""apiproxy.app.us-west-2.prod.cloud.netflix.net"",""apiproxy.dynprod.netflix.net"",""apiproxy.netflix.net"",""apiproxy.prod.netflix.net"",""apiproxy.us-west-2.dynprod.netflix.net"",""apiproxy.us-west-2.prod.netflix.net"",""ip-100-81-109-89.node.netflix.net"",""ip-2600-1f14-062a-de08-0000-0000-0000-31cd.node.netflix.net"",""website.apiproxy.dynprod.netflix.net"",""website.apiproxy.netflix.net"",""website.apiproxy.prod.netflix.net"",""website.apiproxy.us-west-2.dynprod.netflix.net"",""website.apiproxy.us-west-2.prod.netflix.net""]",1,"serialNumber=i-0fd7c4ef06bd78362, OU=Platform Security, O=Netflix Inc, L=Los Gatos, ST=California, C=US",2024-07-11,2024-06-27,14 Days,6f7a94d-1784-4d0-d21a-c5f2b49adb12,5fe10f65eac66ad80d2aa845ea0567a748c,74794fc4b66ddc21697760d7b3d6350455809ae2872c285742cb613cd35,2024-06-27,2024-06-27,443,FALSE,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":803,""name"":""top-site"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":356,""name"":""ec2"",""children"":null},{""id"":372,""name"":""us-west"",""children"":null}]}]}]",1,2024-06-17,2024-07-16,Cymru_Scout_IP_Data_x509_CL
"7/17/2024, 5:53:25 AM",1.1.1.1,"emailAddress=platformsecurity@netflix.com, OU=Platform Security, O=Netflix Inc, CN=Netflix Internal Services Intermediate Prod CA V9, L=Los Gatos, ST=California, C=US, emailAddress=platformsecurity@netflix.com",Netflix Internal Services Intermediate Prod CA V9,,"[""apiproxy-website.cluster.us-west-2.prod.cloud.netflix.net"",""apiproxy-website.dynprod.netflix.net"",""apiproxy-website.netflix.net"",""apiproxy-website.prod.netflix.net"",""apiproxy-website.us-west-2.dynprod.netflix.net"",""apiproxy-website.us-west-2.prod.netflix.net"",""apiproxy.app.us-west-2.prod.cloud.netflix.net"",""apiproxy.dynprod.netflix.net"",""apiproxy.netflix.net"",""apiproxy.prod.netflix.net"",""apiproxy.us-west-2.dynprod.netflix.net"",""apiproxy.us-west-2.prod.netflix.net"",""ip-100-87-100-123.node.netflix.net"",""ip-2600-1f14-062a-de04-0000-0000-0000-ea92.node.netflix.net"",""website.apiproxy.dynprod.netflix.net"",""website.apiproxy.netflix.net"",""website.apiproxy.prod.netflix.net"",""website.apiproxy.us-west-2.dynprod.netflix.net"",""website.apiproxy.us-west-2.prod.netflix.net""]",1,"serialNumber=i-0ef20224ece32ff42, OU=Platform Security, O=Netflix Inc, L=Los Gatos, ST=California, C=US",2024-07-16,2024-07-02,14 Days,6f7a94d-1784-4d0-d21a-c5f2b49adb13,5fe10f65eac66ad80d2aa845ea0567a748c,74794fc4b66ddc21697760d7b3d6350455809ae2872c285742cb613cd36,2024-07-02,2024-07-02,443,FALSE,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":356,""name"":""ec2"",""children"":null},{""id"":372,""name"":""us-west"",""children"":null}]}]},{""id"":803,""name"":""top-site"",""children"":null}]",1,2024-06-17,2024-07-16,Cymru_Scout_IP_Data_x509_CL
"7/17/2024, 5:53:25 AM",1.1.1.1,"emailAddress=platformsecurity@netflix.com, OU=Platform Security, O=Netflix Inc, CN=Netflix Internal Services Intermediate Prod CA V9, L=Los Gatos, ST=California, C=US, emailAddress=platformsecurity@netflix.com",Netflix Internal Services Intermediate Prod CA V9,,"[""apiproxy-website.cluster.us-west-2.prod.cloud.netflix.net"",""apiproxy-website.dynprod.netflix.net"",""apiproxy-website.netflix.net"",""apiproxy-website.prod.netflix.net"",""apiproxy-website.us-west-2.dynprod.netflix.net"",""apiproxy-website.us-west-2.prod.netflix.net"",""apiproxy.app.us-west-2.prod.cloud.netflix.net"",""apiproxy.dynprod.netflix.net"",""apiproxy.netflix.net"",""apiproxy.prod.netflix.net"",""apiproxy.us-west-2.dynprod.netflix.net"",""apiproxy.us-west-2.prod.netflix.net"",""ip-100-87-96-141.node.netflix.net"",""ip-2600-1f14-062a-de04-0000-0000-0000-fda5.node.netflix.net"",""website.apiproxy.dynprod.netflix.net"",""website.apiproxy.netflix.net"",""website.apiproxy.prod.netflix.net"",""website.apiproxy.us-west-2.dynprod.netflix.net"",""website.apiproxy.us-west-2.prod.netflix.net""]",1,"serialNumber=i-066dc3ac461e42a76, OU=Platform Security, O=Netflix Inc, L=Los Gatos, ST=California, C=US",2024-07-27,2024-07-13,14 Days,6f7a94d-1784-4d0-d21a-c5f2b49adb14,5fe10f65eac66ad80d2aa845ea0567a748c,74794fc4b66ddc21697760d7b3d6350455809ae2872c285742cb613cd37,2024-07-13,2024-07-13,443,FALSE,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":803,""name"":""top-site"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":356,""name"":""ec2"",""children"":null},{""id"":372,""name"":""us-west"",""children"":null}]}]}]",1,2024-06-17,2024-07-16,Cymru_Scout_IP_Data_x509_CL
"7/17/2024, 5:53:25 AM",1.1.1.1,"emailAddress=platformsecurity@netflix.com, OU=Platform Security, O=Netflix Inc, CN=Netflix Internal Services Intermediate Prod CA V9, L=Los Gatos, ST=California, C=US, emailAddress=platformsecurity@netflix.com",Netflix Internal Services Intermediate Prod CA V9,,"[""apiproxy-website.cluster.us-west-2.prod.cloud.netflix.net"",""apiproxy-website.dynprod.netflix.net"",""apiproxy-website.netflix.net"",""apiproxy-website.prod.netflix.net"",""apiproxy-website.us-west-2.dynprod.netflix.net"",""apiproxy-website.us-west-2.prod.netflix.net"",""apiproxy.app.us-west-2.prod.cloud.netflix.net"",""apiproxy.dynprod.netflix.net"",""apiproxy.netflix.net"",""apiproxy.prod.netflix.net"",""apiproxy.us-west-2.dynprod.netflix.net"",""apiproxy.us-west-2.prod.netflix.net"",""ip-100-87-87-123.node.netflix.net"",""ip-2600-1f14-062a-de04-0000-0000-0000-86a5.node.netflix.net"",""website.apiproxy.dynprod.netflix.net"",""website.apiproxy.netflix.net"",""website.apiproxy.prod.netflix.net"",""website.apiproxy.us-west-2.dynprod.netflix.net"",""website.apiproxy.us-west-2.prod.netflix.net""]",1,"serialNumber=i-0655b773d971585ea, OU=Platform Security, O=Netflix Inc, L=Los Gatos, ST=California, C=US",2024-07-05,2024-06-21,14 Days,6f7a94d-1784-4d0-d21a-c5f2b49adb15,5fe10f65eac66ad80d2aa845ea0567a748c,74794fc4b66ddc21697760d7b3d6350455809ae2872c285742cb613cd38,2024-06-21,2024-06-21,443,FALSE,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":803,""name"":""top-site"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":356,""name"":""ec2"",""children"":null},{""id"":372,""name"":""us-west"",""children"":null}]}]}]",1,2024-06-17,2024-07-16,Cymru_Scout_IP_Data_x509_CL
"7/17/2024, 5:53:25 AM",1.1.1.1,"emailAddress=platformsecurity@netflix.com, OU=Platform Security, O=Netflix Inc, CN=Netflix Internal Services Intermediate Prod CA V9, L=Los Gatos, ST=California, C=US, emailAddress=platformsecurity@netflix.com",Netflix Internal Services Intermediate Prod CA V9,,"[""apiproxy-website.cluster.us-west-2.prod.cloud.netflix.net"",""apiproxy-website.dynprod.netflix.net"",""apiproxy-website.netflix.net"",""apiproxy-website.prod.netflix.net"",""apiproxy-website.us-west-2.dynprod.netflix.net"",""apiproxy-website.us-west-2.prod.netflix.net"",""apiproxy.app.us-west-2.prod.cloud.netflix.net"",""apiproxy.dynprod.netflix.net"",""apiproxy.netflix.net"",""apiproxy.prod.netflix.net"",""apiproxy.us-west-2.dynprod.netflix.net"",""apiproxy.us-west-2.prod.netflix.net"",""ip-100-81-87-61.node.netflix.net"",""ip-2600-1f14-062a-de08-0000-0000-0000-9393.node.netflix.net"",""website.apiproxy.dynprod.netflix.net"",""website.apiproxy.netflix.net"",""website.apiproxy.prod.netflix.net"",""website.apiproxy.us-west-2.dynprod.netflix.net"",""website.apiproxy.us-west-2.prod.netflix.net""]",1,"serialNumber=i-000199d2b0f4644fa, OU=Platform Security, O=Netflix Inc, L=Los Gatos, ST=California, C=US",2024-07-22,2024-07-08,14 Days,6f7a94d-1784-4d0-d21a-c5f2b49adb16,5fe10f65eac66ad80d2aa845ea0567a748c,74794fc4b66ddc21697760d7b3d6350455809ae2872c285742cb613cd39,2024-07-08,2024-07-08,443,FALSE,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":356,""name"":""ec2"",""children"":null},{""id"":372,""name"":""us-west"",""children"":null}]}]},{""id"":803,""name"":""top-site"",""children"":null}]",1,2024-06-17,2024-07-16,Cymru_Scout_IP_Data_x509_CL
"7/17/2024, 5:53:37 AM",3.3.3.3,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,www.example.org,"[""example.com"",""example.edu"",""example.net"",""example.org"",""www.example.com"",""www.example.edu"",""www.example.net"",""www.example.org""]",1,"CN=www.example.org, O=Internet Corporation for Assigned Names and Numbers, L=Los Angeles, ST=California, C=US",2025-03-01,2024-01-30,397 Days,6f7a94d-1784-4d0-d21a-c5f2b49adb17,5fe10f65eac66ad80d2aa845ea0567a748c,74794fc4b66ddc21697760d7b3d6350455809ae2872c285742cb613cd40,2024-06-21,2024-07-13,443,FALSE,"[""US""]","[{""asn"":15133,""as_name"":""EDGECAST, US""}]","[{""id"":176,""name"":""cdn"",""children"":[{""id"":206,""name"":""edgecast"",""children"":null}]}]",5,2024-06-17,2024-07-16,Cymru_Scout_IP_Data_x509_CL
"7/17/2024, 5:53:32 AM",3.3.3.3,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,www.example.org,"[""example.com"",""example.edu"",""example.net"",""example.org"",""www.example.com"",""www.example.edu"",""www.example.net"",""www.example.org""]",1,"CN=www.example.org, O=Internet Corporation for Assigned Names and Numbers, L=Los Angeles, ST=California, C=US",2025-03-01,2024-01-30,397 Days,6f7a94d-1784-4d0-d21a-c5f2b49adb18,5fe10f65eac66ad80d2aa845ea0567a748c,74794fc4b66ddc21697760d7b3d6350455809ae2872c285742cb613cd41,2024-06-21,2024-07-13,443,FALSE,"[""US""]","[{""asn"":15133,""as_name"":""EDGECAST, US""}]","[{""id"":176,""name"":""cdn"",""children"":[{""id"":206,""name"":""edgecast"",""children"":null}]}]",5,2024-06-17,2024-07-16,Cymru_Scout_IP_Data_x509_CL
"7/17/2024, 6:20:17 AM",1.1.1.1,"emailAddress=platformsecurity@netflix.com, OU=Platform Security, O=Netflix Inc, CN=Netflix Internal Services Root CA V1, L=Los Gatos, ST=California, C=US, emailAddress=platformsecurity@netflix.com",Netflix Internal Services Root CA V1,Netflix Internal Services Root CA V1,[],1,"emailAddress=platformsecurity@netflix.com, OU=Platform Security, O=Netflix Inc, CN=Netflix Internal Services Root CA V1, L=Los Gatos, ST=California, C=US, emailAddress=platformsecurity@netflix.com",2048-04-23,2018-04-22,10959 Days,6f7a94d-1784-4d0-d21a-c5f2b49adb19,5fe10f65eac66ad80d2aa845ea0567a748c,74794fc4b66ddc21697760d7b3d6350455809ae2872c285742cb613cd42,2024-06-21,2024-07-13,443,TRUE,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":356,""name"":""ec2"",""children"":null},{""id"":372,""name"":""us-west"",""children"":null}]}]},{""id"":803,""name"":""top-site"",""children"":null}]",5,2024-06-17,2024-07-16,Cymru_Scout_IP_Data_x509_CL
"7/17/2024, 6:20:17 AM",1.1.1.1,"emailAddress=platformsecurity@netflix.com, OU=Platform Security, O=Netflix Inc, CN=Netflix Internal Services Intermediate Prod CA V9, L=Los Gatos, ST=California, C=US, emailAddress=platformsecurity@netflix.com",Netflix Internal Services Intermediate Prod CA V9,,"[""apiproxy-website.cluster.us-west-2.prod.cloud.netflix.net"",""apiproxy-website.dynprod.netflix.net"",""apiproxy-website.netflix.net"",""apiproxy-website.prod.netflix.net"",""apiproxy-website.us-west-2.dynprod.netflix.net"",""apiproxy-website.us-west-2.prod.netflix.net"",""apiproxy.app.us-west-2.prod.cloud.netflix.net"",""apiproxy.dynprod.netflix.net"",""apiproxy.netflix.net"",""apiproxy.prod.netflix.net"",""apiproxy.us-west-2.dynprod.netflix.net"",""apiproxy.us-west-2.prod.netflix.net"",""ip-100-81-109-89.node.netflix.net"",""ip-2600-1f14-062a-de08-0000-0000-0000-31cd.node.netflix.net"",""website.apiproxy.dynprod.netflix.net"",""website.apiproxy.netflix.net"",""website.apiproxy.prod.netflix.net"",""website.apiproxy.us-west-2.dynprod.netflix.net"",""website.apiproxy.us-west-2.prod.netflix.net""]",1,"serialNumber=i-0fd7c4ef06bd78362, OU=Platform Security, O=Netflix Inc, L=Los Gatos, ST=California, C=US",2024-07-11,2024-06-27,14 Days,6f7a94d-1784-4d0-d21a-c5f2b49adb20,5fe10f65eac66ad80d2aa845ea0567a748c,74794fc4b66ddc21697760d7b3d6350455809ae2872c285742cb613cd43,2024-06-27,2024-06-27,443,FALSE,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":803,""name"":""top-site"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":356,""name"":""ec2"",""children"":null},{""id"":372,""name"":""us-west"",""children"":null}]}]}]",1,2024-06-17,2024-07-16,Cymru_Scout_IP_Data_x509_CL
