TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [UTC],Computer,RawData,responseCountry_s,responseRegion_s,deviceName_g,osVersion_s,confidenceLevel_s,deviceCountry_s,deviceName_s,deviceRegion_s,dhcpFingerprint_s,dnsView_s,feed_s,macAddress_s,source_s,action_s,policy_s,deviceIp_s,query_s,queryType_s,response_s,class_s,threatFamily_s,threatIndicator_s,detected_s,property_s,user_s,threatLevel_s,properties_objectGuid_g,properties_friendlyName_g,id_s,name_g,type_s,kind_s,properties_malwareName_s,properties_category_s,properties_friendlyName_s,InfobloxInsightID_g,InfobloxInsightfulID_s,InfobloxInsightLogType_s,InsightID_g,Type,_ResourceId
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:47.932 AM",,,Germany,Hesse,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Castille-La Mancha,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,t1.mp1.tripadvisor.com.,A,146.75.121.91,MalwareC2,Spyware,146.75.121.91,2024-02-23 14:09:00 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:48.081 AM",,,China,Jiangsu,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Murcia,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,platform-alib.linkedin.cn.,A,61.160.192.100,MalwareC2,Spyware,58.218.215.163,2024-02-26 19:59:29 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:49.444 AM",,,United States,New York,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Castille-La Mancha,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,bit.ly.,A,67.199.248.11,MalwareC2,Spyware,67.199.248.11,2024-02-23 07:20:08 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:52.102 AM",,,,,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Medium,Spain,,Castille-La Mancha,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,cdn.jsdelivr.net.,HTTPS,"1 . alpn=""h3,h2"" ipv4hint=""104.16.85.20,104.16.86.20,104.16.87.20,104.16.88.20,104.16.89.20"" ipv6hint=""2606:4700::6810:5514,2606:4700::6810:5614,2606:4700::6810:5714,2606:4700::6810:5814,2606:4700::6810:5914""",MalwareC2,Spyware,104.16.86.20,2024-02-20 12:55:31 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:58.511 AM",,,United States,New York,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,bit.ly.,A,67.199.248.10,MalwareC2,Spyware,67.199.248.11,2024-02-10 07:48:46 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:56.691 AM",,,France,Île-de-France,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,assets.nflxext.com.,A,45.57.91.1,MalwareC2,Spyware,45.57.90.1,2024-02-12 19:46:11 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:51.837 AM",,,Canada,Ontario,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Medium,Spain,,Castille-La Mancha,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,cdn.jsdelivr.net.,A,104.16.85.20,MalwareC2,Spyware,104.16.86.20,2024-02-20 12:55:31 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:58.898 AM",,,France,Île-de-France,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,dnm.nflximg.net.,A,45.57.91.1,MalwareC2,Spyware,45.57.90.1,2024-02-08 17:23:57 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:59.574 AM",,,Germany,Hesse,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,High,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,pixel.mathtag.com.,A,146.75.121.91,MalwareC2,Spyware,146.75.121.91,2024-02-07 07:44:47 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:59.890 AM",,,,,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Medium,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,cdn.jsdelivr.net.,HTTPS,"1 . alpn=""h3,h2"" ipv4hint=""104.16.85.20,104.16.86.20,104.16.87.20,104.16.88.20,104.16.89.20"" ipv6hint=""2606:4700::6810:5514,2606:4700::6810:5614,2606:4700::6810:5714,2606:4700::6810:5814,2606:4700::6810:5914""",MalwareC2,Spyware,104.16.86.20,2024-02-07 07:44:08 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:57.459 AM",,,,,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Medium,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,cdn.jsdelivr.net.,HTTPS,"1 . alpn=""h3,h2"" ipv4hint=""104.16.85.20,104.16.86.20,104.16.87.20,104.16.88.20,104.16.89.20"" ipv6hint=""2606:4700::6810:5514,2606:4700::6810:5614,2606:4700::6810:5714,2606:4700::6810:5814,2606:4700::6810:5914""",MalwareC2,Spyware,104.16.86.20,2024-02-11 08:59:02 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:58:04.411 AM",,,,,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Medium,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,cdn.jsdelivr.net.,HTTPS,"1 . alpn=""h3,h2"" ipv4hint=""104.16.85.20,104.16.86.20,104.16.87.20,104.16.88.20,104.16.89.20"" ipv6hint=""2606:4700::6810:5514,2606:4700::6810:5614,2606:4700::6810:5714,2606:4700::6810:5814,2606:4700::6810:5914""",MalwareC2,Spyware,104.16.86.20,2024-02-05 07:12:07 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:37.955 AM",,,Belgium,Brussels Capital,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Medium,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,accounts.google.com.,A,108.177.15.84,MalwareC2,Spyware,108.177.15.84,2024-03-05 06:39:55 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:30.048 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,cyberlegion.group.,A,NXDOMAIN,MalwareDownload,Generic,cyberlegion.group,2024-03-06 04:46:51 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:30.088 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,bavrnimn.site.,A,NXDOMAIN,MalwareDownload,Generic,bavrnimn.site,2024-03-06 04:46:39 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:30.389 AM",,,,,,,High,United States,WSCLIENT02,California,Microsoft Windows Kernel 10.0,Default,AntiMalware,00:50:56:0b:15:11,PSS_Grid_DNS (DFP),Block,PSS_Env_Default_Sec_Pol,127.0.0.1,pbxphonenetwork.com.,A,NXDOMAIN,MalwareDownload,Generic,pbxphonenetwork.com,2024-03-06 04:39:36 +0000 UTC,Generic,bob,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:30.533 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,678ap.com.,A,NXDOMAIN,MalwareDownload,Generic,678ap.com,2024-03-06 04:46:27 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:27.300 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,cyberlegion.group.,A,NXDOMAIN,MalwareDownload,Generic,cyberlegion.group,2024-03-06 05:01:51 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:30.808 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,dtslogs.com.,A,NXDOMAIN,MalwareDownload,Generic,dtslogs.com,2024-03-06 04:32:27 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:31.158 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,cyberlegion.group.,A,NXDOMAIN,MalwareDownload,Generic,cyberlegion.group,2024-03-06 04:31:50 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:31.412 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,bavrnimn.site.,A,NXDOMAIN,MalwareDownload,Generic,bavrnimn.site,2024-03-06 04:31:38 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:36.577 AM",,,France,Île-de-France,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,dnm.nflximg.net.,A,45.57.91.1,MalwareC2,Spyware,45.57.90.1,2024-03-05 20:33:53 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:36.910 AM",,,France,Île-de-France,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,assets.nflxext.com.,A,45.57.90.1,MalwareC2,Spyware,45.57.90.1,2024-03-05 20:33:53 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:38.029 AM",,,France,Île-de-France,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,dnm.nflximg.net.,A,45.57.91.1,MalwareC2,Spyware,45.57.90.1,2024-03-04 22:20:30 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:38.136 AM",,,France,Île-de-France,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,dnm.nflximg.net.,A,45.57.91.1,MalwareC2,Spyware,45.57.90.1,2024-03-05 11:45:30 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:38.584 AM",,,Belgium,Brussels Capital,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Medium,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,accounts.google.com.,A,108.177.15.84,MalwareC2,Spyware,108.177.15.84,2024-03-04 22:10:59 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:37.180 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,cyberlegion.group.,A,NXDOMAIN,MalwareDownload,Generic,cyberlegion.group,2024-03-06 03:46:50 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:39.839 AM",,,Germany,Hesse,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,client-registry.mutinycdn.com.,A,146.75.117.91,MalwareC2,Spyware,146.75.117.91,2024-03-05 04:17:07 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:45.696 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,bavrnimn.site.,A,NXDOMAIN,MalwareDownload,Generic,bavrnimn.site,2024-03-06 02:31:39 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:41.644 AM",,,Belgium,Brussels Capital,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Medium,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,accounts.google.com.,A,108.177.15.84,MalwareC2,Spyware,108.177.15.84,2024-03-02 16:14:56 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:40.900 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,cyberlegion.group.,A,NXDOMAIN,MalwareDownload,Generic,cyberlegion.group,2024-03-06 03:01:50 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:59:42.644 AM",,,,,,,High,United States,Client04,District of Columbia,Generic Linux OS,Default,AntiMalware,00:0c:29:75:da:eb,dbraun-HerndonVA-grid (DFP),Block,dbraun-HerndonVA,127.0.0.1,cyberlegion.group.,A,NXDOMAIN,MalwareDownload,Generic,cyberlegion.group,2024-03-06 02:46:51 +0000 UTC,Generic,dmcpoyle,High,,,,,,,,,,ea13f9a0-89d5-4308-9abf-bd57fcab4a43,,Event,,InfobloxInsightEvents_CL,
1e1956bc-a7d2-455e-9ab1-4a9153ebf07a,RestAPI,,,"3/6/2024, 5:57:43.894 AM",,,France,Île-de-France,4a3d9188-aced-4625-8ab7-d72853e1084c,iOS 16.5.1,Low,Spain,,Madrid,,,ETIQRisk_IP,,BloxOne Endpoint,Log,JG_LAB,127.0.0.1,dnm.nflximg.net.,A,45.57.90.1,MalwareC2,Spyware,45.57.90.1,2024-02-29 20:38:29 +0000 UTC,Spyware,default_user,Info,,,,,,,,,,76290ad6-f44a-4a77-8d14-2f233fa9aff3,,Event,,InfobloxInsightEvents_CL,
