TenantId,SourceSystem,TimeGenerated,Computer,"CompanyId_d","DeviceUDID_g","Platform_s","AppName_s","BundleId_s","Version_s","DateAdded_t","AppStatus_s","IsMdm_d",Type
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Ring,"com.ringapp","3.30.0","2020-09-30T11:41:07.86Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Roku Remote","roid.spikesroid.roku_tv_remote","1.17","2020-09-30T11:41:08.458Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"104-5 The Zone","com.airkast.WGFXFM","6.15.0.36","2020-09-30T11:41:09.118Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Stream,"com.xfinity.cloudtvr","6.2.2.002","2020-09-30T11:41:09.665Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"The Weather Channel","com.weather.Weather","10.17.0","2020-09-30T11:41:10.227Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,WhatsApp,"com.whatsapp","2.20.199.14","2020-09-30T11:41:10.682Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,WHOOP,"com.whoop.android","3.5.19","2020-09-30T11:41:11.19Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,MyFitnessPal,"com.myfitnesspal.android","20.18.0","2020-09-30T11:41:11.612Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Nest,"com.nest.android","5.56.0.2","2020-09-30T11:41:12.143Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Synovus,"com.synovus.mobilebanking","3.1.6","2020-09-30T10:10:55.117Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Moments,"com.facebook.moments","36.4.0.8.26","2020-09-30T11:41:13.44Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"QR & Barcode Scanner","com.gamma.scan","2.1.33","2020-09-30T11:41:13.942Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,SASystemProviders,"com.samsung.accessory.safiletransfer","2.3.99","2020-09-30T10:10:55.367Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Target,"com.target.ui","2020.17.1","2020-09-30T11:41:15.386Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"AirWatch Samsung Service","com.airwatch.admin.samsung","2.2.0.157","2020-09-30T11:41:15.855Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"com.ebay.carrier","com.ebay.carrier","android-23","2020-09-30T11:41:16.402Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Chipotle,"com.chipotle.ordering","8.7.5","2020-09-30T11:41:16.925Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Titans,"com.yinzcam.nfl.titans","3.2.5","2020-09-30T11:41:17.46Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Words,"com.zynga.wwf2.free","3.402","2020-09-30T11:41:18.038Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,FSGO,"com.foxsports.videogo","4.8.0","2020-09-30T11:41:18.634Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Galaxy Wearable","com.samsung.android.app.watchmanager","2.2.33.20082161","2020-09-30T11:41:19.118Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Hub,"com.airwatch.androidagent","20.07.0.12","2020-09-30T11:41:19.462Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Amazon Music","com.amazon.mp3","16.17.4","2020-09-30T11:41:19.774Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Active Shield","com.better.active.shield","9.44.1p","2020-09-30T11:41:20.149Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Angry Birds","com.rovio.angrybirds","8.0.3","2020-09-30T11:41:20.524Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Lyft,"me.lyft.android","6.49.3.1599791944","2020-09-30T11:41:20.852Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Instagram,"com.instagram.android","159.0.0.40.122","2020-09-30T11:41:21.102Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Waze,"com.waze","4.66.0.1","2020-09-30T10:08:38.593Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Flipboard,"flipboard.app","4.2.53","2020-09-30T11:41:21.759Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,ESPN,"com.espn.score_center","6.30.0","2020-09-30T11:41:22.071Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Duo,"com.google.android.apps.tachyon","104.0.331160626.DR104_RC01","2020-09-30T11:41:22.352Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Viewdini,"com.verizon.viewdini","3.2","2020-09-30T11:41:22.602Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Boxer,"com.boxer.email","5.21.0.3","2020-09-30T10:10:59.763Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Google Play Music","com.google.android.music","8.26.8770-1.T","2020-09-30T11:41:23.228Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Bixby Global Action","com.samsung.android.bixby.es.globalaction","1.0.12.0","2020-09-30T11:41:23.478Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Samsung Music","com.sec.android.app.music","16.2.22.20","2020-09-30T11:41:23.728Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Bandsintown,"com.bandsintown","8.1.0","2020-09-30T11:41:23.946Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Egencia,"com.egencia.app","7.3","2020-09-30T11:41:24.306Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,LiveXLive,"com.slacker.radio","8.19.0","2020-09-30T11:41:24.665Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Speedcheck Pro","org.speedspot.speedanalytics","5.1.9.7","2020-09-30T11:41:25.056Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,myMTEMC,"coop.nisc.android.mymtemc","3.5.4.7904","2020-09-30T11:41:25.524Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Out Of Bounds","com.chermobyl.oob","3.0.1","2020-09-30T11:41:26.215Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Yelp,"com.yelp.android","9.27.2","2020-09-30T11:41:26.682Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Dropbox,"com.dropbox.android","206.2.2","2020-09-30T11:41:26.982Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Move to iOS","com.apple.movetoios","3.0.2","2020-09-30T11:41:27.232Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Loveless,"com.togoorder.lovelesscafe","3.6","2020-09-30T11:41:27.501Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Twitter,"com.twitter.android","8.62.0-release.00","2020-09-30T11:41:27.752Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,MTailor,"com.mtailor.android","5.2.0","2020-09-30T11:41:28.135Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Time Zone Updater","com.samsung.android.timezone.autoupdate_N","1.0.00.3","2020-09-30T11:41:28.431Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Time Zone Updater","com.samsung.android.timezone.autoupdate_O","1.0.04.0","2020-09-30T10:11:01.433Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Drive,"com.google.android.apps.docs","2.20.341.02.40","2020-09-30T11:41:29.275Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,SeatGeek,"com.seatgeek.android","2020.08.20313","2020-09-30T11:41:29.635Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Contacts,"com.google.android.contacts","3.31.1.329286323","2020-09-30T11:41:29.931Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"One Synovus","com.socialchorus.ccae.android.googleplay","4.0.1","2020-09-30T10:11:02.403Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android," Flashlight","com.surpax.ledflashlight.panel","1.3.4","2020-09-30T11:41:30.734Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Home Depot","com.thehomedepot","6.9","2020-09-30T11:41:31.094Z",installed,0,"BetterMTDAppLog_CL"
