TenantId,SourceSystem,TimeGenerated [UTC],Computer,EventTime [UTC],Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,MG,Type,_ResourceId,MessageLength,TYPE,DbId,SessionId,CLIENTID,EntryId,STMTID,DstUserName,SrcUserName,ACTION,ReturnCode,SCHEMA,ObjName,ActionName,DbAction,EventVendor,EventProduct
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 8:56:42.576 AM",findbupgrade,"11/1/2022, 8:56:42.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[31525]: LENGTH: '185' TYPE:""4"" DBID:""1482460084"" SESID:""1717076618"" CLIENTID:"""" ENTRYID:""8"" STMTID:""25"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,185,4,1482460084,1717076618,,8,25,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 11:17:43.288 AM",findbupgrade,"11/1/2022, 11:17:43.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[31525]: LENGTH: '185' TYPE:""4"" DBID:""1482460084"" SESID:""1717076618"" CLIENTID:"""" ENTRYID:""9"" STMTID:""48"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,185,4,1482460084,1717076618,,9,48,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 11:17:43.384 AM",findbupgrade,"11/1/2022, 11:17:43.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[31525]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""1717076618"" CLIENTID:"""" ENTRYID:""10"" STMTID:""50"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,1717076618,,10,50,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 11:17:44.643 AM",findbupgrade,"11/1/2022, 11:17:44.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[31525]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""1717076618"" CLIENTID:"""" ENTRYID:""11"" STMTID:""51"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,1717076618,,11,51,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 11:17:44.743 AM",findbupgrade,"11/1/2022, 11:17:44.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[31525]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""1717076618"" CLIENTID:"""" ENTRYID:""12"" STMTID:""53"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,1717076618,,12,53,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 11:19:40.194 AM",findbupgrade,"11/1/2022, 11:19:40.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[31525]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""1717076618"" CLIENTID:"""" ENTRYID:""13"" STMTID:""58"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,1717076618,,13,58,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 11:19:40.290 AM",findbupgrade,"11/1/2022, 11:19:40.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[31525]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""1717076618"" CLIENTID:"""" ENTRYID:""14"" STMTID:""60"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,1717076618,,14,60,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 11:19:41.268 AM",findbupgrade,"11/1/2022, 11:19:41.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[31525]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""1717076618"" CLIENTID:"""" ENTRYID:""15"" STMTID:""61"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,1717076618,,15,61,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 11:19:41.365 AM",findbupgrade,"11/1/2022, 11:19:41.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[31525]: LENGTH: '186' TYPE:""4"" DBID:""1482460084"" SESID:""1717076618"" CLIENTID:"""" ENTRYID:""16"" STMTID:""63"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,186,4,1482460084,1717076618,,16,63,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 6:44:43.818 AM",findbupgrade,"11/1/2022, 6:44:43.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[19113]: LENGTH: '168' TYPE:""4"" DBID:""1482460084"" SESID:""1585458268"" CLIENTID:"""" ENTRYID:""1"" STMTID:""1"" DBUSER:""FINRIGEN"" CURUSER:""FINRIGEN"" ACTION:""100"" RETCODE:""28001"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,168,4,1482460084,1585458268,,1,1,FINRIGEN,FINRIGEN,100,28001,,,LOGON,LOGON,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 6:44:43.993 AM",findbupgrade,"11/1/2022, 6:44:43.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[19124]: LENGTH: '168' TYPE:""4"" DBID:""1482460084"" SESID:""3737138272"" CLIENTID:"""" ENTRYID:""1"" STMTID:""1"" DBUSER:""FINRIGEN"" CURUSER:""FINRIGEN"" ACTION:""100"" RETCODE:""28001"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,168,4,1482460084,3737138272,,1,1,FINRIGEN,FINRIGEN,100,28001,,,LOGON,LOGON,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"11/1/2022, 6:44:44.248 AM",findbupgrade,"11/1/2022, 6:44:44.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[19126]: LENGTH: '168' TYPE:""4"" DBID:""1482460084"" SESID:""2061034785"" CLIENTID:"""" ENTRYID:""1"" STMTID:""1"" DBUSER:""FINRIGEN"" CURUSER:""FINRIGEN"" ACTION:""100"" RETCODE:""28001"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,168,4,1482460084,2061034785,,1,1,FINRIGEN,FINRIGEN,100,28001,,,LOGON,LOGON,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 11:30:55.931 AM",findbupgrade,"10/31/2022, 11:30:55.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[14697]: LENGTH: '163' TYPE:""4"" DBID:""1482460084"" SESID:""3587093473"" CLIENTID:"""" ENTRYID:""1"" STMTID:""365"" DBUSER:""SYSTEM"" CURUSER:""CUSTOM"" ACTION:""47"" RETCODE:""904"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,163,4,1482460084,3587093473,,1,365,SYSTEM,CUSTOM,47,904,,,PL/SQL EXECUTE,PL/SQL EXECUTE,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 6:33:27.596 AM",findbupgrade,"10/31/2022, 6:33:27.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[19767]: LENGTH: '182' TYPE:""4"" DBID:""1482460084"" SESID:""3595017468"" CLIENTID:"""" ENTRYID:""1"" STMTID:""43"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""97"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_TRANAMT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,182,4,1482460084,3595017468,,1,43,SYSTEM,SYSTEM,97,0,CUSTOM,FIN_TRANAMT_PACK,CREATE PACKAGE BODY,CREATE PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 6:33:27.771 AM",findbupgrade,"10/31/2022, 6:33:27.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[19767]: LENGTH: '182' TYPE:""4"" DBID:""1482460084"" SESID:""3595017468"" CLIENTID:"""" ENTRYID:""2"" STMTID:""45"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""98"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_TRANAMT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,182,4,1482460084,3595017468,,2,45,SYSTEM,SYSTEM,98,0,CUSTOM,FIN_TRANAMT_PACK,ALTER PACKAGE BODY,ALTER PACKAGE BODY,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 6:58:06.086 AM",findbupgrade,"10/31/2022, 6:58:06.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[23074]: LENGTH: '184' TYPE:""4"" DBID:""1482460084"" SESID:""153966706"" CLIENTID:"""" ENTRYID:""1"" STMTID:""46"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""94"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,184,4,1482460084,153966706,,1,46,SYSTEM,SYSTEM,94,0,CUSTOM,FIN_BR_ITAXRPT_PACK,CREATE PACKAGE,CREATE PACKAGE,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 6:58:06.205 AM",findbupgrade,"10/31/2022, 6:58:06.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[23074]: LENGTH: '184' TYPE:""4"" DBID:""1482460084"" SESID:""153966706"" CLIENTID:"""" ENTRYID:""2"" STMTID:""48"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""95"" RETCODE:""0"" SCHEMA:""CUSTOM"" OBJNAME:""FIN_BR_ITAXRPT_PACK""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,184,4,1482460084,153966706,,2,48,SYSTEM,SYSTEM,95,0,CUSTOM,FIN_BR_ITAXRPT_PACK,ALTER PACKAGE,ALTER PACKAGE,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 7:10:49.439 AM",findbupgrade,"10/31/2022, 7:10:49.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[28426]: LENGTH: '172' TYPE:""4"" DBID:""1482460084"" SESID:""2565543184"" CLIENTID:"""" ENTRYID:""1"" STMTID:""14"" DBUSER:""SYSTEM"" CURUSER:""SYSTEM"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""HIST_HEAD$""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,1482460084,2565543184,,1,14,SYSTEM,SYSTEM,3,0,SYS,HIST_HEAD$,SELECT,SELECT,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 1:59:52.501 PM",findbupgrade,"10/31/2022, 1:59:52.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[31825]: LENGTH: '168' TYPE:""4"" DBID:""1482460084"" SESID:""2938401228"" CLIENTID:"""" ENTRYID:""1"" STMTID:""1"" DBUSER:""FINRIGEN"" CURUSER:""FINRIGEN"" ACTION:""100"" RETCODE:""28001"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,168,4,1482460084,2938401228,,1,1,FINRIGEN,FINRIGEN,100,28001,,,LOGON,LOGON,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 1:59:52.659 PM",findbupgrade,"10/31/2022, 1:59:52.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[31840]: LENGTH: '168' TYPE:""4"" DBID:""1482460084"" SESID:""2284865041"" CLIENTID:"""" ENTRYID:""1"" STMTID:""1"" DBUSER:""FINRIGEN"" CURUSER:""FINRIGEN"" ACTION:""100"" RETCODE:""28001"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,168,4,1482460084,2284865041,,1,1,FINRIGEN,FINRIGEN,100,28001,,,LOGON,LOGON,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 1:59:52.978 PM",findbupgrade,"10/31/2022, 1:59:52.000 PM",local7,findbupgrade,warn,"Oracle Unified Audit[31842]: LENGTH: '168' TYPE:""4"" DBID:""1482460084"" SESID:""1481431761"" CLIENTID:"""" ENTRYID:""1"" STMTID:""1"" DBUSER:""FINRIGEN"" CURUSER:""FINRIGEN"" ACTION:""100"" RETCODE:""28001"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,168,4,1482460084,1481431761,,1,1,FINRIGEN,FINRIGEN,100,28001,,,LOGON,LOGON,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 10:17:30.832 AM",findbupgrade,"10/31/2022, 10:17:30.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[18603]: LENGTH: '168' TYPE:""4"" DBID:""1482460084"" SESID:""3205987141"" CLIENTID:"""" ENTRYID:""1"" STMTID:""1"" DBUSER:""FINRIGEN"" CURUSER:""FINRIGEN"" ACTION:""100"" RETCODE:""28001"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,168,4,1482460084,3205987141,,1,1,FINRIGEN,FINRIGEN,100,28001,,,LOGON,LOGON,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 10:17:31.006 AM",findbupgrade,"10/31/2022, 10:17:31.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[18614]: LENGTH: '168' TYPE:""4"" DBID:""1482460084"" SESID:""1383265849"" CLIENTID:"""" ENTRYID:""1"" STMTID:""1"" DBUSER:""FINRIGEN"" CURUSER:""FINRIGEN"" ACTION:""100"" RETCODE:""28001"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,168,4,1482460084,1383265849,,1,1,FINRIGEN,FINRIGEN,100,28001,,,LOGON,LOGON,Oracle,Oracle Audit
e212fbc4-0637-4cff-a385-eef80c9f9fef,Linux,"10/31/2022, 10:17:31.606 AM",findbupgrade,"10/31/2022, 10:17:31.000 AM",local7,findbupgrade,warn,"Oracle Unified Audit[18616]: LENGTH: '168' TYPE:""4"" DBID:""1482460084"" SESID:""2357844025"" CLIENTID:"""" ENTRYID:""1"" STMTID:""1"" DBUSER:""FINRIGEN"" CURUSER:""FINRIGEN"" ACTION:""100"" RETCODE:""28001"" SCHEMA:"""" OBJNAME:""""",,172.16.210.103,journal,00000000-0000-0000-0000-000000000002,Syslog,,168,4,1482460084,2357844025,,1,1,FINRIGEN,FINRIGEN,100,28001,,,LOGON,LOGON,Oracle,Oracle Audit
