TenantId,"TimeGenerated [Local Time]",Protocol,SourceIp,SourcePort,DestinationIp,DestinationPort,Fqdn,TargetUrl,Action,ThreatDescription,IsTlsInspected,SourceSystem,Type,"_ResourceId"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:11.448 PM","HTTP/1.1","10.0.1.6",43456,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:11.948 PM","HTTP/1.1","10.0.1.6",43466,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:12.482 PM","HTTP/1.1","10.0.1.6",43470,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:15.468 PM","HTTP/1.1","10.0.1.5",45526,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:17.033 PM","HTTP/1.1","10.0.1.5",60122,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:17.932 PM","HTTP/1.1","10.0.1.5",60128,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:18.457 PM","HTTP/1.1","10.0.1.5",60140,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:18.923 PM","HTTP/1.1","10.0.1.5",60150,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:19.371 PM","HTTP/1.1","10.0.1.5",60164,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:19.886 PM","HTTP/1.1","10.0.1.5",60172,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:20.361 PM","HTTP/1.1","10.0.1.5",60180,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:20.785 PM","HTTP/1.1","10.0.1.5",60182,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:21.260 PM","HTTP/1.1","10.0.1.5",60184,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:21.663 PM","HTTP/1.1","10.0.1.5",60188,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:24.509 PM","HTTP/1.1","10.0.1.4",36430,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:24.932 PM","HTTP/1.1","10.0.1.4",36438,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:25.435 PM","HTTP/1.1","10.0.1.4",36452,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:26.773 PM","HTTP/1.1","10.0.1.4",36454,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:40:27.469 PM","HTTP/1.1","10.0.1.4",36462,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:26.709 PM","HTTP/1.1","10.0.1.4",57898,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:27.243 PM","HTTP/1.1","10.0.1.4",57900,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:27.815 PM","HTTP/1.1","10.0.1.4",57908,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:28.298 PM","HTTP/1.1","10.0.1.4",57914,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:28.775 PM","HTTP/1.1","10.0.1.4",57922,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:31.231 PM","HTTP/1.1","10.0.1.5",57484,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:31.695 PM","HTTP/1.1","10.0.1.5",57492,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:32.126 PM","HTTP/1.1","10.0.1.5",57504,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:32.576 PM","HTTP/1.1","10.0.1.5",57518,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:33.041 PM","HTTP/1.1","10.0.1.5",57526,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:33.474 PM","HTTP/1.1","10.0.1.5",57534,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:35.903 PM","HTTP/1.1","10.0.1.6",46838,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:36.359 PM","HTTP/1.1","10.0.1.6",46844,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:36.755 PM","HTTP/1.1","10.0.1.6",46852,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:37.165 PM","HTTP/1.1","10.0.1.6",46858,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:37.571 PM","HTTP/1.1","10.0.1.6",46872,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:37.976 PM","HTTP/1.1","10.0.1.6",46874,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:38.372 PM","HTTP/1.1","10.0.1.6",46876,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
"3adcf52d-73a0-4cc6-a9f8-fb387eafaf23","8/9/2023, 2:59:38.809 PM","HTTP/1.1","10.0.1.6",46892,,80,"testmaliciousdomain.eastus.cloudapp.azure.com",,Deny,"ThreatIntel: This is a test indicator for a Microsoft owned domain.",false,,AZFWThreatIntel,"/subscriptions/aeafa00c-5d8d-4d77-bac9-591a43a58007/resourcegroups/rg-ruleaudit/providers/microsoft.network/azurefirewalls/fw-ruleaudit"
