"TimeGenerated [UTC]",eventType,itemId,collectionId,groupId,policyId,memberId,actingUserId,installationId,device,ipAddress,TenantId,Type,"_ResourceId"
"5/12/2024, 10:16:12.428 AM",1101,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:16:10.031 AM",1107,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:18:48.313 AM",1101,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:18:46.399 AM",1107,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:30:37.680 AM",1107,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:13:22.034 AM",1101,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:13:18.771 AM",1107,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:13:12.826 AM",1000,,,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:23:55.887 AM",1101,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:23:52.127 AM",1107,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:20:31.350 AM",1101,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:20:28.867 AM",1107,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:30:40.431 AM",1101,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 11:00:34.224 AM",1101,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 11:00:30.681 AM",1107,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 11:00:28.229 AM",1000,,,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 11:00:20.716 AM",1401,,,"211b8d38-f01a-400b-9282-b0f600c3d86e",,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:59:58.546 AM",1101,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:59:55.177 AM",1107,"fffb2cc4-eafb-4e34-bf0c-b16a00bbe9b2",,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
"5/12/2024, 10:59:42.125 AM",1000,,,,,,"ec88703a-365a-4525-b4c6-b15a0054a717",,9,"89.64.30.17","d4c12f3e-1fba-4d43-a065-0abb7743b1b7","BitwardenEventLogs_CL",
