TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated,Computer,RawData,Type,_ResourceId
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:13:00 +0000    337 146.105.105.3 TCP_TUNNEL/200 24500 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    295 146.105.105.3 TCP_TUNNEL/200 5002 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    367 146.105.105.3 TCP_TUNNEL/200 16864 CONNECT agentserviceapi.guestconfiguration.azure.com:443 - HIER_DIRECT/agentserviceapi.guestconfiguration.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000     74 146.105.105.3 TCP_TUNNEL/200 4087 CONNECT computacenter-zsb1.cloud.tanium.com:17472 - HIER_DIRECT/computacenter-zsb1.cloud.tanium.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000  65481 146.105.105.3 TCP_TUNNEL/200 5330 CONNECT eu.vortex-win.data.microsoft.com:443 - HIER_DIRECT/eu.vortex-win.data.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000 103702 146.105.105.3 TCP_TUNNEL/200 6698 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    983 146.105.105.3 TCP_TUNNEL/200 4947 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    289 146.105.105.3 TCP_TUNNEL/200 16807 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    126 146.105.105.3 TCP_TUNNEL/200 4774 CONNECT winatp-gw-neu.microsoft.com:443 - HIER_DIRECT/winatp-gw-neu.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000 123381 146.105.105.3 TCP_TUNNEL/200 6800 CONNECT 8add1b01-9d67-4c8f-b17f-f3ece3e448c6.oms.opinsights.azure.com:443 - HIER_DIRECT/8add1b01-9d67-4c8f-b17f-f3ece3e448c6.oms.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000  64867 146.105.105.3 TCP_TUNNEL/200 7371 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    216 146.105.105.3 TCP_TUNNEL_ABORTED/200 4911 CONNECT winatp-gw-neu.microsoft.com:443 - HIER_DIRECT/winatp-gw-neu.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000 123500 146.105.105.3 TCP_TUNNEL/200 6697 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000   1764 146.105.105.3 TCP_TUNNEL/200 16739 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000     64 146.105.105.3 TCP_TUNNEL_ABORTED/200 3898 CONNECT computacenter-zsb2.cloud.tanium.com:17472 - HIER_DIRECT/computacenter-zsb2.cloud.tanium.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000     67 146.105.105.3 TCP_TUNNEL_ABORTED/200 3922 CONNECT computacenter-zsb2.cloud.tanium.com:17472 - HIER_DIRECT/computacenter-zsb2.cloud.tanium.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    169 146.105.105.3 TCP_TUNNEL/200 6138 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    224 146.105.105.3 TCP_TUNNEL/200 24502 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    124 146.105.105.3 TCP_TUNNEL/200 6811 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    165 146.105.105.3 TCP_TUNNEL/200 6811 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    166 146.105.105.3 TCP_TUNNEL/200 6138 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000  60329 146.105.105.3 TCP_TUNNEL/200 4187 CONNECT europe.cp.wd.microsoft.com:443 - HIER_DIRECT/europe.cp.wd.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    244 146.105.105.3 TCP_TUNNEL/200 4946 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    193 146.105.105.3 TCP_TUNNEL/200 5000 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000 673248 146.105.105.3 TCP_TUNNEL/200 39662 CONNECT dc.services.visualstudio.com:443 - HIER_DIRECT/dc.services.visualstudio.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    213 146.105.105.3 TCP_TUNNEL/200 5000 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    212 146.105.105.3 TCP_TUNNEL/200 5000 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    252 146.105.105.3 TCP_TUNNEL/200 5002 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000  73574 146.105.105.3 TCP_TUNNEL/200 6150 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    782 146.105.105.3 TCP_TUNNEL/200 5002 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000 126037 146.105.105.3 TCP_TUNNEL/200 39 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    419 146.105.105.3 TCP_TUNNEL_ABORTED/200 4727 CONNECT winatp-gw-neu.microsoft.com:443 - HIER_DIRECT/winatp-gw-neu.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cczpsproxyp001,2/28/2023 8:18:06 AM,cczpsproxyp001,"28/Feb/2023:08:14:57 +0000    328 146.105.105.3 TCP_TUNNEL/200 16864 CONNECT agentserviceapi.guestconfiguration.azure.com:443 - HIER_DIRECT/agentserviceapi.guestconfiguration.azure.com -
",SquidProxy_CL,-
