TimeGenerated [UTC],access_method,action,activity,activity_type,alert,alert_generated,alert_name,alert_type,app,computer_name,connection_type,destination_file_directory,destination_file_name,destination_file_path,device,device_id,device_name,device_sn,device_type,dlp_incident_id,dlp_profile,dlp_profile_name,dlp_rule,driver,event_recovered,executable_hash,executable_signed,file_origin,file_size,file_type,incident_id,justification,location,md5,os,os_details,os_user_name,pid,policy_action,policy_action_enforced,policy_name,policy_name_enforced,policy_version,port,printer_identifier,process_cert_subject,process_name,process_path,product_id,sha256,source_file_directory,source_file_name,sub_type,timestamp,type_s,unc_path,user,vendor_id,TenantId,Type,_ResourceId
"2/4/2025, 7:22:30 PM",Endpoint,,,Download,no,FALSE,JUntBUhJXtjUGzvm,endpoint,,EBXPpGhOSJlbzVQo,,/User/Lib/ABC,OUHnXEJXDcidDrjH,/User/Local/Content/,xwBKPPVuMsemkLJw,OCXnzrUNJKxlpjlr,,ygVNVlYEdJJrliJu,SanDisk,0,,OGmQynUPYtYzWKio,jdmerQKBfGsnRhNZ,,FALSE,gmhJFNevWMhbYufW,TRUE,,265,doc,0,,,aDOEEhFVXSlubbSW,windows,windows 10,kLAenJmDxnJBPGzP,24765,block,No,ceDNDxPFJdADQmvD,No,v2,,,YQVSoSlAdIvvamDP,TJiXzFjnkMmbetdU,/Application/TestApp/Content/,JCYVVRCKKqfgLHWH,,,,SUBTYPE_DEVICE_CONTROL,1713190980,endpoint,,rarctpajZpawOfKw,TmXRLBDeqtEzGnPk,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsEndpoint_CL,
"2/4/2025, 7:22:30 PM",Endpoint,,,Download,no,FALSE,GdfkAyfGvuEWUoqd,endpoint,,IMjlnVCWdPaBjAGv,,/User/Lib/ABC,kilQiuoNOpBIdJGL,/User/Local/Content/,apZiYMSwevlHGVAd,tmeAOSUXKqiYOaQH,,AjcykyZxgaaprLbP,SanDisk,0,,YUaVDGVzmIAquEEe,ERwUbPIbGANcKRMa,,FALSE,yBNHKwdUQGFGgYtS,TRUE,,265,doc,0,,,aAKmXwWJLXheAjBR,windows,windows 10,DpvSVxnwWFZhWnqL,24765,block,No,RNUGmIpyADqVBARi,Yes,v2,,,LWVPaycjBSeOOuPz,QvuEsjIslgXWxjhf,/Application/TestApp/Content/,MDEBNFFnXJqePYbc,,,,SUBTYPE_DEVICE_CONTROL,1713190983,endpoint,,hWPVUYfJRNZOePoR,SHoMOxJHcONTSFDW,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsEndpoint_CL,
"2/4/2025, 7:22:30 PM",Endpoint,,,Download,no,FALSE,yJWQgYsMuNOiUvos,endpoint,,iCSqLgaiVofKlJpS,,/User/Lib/ABC,IdDbGHbrBwweOuuF,/User/Local/Content/,uKVipBXZsGvSCbzO,koejlrKKPrcQjypx,,lHnFcfphzrExRHuO,SanDisk,0,,FLTbRAlZQTjwxDiL,VvuyEpiDoTheiWau,,FALSE,ofHcTIbStJUWoLhH,TRUE,,265,doc,0,,,oUztTWTNJorllzKT,windows,windows 10,ncSFpkGbBIsqHMjE,24765,block,Yes,qiVVAcDqgcxKSeDl,Yes,v2,,,KSAcWeGZetCxTDxS,EzViaylOUXAVaUZJ,/Application/TestApp/Content/,IaYJvwAvalCtdfRj,,,,SUBTYPE_DEVICE_CONTROL,1713190981,endpoint,,HRIfmnAQuQidITfn,LHvqwEZevYHymSJQ,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsEndpoint_CL,
"2/4/2025, 7:22:30 PM",Endpoint,,,Download,no,FALSE,ZYkkzFdYyvWyamsO,endpoint,,LFznuEGdthgwoPnk,,/User/Lib/ABC,irUoaSMYffcuBoJo,/User/Local/Content/,SnIECnTqPLnGuvhJ,XzIMNbaLmvhoVSxJ,,RMrZhiUjzTfoVWXx,SanDisk,0,,goYvYIthLcPSrsjQ,zDSCJiuUrfUTbZta,,FALSE,tSNhRdjkUlJpANkc,TRUE,,265,doc,0,,,gSHbeMHYWnNdFHnS,windows,windows 10,CBmUYMECBdlJQgMf,24765,block,Yes,NZcnwsPIzJpFtPiB,No,v2,,,WnFKtpwHDpxzmRKR,WefdFiaRrndBrnTs,/Application/TestApp/Content/,NISibmeoRBMccqqM,,,,SUBTYPE_DEVICE_CONTROL,1713190986,endpoint,,RPUbkvvPSiKWFLpM,LDFKZtjUZOxgGQRr,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsEndpoint_CL,
"2/4/2025, 7:22:30 PM",Endpoint,,,Download,no,FALSE,XEjcJfrmXTuMiIJI,endpoint,,ieLawbWGEXFIelya,,/User/Lib/ABC,mrvBwyTtTNMeihMH,/User/Local/Content/,RLbjnNUKGwEWulwt,uahcZWEUAHYOoNpN,,soEIGqNfwzJgGNeA,SanDisk,0,,XNjIKvefnOyHKkNM,PRisLXBxbRAgIQSL,,FALSE,PHEhIxqwUKttVONY,TRUE,,265,doc,0,,,CKCEWXVoQspkmUAX,windows,windows 10,ncuJlrvRLacmEibX,24765,block,Yes,PquRdDHynYXVToKq,No,v2,,,GnMILbqmrGIgKiPO,EHdnSClCLdMyWhyt,/Application/TestApp/Content/,vKnSYoXfemVoLdRK,,,,SUBTYPE_DEVICE_CONTROL,1713190982,endpoint,,NEDXwfJAUoKbZZbM,EXRejIaZpbyjxOXb,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsEndpoint_CL,
"2/4/2025, 7:22:30 PM",Endpoint,,,Download,no,FALSE,OKQophLpkAmQImtP,endpoint,,NDRaBjnCEZGAeKgK,,/User/Lib/ABC,FHzENwtyfzAQHBcp,/User/Local/Content/,vFgiNKUEZrXAfyog,fybkELPFyBWAdJzS,,lFIFhfiBxAlDfGPU,SanDisk,0,,IeELltzsblhJaqFK,cZycPMTaxlncdVeB,,FALSE,FSBZqOJGAGnacunR,FALSE,,265,txt,0,,,YitPnQqeaqhztJUi,windows,windows 10,SAGCRPAklGgxsytu,24765,block,No,iSAJDTlHPbVBTstH,No,v2,,,JjsFEBrsZlStcwbL,YYcoccEbGpRcHAcO,/Application/TestApp/Content/,iQpQjTSQZSRYfgfe,,,,SUBTYPE_DEVICE_CONTROL,1713190982,endpoint,,TTTOGfRonWHqCSpT,kBBdxoGfrfAIGTJH,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsEndpoint_CL,
"2/4/2025, 7:22:30 PM",Endpoint,,,Download,no,FALSE,UeKJKnjJVhPGhvvn,endpoint,,hUWckIxjYzPJeItf,,/User/Lib/ABC,hgytrluzevjAPhzW,/User/Local/Content/,zOqvEuNjSvFUkcSc,YjUezNrfxnHpZBOj,,vEKVmTmzMFVmKCQT,SanDisk,0,,gAZLYjujEAEloIwj,ttbmgpKdpTxUGPDw,,FALSE,vyaSVtjzdQjOPdbE,FALSE,,265,doc,0,,,JfmiiRJRBtfMYIFY,windows,windows 10,lhNIYSNsFEBCNUlB,24765,block,No,JfjXtVlbXFkoEmRF,Yes,v2,,,BRCPAIVqtQHqHHqN,rqYNSFGLUSwTFZVH,/Application/TestApp/Content/,HhUnsBxptUnGcqFR,,,,SUBTYPE_DEVICE_CONTROL,1713190984,endpoint,,BIHqfSHqELJhJZda,FEySslgRzEUjHaIy,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsEndpoint_CL,
"2/4/2025, 7:22:30 PM",Endpoint,,,Download,no,FALSE,ffURanJslknMnIxb,endpoint,,nSFSEGOraubOKhFf,,/User/Lib/ABC,fVDijxJvVBDYzGWn,/User/Local/Content/,xYIqIyZbFCFtkiap,WbCQjybjGgxLTUUz,,yLBuzjDiinueHieG,SanDisk,0,,siNJkGbjukDXYzWp,USlqEzrUVTuyGOrX,,FALSE,sAajHnzCNIswAThg,TRUE,,265,doc,0,,,FEOHAboVlpxbgUij,windows,windows 10,bYDhifhrWxSUSnJj,24765,block,No,qfTKlTOKcVTKsBXr,No,v2,,,XQmaXjVasxXTrIRs,pnOCpcqkGRrnVGAI,/Application/TestApp/Content/,MPlWOEyrDeTbmVqa,,,,SUBTYPE_DEVICE_CONTROL,1713190986,endpoint,,vaAXJGkHTaVDTexo,yeIhwdoJiHkljYXo,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsEndpoint_CL,
"2/4/2025, 7:22:30 PM",Endpoint,,,Download,no,FALSE,qjHOBQsmGJxfHZbj,endpoint,,sFwOErNxhUfmahlF,,/User/Lib/ABC,SQFxqIOJSHWWhKvx,/User/Local/Content/,WocmbDDfnVJGwSGH,ftHwvtmCJypCxrwr,,FMNYQnFmkSylCnTY,SanDisk,0,,WfepjwYCNBCkXuQG,HyvBLVagbFciYnBr,,FALSE,UljnGPvYzhnsvbxP,FALSE,,265,doc,0,,,ofEyjQpNANzXAclJ,windows,windows 10,ZUtshEtUwOhhtZrG,24765,block,No,mSNJLUeCBmSCLjls,No,v2,,,AEaFZnqhRseTgqxr,KjEwCuxLohoTfKKW,/Application/TestApp/Content/,ZyKVUIMpvtXQdbKk,,,,SUBTYPE_DEVICE_CONTROL,1713190980,endpoint,,wNLDEKixlrYwwmTy,kLvyYmhfmwqHmrXj,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsEndpoint_CL,
"2/4/2025, 7:22:30 PM",Endpoint,,,Download,no,FALSE,TEFZIfOMHnuJxXba,endpoint,,KkvEzcDzNiRRHROM,,/User/Lib/ABC,VrcwqVsocuzSjYdx,/User/Local/Content/,pVnwVJEmMoLrQQiw,uYAVHODNzFGIdfsu,,khBhxAFBwnEIAHdj,SanDisk,0,,uJjDjrUMTyAZvyyo,bhTiDzFLOgQYoFaf,,FALSE,PfICkFEKWXBqSlks,FALSE,,265,txt,0,,,GTbHlqJtIWVtIGhj,windows,windows 10,cbfxlXrCjHFUbQMW,24765,block,No,FYCAWYUKIURgMbJo,Yes,v2,,,bWAxGbjwungWEsCf,aWzqhKTguzjcyYbW,/Application/TestApp/Content/,UFQhtzGxniRJJQqZ,,,,SUBTYPE_DEVICE_CONTROL,1713190984,endpoint,,KissjMkofGEFFGeH,JszebeqvQNLAhWSj,b12493cc-337a-402c-9356-8c2ed0856350,NetskopeEventsEndpoint_CL,
