legacy_id,is_published,marketplace_url,last_checked
azuresentinel.azure-sentinel-solution-amazonwebservicesiam,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-amazonwebservicesiam,2026-01-13
azuresentinel.azure-sentinel-solution-amazonwebservicesroute53,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-amazonwebservicesroute53,2026-01-13
azuresentinel.azure-sentinel-solution-apachehttpserver,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-apachehttpserver,2026-01-13
azuresentinel.azure-sentinel-solution-apachelog4jvulnerability,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-apachelog4jvulnerability,2026-01-13
azuresentinel.azure-sentinel-solution-apachetomcat,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-apachetomcat,2026-01-13
azuresentinel.azure-sentinel-solution-arubaclearpass,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-arubaclearpass,2026-01-13
azuresentinel.azure-sentinel-solution-atlassianconfluenceaudit,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-atlassianconfluenceaudit,2026-01-13
azuresentinel.azure-sentinel-solution-atlassianjiraaudit,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-atlassianjiraaudit,2026-01-13
azuresentinel.azure-sentinel-solution-attackertools,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-attackertools,2026-01-13
azuresentinel.azure-sentinel-solution-australiancybersecurity,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-australiancybersecurity,2026-01-13
azuresentinel.azure-sentinel-solution-auth0,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-auth0,2026-01-13
azuresentinel.azure-sentinel-solution-automated-logic-webctrl,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-automated-logic-webctrl,2026-01-13
azuresentinel.azure-sentinel-solution-aws-cloudfront,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-aws-cloudfront,2026-01-13
azuresentinel.azure-sentinel-solution-aws-networkfirewall,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-aws-networkfirewall,2026-01-13
azuresentinel.azure-sentinel-solution-awsaccesslogs,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-awsaccesslogs,2026-01-13
azuresentinel.azure-sentinel-solution-awsathena,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-awsathena,2026-01-13
azuresentinel.azure-sentinel-solution-awssecurityhub,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-awssecurityhub,2026-01-13
azuresentinel.azure-sentinel-solution-awssystemsmanager,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-awssystemsmanager,2026-01-13
azuresentinel.azure-sentinel-solution-awsvpcflowlogs,false,,2026-01-13
azuresentinel.azure-sentinel-solution-azureactivedirectory,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azureactivedirectory,2026-01-13
azuresentinel.azure-sentinel-solution-azureactivedirectoryip,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azureactivedirectoryip,2026-01-13
azuresentinel.azure-sentinel-solution-azureactivity,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azureactivity,2026-01-13
azuresentinel.azure-sentinel-solution-azurecognitivesearch,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azurecognitivesearch,2026-01-13
azuresentinel.azure-sentinel-solution-azureddosprotection,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azureddosprotection,2026-01-13
azuresentinel.azure-sentinel-solution-azuredevopsauditing,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azuredevopsauditing,2026-01-13
azuresentinel.azure-sentinel-solution-azurekeyvault,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azurekeyvault,2026-01-13
azuresentinel.azure-sentinel-solution-azurekubernetes,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azurekubernetes,2026-01-13
azuresentinel.azure-sentinel-solution-azurepurview,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azurepurview,2026-01-13
azuresentinel.azure-sentinel-solution-azuresecuritybenchmark,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azuresecuritybenchmark,2026-01-13
azuresentinel.azure-sentinel-solution-azurestorageaccount,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azurestorageaccount,2026-01-13
azuresentinel.azure-sentinel-solution-azurewebapplicationfirewal,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-azurewebapplicationfirewal,2026-01-13
azuresentinel.azure-sentinel-solution-batchaccount,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-batchaccount,2026-01-13
azuresentinel.azure-sentinel-solution-bec_financialfraud,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-bec_financialfraud,2026-01-13
azuresentinel.azure-sentinel-solution-bitglass,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-bitglass,2026-01-13
azuresentinel.azure-sentinel-solution-blackberrycylanceprotect,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-blackberrycylanceprotect,2026-01-13
azuresentinel.azure-sentinel-solution-box,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-box,2026-01-13
azuresentinel.azure-sentinel-solution-broadcomsymantecdlp,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-broadcomsymantecdlp,2026-01-13
azuresentinel.azure-sentinel-solution-checkphishbybolster,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-checkphishbybolster,2026-01-13
azuresentinel.azure-sentinel-solution-ciscoaci,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscoaci,2026-01-13
azuresentinel.azure-sentinel-solution-ciscoasa,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscoasa,2026-01-13
azuresentinel.azure-sentinel-solution-ciscoise,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscoise,2026-01-13
azuresentinel.azure-sentinel-solution-ciscomeraki,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscomeraki,2026-01-13
azuresentinel.azure-sentinel-solution-ciscomerakinativepoller,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscomerakinativepoller,2026-01-13
azuresentinel.azure-sentinel-solution-ciscosecureendpoint,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscosecureendpoint,2026-01-13
azuresentinel.azure-sentinel-solution-ciscoseg,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscoseg,2026-01-13
azuresentinel.azure-sentinel-solution-ciscostealthwatch,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscostealthwatch,2026-01-13
azuresentinel.azure-sentinel-solution-ciscoucs,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscoucs,2026-01-13
azuresentinel.azure-sentinel-solution-ciscoumbrella,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscoumbrella,2026-01-13
azuresentinel.azure-sentinel-solution-ciscowsa,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ciscowsa,2026-01-13
azuresentinel.azure-sentinel-solution-citrixadc,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-citrixadc,2026-01-13
azuresentinel.azure-sentinel-solution-claroty,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-claroty,2026-01-13
azuresentinel.azure-sentinel-solution-cloudservicedetection,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-cloudservicedetection,2026-01-13
azuresentinel.azure-sentinel-solution-cloudthreatdetection,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-cloudthreatdetection,2026-01-13
azuresentinel.azure-sentinel-solution-cmmcv2,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-cmmcv2,2026-01-13
azuresentinel.azure-sentinel-solution-commoneventformat,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-commoneventformat,2026-01-13
azuresentinel.azure-sentinel-solution-continuousdiagnostics,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-continuousdiagnostics,2026-01-13
azuresentinel.azure-sentinel-solution-cortexccp,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-cortexccp,2026-01-13
azuresentinel.azure-sentinel-solution-cortexxpanse,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-cortexxpanse,2026-01-13
azuresentinel.azure-sentinel-solution-crowdstrikefalconep,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-crowdstrikefalconep,2026-01-13
azuresentinel.azure-sentinel-solution-customlogsviaama,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-customlogsviaama,2026-01-13
azuresentinel.azure-sentinel-solution-datalakestoragegen1,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-datalakestoragegen1,2026-01-13
azuresentinel.azure-sentinel-solution-dev0270detectionandhunting,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-dev0270detectionandhunting,2026-01-13
azuresentinel.azure-sentinel-solution-digitalguardiandlp,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-digitalguardiandlp,2026-01-13
azuresentinel.azure-sentinel-solution-dns,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-dns,2026-01-13
azuresentinel.azure-sentinel-solution-dns-domain,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-dns-domain,2026-01-13
azuresentinel.azure-sentinel-solution-doracompliance,false,,2026-01-13
azuresentinel.azure-sentinel-solution-eatonforeseer,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-eatonforeseer,2026-01-13
azuresentinel.azure-sentinel-solution-eclecticiqtip,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-eclecticiqtip,2026-01-13
azuresentinel.azure-sentinel-solution-elasticagent,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-elasticagent,2026-01-13
azuresentinel.azure-sentinel-solution-elasticsearch,false,,2026-01-13
azuresentinel.azure-sentinel-solution-endace,false,,2026-01-13
azuresentinel.azure-sentinel-solution-endpointthreat,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-endpointthreat,2026-01-13
azuresentinel.azure-sentinel-solution-entraidassets,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-entraidassets,2026-01-13
azuresentinel.azure-sentinel-solution-entrustidentity,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-entrustidentity,2026-01-13
azuresentinel.azure-sentinel-solution-eventhub,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-eventhub,2026-01-13
azuresentinel.azure-sentinel-solution-exabeamadvancedanalytics,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-exabeamadvancedanalytics,2026-01-13
azuresentinel.azure-sentinel-solution-fireeyenx,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-fireeyenx,2026-01-13
azuresentinel.azure-sentinel-solution-forescout,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-forescout,2026-01-13
azuresentinel.azure-sentinel-solution-fortinetfortigate,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-fortinetfortigate,2026-01-13
azuresentinel.azure-sentinel-solution-fortiwebcloud,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-fortiwebcloud,2026-01-13
azuresentinel.azure-sentinel-solution-gcp-cdn,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcp-cdn,2026-01-13
azuresentinel.azure-sentinel-solution-gcp-nat,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcp-nat,2026-01-13
azuresentinel.azure-sentinel-solution-gcp-rm,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcp-rm,2026-01-13
azuresentinel.azure-sentinel-solution-gcpauditlogs-api,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpauditlogs-api,2026-01-13
azuresentinel.azure-sentinel-solution-gcpbigquery,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpbigquery,2026-01-13
azuresentinel.azure-sentinel-solution-gcpcloudrun,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpcloudrun,2026-01-13
azuresentinel.azure-sentinel-solution-gcpcomputeengine,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpcomputeengine,2026-01-13
azuresentinel.azure-sentinel-solution-gcpdns,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpdns,2026-01-13
azuresentinel.azure-sentinel-solution-gcpfirewalllogs-api,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpfirewalllogs-api,2026-01-13
azuresentinel.azure-sentinel-solution-gcpiam,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpiam,2026-01-13
azuresentinel.azure-sentinel-solution-gcpids,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpids,2026-01-13
azuresentinel.azure-sentinel-solution-gcploadbalancerlogs-api,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcploadbalancerlogs-api,2026-01-13
azuresentinel.azure-sentinel-solution-gcpmonitoring,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpmonitoring,2026-01-13
azuresentinel.azure-sentinel-solution-gcpscclogs-api,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpscclogs-api,2026-01-13
azuresentinel.azure-sentinel-solution-gcpsql,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpsql,2026-01-13
azuresentinel.azure-sentinel-solution-gcpvpcflowlogs-api,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gcpvpcflowlogs-api,2026-01-13
azuresentinel.azure-sentinel-solution-gdpr-compliance,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gdpr-compliance,2026-01-13
azuresentinel.azure-sentinel-solution-gitlab,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gitlab,2026-01-13
azuresentinel.azure-sentinel-solution-gkelogs-api,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-gkelogs-api,2026-01-13
azuresentinel.azure-sentinel-solution-globalsecureaccess,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-globalsecureaccess,2026-01-13
azuresentinel.azure-sentinel-solution-googleapigeex,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-googleapigeex,2026-01-13
azuresentinel.azure-sentinel-solution-googleworkspacereports,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-googleworkspacereports,2026-01-13
azuresentinel.azure-sentinel-solution-hipaacompliance,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-hipaacompliance,2026-01-13
azuresentinel.azure-sentinel-solution-illumiocore,false,,2026-01-13
azuresentinel.azure-sentinel-solution-impervawafcloud,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-impervawafcloud,2026-01-13
azuresentinel.azure-sentinel-solution-infobloxnios,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-infobloxnios,2026-01-13
azuresentinel.azure-sentinel-solution-insiderriskmanagement,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-insiderriskmanagement,2026-01-13
azuresentinel.azure-sentinel-solution-ioclegacy,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ioclegacy,2026-01-13
azuresentinel.azure-sentinel-solution-iscbind,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-iscbind,2026-01-13
azuresentinel.azure-sentinel-solution-isvtesting12,false,,2026-01-13
azuresentinel.azure-sentinel-solution-ivantiuem,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ivantiuem,2026-01-13
azuresentinel.azure-sentinel-solution-jboss,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-jboss,2026-01-13
azuresentinel.azure-sentinel-solution-juniperidp,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-juniperidp,2026-01-13
azuresentinel.azure-sentinel-solution-junipersrx,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-junipersrx,2026-01-13
azuresentinel.azure-sentinel-solution-logicapps,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-logicapps,2026-01-13
azuresentinel.azure-sentinel-solution-m365asset,false,,2026-01-13
azuresentinel.azure-sentinel-solution-malwareprotection,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-malwareprotection,2026-01-13
azuresentinel.azure-sentinel-solution-marklogicaudit,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-marklogicaudit,2026-01-13
azuresentinel.azure-sentinel-solution-maturitymodelforeventlogma,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-maturitymodelforeventlogma,2026-01-13
azuresentinel.azure-sentinel-solution-mcafeeepo,false,,2026-01-13
azuresentinel.azure-sentinel-solution-mcafeensp,false,,2026-01-13
azuresentinel.azure-sentinel-solution-mdefenderforidentity,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-mdefenderforidentity,2026-01-13
azuresentinel.azure-sentinel-solution-microsoft365defender,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-microsoft365defender,2026-01-13
azuresentinel.azure-sentinel-solution-microsoftcopilot,false,,2026-01-13
azuresentinel.azure-sentinel-solution-microsoftdefendercloudapps,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-microsoftdefendercloudapps,2026-01-13
azuresentinel.azure-sentinel-solution-microsoftdefenderendpoint,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-microsoftdefenderendpoint,2026-01-13
azuresentinel.azure-sentinel-solution-microsoftdefenderforcloud,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-microsoftdefenderforcloud,2026-01-13
azuresentinel.azure-sentinel-solution-microsoftdefenderforo365,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-microsoftdefenderforo365,2026-01-13
azuresentinel.azure-sentinel-solution-microsoftdefenderthreatint,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-microsoftdefenderthreatint,2026-01-13
azuresentinel.azure-sentinel-solution-microsoftpowerbi,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-microsoftpowerbi,2026-01-13
azuresentinel.azure-sentinel-solution-microsoftproject,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-microsoftproject,2026-01-13
azuresentinel.azure-sentinel-solution-minemeld,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-minemeld,2026-01-13
azuresentinel.azure-sentinel-solution-mip,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-mip,2026-01-13
azuresentinel.azure-sentinel-solution-mitreattck,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-mitreattck,2026-01-13
azuresentinel.azure-sentinel-solution-mongodbaudit,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-mongodbaudit,2026-01-13
azuresentinel.azure-sentinel-solution-mulesoft,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-mulesoft,2026-01-13
azuresentinel.azure-sentinel-solution-multicloudattackcoverage,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-multicloudattackcoverage,2026-01-13
azuresentinel.azure-sentinel-solution-ncscnlndncti,true,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-ncscnlndncti,2026-01-13
