TenantId,SourceSystem,TimeGenerated,ReceiptTime,DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,OriginalLogSeverity,DeviceAction,SimplifiedDeviceAction,Computer,CommunicationDirection,DeviceFacility,DestinationPort,DestinationIP,DeviceAddress,DeviceName,Message,Protocol,SourcePort,SourceIP,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,DeviceVersion,Activity,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,DeviceDnsDomain,DeviceExternalID,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceMacAddress,ProcessID,ExternalID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourceUserID,SourceUserName,EventType,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,AdditionalExtensions,StartTime,EndTime,Type,"_ResourceId"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.404Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,52114,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"194.90.196.121",null,,,,,,,,,,,"clients.l.g",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1832142685;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=clients2.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.404Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,50580,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"194.90.196.101",null,,,,,,,,,,,"talkgadget.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1799009700;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=talkgadget.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN destinationTranslate",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.404Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,63374,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,1,null,,,,,,,,,,,"safebrowsing.cache.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1896353848;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=safebrowsing-cache.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.404Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,54419,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"194.90.196.121",null,,,,,,,,,,,"clients.l.go",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1814792414;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=clients2.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.404Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,50064,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"194.90.196.24",null,,,,,,,,,,,"plus.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1866256874;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=apis.google.com;ansrecordtype=A (Host address) (1) ansrecordclas;ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.404Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,54929,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"173.194.78.189",null,,,,,,,,,,,"0.client-channel.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1848188605;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=0.client-channel.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.404Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,65163,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"173.194.112.205",null,,,,,,,,,,,"pagead46.l.doubleclick.net",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1946250880;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=pagead2.googlesyndication.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.404Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,60299,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"62.0.54.84",null,,,,,,,,,,,"plus.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1947507751;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=apis.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN destinationTranslatedAddress",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.404Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,60660,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"23.51.186.73",null,,,,,,,,,,,"e8011.g.akamaiedge.net",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-185808435;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=ads1.msads.net;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.403Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,52124,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"62.0.54.1",null,,,,,,,,,,,"ssl.gstatic.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1664409462;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=ssl.gstatic.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.403Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,52376,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"194.90.196.148",null,,,,,,,,,,,"sb.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1731431760;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=safebrowsing.google.com;ansrecordtype=A (Host address) (1) ansrecordcla;ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
